business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,url
OPERATIONAL,"Jl. Gajah Mada No.56, Karang Siri, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85511, Indonesia","{'location': {'lat': -9.8593808, 'lng': 124.2691554}, 'viewport': {'northeast': {'lat': -9.858284270107278, 'lng': 124.2702630298927}, 'southwest': {'lat': -9.860983929892722, 'lng': 124.2675633701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Timor Megah Hotel,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102955835313014699808"">Timor Megah Hotel</a>'], 'photo_reference': 'AUGGfZny5c_WFjad1TG7XppBSDo4n6GYmsqPXJsBX5b9Syz6MoTJIrOar8dy8ANBoM9EjFBxpT5mDRKvtdFaP2jKX0n3f5lw0H10vFNXWmK3U0A60hk35tAKjA30ePlNye4gS5x__NknsZiHY7wBpL52lcIDl9yuFPfwzsHFPjMyQ-si6H5K', 'width': 2048}]",ChIJA5PComjvVSwRDLo8SMj1D3A,"{'compound_code': '47R9+6M Karang Siri, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2647R9+6M'}",4.0,ChIJA5PComjvVSwRDLo8SMj1D3A,"['lodging', 'point_of_interest', 'establishment']",569,https://www.google.com/maps/place/?q=place_id:ChIJA5PComjvVSwRDLo8SMj1D3A
OPERATIONAL,"Jl. Hayam Wuruk, Pasar Inpres, Taubneno, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85511, Indonesia","{'location': {'lat': -9.858455099999999, 'lng': 124.2857261}, 'viewport': {'northeast': {'lat': -9.856990170107279, 'lng': 124.2870422298927}, 'southwest': {'lat': -9.859689829892723, 'lng': 124.2843425701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Dena Hotel,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110742355455065637821"">A Google User</a>'], 'photo_reference': 'AUGGfZmp1BoEmSQVhKXstqFIymP4ru7qV49QfuuNBE_ci0ufdnDTBegeCqaATF7t2uIaZxnHUxFZNXbW2jto0THTqRqijmHFylKuWx_2Zro1QCuZURDX2I18sqrAP8cjqYKxTU8-qFoQ57WlParooq8FSojalrNWQ9dbmnA2THnI_eWb55sJ', 'width': 4000}]",ChIJoSaUIHjvVSwR9OL8T7mOzvo,"{'compound_code': '47RP+J7 Taubneno, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2647RP+J7'}",4.2,ChIJoSaUIHjvVSwR9OL8T7mOzvo,"['lodging', 'point_of_interest', 'establishment']",424,https://www.google.com/maps/place/?q=place_id:ChIJoSaUIHjvVSwR9OL8T7mOzvo
OPERATIONAL,"47M5+P26, Jl. Gajah Mada, Kesetnana, Kec. Mollo Sel., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8657253, 'lng': 124.2575725}, 'viewport': {'northeast': {'lat': -9.864389170107279, 'lng': 124.2589503798927}, 'southwest': {'lat': -9.867088829892722, 'lng': 124.2562507201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Blessing hotel Soe ""feels like home""","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103738172773926198910"">Ronnie Hereskie</a>'], 'photo_reference': 'AUGGfZnh7jnS-vV-gi9XCxlWe9kcrwc0k2Qt1irkDstuu7raK2ONgwfWwxvhI5gXHzrk4K8d2X8SfDEXkBCTX820yOYap11886USDH_sAfnruzeqy-g4TYlvMU6zGT_LLVKp3AFGa-OeEze3jLuGGdSomBsElkLLE1T3nzGtD0Vbr5qxIK0L', 'width': 2268}]",ChIJO_HO6VvvVSwRTd1aIeHbOWA,,4.3,ChIJO_HO6VvvVSwRTd1aIeHbOWA,"['lodging', 'point_of_interest', 'establishment']",150,https://www.google.com/maps/place/?q=place_id:ChIJO_HO6VvvVSwRTd1aIeHbOWA
OPERATIONAL,"Jl. Gajah Mada No.7500, Karang Siri, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8603454, 'lng': 124.2706054}, 'viewport': {'northeast': {'lat': -9.858936270107277, 'lng': 124.2718786798927}, 'southwest': {'lat': -9.86163592989272, 'lng': 124.2691790201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Gajah Mada,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115360756521381996484"">A Google User</a>'], 'photo_reference': 'AUGGfZn1tmLQVWU79iGvDaosC7YyhR1bQT1MiuaRdJiGJHNtLWtVqnMQdbgZr0huvQleETKMgff7DJ_HgjKJ5R5iZcax8aU2UglIpvS2ZMtZWMgIlxImMN1mq4u0FZZM9Tuoi_loHbFwykKBCeFe2AfcaUudh2DnTUAVLB3vRvZY0ILlKk0K', 'width': 4624}]",ChIJJV8m9GXvVSwRCptobDUTmGM,"{'compound_code': '47QC+V6 Karang Siri, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2647QC+V6'}",3.4,ChIJJV8m9GXvVSwRCptobDUTmGM,"['lodging', 'point_of_interest', 'establishment']",127,https://www.google.com/maps/place/?q=place_id:ChIJJV8m9GXvVSwRCptobDUTmGM
OPERATIONAL,"47R6+7QM, Jl. Gajah Mada - Soe Kobelete Soe Timor Tengah Selatan, Karang Siri, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8592827, 'lng': 124.2619411}, 'viewport': {'northeast': {'lat': -9.857940670107277, 'lng': 124.2633062298927}, 'southwest': {'lat': -9.860640329892721, 'lng': 124.2606065701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Bahagia 2,"[{'height': 2608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107965473745243906851"">Daud Ufi</a>'], 'photo_reference': 'AUGGfZlNgWIhuRMu3MAVs_9tfxq5J13kM60nQhXc0dGBvEz48oHEIyNDSRpre3m9ngYCnHQx-09ItTgl-75_IDN4922Pi3NXDPQaLjldWVTfe5oVYZk5UI7xODTtt40dXiqgoLDldBPhEAeG6zjfWMlLoCar_3mpbxcWp5QFp6ez2A9mMf7k', 'width': 4624}]",ChIJxwlo-0LvVSwRfouqvdQ0cek,,4.0,ChIJxwlo-0LvVSwRfouqvdQ0cek,"['lodging', 'point_of_interest', 'establishment']",612,https://www.google.com/maps/place/?q=place_id:ChIJxwlo-0LvVSwRfouqvdQ0cek
OPERATIONAL,"47MJ+WGQ, Kampung Baru, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8651837, 'lng': 124.2813641}, 'viewport': {'northeast': {'lat': -9.863871220107276, 'lng': 124.2826992798927}, 'southwest': {'lat': -9.86657087989272, 'lng': 124.2799996201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Bahagia 1,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114439426262141736229"">Gilbert Amtiran</a>'], 'photo_reference': 'AUGGfZlTSrXSeu_WHVHh_TVCxsGSkvS3Ky6fvGgvBCMx2UqAOTo_pSVTc1vNpKRcFsa_tY2POj4Yg0KcSrCOQJ6XMKRj1LhYDFfgEDV2CSy1sFZJMxOl5VE_GLl3nu914raJgr8rNtjWUw6XBPRplS4YOxdavYUs40QH6yUxCxnywrsVr3iG', 'width': 4096}]",ChIJZ7598rvvVSwRHZ3owzS0gUM,,4.1,ChIJZ7598rvvVSwRHZ3owzS0gUM,"['lodging', 'point_of_interest', 'establishment']",84,https://www.google.com/maps/place/?q=place_id:ChIJZ7598rvvVSwRHZ3owzS0gUM
OPERATIONAL,"Jl. Gajah Mada No.18, Karang Siri, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.861810100000001, 'lng': 124.2727129}, 'viewport': {'northeast': {'lat': -9.86050152010728, 'lng': 124.2740490298927}, 'southwest': {'lat': -9.863201179892723, 'lng': 124.2713493701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sejati,"[{'height': 840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106894563731731415331"">eka sari</a>'], 'photo_reference': 'AUGGfZl1udbtdac2K39IUhmnkSjEwFnvTS406-Bm2yqUIlAPEhUjl1JnwsyvkyjXVHr1Nmtao3tDQUkQtmdbYnoEWHOjtLtHU5bZGbVUIkn8MM8FbZPhzoRKt2PN6RuYHz2AbVTOAwII428t8M1dT_2vj5Gl9W1BEKZCY7Auzb7j2pWQ4KXb', 'width': 1280}]",ChIJTTCSBmXvVSwRYku1tVfeI9I,"{'compound_code': '47QF+73 Karang Siri, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2647QF+73'}",3.7,ChIJTTCSBmXvVSwRYku1tVfeI9I,"['lodging', 'point_of_interest', 'establishment']",87,https://www.google.com/maps/place/?q=place_id:ChIJTTCSBmXvVSwRYku1tVfeI9I
OPERATIONAL,"So'e, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85511, Indonesia","{'location': {'lat': -9.8654493, 'lng': 124.2793068}, 'viewport': {'northeast': {'lat': -9.86414477010728, 'lng': 124.2806734798927}, 'southwest': {'lat': -9.866844429892724, 'lng': 124.2779738201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Puri Dewata Soe RedPartner,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105820518175804615109"">Riki Junaedi</a>'], 'photo_reference': 'AUGGfZlMSPa4hpm7W-RESKTJ6TZeNHnK2B1S9PLGALQwuNpLPVE6oLBivXeiwJUxTwiqMeBR5P9OZYl_LW23J41jF3qltTUkE6M1f0wbgf_1qg-mdv9RksZy1s9noIjxpw2MKPoFNTwS3EwLEH4JdG5Ik9hL-eQp078-zBs8KYPMLl4LZ4dZ', 'width': 4624}]",ChIJPc3GJRTvVSwRXfGHXVpCi3g,"{'compound_code': ""47MH+RP So'e, South Timor Tengah Regency, East Nusa Tenggara, Indonesia"", 'global_code': '6Q2647MH+RP'}",4.3,ChIJPc3GJRTvVSwRXfGHXVpCi3g,"['lodging', 'point_of_interest', 'establishment']",13,https://www.google.com/maps/place/?q=place_id:ChIJPc3GJRTvVSwRXfGHXVpCi3g
OPERATIONAL,"47RP+M2X, Kota Baru, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8582473, 'lng': 124.2851162}, 'viewport': {'northeast': {'lat': -9.856963370107279, 'lng': 124.2864865298927}, 'southwest': {'lat': -9.859663029892722, 'lng': 124.2837868701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Roda Pedati,"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103172525897195687035"">Efrizal Freeze</a>'], 'photo_reference': 'AUGGfZky-lugzZL6yHHMaBkGvWhUe9PyUCsuU-yeLDFfzoQKuSdDj9oqeI5kRWOcLAVGUa0Wun9togMFie8i-jvtPz4YtT4ELS1_jVfIePE9VQGceGXYSR2-Xkc_M558jmjfPyheODspU_P3oYu38-MfBVdWI8vCDI8izNWlKsJa43TUawlt', 'width': 4618}]",ChIJYel0Q5HvVSwRuvle8XgJuvo,,4.0,ChIJYel0Q5HvVSwRuvle8XgJuvo,"['lodging', 'point_of_interest', 'establishment']",9,https://www.google.com/maps/place/?q=place_id:ChIJYel0Q5HvVSwRuvle8XgJuvo
OPERATIONAL,"47QG+RR9 So'e, Kp. Baru, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85511, Indonesia","{'location': {'lat': -9.860471, 'lng': 124.2771}, 'viewport': {'northeast': {'lat': -9.85888227010728, 'lng': 124.2785848798927}, 'southwest': {'lat': -9.861581929892724, 'lng': 124.2758852201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Puri Dewata Soe RedPartner,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118210436845761718046"">A Google User</a>'], 'photo_reference': 'AUGGfZmbSZnG2qgmMGiHjpDXkGQar5F7fqIslN4Ef42hE-cQ3dO0T53OXZ1Rtud-XPX7wI-w7pSLDMXObWVQXZKGPc79BqZhLHdm8l3dzW2C-q6ZpXJQVSa3AXdJPjFcTmz4ysMKD3H_LmsUR01DgazQofpOPFkXbulvMb0Ax7OezsqZq6A5', 'width': 1080}]",ChIJn4tQlHrvVSwRAlLEXL71iv0,,1.0,ChIJn4tQlHrvVSwRAlLEXL71iv0,"['lodging', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJn4tQlHrvVSwRAlLEXL71iv0
