business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,url
OPERATIONAL,"3M84+WXC, West Silian, Silian Raya, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0673118, 'lng': 124.6573946}, 'viewport': {'northeast': {'lat': 1.068275979892722, 'lng': 124.6588029798927}, 'southwest': {'lat': 1.065576320107277, 'lng': 124.6561033201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KINDA VILLA,ChIJM1TuifVRhzIRpmCiKFyOTIM,3,ChIJM1TuifVRhzIRpmCiKFyOTIM,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJM1TuifVRhzIRpmCiKFyOTIM
OPERATIONAL,"2MR5+65X, Kali, Tombatu, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0406232, 'lng': 124.6579985}, 'viewport': {'northeast': {'lat': 1.0441908, 'lng': 124.6636814}, 'southwest': {'lat': 1.039434, 'lng': 124.6561042}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Putri wungou,ChIJN1WfAodThzIRTMuae2n8dSA,0,ChIJN1WfAodThzIRTMuae2n8dSA,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJN1WfAodThzIRTMuae2n8dSA
OPERATIONAL,"3J77+XFQ, Tondanouw, Touluaan, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.064954, 'lng': 124.6137362}, 'viewport': {'northeast': {'lat': 1.066303829892722, 'lng': 124.6150860298927}, 'southwest': {'lat': 1.063604170107278, 'lng': 124.6123863701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kel taogan mononege,ChIJv0PdfiNRhzIR47pKiu-kCsI,0,ChIJv0PdfiNRhzIR47pKiu-kCsI,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJv0PdfiNRhzIR47pKiu-kCsI
OPERATIONAL,"2MRP+G24, South Tombatu Tiga, Tombatu, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0412712, 'lng': 124.6850796}, 'viewport': {'northeast': {'lat': 1.042597179892722, 'lng': 124.6864860798927}, 'southwest': {'lat': 1.039897520107278, 'lng': 124.6837864201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,House of Lasut-Rondonuwu,ChIJ-wITpppThzIRI3mEdUDrdZ0,0,ChIJ-wITpppThzIRI3mEdUDrdZ0,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117574509919177476338"">A Google User</a>'], 'photo_reference': 'AUGGfZm8V5F3NNwUJVEdsNxuIQ6gQT6lYlDvcjg_olqPEWw2gDh7kx17Hm-TJ6u9YUuYNPNcRJpEL6-JW_X__4TSdlLvJERDmWXsi7zxxnuDrp_KlN1g_fapxZNlqyhhzAgoVvPjMwkX5o1DLIQ93HkOIX8UtoNUX6iExS6gy7v-1tp0Qzg7', 'width': 3024}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ-wITpppThzIRI3mEdUDrdZ0
OPERATIONAL,"2PHG+C7P, North Molompar Dua, Tombatu Timur, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0284003, 'lng': 124.7257353}, 'viewport': {'northeast': {'lat': 1.029759279892722, 'lng': 124.7269884298927}, 'southwest': {'lat': 1.027059620107278, 'lng': 124.7242887701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kel. Pangalo - Patansi,ChIJY8p8jGRNhzIRTaNjD7BEcG0,0,ChIJY8p8jGRNhzIRTaNjD7BEcG0,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJY8p8jGRNhzIRTaNjD7BEcG0
OPERATIONAL,"4J96+PCR, Ranoketang Tua, Amurang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.119387, 'lng': 124.6110121}, 'viewport': {'northeast': {'lat': 1.120743079892722, 'lng': 124.6123554798927}, 'southwest': {'lat': 1.118043420107278, 'lng': 124.6096558201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ottays Family,ChIJc4QdGHdRhzIRcPFpYeHYXA8,5,ChIJc4QdGHdRhzIRcPFpYeHYXA8,"['lodging', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJc4QdGHdRhzIRcPFpYeHYXA8
OPERATIONAL,"Molompar Satu, Tombatu Timur, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0241848, 'lng': 124.7298288}, 'viewport': {'northeast': {'lat': 1.025550629892722, 'lng': 124.7311658298927}, 'southwest': {'lat': 1.022850970107278, 'lng': 124.7284661701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Aghyrols,ChIJ7_H_L0dNhzIRByuiyjAqpkk,0,ChIJ7_H_L0dNhzIRByuiyjAqpkk,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112978780515955560767"">A Google User</a>'], 'photo_reference': 'AUGGfZlbVVhKTwo5Ry6BeWhPChE8m-hhYu3aFQdTpKVflaJtYmn1YD4sWccUSYlBRhwInxYxztyPQEPz69O_Y1ABonh8SIzGhmlbqSZnwU_BYpWr5AOfiXgBqkRLbZltN0y6HNs7uIzYeP-9a7e90aw9wpZxcTC4vwDb5-SPGdR2DMEN39Hl', 'width': 720}]","{'compound_code': '2PFH+MX Molompar Satu, Southeast Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH62PFH+MX'}",,https://www.google.com/maps/place/?q=place_id:ChIJ7_H_L0dNhzIRByuiyjAqpkk
OPERATIONAL,"3JPP+5WJ, Lobu Kota, Touluaan, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0854635, 'lng': 124.6372533}, 'viewport': {'northeast': {'lat': 1.08620035, 'lng': 124.6385784298927}, 'southwest': {'lat': 1.08325295, 'lng': 124.6358787701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Keluarga runtukahu abuno,ChIJlWeeMwBRhzIRA26qEA32C2Q,0,ChIJlWeeMwBRhzIRA26qEA32C2Q,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJlWeeMwBRhzIRA26qEA32C2Q
OPERATIONAL,"XMMW+C3C, Tonsawang, Tombatu, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9835581000000001, 'lng': 124.6951268}, 'viewport': {'northeast': {'lat': 0.9849177298927221, 'lng': 124.6964489798927}, 'southwest': {'lat': 0.9822180701072778, 'lng': 124.6937493201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Mokosolang Damongilala,ChIJne-UM-SzgDIRzAGaYVqbze4,0,ChIJne-UM-SzgDIRzAGaYVqbze4,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109463938016656005760"">Jerri Mokosolang</a>'], 'photo_reference': 'AUGGfZk2t-eKF0Ahaz6Q_xVVFTSbA_F16tof5v1SIgOBmUKlhCFeoTAZIkgepQT1A-dGVOtg7rv0Xre43KNA7zla7eJTiadYKwwfPQdgfZr5C5p8ceCf1UiPOPkEuKTuBCmwpa--BhZ32M3u592YP-BsU8rp69miW_mrcW-gZIJyIo8SUDPI', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJne-UM-SzgDIRzAGaYVqbze4
CLOSED_PERMANENTLY,"3M78+75V, Silian Kota, Silian Raya, Southeast Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.063316, 'lng': 124.6653723}, 'viewport': {'northeast': {'lat': 1.064672929892722, 'lng': 124.6666967798927}, 'southwest': {'lat': 1.061973270107278, 'lng': 124.6639971201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah,ChIJD5_CKF5RhzIRVVx_C4gAVjU,1,ChIJD5_CKF5RhzIRVVx_C4gAVjU,"['lodging', 'point_of_interest', 'establishment']",1,,,True,https://www.google.com/maps/place/?q=place_id:ChIJD5_CKF5RhzIRVVx_C4gAVjU
