business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,photos,plus_code,url
OPERATIONAL,"6PM2+PM, Mamminasae, Paleteang, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.7656687, 'lng': 119.7016383}, 'viewport': {'northeast': {'lat': -3.764129170107279, 'lng': 119.7029957798927}, 'southwest': {'lat': -3.766828829892722, 'lng': 119.7002961201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Aida,ChIJ92QlZQBLlC0RrLqA9R4SRig,0.0,ChIJ92QlZQBLlC0RrLqA9R4SRig,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ92QlZQBLlC0RrLqA9R4SRig
CLOSED_TEMPORARILY,"6M2Q+6VF, Tonrong Saddang, Pakkie, Kec. Tiroang, Kabupaten Pinrang, Sulawesi Selatan 91256, Indonesia","{'location': {'lat': -3.7994345, 'lng': 119.6896767}, 'viewport': {'northeast': {'lat': -3.798084670107278, 'lng': 119.6910265298927}, 'southwest': {'lat': -3.800784329892722, 'lng': 119.6883268701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam ikan nila,ChIJm3mIJKxNlC0RVImx2YEovMw,0.0,ChIJm3mIJKxNlC0RVImx2YEovMw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJm3mIJKxNlC0RVImx2YEovMw
OPERATIONAL,"6M53+HRR, Sawito, Watang Sawitto, Pinrang Regency, South Sulawesi 91211, Indonesia","{'location': {'lat': -3.7910443, 'lng': 119.6545148}, 'viewport': {'northeast': {'lat': -3.789718120107278, 'lng': 119.6558625798927}, 'southwest': {'lat': -3.792417779892722, 'lng': 119.6531629201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Rumah Adat , Palais - Sao Raja - de la Principauté de Sawitto",ChIJseKZwP5MlC0RI6johmHg_3I,4.2,ChIJseKZwP5MlC0RI6johmHg_3I,"['tourist_attraction', 'point_of_interest', 'establishment']",141.0,,{},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104306878597951019572"">Muzhaf sllu setia</a>'], 'photo_reference': 'AUGGfZmnckR8jDNFRpHGHbPWy_hzEKYHl17JJcmkNkt2FrsQZpsJMkTcbslwkpL2CB5RatbnO4BKp4E9-ORTwMFGzzYHcAqDkJZiOLFNrm5eFzQj3U-wZlg_RyTBw4v7Rw0sGeAF2vbNXQgO-7cnJbDddZ5X_FYns-BMfqRw6EzAxxhyideQ', 'width': 2448}]",,https://www.google.com/maps/place/?q=place_id:ChIJseKZwP5MlC0RI6johmHg_3I
OPERATIONAL,"Jl. Dr. Wahidin Sudiro Husodo, Jaya, Kec. Watang Sawitto, Kabupaten Pinrang, Sulawesi Selatan 91213, Indonesia","{'location': {'lat': -3.7914168, 'lng': 119.6505235}, 'viewport': {'northeast': {'lat': -3.790092970107279, 'lng': 119.6520826298927}, 'southwest': {'lat': -3.792792629892722, 'lng': 119.6493829701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Lasinrang Park,ChIJ0XvYFv5MlC0RHSd-0TiamS4,4.2,ChIJ0XvYFv5MlC0RHSd-0TiamS4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",2489.0,,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114938038321644664965"">rama tama</a>'], 'photo_reference': 'AUGGfZneW7Tbt4yXZN2pAyD1UQzZozo2Q5Sjf2L3Sh4rgkxSVCPPGBF3mIhnJWWB5trze_xkv6tUay-oO6h5MHP7ANJz510zrTO55F4d1MsrXhV96CjKz9W4U7xn8NiB7YIECnRYkgcqqgMe-L_M12ogDp19fMS2KnksXnoMq2NsFRoiyF8a', 'width': 4160}]","{'compound_code': '6M52+C6 Jaya, Pinrang Regency, South Sulawesi, Indonesia', 'global_code': '6P8X6M52+C6'}",https://www.google.com/maps/place/?q=place_id:ChIJ0XvYFv5MlC0RHSd-0TiamS4
,"Tiroang, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.806154099999999, 'lng': 119.7031868}, 'viewport': {'northeast': {'lat': -3.75598, 'lng': 119.7585759}, 'southwest': {'lat': -3.865871, 'lng': 119.671548}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tiroang,ChIJjSRzakZLlC0RwLqRB7waurc,,ChIJjSRzakZLlC0RwLqRB7waurc,"['administrative_area_level_3', 'political']",,,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116403398125315182284"">muhammad lana lanalana</a>'], 'photo_reference': 'AUGGfZm-wb2Bp2rg0WDXA2AKHTuJJsT04JxS1n06lkV3woqcyaPxjylyj8zYeBr96N__awCO7cRNPFwo9sM5o3FCuqmzwiiuK4B79C1ZgfkAFSUUVfkZYzR6FhILI2vlxm0DjPbwGdYCxxhO9kPX2LP032w5317XhWDZeiNzUYhdCaCC4TFC', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJjSRzakZLlC0RwLqRB7waurc
OPERATIONAL,"7MXR+C4P, Urung, Sipatuo, Kec. Patampanua, Kabupaten Pinrang, Sulawesi Selatan 91252, Indonesia","{'location': {'lat': -3.7014088, 'lng': 119.6903282}, 'viewport': {'northeast': {'lat': -3.69902125, 'lng': 119.6918665298927}, 'southwest': {'lat': -3.702204649999998, 'lng': 119.6891668701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Galung Lakati,ChIJR-MV81VPlC0R2UWrm63D4ew,5.0,ChIJR-MV81VPlC0R2UWrm63D4ew,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJR-MV81VPlC0R2UWrm63D4ew
OPERATIONAL,"Desa, Alitta, Kec. Mattiro Bulu, Kabupaten Pinrang, Sulawesi Selatan 91271, Indonesia","{'location': {'lat': -3.8880402, 'lng': 119.6770009}, 'viewport': {'northeast': {'lat': -3.88271025, 'lng': 119.6784838298927}, 'southwest': {'lat': -3.889816850000001, 'lng': 119.6757841701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Alitta Madani,ChIJ0xggLzSzlS0RILYIDlDBf58,5.0,ChIJ0xggLzSzlS0RILYIDlDBf58,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100748486271784439156"">Ariefyanto Arsjad</a>'], 'photo_reference': 'AUGGfZkyxZO1TjWRQHbuyxctsQHGCk3fwGGO-5lGR_16PiAUKc72025abssfDDhK3rqwuzKF1Wc5Xdtks-J9QuQOaEf_fwu9OLKJJ8qbZwAdyE22pV9GC_TnWPPXQZqKjwNdC8y5WXNUNQR54QzzEUHKx7TYyWdCm_0tY1FZYEyXO-gXuq3P', 'width': 1920}]","{'compound_code': '4M6G+QR Alitta, Pinrang Regency, South Sulawesi, Indonesia', 'global_code': '6P8X4M6G+QR'}",https://www.google.com/maps/place/?q=place_id:ChIJ0xggLzSzlS0RILYIDlDBf58
OPERATIONAL,"Jl. Poros Pinrang Rappang, Tiroang, Kec. Tiroang, Kabupaten Pinrang, Sulawesi Selatan, Indonesia","{'location': {'lat': -3.820602199999999, 'lng': 119.7351229}, 'viewport': {'northeast': {'lat': -3.819230370107277, 'lng': 119.7364178298927}, 'southwest': {'lat': -3.821930029892721, 'lng': 119.7337181701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Salwa,ChIJbYNfJYe1lS0Reg0xkyA4du0,0.0,ChIJbYNfJYe1lS0Reg0xkyA4du0,"['point_of_interest', 'establishment']",0.0,,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJbYNfJYe1lS0Reg0xkyA4du0
,"Tiroang, Pinrang Regency, South Sulawesi, Indonesia","{'location': {'lat': -3.8158971, 'lng': 119.7368128}, 'viewport': {'northeast': {'lat': -3.783094, 'lng': 119.7564701}, 'southwest': {'lat': -3.837378, 'lng': 119.7064709}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tiroang,ChIJOWi1NiVLlC0R1KcWtFw5Azk,,ChIJOWi1NiVLlC0R1KcWtFw5Azk,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOWi1NiVLlC0R1KcWtFw5Azk
OPERATIONAL,"5MR2+PQC, Macorawalie, Watang Sawitto, Pinrang Regency, South Sulawesi 91212, Indonesia","{'location': {'lat': -3.8081889, 'lng': 119.6518333}, 'viewport': {'northeast': {'lat': -3.806836420107278, 'lng': 119.6532935798927}, 'southwest': {'lat': -3.809536079892722, 'lng': 119.6505939201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Monumen Lasinrang,ChIJiY4uCd9MlC0R2ZHyhrQMJ_k,4.5,ChIJiY4uCd9MlC0R2ZHyhrQMJ_k,"['tourist_attraction', 'point_of_interest', 'establishment']",228.0,,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100055578939919058416"">A Google User</a>'], 'photo_reference': 'AUGGfZlOuLuNQNUFcYgw95i_vTrfedU491Pm4z86xPA62wQx7B9vjtwUw8BlVuT-GlY2JLCKUcI5X3rWyPRUTO4Hd2Y5hgrf6iFkAmviDcOtX-GFbO12xlfj1_7CysEu8xOswlZwK_i-cTfBbzItccLUDf3IReiLcYCqrO8KzLyt5dZ3iFkI', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJiY4uCd9MlC0R2ZHyhrQMJ_k
