business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,url
OPERATIONAL,"Kalimbuang, Ka'do, Sikuku, Kec. Kapala Pitu, Kabupaten Toraja Utara, Sulawesi Selatan 91854, Indonesia","{'location': {'lat': -2.9214557, 'lng': 119.8464734}, 'viewport': {'northeast': {'lat': -2.920053170107276, 'lng': 119.8478682298927}, 'southwest': {'lat': -2.922752829892721, 'lng': 119.8451685701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Kapitoo Glamping & Cafe,{'open_now': True},"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108277865512320987663"">Christian Banna Toraya</a>'], 'photo_reference': 'AUGGfZmHKGxH5YLxQBFKZzb07WDb6nL61je3lqw2oDT_myx_rBzbaaDeq5cyfmw-3KfrWjm1Eip1QR98ypr_PAu2FZi2Ag4FnjZyttXo8sB-8lLBURPEy8srt8_MamMZkV_LYKXJ6VSeJzhHJL7F7ZaMSNjDD0nz5rwFwcrh7r1I4Luj0JWp', 'width': 4160}]",ChIJ_____wPBky0RPvyq1mapjC4,"{'compound_code': '3RHW+CH Sikuku, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X3RHW+CH'}",2.0,4.3,ChIJ_____wPBky0RPvyq1mapjC4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",405,https://www.google.com/maps/place/?q=place_id:ChIJ_____wPBky0RPvyq1mapjC4
OPERATIONAL,"3RHW+5MM, Sikuku, Kapala Pitu, North Toraja Regency, South Sulawesi 91854, Indonesia","{'location': {'lat': -2.9220379, 'lng': 119.8466684}, 'viewport': {'northeast': {'lat': -2.920353820107277, 'lng': 119.8479979298928}, 'southwest': {'lat': -2.923053479892722, 'lng': 119.8452982701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Glamping Kapitoo,{'open_now': True},"[{'height': 1986, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102380569672606394615"">Nvita Palilu</a>'], 'photo_reference': 'AUGGfZnsC7e0VF5HxnCDrhSuo1Gi_Xq_KWGiyDU3otHSMbaCGNDAnZUKWSi1p6Cw5EqWVAVM7vC0_0H0HH92Ff-D-WP0uBQmNGw5W8RcJVmvzRk5Dl52lB7cyQaZdUkHrYnRbyb2t6ziVr-Uk9x_Su9GmgcgUBtT29w1KVEGj0OLXMtA4Wqc', 'width': 3520}]",ChIJuZFsYuPBky0RFS4FGpMbbW0,,,4.4,ChIJuZFsYuPBky0RFS4FGpMbbW0,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",11,https://www.google.com/maps/place/?q=place_id:ChIJuZFsYuPBky0RFS4FGpMbbW0
OPERATIONAL,"Kapala Pitu, North Toraja Regency, South Sulawesi 91854, Indonesia","{'location': {'lat': -2.9490824, 'lng': 119.8574224}, 'viewport': {'northeast': {'lat': -2.947660020107278, 'lng': 119.8587118298927}, 'southwest': {'lat': -2.950359679892723, 'lng': 119.8560121701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Nayta Villa Lolai,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115524600879746238537"">lps sti</a>'], 'photo_reference': 'AUGGfZkc-BGKhskLBnPq_Cn2AANUrtP5FmVnbndWZH-jhHYRBVqD3Sty7YC3UAiXr8jQwKYbCfIi3GjRvwymkrAEWTTzq13w_S67alVQ1w_l0brEXrEa03I1n-R07PXYg5HQ-v3VHQHPqEwUDhyvjwOQM1I7HVQbiG3UEykOo-Np78HNoXOc', 'width': 6000}]",ChIJ9RNhDMDBky0RGL2coPlNXmE,"{'compound_code': '3V24+9X Kapala Pitu, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X3V24+9X'}",,4.8,ChIJ9RNhDMDBky0RGL2coPlNXmE,"['lodging', 'point_of_interest', 'establishment']",155,https://www.google.com/maps/place/?q=place_id:ChIJ9RNhDMDBky0RGL2coPlNXmE
OPERATIONAL,"Tikala, North Toraja Regency, South Sulawesi, Indonesia","{'location': {'lat': -2.9439165, 'lng': 119.8756925}, 'viewport': {'northeast': {'lat': -2.942117420107278, 'lng': 119.87800955}, 'southwest': {'lat': -2.944817079892723, 'lng': 119.87490415}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Albatros Toraja Green Resort,{'open_now': True},"[{'height': 2415, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112720911624024607963"">Basry Budi</a>'], 'photo_reference': 'AUGGfZlPiuddigy6g7OqrqAYBb7pJjA3gH9OD7j3I7zBgvUppoSnY-jZTU4tWPghxGMLBdQ0wJMWs5bGRhbjBVXo9IlZC1IGXwn9Zo17hKWUiEaCf80yFsBwiB8qgQCcEPAEup94-hgZysHQutVq9Bs6yyWplmjxdIsmcQSOGFHwdZl75Iwi', 'width': 4293}]",ChIJ7zKaiPvBky0RXDwiObvzliY,"{'compound_code': '3V4G+C7 Tikala, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X3V4G+C7'}",,5.0,ChIJ7zKaiPvBky0RXDwiObvzliY,"['point_of_interest', 'establishment']",3,https://www.google.com/maps/place/?q=place_id:ChIJ7zKaiPvBky0RXDwiObvzliY
OPERATIONAL,"2V9X+XFP, Karassik, Kesu, North Toraja Regency, South Sulawesi 91834, Indonesia","{'location': {'lat': -2.9800857, 'lng': 119.8986991}, 'viewport': {'northeast': {'lat': -2.978720320107278, 'lng': 119.8998787298927}, 'southwest': {'lat': -2.981419979892723, 'lng': 119.8971790701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Toraja Heritage Hotel,,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117122459257841039468"">A Google User</a>'], 'photo_reference': 'AUGGfZllxxaGP7RXVji6pp5PgLo6E6eTeqtV5vkZ292Xs-D2JYrB4a7H9v2sshTrlHNSZT8U1xuLhm-LE2jxyqTPveR1QBGhARTAUbXDomDaMgV--VRlCexrm9zOkkQWvyP6enBiMOdF2TccPpXx17fWn-rgIDKQoFHzZQw64bwmms4cKEWJ', 'width': 4160}]",ChIJbb6TAFjpky0R6zd_i1bBpGA,,,4.0,ChIJbb6TAFjpky0R6zd_i1bBpGA,"['lodging', 'point_of_interest', 'establishment']",198,https://www.google.com/maps/place/?q=place_id:ChIJbb6TAFjpky0R6zd_i1bBpGA
OPERATIONAL,"Jl. Simpang Batutumonga Tikal, Lempo, Kec. Sesean Suloara, Kabupaten Toraja Utara, Sulawesi Selatan 91853, Indonesia","{'location': {'lat': -2.9102291, 'lng': 119.8833715}, 'viewport': {'northeast': {'lat': -2.908919120107277, 'lng': 119.8847904298927}, 'southwest': {'lat': -2.911618779892722, 'lng': 119.8820907701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Mentirotiku Guest House and Restaurant,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106685074022558866356"">Krido Sadmoko</a>'], 'photo_reference': 'AUGGfZmrtQ12RDJRfBwZcfEo-8rSsmhHsuS0VSI3mWrTJYX_aZwwUBNXN4ERiEktQZbOxFyJKUX5MXNKW-PttctkY_iHWQmXkxmp1qdTAC43HoMPajsGExy-2JEuN-oL8SEB3boG6hEGlNNPq4WJFdjNaaduglr4atkNdwP8Oo3D_ddar_nB', 'width': 4000}]",ChIJ0_ATvuHDky0RESdcvI2JM_0,"{'compound_code': '3VQM+W8 Lempo, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X3VQM+W8'}",1.0,4.4,ChIJ0_ATvuHDky0RESdcvI2JM_0,"['restaurant', 'food', 'point_of_interest', 'establishment']",438,https://www.google.com/maps/place/?q=place_id:ChIJ0_ATvuHDky0RESdcvI2JM_0
OPERATIONAL,"Jl. Pongtiku No. 27, Lemo Menduruk, Rantepao, Tallulolo, Kec. Kesu, Kabupaten Tana Toraja, Sulawesi Selatan 91861, Indonesia","{'location': {'lat': -2.9921525, 'lng': 119.8855827}, 'viewport': {'northeast': {'lat': -2.990807720107278, 'lng': 119.8869321798928}, 'southwest': {'lat': -2.993507379892722, 'lng': 119.8842325201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Toraja Misiliana Hotel,{'open_now': True},"[{'height': 1356, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113829744430336948680"">A Google User</a>'], 'photo_reference': 'AUGGfZnrVsvqS9VQcQOhAWxaE1BTMS17hN10pXJmuw8h2_wITISFrLKgRprLVDMgEcHFIhzc3jMoMbEzs2EGavJNU51rehEOXMufOYOmzqQKLFhDNKd6pXmEaA2d5fssKL9TphEK1_DdlGJJdlwFyH4bDqibVn9U2b6CgaNBv7vLmN57dWn9', 'width': 2048}]",ChIJzTAFEACTky0R-LiXPiOqvog,"{'compound_code': '2V5P+46 Tallulolo, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X2V5P+46'}",,4.4,ChIJzTAFEACTky0R-LiXPiOqvog,"['lodging', 'point_of_interest', 'establishment']",1580,https://www.google.com/maps/place/?q=place_id:ChIJzTAFEACTky0R-LiXPiOqvog
OPERATIONAL,"Lo lai, Jalan Poros Tikala, Benteng Mamulu, Kec. Kapala Pitu, Kabupaten Toraja Utara, Sulawesi Selatan 91848, Indonesia","{'location': {'lat': -2.9654555, 'lng': 119.8647396}, 'viewport': {'northeast': {'lat': -2.964025870107277, 'lng': 119.8661395798927}, 'southwest': {'lat': -2.966725529892722, 'lng': 119.8634399201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pondok Pelangi,,"[{'height': 708, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104564793073603318780"">Jeux Tupai</a>'], 'photo_reference': 'AUGGfZk0nU99CBlFxZSYNPNyN0qNPKk-qCatyrj4htOvnI356x0bPKOWsoiEJuqBqpyrlkjNXl1rsqQsGIv_846ZNwuMrIgWprLvj8oQBVL--LwpJVdDN2Z__fH5VsGrj0EhKPTeb8m8oib7iZoi0A_d0uvi9CZPrwJhOXWLztHWqDcDLIw8', 'width': 1137}]",ChIJ5fYTloPBky0R8JmvhSiBnOA,"{'compound_code': '2VM7+RV Benteng Mamulu, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X2VM7+RV'}",,3.8,ChIJ5fYTloPBky0R8JmvhSiBnOA,"['lodging', 'point_of_interest', 'establishment']",4,https://www.google.com/maps/place/?q=place_id:ChIJ5fYTloPBky0R8JmvhSiBnOA
OPERATIONAL,"Laang Tanduk, Rantepao, North Toraja Regency, South Sulawesi 91833, Indonesia","{'location': {'lat': -2.975681, 'lng': 119.8918341}, 'viewport': {'northeast': {'lat': -2.974372970107277, 'lng': 119.8931533298927}, 'southwest': {'lat': -2.977072629892722, 'lng': 119.8904536701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Santai Toraja,,"[{'height': 576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117702856079039150041"">A Google User</a>'], 'photo_reference': 'AUGGfZnqpeKCTIRHJrFKJBY30LkYYmylUqKztfaOH8B9-6aknX4WB6PAfwPVWuY3ShoKqXDNWhDNZS8hIwI4tHMD5XxZELuIy2BOzJNMg3a5xa7uGlCR7cwdXvJ2KrEmAmRqcLFlabodR7dA2mKM02neycvk-xyjPj1qNZh0gG7UijfEIWjR', 'width': 1024}]",ChIJN3YBJRzpky0RZEJ0HH-IwQI,"{'compound_code': '2VFR+PP Laang Tanduk, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X2VFR+PP'}",,4.6,ChIJN3YBJRzpky0RZEJ0HH-IwQI,"['lodging', 'point_of_interest', 'establishment']",177,https://www.google.com/maps/place/?q=place_id:ChIJN3YBJRzpky0RZEJ0HH-IwQI
OPERATIONAL,"Jl. Dr. Sam Ratulangi No.26, Singki', Kec. Rantepao, Kabupaten Toraja Utara, Sulawesi Selatan 91833, Indonesia","{'location': {'lat': -2.9695611, 'lng': 119.8960864}, 'viewport': {'northeast': {'lat': -2.968268170107278, 'lng': 119.8975964798927}, 'southwest': {'lat': -2.970967829892722, 'lng': 119.8948968201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Luta Resort,,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115343266711814122358"">Ria Kusumaningrum</a>'], 'photo_reference': 'AUGGfZkpq7JoFXFkf4uLZUs2cDmqSsnCh_DgppNbUPd8qDvQyOVwrOmnABGiOqVUegsIYLdoBcH0U9tR7fkpbKYCeeVkfhmPBT4gA2kklFjN4HFhnFRbvsW1ee2zfjrgbR8imPtw0U7Tx6YOcPhzs9lygD7-Mprwy6AqfCkPFGWnUpI6p_oI', 'width': 4000}]",ChIJ3_uHHeDpky0RWxBLQto0hMg,"{'compound_code': ""2VJW+5C Singki', North Toraja Regency, South Sulawesi, Indonesia"", 'global_code': '6P9X2VJW+5C'}",,4.1,ChIJ3_uHHeDpky0RWxBLQto0hMg,"['lodging', 'point_of_interest', 'establishment']",473,https://www.google.com/maps/place/?q=place_id:ChIJ3_uHHeDpky0RWxBLQto0hMg
