business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,price_level,url
OPERATIONAL,"2V9X+XFP, Karassik, Kesu, North Toraja Regency, South Sulawesi 91834, Indonesia","{'location': {'lat': -2.9800857, 'lng': 119.8986991}, 'viewport': {'northeast': {'lat': -2.978720320107278, 'lng': 119.8998787298927}, 'southwest': {'lat': -2.981419979892723, 'lng': 119.8971790701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Toraja Heritage Hotel,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117122459257841039468"">A Google User</a>'], 'photo_reference': 'AUGGfZldjqb-ClfX6Bz-GQ-jRL5Tc9ikpIrNP_iKsRaax1zOL7EE-lSAu9BM0y_8x0DcBSa09ahJC7_t8S1RmhUydqzY174OMZZ3UncOtPVoM3k-stzdaYVpNx0hpOsBVKotpKI_O-PkajHaQ198OYXpDfiq9EXht6zL7Rx_hky2M4aM8S2_', 'width': 4160}]",ChIJbb6TAFjpky0R6zd_i1bBpGA,4.0,ChIJbb6TAFjpky0R6zd_i1bBpGA,"['lodging', 'point_of_interest', 'establishment']",198,,,,https://www.google.com/maps/place/?q=place_id:ChIJbb6TAFjpky0R6zd_i1bBpGA
OPERATIONAL,"Jl. Tongkonan Kua, Rinding Batu, Kec. Kesu, Kabupaten Toraja Utara, Sulawesi Selatan 91835, Indonesia","{'location': {'lat': -2.985433, 'lng': 119.8900634}, 'viewport': {'northeast': {'lat': -2.984077070107278, 'lng': 119.8914126298927}, 'southwest': {'lat': -2.986776729892723, 'lng': 119.8887129701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 91073 Rantepao Lodge,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117587757915521988275"">hans fh</a>'], 'photo_reference': 'AUGGfZmxQl6c8fxSOu2Gi9mDcQ4uVTobNg_gCCyoMYHmxAYMDMSxnpTA1vT2RQeCMZ3-V0MTA56L1SdTfh35jeqBx7JNd-bN2FkrnJ3nc6797WFdI8zo28i28bpUvwEUicuepWZLla58LiVRSEYe3wMKFGlh10wQWKWznwkxdX7HXhtPO6MJ', 'width': 4000}]",ChIJW-jbWozpky0RG2NkBrMV0xI,3.7,ChIJW-jbWozpky0RG2NkBrMV0xI,"['lodging', 'point_of_interest', 'establishment']",107,"{'compound_code': '2V7R+R2 Rinding Batu, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X2V7R+R2'}",,,https://www.google.com/maps/place/?q=place_id:ChIJW-jbWozpky0RG2NkBrMV0xI
OPERATIONAL,"Toraja, Jl. Ratulangi No.36, Singki', Kec. Rantepao, Kabupaten Toraja Utara, Sulawesi Selatan 91833, Indonesia","{'location': {'lat': -2.9702474, 'lng': 119.8960261}, 'viewport': {'northeast': {'lat': -2.968930870107277, 'lng': 119.8974671298927}, 'southwest': {'lat': -2.971630529892722, 'lng': 119.8947674701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HOTEL MONIKA,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107917156495275491720"">A Google User</a>'], 'photo_reference': 'AUGGfZncNagQ7oiOLrECuaHRTQfpxsw2Jc90qCtHNpmS6seT-MrKeA_jU1g8MYmLDkF3pP-AYCa_0JPru-BsIAF5oWHV1XRXNARC5c35jRoHFlbnGUSbnNKEfDbUyzSnI5BIF1M7YhEWDpii4204QFDA_IZy8qY82HdAJPao2AizpvPzIxBZ', 'width': 4032}]",ChIJtQfQYOvpky0RB_49aJyDcdw,4.2,ChIJtQfQYOvpky0RB_49aJyDcdw,"['lodging', 'point_of_interest', 'establishment']",175,"{'compound_code': ""2VHW+VC Singki', North Toraja Regency, South Sulawesi, Indonesia"", 'global_code': '6P9X2VHW+VC'}",,,https://www.google.com/maps/place/?q=place_id:ChIJtQfQYOvpky0RB_49aJyDcdw
OPERATIONAL,"Jl. Dr. Sam Ratulangi No.26, Singki', Kec. Rantepao, Kabupaten Toraja Utara, Sulawesi Selatan 91833, Indonesia","{'location': {'lat': -2.9695611, 'lng': 119.8960864}, 'viewport': {'northeast': {'lat': -2.968268170107278, 'lng': 119.8975964798927}, 'southwest': {'lat': -2.970967829892722, 'lng': 119.8948968201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Luta Resort,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115343266711814122358"">Ria Kusumaningrum</a>'], 'photo_reference': 'AUGGfZmtV3473OyjeqsDgavV6WvW6SYWGYw-LdVyViPRDbc6fh_NEonoGm-bsuzqFMAce5xjvkkxvDiYi-nlBnoMb3I04rM0383g2mRCqbwb97GYbbigc-OPKFBWyArFSaGdtvaHRqVVDjSh3-yAdFp4xjzB1puVOtRXZNA81Dclz8Gk_qWA', 'width': 4000}]",ChIJ3_uHHeDpky0RWxBLQto0hMg,4.1,ChIJ3_uHHeDpky0RWxBLQto0hMg,"['lodging', 'point_of_interest', 'establishment']",473,"{'compound_code': ""2VJW+5C Singki', North Toraja Regency, South Sulawesi, Indonesia"", 'global_code': '6P9X2VJW+5C'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ3_uHHeDpky0RWxBLQto0hMg
OPERATIONAL,"Tallunglipu Matalo, Tallunglipu, North Toraja Regency, South Sulawesi 91853, Indonesia","{'location': {'lat': -2.9571723, 'lng': 119.9186741}, 'viewport': {'northeast': {'lat': -2.956000570107278, 'lng': 119.9200093298928}, 'southwest': {'lat': -2.958700229892723, 'lng': 119.9173096701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Toraja Prince Hotel,"[{'height': 737, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111484341858840232986"">A Google User</a>'], 'photo_reference': 'AUGGfZnp-N8C78PYZtVhkdkCKgqMHW1FYlUNlRW50fuHSbsCDl25zQ7JvpKAJP_Cg7HaHyLi0fEZZjQ8H3wTrz0Pr-PaWY5XPWrDNuipWgXrXu3n6ifC63xArtjSY3dNJcZU9BF284x84pPEXv1Hvx9vpAR9ymaSpswsZ4HDtXYYTE4wG8rA', 'width': 1600}]",ChIJx7GJznrCky0RxTvt_Kap3WI,4.0,ChIJx7GJznrCky0RxTvt_Kap3WI,"['lodging', 'point_of_interest', 'establishment']",130,"{'compound_code': '2WV9+4F Tallunglipu Matalo, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X2WV9+4F'}",,,https://www.google.com/maps/place/?q=place_id:ChIJx7GJznrCky0RxTvt_Kap3WI
OPERATIONAL,"Jl. Pongtiku No. 27, Lemo Menduruk, Rantepao, Tallulolo, Kec. Kesu, Kabupaten Tana Toraja, Sulawesi Selatan 91861, Indonesia","{'location': {'lat': -2.9921525, 'lng': 119.8855827}, 'viewport': {'northeast': {'lat': -2.990807720107278, 'lng': 119.8869321798928}, 'southwest': {'lat': -2.993507379892722, 'lng': 119.8842325201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Toraja Misiliana Hotel,"[{'height': 1356, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113829744430336948680"">A Google User</a>'], 'photo_reference': 'AUGGfZnc50hU2ZSwwxOZmaDFyA2iru3lDXmHWTIh2kzb9DC_Fgm_7Xw088BjfXcuvFHowdXAdf6xknThFu3wg9i_MKJcBo4vhNqTlg_3HSHlQ6YQ0TkNPw8DyC3NUWrGlE5ukbeYn5lDWLVsyzejCqdeimAEeZTSQ_bf183YI9Kkr6nb0vaQ', 'width': 2048}]",ChIJzTAFEACTky0R-LiXPiOqvog,4.4,ChIJzTAFEACTky0R-LiXPiOqvog,"['lodging', 'point_of_interest', 'establishment']",1580,"{'compound_code': '2V5P+46 Tallulolo, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X2V5P+46'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJzTAFEACTky0R-LiXPiOqvog
OPERATIONAL,"Kalimbuang, Ka'do, Sikuku, Kec. Kapala Pitu, Kabupaten Toraja Utara, Sulawesi Selatan 91854, Indonesia","{'location': {'lat': -2.9214557, 'lng': 119.8464734}, 'viewport': {'northeast': {'lat': -2.920053170107276, 'lng': 119.8478682298927}, 'southwest': {'lat': -2.922752829892721, 'lng': 119.8451685701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Kapitoo Glamping & Cafe,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108277865512320987663"">Christian Banna Toraya</a>'], 'photo_reference': 'AUGGfZnVjr6a5ehg6M44657E65BE3FltszPS4Y3U7-km0qmyxbxvAeCcxwRu0FfvxIH8k4HnMYc4pLQMq_OdyuXcl-JO2G3B-Yo1-ZWP6K24D2x_iQhPSQXqQ2C_-9SO-3IiM_A6t6Lrj6zTJfhlAsKJYNO1cqBe478NYiYx26MzPmT0wKNu', 'width': 4160}]",ChIJ_____wPBky0RPvyq1mapjC4,4.3,ChIJ_____wPBky0RPvyq1mapjC4,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",405,"{'compound_code': '3RHW+CH Sikuku, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X3RHW+CH'}",{'open_now': True},2.0,https://www.google.com/maps/place/?q=place_id:ChIJ_____wPBky0RPvyq1mapjC4
OPERATIONAL,"Jl. Simpang Batutumonga Tikal, Lempo, Kec. Sesean Suloara, Kabupaten Toraja Utara, Sulawesi Selatan 91853, Indonesia","{'location': {'lat': -2.9102291, 'lng': 119.8833715}, 'viewport': {'northeast': {'lat': -2.908919120107277, 'lng': 119.8847904298927}, 'southwest': {'lat': -2.911618779892722, 'lng': 119.8820907701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Mentirotiku Guest House and Restaurant,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106685074022558866356"">Krido Sadmoko</a>'], 'photo_reference': 'AUGGfZnb-ry11wJkfyGXN-VDTBMlXTI4849kTHoNVV6dxl1F5s7z-xJ4tAx6n74-PwKPi5Jyaz4oUK2U17ysMeO7OheLS8aTER5N5kfKHtoyQmzrOfjRrtG0zT_baFfCNiB68oEe1xyXphFxdeP0kNnA11ugik-Sb-N28sr2qeNZhFVYyqdw', 'width': 4000}]",ChIJ0_ATvuHDky0RESdcvI2JM_0,4.4,ChIJ0_ATvuHDky0RESdcvI2JM_0,"['restaurant', 'food', 'point_of_interest', 'establishment']",438,"{'compound_code': '3VQM+W8 Lempo, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X3VQM+W8'}",{'open_now': True},1.0,https://www.google.com/maps/place/?q=place_id:ChIJ0_ATvuHDky0RESdcvI2JM_0
OPERATIONAL,"Tikala, North Toraja Regency, South Sulawesi, Indonesia","{'location': {'lat': -2.9439165, 'lng': 119.8756925}, 'viewport': {'northeast': {'lat': -2.942117420107278, 'lng': 119.87800955}, 'southwest': {'lat': -2.944817079892723, 'lng': 119.87490415}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Albatros Toraja Green Resort,"[{'height': 2415, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112720911624024607963"">Basry Budi</a>'], 'photo_reference': 'AUGGfZmfd_hGZK5MTh0s-bLEsuz-fZ21ETM2_aer58-veeY6pGbadin8i8c2MMcUfYA4wECDcpDoJtPlt1wufm-Pr5HYUg9YwqP8X2lPBzW9hySjjwVr_opvnOAsFgPEI_5sCbQyrrwpBQol4Jl0KQAI6uo4_SUrr5sB6_ljEcNlqHhvXfk7', 'width': 4293}]",ChIJ7zKaiPvBky0RXDwiObvzliY,5.0,ChIJ7zKaiPvBky0RXDwiObvzliY,"['point_of_interest', 'establishment']",3,"{'compound_code': '3V4G+C7 Tikala, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X3V4G+C7'}",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ7zKaiPvBky0RXDwiObvzliY
OPERATIONAL,"Jl. Pongtiku KM.02, Poros makale, Rantepao, Rinding Batu, Kec. Kesu, Kabupaten Toraja Utara, Sulawesi Selatan 91835, Indonesia","{'location': {'lat': -2.9908248, 'lng': 119.8879102}, 'viewport': {'northeast': {'lat': -2.989515770107277, 'lng': 119.8892375798927}, 'southwest': {'lat': -2.992215429892722, 'lng': 119.8865379201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Niel Hotel,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116294420687385702657"">Ricky Ilyas</a>'], 'photo_reference': 'AUGGfZkxLq8Yj9WOPKnGq9a_wjN75n_ABgxGeaAaEbCd4qsY2rNPjnrh4gqxB3lm9Po_Dvv6BoVNlxSqA7mfEJq-vnppBWRl4KVo0H1lr7m55oE4X0Sw898h_zwHgOAHNZwH4xHAmD1ukzIfCGnvbNfwJvrJyUtl7b5jTHAgMq7L7VtD4B65', 'width': 4000}]",ChIJ33htNo_pky0RlQfLma6Cl6w,4.1,ChIJ33htNo_pky0RlQfLma6Cl6w,"['lodging', 'point_of_interest', 'establishment']",208,"{'compound_code': '2V5Q+M5 Rinding Batu, North Toraja Regency, South Sulawesi, Indonesia', 'global_code': '6P9X2V5Q+M5'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ33htNo_pky0RlQfLma6Cl6w
