business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,url
OPERATIONAL,"25XJ+G8C, Sendana, Mambi, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.9511809, 'lng': 119.180752}, 'viewport': {'northeast': {'lat': -2.949829270107278, 'lng': 119.1821014798928}, 'southwest': {'lat': -2.952528929892722, 'lng': 119.1794018201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kel mambi,ChIJ66p6q08Tky0RvZUt8rjt9w8,0.0,ChIJ66p6q08Tky0RvZUt8rjt9w8,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ66p6q08Tky0RvZUt8rjt9w8
OPERATIONAL,"25WF+GRG, Mambi, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9536779, 'lng': 119.1745781}, 'viewport': {'northeast': {'lat': -2.952289720107277, 'lng': 119.1758903298927}, 'southwest': {'lat': -2.954989379892722, 'lng': 119.1731906701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Nirmalasari Mambi,ChIJra-hLQYTky0Rk2MyZ1QYFDU,4.8,ChIJra-hLQYTky0Rk2MyZ1QYFDU,"['lodging', 'point_of_interest', 'establishment']",4,,,,https://www.google.com/maps/place/?q=place_id:ChIJra-hLQYTky0Rk2MyZ1QYFDU
OPERATIONAL,"Rantebulahan, Mambi, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.9706119, 'lng': 119.1832534}, 'viewport': {'northeast': {'lat': -2.969204470107278, 'lng': 119.1846338798928}, 'southwest': {'lat': -2.971904129892722, 'lng': 119.1819342201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Olivia mehalaan,ChIJGVo_wGkTky0RK05B7mFUGhw,0.0,ChIJGVo_wGkTky0RK05B7mFUGhw,"['lodging', 'point_of_interest', 'establishment']",0,"{'compound_code': '25HM+Q8 Rantebulahan, Mamasa Regency, West Sulawesi, Indonesia', 'global_code': '6P9X25HM+Q8'}",,,https://www.google.com/maps/place/?q=place_id:ChIJGVo_wGkTky0RK05B7mFUGhw
OPERATIONAL,"25WX+M35, Bambang, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9533434, 'lng': 119.1977259}, 'viewport': {'northeast': {'lat': -2.952012370107278, 'lng': 119.1990727298928}, 'southwest': {'lat': -2.954712029892722, 'lng': 119.1963730701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Tian macanga,ChIJK_lzzLsTky0Rizns7aNVDzw,5.0,ChIJK_lzzLsTky0Rizns7aNVDzw,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJK_lzzLsTky0Rizns7aNVDzw
OPERATIONAL,"352G+6M, Mambi, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9498046, 'lng': 119.1767486}, 'viewport': {'northeast': {'lat': -2.948445220107278, 'lng': 119.1780791298927}, 'southwest': {'lat': -2.951144879892722, 'lng': 119.1753794701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Restu bunda,ChIJIeXn9eYTky0RFN2CDhkywjY,4.0,ChIJIeXn9eYTky0RFN2CDhkywjY,"['lodging', 'point_of_interest', 'establishment']",5,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117625331064277187980"">A Google User</a>'], 'photo_reference': 'AUGGfZnlg0310GazRdIL_-utveHrAxoK_1RhxME8IKDDry3eHnNXt2tGJ7BhHQze9Cj8qDStNxiip0hVvrSIAglOL1qhvylhS2qHkbqy38eIJNqLkwPmcCF1VGbCVczM4XhsXaRQ3mMMEcBbHhRDurJwoaIUElxRPk3E4Ic_80MO4OiSXBsc', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJIeXn9eYTky0RFN2CDhkywjY
OPERATIONAL,"25XG+X9Q, Mambi, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9501501, 'lng': 119.1759081}, 'viewport': {'northeast': {'lat': -2.948801470107278, 'lng': 119.1772578798927}, 'southwest': {'lat': -2.951501129892723, 'lng': 119.1745582201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,PENGINAPAN FC.DIAN,ChIJ-RzrmfsTky0RuUNSHqnb4ug,5.0,ChIJ-RzrmfsTky0RuUNSHqnb4ug,"['lodging', 'point_of_interest', 'establishment']",4,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103214269550598232305"">A Google User</a>'], 'photo_reference': 'AUGGfZlci_67faaDlc5A6YtoYvizs9_xyrDWqGR9xkwTEcX3WPw9ibBQArHeBbTBPnkHRlIPfqrxZbkDgFP5etq7_WYyO4hxvWnJPTfV_zD-ZEfQTV9SWtZp1DJlXhWsAuMCcE_-5Qxq6a5sakCm-gaMk8hcm9yvIDUDBfTsmP3Z2Q9fAsSg', 'width': 2448}]",,https://www.google.com/maps/place/?q=place_id:ChIJ-RzrmfsTky0RuUNSHqnb4ug
OPERATIONAL,"26VP+4RW, Limbadebata, Bambang, Mamasa Regency, West Sulawesi 91366, Indonesia","{'location': {'lat': -2.957149, 'lng': 119.2370767}, 'viewport': {'northeast': {'lat': -2.955217570107278, 'lng': 119.2378624798927}, 'southwest': {'lat': -2.957917229892723, 'lng': 119.2351628201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,ᴘᴀᴋʟʏ,ChIJQz05PAANky0RL1tULFwEg64,0.0,ChIJQz05PAANky0RL1tULFwEg64,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJQz05PAANky0RL1tULFwEg64
OPERATIONAL,"366F+VWP, Salukadi, Bambang, Mamasa Regency, West Sulawesi 91366, Indonesia","{'location': {'lat': -2.9368626, 'lng': 119.225144}, 'viewport': {'northeast': {'lat': -2.934879420107277, 'lng': 119.2261336298927}, 'southwest': {'lat': -2.937579079892722, 'lng': 119.2234339701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ruma nani,ChIJe-WtWCYTky0RX3VNpiPKLzI,0.0,ChIJe-WtWCYTky0RX3VNpiPKLzI,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJe-WtWCYTky0RX3VNpiPKLzI
OPERATIONAL,"25XG+F2H, Mambi, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.951312, 'lng': 119.1750478}, 'viewport': {'northeast': {'lat': -2.949960070107277, 'lng': 119.1763817798927}, 'southwest': {'lat': -2.952659729892722, 'lng': 119.1736821201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Zetmin,ChIJU2f29QcTky0RkRP4BOwk3KU,4.5,ChIJU2f29QcTky0RkRP4BOwk3KU,"['lodging', 'point_of_interest', 'establishment']",11,,,,https://www.google.com/maps/place/?q=place_id:ChIJU2f29QcTky0RkRP4BOwk3KU
OPERATIONAL,"367M+5MP, Rantelemo, Bambang, Mamasa Regency, West Sulawesi 91366, Indonesia","{'location': {'lat': -2.9370703, 'lng': 119.2341692}, 'viewport': {'northeast': {'lat': -2.935531720107277, 'lng': 119.2357378798927}, 'southwest': {'lat': -2.938231379892722, 'lng': 119.2330382201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMAH MANDOK,ChIJhad-aPkNky0RuDGfPaputSs,0.0,ChIJhad-aPkNky0RuDGfPaputSs,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJhad-aPkNky0RuDGfPaputSs
