business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"Jalan Jenderal Ahmad Yani No.70, Polewali, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat 91311, Indonesia","{'location': {'lat': -3.4354322, 'lng': 119.3505231}, 'viewport': {'northeast': {'lat': -3.434058170107277, 'lng': 119.3518461298927}, 'southwest': {'lat': -3.436757829892722, 'lng': 119.3491464701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ratih Hotel & Restaurant,"[{'height': 1356, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101038475950527096117"">A Google User</a>'], 'photo_reference': 'AUGGfZnkiiC0s9kP2KwEhrlMk9cHMt7A7RXuNH2HzFjqLC7vvggwnHVwDrnDETCYAJF_tmBXHUzTCUkiY8KKqI3vAmg48DOVaahpfOS1uHfp-FEItEMOwykqcQen6kx65cmcTBfWo99gYwdidkvGQALNt_1aElJHymMQHQft8-DUE5V9duFq', 'width': 2048}]",ChIJN-nBj-eIlC0RayxCzIRlbU8,"{'compound_code': 'H972+R6 Polewali, Polewali Mandar Regency, West Sulawesi, Indonesia', 'global_code': '6P8XH972+R6'}",4.1,ChIJN-nBj-eIlC0RayxCzIRlbU8,"['lodging', 'point_of_interest', 'establishment']",730,,,https://www.google.com/maps/place/?q=place_id:ChIJN-nBj-eIlC0RayxCzIRlbU8
OPERATIONAL,"No. 54-G, Jl. Poros Majene - Mamuju, Polewali, Polewali Mandar Regency, West Sulawesi 91311, Indonesia","{'location': {'lat': -3.4369269, 'lng': 119.3523587}, 'viewport': {'northeast': {'lat': -3.435422870107277, 'lng': 119.3536795798927}, 'southwest': {'lat': -3.438122529892722, 'lng': 119.3509799201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lilianto Hotel Polewali,"[{'height': 2229, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108078274450464292039"">A Google User</a>'], 'photo_reference': 'AUGGfZlW9Mvk6eiKIDUYdh2bH9yKt8FjpkfSmy5F1lqUrxB0WddGeZbLJOLJRdHUncJ7S6YvngqtLuGHimKWNz-tScnpVgPuuOdmpSHbHh83Sb1UaaRJoeKREGS6mUnZRTVKVcCbIANgugD1WPR76dDho76-gNhesCKPAjAL_azNANHkowg', 'width': 3155}]",ChIJ9y0dy-uIlC0RlIe12vmaEyQ,"{'compound_code': 'H972+6W Polewali, Polewali Mandar Regency, West Sulawesi, Indonesia', 'global_code': '6P8XH972+6W'}",4.0,ChIJ9y0dy-uIlC0RlIe12vmaEyQ,"['lodging', 'point_of_interest', 'establishment']",322,,,https://www.google.com/maps/place/?q=place_id:ChIJ9y0dy-uIlC0RlIe12vmaEyQ
OPERATIONAL,"Osango, Mamasa, Mamasa Regency, West Sulawesi 91365, Indonesia","{'location': {'lat': -2.9510143, 'lng': 119.365956}, 'viewport': {'northeast': {'lat': -2.949670570107278, 'lng': 119.3673456298927}, 'southwest': {'lat': -2.952370229892722, 'lng': 119.3646459701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Matana 2,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109767430557166599627"">A Google User</a>'], 'photo_reference': 'AUGGfZk_CV6ev0XSlOZLxlqWABXvqXGVxvq2ydo6otRs-6RLLQzIj2EPIpI5VvLUp8fPNpohLO4m5-RxcVSYTkp2VYotDfwe_4lM7geml3P0HaLcqdpu0Q6SMe85zvglHI75AdjR7oU2KPhGOja2vDwvryhTsuVoY52hWtTDeRmOOqTDHkUj', 'width': 1920}]",ChIJMX5t5QMLky0RjXNICRSiHbY,"{'compound_code': '29X8+H9 Osango, Mamasa Regency, West Sulawesi, Indonesia', 'global_code': '6P9X29X8+H9'}",4.3,ChIJMX5t5QMLky0RjXNICRSiHbY,"['lodging', 'point_of_interest', 'establishment']",94,,,https://www.google.com/maps/place/?q=place_id:ChIJMX5t5QMLky0RjXNICRSiHbY
CLOSED_TEMPORARILY,"39CV+88J, Rambusaratu, Mamasa, Mamasa Regency, West Sulawesi 91365, Indonesia","{'location': {'lat': -2.9286047, 'lng': 119.3924263}, 'viewport': {'northeast': {'lat': -2.927229870107278, 'lng': 119.3937715298928}, 'southwest': {'lat': -2.929929529892723, 'lng': 119.3910718701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Mamasa Cottage,,ChIJFUlPg-QLky0R4WuDUhvl5QM,,0.0,ChIJFUlPg-QLky0R4WuDUhvl5QM,"['lodging', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJFUlPg-QLky0R4WuDUhvl5QM
OPERATIONAL,"Unnamed Road, Polewali, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat 91315, Indonesia","{'location': {'lat': -3.4311574, 'lng': 119.3507584}, 'viewport': {'northeast': {'lat': -3.429764520107278, 'lng': 119.3521393298928}, 'southwest': {'lat': -3.432464179892722, 'lng': 119.3494396701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Homestay RN near Taman Bambu Runcing Polewali Mitra RedDoorz,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102929928612567339882"">A Google User</a>'], 'photo_reference': 'AUGGfZkQfdoHb0n0X0MArhnsxBw7aOYkxu5KLTtbRnYU_h7IA9ZdbYojUnQK0yRpREazp9NLo5mJO7u0EH-6TO3arpqgiuEUeoizZW61A0dRS-p2FUfCmdCQj3A8jiYFMp_GR1IzJFORPUG_Y1Nz2OFz3sr0w-ett1NkQUMAKknvSlRYhZwb', 'width': 4000}]",ChIJjwS5Q6uJlC0RUJHPDUa1znY,"{'compound_code': 'H992+G8 Polewali, Polewali Mandar Regency, West Sulawesi, Indonesia', 'global_code': '6P8XH992+G8'}",4.8,ChIJjwS5Q6uJlC0RUJHPDUa1znY,"['lodging', 'point_of_interest', 'establishment']",17,,,https://www.google.com/maps/place/?q=place_id:ChIJjwS5Q6uJlC0RUJHPDUa1znY
OPERATIONAL,"Jl poros polewali, Osango, Kec. Mamasa, Sulawesi Barat 91362, Indonesia","{'location': {'lat': -2.9512919, 'lng': 119.3656253}, 'viewport': {'northeast': {'lat': -2.949897770107277, 'lng': 119.3669289298927}, 'southwest': {'lat': -2.952597429892722, 'lng': 119.3642292701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Na raya,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104362016110412496967"">Fikar Hmi</a>'], 'photo_reference': 'AUGGfZmrOZFyQgZGV3teal7v6xiWQe8MEDxixHNaVo6pCY0njGNEi1Nb_BX8L7vXEIa1a7mR3mW0wA8_04CJgedJIFTEsBAo2JjFh-RxfGVqgiBPpt2gvEII6kNoJHa4gxtaxeqkf41pnCy6Z5MdZPhYUqvV8N2CJmTIkfGwWVoA4qTfBlmA', 'width': 4032}]",ChIJF46wCgQLky0R-ATHRmAgTho,"{'compound_code': '29X8+F7 Osango, Mamasa Regency, West Sulawesi, Indonesia', 'global_code': '6P9X29X8+F7'}",4.5,ChIJF46wCgQLky0R-ATHRmAgTho,"['lodging', 'point_of_interest', 'establishment']",20,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJF46wCgQLky0R-ATHRmAgTho
OPERATIONAL,"Jalan Poros Majene-Mamuju, Sidodadi Wonomulyo, Polewali, Kec. Polewali, Sulawesi Barat 91352, Indonesia","{'location': {'lat': -3.3981906, 'lng': 119.2131974}, 'viewport': {'northeast': {'lat': -3.396711770107278, 'lng': 119.2145130298927}, 'southwest': {'lat': -3.399411429892722, 'lng': 119.2118133701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wisma Suci Syariah Polewali Mandar Mitra RedDoorz,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115861945855137062745"">Muhammad Saleh</a>'], 'photo_reference': 'AUGGfZkBNj_xS-xo250GOSE37Y6UxyeD8ziAhLLB7xSf3mgCYZAjV25cQMrY_kjjuovkiFgfsVBeyAZce4038pXGDsWvnCU4dHkQhPPOKh37RY7ilLIH6cGIupI6svIjY_Cr18gwt6am89vbycFGS698jggDBsbfIO41LH4VAq8vRVmDoZc4', 'width': 4000}]",ChIJjyr8eLmalC0RS9MwPQyy8rk,"{'compound_code': 'J627+P7 Sidodadi, Polewali Mandar Regency, West Sulawesi, Indonesia', 'global_code': '6P8XJ627+P7'}",4.0,ChIJjyr8eLmalC0RS9MwPQyy8rk,"['lodging', 'point_of_interest', 'establishment']",125,,,https://www.google.com/maps/place/?q=place_id:ChIJjyr8eLmalC0RS9MwPQyy8rk
OPERATIONAL,"Jl. Budi Utomo, Pekkabata, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat 91311, Indonesia","{'location': {'lat': -3.4104395, 'lng': 119.3130674}, 'viewport': {'northeast': {'lat': -3.408987520107277, 'lng': 119.3144799298927}, 'southwest': {'lat': -3.411687179892722, 'lng': 119.3117802701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HOTEL AL IKHLAS,"[{'height': 9000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114686554319771321817"">A Google User</a>'], 'photo_reference': 'AUGGfZn-DT27qUt6EIJfcSvQ8z_tqcxjKZ_3sbUQpwpPTMFLgxEY4dbrTjB7nu09GacSW_RPDnFRzivE29Q82Cy3CGbk11y7IWYs6tfJ83KZo3Yq44amHHAsv39h0ip3oIX6Z2Hprm8e88EiAjMo7C6YwEFBGlwzPksNSPmBiGR8GULY2pXf', 'width': 12000}]",ChIJacCmPLmPlC0R0qcDqthSETI,"{'compound_code': 'H8Q7+R6 Pekkabata, Polewali Mandar Regency, West Sulawesi, Indonesia', 'global_code': '6P8XH8Q7+R6'}",4.3,ChIJacCmPLmPlC0R0qcDqthSETI,"['lodging', 'point_of_interest', 'establishment']",234,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJacCmPLmPlC0R0qcDqthSETI
OPERATIONAL,"Jl. H. Andi Depu No.75, Takatidung, Kec. Polewali, Kabupaten Polewali Mandar, Sulawesi Barat 91311, Indonesia","{'location': {'lat': -3.4258425, 'lng': 119.3333452}, 'viewport': {'northeast': {'lat': -3.424416520107278, 'lng': 119.3347386298927}, 'southwest': {'lat': -3.427116179892722, 'lng': 119.3320389701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,PENGINAPAN MAHKOTA,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101245869117587897364"">A Google User</a>'], 'photo_reference': 'AUGGfZksGHhYtDmAgYEUx6cbaXUGIEX1OVTEy9vrDVMwi0ujxhJiOc5sBati71-yE6z9heEfUG9pcUiAi080-6q368ymUUpb-g15Lu4nXdwWsSD5DI3ws6PgIooVpIdyy_ojFT0ENsLE9Pt07h7TP9fJkKUn2WGlUn8N8HuPo81uuI9VNkun', 'width': 1280}]",ChIJKyw1V8qJlC0RPBFIlDbTv6M,"{'compound_code': 'H8FM+M8 Takatidung, Polewali Mandar Regency, West Sulawesi, Indonesia', 'global_code': '6P8XH8FM+M8'}",4.5,ChIJKyw1V8qJlC0RPBFIlDbTv6M,"['lodging', 'point_of_interest', 'establishment']",40,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJKyw1V8qJlC0RPBFIlDbTv6M
OPERATIONAL,"H8R7+9R7, Pekkabata, Polewali, Polewali Mandar Regency, West Sulawesi 91311, Indonesia","{'location': {'lat': -3.4090959, 'lng': 119.3145443}, 'viewport': {'northeast': {'lat': -3.407769820107278, 'lng': 119.3159321298928}, 'southwest': {'lat': -3.410469479892722, 'lng': 119.3132324701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Bumi Raya,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100911990795973899858"">haerul Andi Wajuanna</a>'], 'photo_reference': 'AUGGfZkZCp_L9yDTUQyMejcpW-YTNpXDVSCvcpdyJSUUndX30oo57oxGZJEdjkn8Vdcy2xz_-i3RS5XJOlYdxsaAWBc8QAfvd50vbi0yfu4eoj0Rg6G9DnX8JgjM-6wxeMemSMtyYBZt1cqIzzpj_Hx2NW0kJUhHhO47IbeNTa35fWHzQXXk', 'width': 4000}]",ChIJwcA1kVePlC0Rj_axlMf8RFk,,3.8,ChIJwcA1kVePlC0Rj_axlMf8RFk,"['lodging', 'point_of_interest', 'establishment']",137,,,https://www.google.com/maps/place/?q=place_id:ChIJwcA1kVePlC0Rj_axlMf8RFk
