formatted_address,name,place_id,types,photos,rating,user_ratings_total,lat,lng
"J2RH+CFQ, Lower Market Road, Khonsa, Yingkiong, Arunachal Pradesh 792130",BAP Hotel,ChIJ7TcEo8WrajcRsWsNW3hkYHs,"['lodging', 'point_of_interest', 'establishment']","[{'height': 684, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115498397497423312392"">Krishnandu Sarkar</a>'], 'photo_reference': 'AUGGfZlw4QxzskKB2Xqo5ZqDUQ_HL0UF2apirTMa7yt0DO1rBZtFkw-e_OvJOOEpYZllJlpJdvKEsGF_Qc5aow0ByUlxNPxzUhmaYbJgzESIJnFKB-dHHzKlJaDLwkFGFGVBB6NPNTBiyt1hMRyGe8805aApwi8LNu9u7Xcae5xQUw6nrMAt', 'width': 1024}]",3.6,9.0,28.6410957,95.02872649999999
"1, Mone Plaza, Market, Ruksin, Itanagar, Arunachal Pradesh 791102, India",Collection O 85132 Hotel Mone,ChIJ2XODcrqDPzcRFiFw2s-ZDw4,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104696664116371999168"">dhruv tripathi</a>'], 'photo_reference': 'AUGGfZlflwiOedq0t1N6tmq7sJvSy5SsP5pTYd08oJyKyYZOyiZAIdVrDhkrfdlNUlCxP-YLgckR1dAR7MIERWyasjGKzvkVcZIZdWrQOQYXr0IAiBY5TkA21ketfRKUiH-X8WfkLMf-MAV0WwYVHpZHMovzlfbcpvnBznUJqGBaO-j-oFCc', 'width': 4032}]",4.1,43.0,27.8428014,95.22104259999999
"J2RH+JFJ, Upper Market, opposite of State Bank of India, Yingkiong, Arunachal Pradesh 791002",Hotel Libang,ChIJ2z78ntWrajcRs38PoRUrbLc,"['lodging', 'point_of_interest', 'establishment']","[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101618340269170998446"">Kirtan</a>'], 'photo_reference': 'AUGGfZnyC-YLm3vOrx0PysWgyCk7CchxMh7F-AyFY9sWBvs-tY1ebkS0nv0tKgDSLtZg1b5hOnkXdIP8oqrbzU9y2401j1EOJSt1_jRvnZrcN4S3hcCSfTORQOJS3JgTrIsRvlNEQHJHWJHJk3xvx4wNCcC0EzfVlnPSRQ0RYkbJH9MdDtK1', 'width': 3456}]",3.5,14.0,28.6415881,95.0286325
"UPPER BANSKOTA NH515, PANE KORONG AREA, near KINE NANE TVS SHOWROOM, Pasighat, Arunachal Pradesh 791102",Oyo 44821 Hotel Paane,ChIJ3ZAClMuXPzcRLgIV6o3hYhA,"['lodging', 'point_of_interest', 'establishment']","[{'height': 607, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111923808450808735659"">A Google User</a>'], 'photo_reference': 'AUGGfZnne7FcrTldeG6uFK3_WiIP-WaX_TJDZs3wYHX7ElZXKadKUWlt-mPYXGAaEw76m3nTQkF9QHU6SqWRIYzvT3Iyx8hDNAOEDOEMoH7A09FqLUdwZJqYLDYzcoxXr8YATbQS3LtqDU0YWkK2V-7atiBaX42tBuxJ9RoMezMHhgcK-b9A', 'width': 1080}]",3.4,276.0,28.062124,95.3345511
"Tebo E-14, Tebo Village, Pasighat, Arunachal Pradesh 791102",Donyi Hango Camp Homestay And Resort,ChIJR0cvwU2RPzcRaxy1nxyrtcE,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116660916423201313260"">A Google User</a>'], 'photo_reference': 'AUGGfZlaMU9GHphKhTUk_j2Sr4QGMWNPF3Dxvvo0yvC8NpwvlYX8F1xPZo82KvDZU2Kwihi-tsZlG3LTbjB9YhCojmV-Wp79cQNffY1EEXd772UhpNCD8zVQFHU7OTQ2rPDJWykWvZrUxjIMP7wqd5djfkEOQ7E4m-vzmllKJu_F_Yyh0BcT', 'width': 1080}]",3.3,425.0,28.0897726,95.30667199999999
"386F+WC9, 515, Pasighat, Arunachal Pradesh 791102",Hotel paaying regency,ChIJvwYo4nqXPzcR53CvJJM-rBM,"['lodging', 'point_of_interest', 'establishment']","[{'height': 719, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108468885406540776283"">A Google User</a>'], 'photo_reference': 'AUGGfZnR4bvA3_MCIV9CtfdiSvDAh01Kb1iDw4wVVUchVyi2sWGzuysJ_UyGOt9SIK_eswRneED_xyXqokJVQ3_ESknULNvy3KDutsw3VIxOksWi4XXOswgcoGEAimVZFGy68lLj-OF68CzHgTsaSl6TPR9n8xIMBkQbc7SjT26cK5CJ1Swd', 'width': 1280}]",3.5,118.0,28.0590913,95.3332037
"Near, Ghandhi Chowk main market, Pasighat, Arunachal Pradesh 791102",OYO 44691 Hotel East,ChIJO38E_VKXPzcR1L1tTxUR0fw,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116713650343817175135"">Mohd Ibrahim</a>'], 'photo_reference': 'AUGGfZmHbBUp6KjAWRCwQ5COKDKErk3qIppH1UPoz2rqnlhqiuZdpAG2dHm66ar0P6Z-Y1s3QFwCoO-i2hWt_8qPaCgAS60dNeu6uz9yySl-dPmA4ou13VOaiYw_FQGj4gm3AIWDTYiFU6ybycjG06mJC4T9sgbrtTT32w7yebRRTnUfnm1L', 'width': 4032}]",2.6,34.0,28.061627,95.330964
"4RMV+W4J, Lower Market, near APST Bus station, Roing, Arunachal Pradesh 792110, India",Zeemuko (Hotel & Restaurant),ChIJZ4U1UdlJPjcR2rUUoWCTIKc,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104137675611460506079"">A Google User</a>'], 'photo_reference': 'AUGGfZlDQ0ZzNUYwNELeHCOYIT1ZwpoiwX-Yv6QnNPluplMgGZyAb-_dfG5yUxWFx0nSgKPB6-Tb_-cWft6MrtmxPvI8CFg2cZdTenCcfbuxCh6bCQ7EnCictuS3O_Y2Ilk_K4rVOrdswfhs-druA-JZ8XuAuiEJtrWje4PVJxEblmY1yltF', 'width': 3999}]",3.8,164.0,28.1357758,95.8426491
"7WH6+VX9, NH13, Roing, Arunachal Pradesh 792110",Old hotel 65km,ChIJ0bCg7sE7PjcRNIfi0xz4ihQ,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114905518690152536094"">A Google User</a>'], 'photo_reference': 'AUGGfZlrIlEGYazuNGUc9yTh41OxwYFKA1zzWc8n-bXo9XtUcL-ZDShFHDIAGS2soA05CGHdqiey5yvIw9LoN9ssYI9I-6QW8eaHq3SU3B9gMHvhjoujmux7KL2JtwK87TKJgWeTx749QPEQ-8VIc1zRI6XxKKTGdIFPePlMWfH-NVXAdn5c', 'width': 4000}]",4.1,43.0,28.2796899,95.9124771
"Pasighat, 791102",Hotel Aane,ChIJh1GA7kWXPzcRYaUNFbBXHwA,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105037324553834669680"">Drema Khandu</a>'], 'photo_reference': 'AUGGfZmXmhxGB7JGyuVanSEQpUw5sBkXqkFHmW8t3ldB97ZBEXoVVZ07Mzv_XTEYseZE0JSxbtWTw7VZBskiRdwD2f08C6AZX4yfTFLnt3Rf4Vy4fillHnPGMNiaH4zy0jbJN-J2P9ggktAagr3IYjYufUeh2Dz9sbAbeLuJ00YG2xItUvwP', 'width': 4032}]",3.4,222.0,28.0625017,95.32903429999999
"386M+2CM, Lower Baskota, Pasighat, Arunachal Pradesh 791102","The Serene Abode, Pasighat (A.P)",ChIJtUHGGOGWPzcRst1GXGS1Hyw,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103225268643741136951"">Dan Shalev</a>'], 'photo_reference': 'AUGGfZnkz5htOmWqkD8d0GujvrGSy5OA8LatCeIU7ZqvRwMvsUuOI9H4L2zD7DjwKmxVmuHVefOCChlDMOAbVOisNyVNnskejUJKyWeXULjf7kl89Jcd5PZ6fgOND-65tOjS3Op9PDoAEkBe-bhaDRmJJtsl335BqbPG6ZKVYORopcRTsDr1', 'width': 4032}]",3.6,1429.0,28.0601061,95.33350929999999
"Main Market, Main Bazaar, Pasighat, Arunachal Pradesh 791102",Hotel Siang,ChIJ9QuDJ1yXPzcR8lnMKQzGoLw,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109237710041170451669"">A Google User</a>'], 'photo_reference': 'AUGGfZnpFecKZcOCx180ddcJ9kdbKJ9R5Yjh8fQRvGT96D6_ipInCqs9XcjJZ3KV8urq6CGsEAx1XV1ujpK7jYpzcTsC74t-rVQ-IVyzYvKMfOnXfBGYUsp8R0R-eQ-DXivSP5VewKjpWN3z-UJJqxCu50KYaxgHfniL7qCdkt18rkb37iuB', 'width': 4000}]",3.4,50.0,28.058929,95.33353849999999
"Lower Market, Iya Arcade, near Apex Bank, Roing, Arunachal Pradesh 792110, India",Hotel iya,ChIJW_FsH-BJPjcRri41kJE064s,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111160566593978767919"">A Google User</a>'], 'photo_reference': 'AUGGfZnsWONLqB-CQ8G-CS3Tqtef_msCggsVBQ5FtNCqUtMGXtXzzeqT0Sl6f7GZqo1lY9tPpRpI8wTNiunCQcq_dXSmMZYi6x9rO89BBw5zKDt96lp_W5edE3pGT3Dkbo4cu73-bNd_631Kltsg-ED7bO4SZQjsDX0ndr_GWfUGddlTMYZu', 'width': 2304}]",4.6,52.0,28.1367889,95.8432758
"Desa Sekan Kecamatan Siepkosi, Pugima, Distrik Wamena, Kabupaten Jayawijaya, Papua 80034, Indonesia",The Baliem Valley Resort,ChIJrTtqgS3DImgRbPhUTvUN96U,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114056724563743391999"">The Baliem Valley Resort</a>'], 'photo_reference': 'AUGGfZmyuHfTKpAJsujr_cm3JBWaofFub_YzO70t3a26ljDbrcYHmiwXi0-ehVCSy4x76bUPEgGLtQPQWqGNHnxYLYyzqOUzNCrX7H3MZ2CKoEtzOY2dn9ti9Ooal1MYFzaFAnZ8o_1XO-vYeg7yBgP4NZyJQfVnuy_sV0lXMkcc-XCp7FsG', 'width': 1500}]",4.4,108.0,-4.0595129,139.0293485
"Jl. Trikora No.114, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Baliem Pilamo Hotel,ChIJnZptEoVsPmgRAsLExqCsZkw,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110721815639898358548"">Rachman Kosasih</a>'], 'photo_reference': 'AUGGfZlFj_YSLQ4XzORT-m4PEJ_wX92iOP9TiLwQMT1_ohPnH0EyX4NgYJaIrJK3Ndp0p7U9s3t0W4zXoxOdcRINfKHJB4Rz5Gyy8jccAptcHqvN10sok7ae-VasRYxPxy4wag0KiuGBr-6Bw5PxUYE69SvzZFsYu6GL1eWoUP8-0K95YOaD', 'width': 4000}]",4.1,669.0,-4.089872,138.9452891
"Jl. Sumbawa No.1, Wamena Kota, Wamena, Jayawijaya Regency, Papua 99511, Indonesia",Grand Baliem Hotel Wamena,ChIJ6Z8gecJtPmgRC19fJ4ezE9M,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100513614716521392357"">magira pasaribu</a>'], 'photo_reference': 'AUGGfZkusmMIFyaIILeZ7vHroIiYd7elS_gVdKux-v1mxnjppjhh2JAx4XUD4IwFMjiV8HNGgo7A5OTGWEOslmTx-eWoksmvF-sSy-zBbgsNcupu2Ycjypy5tzlL6u_ajOgih-0SrAWNNuMVch2AtfFVMmEBnff2CWU_7eDSclmLz40XV_-P', 'width': 4624}]",4.6,156.0,-4.097026,138.9489275
"WW8R+2P, Kama, Wesaput, Jayawijaya Regency, Papua 99511, Indonesia",Yusri,ChIJpcWoCAttPmgROCSW4KFYuSg,"['lodging', 'point_of_interest', 'establishment']",,3.7,3.0,-4.0848664,138.9417708
"Jl. Gatot Subroto No.63, Ketimavit, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Hotel Nayak,ChIJPzn6r3hsPmgRn9l8gYUFjjU,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111441125593657915054"">Rahmadi Rahman</a>'], 'photo_reference': 'AUGGfZkdTpXUrKfJBpKM6CvmpFZfuaDfmoBXfwwM-6YVJJyPfo5uh9nu79WT9HTxdMIMz1SJWEGWjuOo4UL4CQ0mB1fKtb0EqC4IF5qcx_lbT98gd0YCPfrs6Lr_uatPp6riHm2imkmRf45eyfQfoLJMrujYFFFIMFMxLE7jgdfa5R_yJILy', 'width': 4128}]",3.4,37.0,-4.094583699999999,138.9489459
"Jl. Irian No.26, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Rainbow hotel,ChIJlc_y4ZJsPmgRR9VPE_4yjIo,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109018812891023328242"">Choky Amitie</a>'], 'photo_reference': 'AUGGfZmfOpMvCaiidCr7N9Mq86RFXqodn6xNdu9ZH6cjZ0ginVEr8gjDQJu-SPSGaxB0XR6Dq9_QTVHqjofGB9YS9azwu4LmAy9TBH0n8lOeIT3sw9Rl_VpDMsVDiZTPf248PKyzChA-87yuktAtDSJU6UgiNe9AbeijfK2gdQuMectSkkLR', 'width': 4032}]",3.7,96.0,-4.0943935,138.9419323
"VXX5+XVJ, Wesaput, Wamena, Jayawijaya Regency, Papua 99511, Indonesia",Green Wesaput Hotel,ChIJ68dMaYJsPmgRrvvXdo8HZcM,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106785684076453694028"">Fred Huby</a>'], 'photo_reference': 'AUGGfZkLHk1k30tqh8AqruTN5WRAgmHhcDC0_Rk8mBBxV8HczP8sPKLDH7gwWosUC5Ja3XczEYZotKqnFemuihZQ4WdVYXXoJ3A88hrrRf_CoPcNCCTpIFY6crHxzzCj40wZF-_kxk2VqChwZT1L9ZIZyJ5FB_rhZMNN1XPzXmksDXeBR-sM', 'width': 4032}]",3.9,48.0,-4.100035099999999,138.9596493
"WX33+XG8, JL. Hom-Hom - Pikhe, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",The Honai Resort,ChIJ0V-yCZtsPmgRXtEwOG8rjPE,"['lodging', 'point_of_interest', 'establishment']",,4.3,7.0,-4.095096,138.953834
"WX32+74C, JL. Jenderal Gatot Subroto, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Syahrial Jaya Hotel,ChIJI_wKpppsPmgRUVQLzkDOINs,"['lodging', 'point_of_interest', 'establishment']","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105891912755258830153"">A Google User</a>'], 'photo_reference': 'AUGGfZmuFSzsl1S3OnQ14ON90RU7s-wuEN_esM_rbI5AyNd3kNgFlCIayD3Qq24FD3bptP-p0iAw3DnUlQGP00skN5c2D5oNyMNgVPKyfr46sv1O78vOfdw7GYUVa5uSgr7FUVoNE-kasXQhIJxlPbEruT4yO8ABbBZhFoLRSLWASCTGmkD_', 'width': 4032}]",3.0,4.0,-4.096816,138.9502641
"VXX2+P3V, Jl. Trikora, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511, Indonesia",Belicia Hotel,ChIJxYB9U49sPmgRW-1wVyhWAXA,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117313019546038783581"">A Google User</a>'], 'photo_reference': 'AUGGfZl8zF3SazYzDa10fBpUg7BeBlvTFb0Q2haOb5UUa82vwLYXU4uTM0-p-AXvV2UjweKCR5qINJWrydQ6K992wfsNGgoMhNNud_JCfperAeVZcsTXBHu5NP6PP7uyjNw7tvBIijqNdjY0OF7oEJ-sGMYTl5zA7c8LF9hNZ4Y6NgbDJEa5', 'width': 4032}]",3.6,14.0,-4.100637,138.9501825
