formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jl. Lkr. Utara Umk No.Utara, Kayuapu Kulon, Gondangmanis, Kec. Bae, Kabupaten Kudus, Jawa Tengah 59327, Indonesia","{'location': {'lat': -6.7803997, 'lng': 110.8705167}, 'viewport': {'northeast': {'lat': -6.779039220107278, 'lng': 110.8718595298927}, 'southwest': {'lat': -6.781738879892722, 'lng': 110.8691598701073}}}",Hotel & Villa MVR di kudus,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108061269574078081981"">A Google User</a>'], 'photo_reference': 'AUGGfZlo8HPlLrH_uKPNibfA6WrqAmUKX0FwhyPnlOBR14iCr8YP5pDyoQeAaYwcN8FCpHqJX5n9AMhAv7HWHoYbBNOqLvtLIiuFAVCrNIWHVK9rrEDzfXuoaOAqfEoccz4gtRsdAncw6FKY37SZOsH_cB5OOEh3AVrAfnTtfUJRRCQ_4HmL', 'width': 960}]",ChIJL7bm_8TacC4RvdiIKPJGhsU,4.3,"['tourist_attraction', 'amusement_park', 'lodging', 'point_of_interest', 'establishment']",2418
"Jl. AKBP Agil Kusumadya No.100, Jatimakmur, Jati Wetan, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59346, Indonesia","{'location': {'lat': -6.837636000000001, 'lng': 110.821694}, 'viewport': {'northeast': {'lat': -6.836255220107278, 'lng': 110.8230146298927}, 'southwest': {'lat': -6.838954879892722, 'lng': 110.8203149701073}}}",Hotel Griptha,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111422114860271636177"">A Google User</a>'], 'photo_reference': 'AUGGfZkqQZTg8q8aJByviMyOFw9T-gXAXEqbQimXtSaXkae9yhFdRr2VY93SUl_WEY55VCvBN_bZBAAh2oxI_Hw98OFBO-ruZ9-pfpZOoXHFJ0wIXhXa_lPZNXM_o3PlA5JuqeUzBsyfukm22C2-0pVu4khEXl88_2pvsaQGekD4Mzw-p8iq', 'width': 1280}]",ChIJkUto92LEcC4RQBGyOFBxVyc,4.4,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",5616
"Jl. Lingkar Barat R. Agil Kusumadya, Area Sawah, Prambatan Lor, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59349, Indonesia","{'location': {'lat': -6.8157565, 'lng': 110.8060306}, 'viewport': {'northeast': {'lat': -6.814487520107279, 'lng': 110.8073173798927}, 'southwest': {'lat': -6.817187179892723, 'lng': 110.8046177201073}}}",Sapphire Boutique Hotel Kudus,"[{'height': 2789, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103652522116391439248"">A Google User</a>'], 'photo_reference': 'AUGGfZkyVTx_NbKaxi6eUj9JvVbiIoQ3BsOhRjIgTtyJYA5aXWL6shWmKOOAiwqmh2G6nJMvrTraDJeaOxBn4RvAdye3vXCly6AKjlbTlWhmAZ7zZr-27hrxy4vspmmGcKhruZtbLOUAhdgHxnB04lUMX1mVmuRoNgLtp1xlHD90l8k9GpCE', 'width': 3719}]",ChIJHWpFYG7DcC4Rn4JrkoHjk2A,4.6,"['lodging', 'point_of_interest', 'establishment']",246
"Jl. Jend. Sudirman, Salam Kidul, Dersalam, Kec. Bae, Kabupaten Kudus, Jawa Tengah 59312, Indonesia","{'location': {'lat': -6.8041293, 'lng': 110.8687073}, 'viewport': {'northeast': {'lat': -6.802836920107278, 'lng': 110.8700520298927}, 'southwest': {'lat': -6.805536579892722, 'lng': 110.8673523701073}}}",Salam Asri Hotel,"[{'height': 420, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101985139203890670296"">A Google User</a>'], 'photo_reference': 'AUGGfZmzXvW4rx3iU6OVdk7atnlSHOhO8wxqv8vKMUguMZUboe3uQbRK7jlURPpZMB7LBqpOK2COPFmTtAiETwXNVsEQByjhiJUEOZyPAy3mheynCDrSNfH_sWlErjSHVXsHnL-DKfqnHLWwWDjk660yQiYwkbvT913qK8FEXiblD6_WmEkl', 'width': 836}]",ChIJITV8ACbFcC4RmkT21X3tb74,4.3,"['lodging', 'point_of_interest', 'establishment']",734
"Jl. Tanjung No.14-16, Nganguk, Kramat, Kec. Kota Kudus, Kabupaten Kudus, Jawa Tengah 59312, Indonesia","{'location': {'lat': -6.808199999999999, 'lng': 110.8478684}, 'viewport': {'northeast': {'lat': -6.806842770107278, 'lng': 110.8491909298927}, 'southwest': {'lat': -6.809542429892722, 'lng': 110.8464912701073}}}",@HOM Hotel by Horison,"[{'height': 2871, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100190475415328572126"">A Google User</a>'], 'photo_reference': 'AUGGfZkNhiqzl7fv7fuFy9MvaxNf_hxBKJuE4zkswoZ84TopFNscaA6C33qUWTIh8QewfmxFfHD3icQubquOEfTH929qRgulGCUs9bMvZQr1iM7TPf9EsK3M-48PcHYkiWg508OnU9HcuU_sJyeS3hhfk99D6BGg_38HTJdYXEHzhBrvMIvo', 'width': 3828}]",ChIJ6bFD69vEcC4Rp4jxtrG1cJs,4.2,"['lodging', 'point_of_interest', 'establishment']",4292
"Jl. Pemuda No.77, Nganguk, Kramat, Kec. Kota Kudus, Kabupaten Kudus, Jawa Tengah 59318, Indonesia","{'location': {'lat': -6.8099136, 'lng': 110.8467363}, 'viewport': {'northeast': {'lat': -6.808675620107278, 'lng': 110.8480486798927}, 'southwest': {'lat': -6.811375279892722, 'lng': 110.8453490201073}}}",The Sato Hotel,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107464893993368285777"">A Google User</a>'], 'photo_reference': 'AUGGfZlwY_STH-GnLOVOubf8zUpiUWg37kRqKh9hVH0vco24Ch3PlVVUWE967deZqJqAW-x9XgKMPMpE1thd7LOHsCuQNLSN4zKdO3R4PPs5hWeNy5acxn-X2aJpRiW-pw-fErpKjEE7n-u9aVoLXRC_VItCSgdiwQ1iW50YwBxQNAXOfc6d', 'width': 3264}]",ChIJGYBHlGzFcC4R6FlgGcS7Xz4,3.6,"['lodging', 'point_of_interest', 'establishment']",267
"Jl. AKBP Agil Kusumadya No.103, Jatimakmur, Jati Wetan, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59346, Indonesia","{'location': {'lat': -6.839341699999999, 'lng': 110.8193194}, 'viewport': {'northeast': {'lat': -6.838048270107278, 'lng': 110.8207233798927}, 'southwest': {'lat': -6.840747929892721, 'lng': 110.8180237201073}}}",Sunrise Hotel,"[{'height': 3947, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106738812106291117508"">A Google User</a>'], 'photo_reference': 'AUGGfZmJ26w8FpUS5AiLSczqYUKw8KjSw804ZbSETEAaZSgan2GViN75t7sFqU6wUxENyxrMwx3bJGg_zonxTINPIcU0ibxw8VMidUAk5ERGP--zl_LAteCeMziCQnU7i-Q0AYNwYh3-srqCsq2J7_Xs_M99szo9OLjyzZgliwY9auFuvWVY', 'width': 5921}]",ChIJAxBKFxbFcC4Rd2t3Ms90xA4,4.4,"['lodging', 'point_of_interest', 'establishment']",195
"Candi Lor, Singocandi, Kota Kudus, Kudus Regency, Central Java 59314, Indonesia","{'location': {'lat': -6.797218, 'lng': 110.8442049}, 'viewport': {'northeast': {'lat': -6.795889420107278, 'lng': 110.8455366798927}, 'southwest': {'lat': -6.798589079892722, 'lng': 110.8428370201073}}}",Villetta House,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113925676679633884609"">A Google User</a>'], 'photo_reference': 'AUGGfZkgXQ1Pd3NsYXbSqo_hCeWbFCwHKEqg5H_WeapGulofRpieapBvimp-81XVvBC_-Wv5LmQUeCMQTF2oCK8qPOoPmKx28YQJJSI9uk7DAhlMX6vYZfj8IVuttBTi8fxcyrxmzNaaIn9XCdFfmdAbehHQFGLQ5G-qs3uu5AqmaV7fhlgG', 'width': 4032}]",ChIJ530RbyDFcC4RyINMZkGhIn8,4.6,"['lodging', 'point_of_interest', 'establishment']",193
"Jl. Ekapraya No.IV, RT.001/RW.001, Rendeng, Kec. Kota Kudus, Kabupaten Kudus, Jawa Tengah 59311, Indonesia","{'location': {'lat': -6.803873599999999, 'lng': 110.8601783}, 'viewport': {'northeast': {'lat': -6.802505970107277, 'lng': 110.8614927798927}, 'southwest': {'lat': -6.805205629892721, 'lng': 110.8587931201073}}}",RedDoorz Syariah near Menara Kudus,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103872031758844429354"">A Google User</a>'], 'photo_reference': 'AUGGfZn4lg_t6Z6xs3X9PK8f2DoqaX4PliXuDTXGzFunHaL2SNLJAbrqkXGx3YDXODNR9-UwzpR7Hmn0DkE5tMD8a-d571L-MzTebU__g7pv-dY_prvzcnMJki4ugglJIIoeSxV6KgX2SDf41qxSUAtZ7ZWxsWCeMBKZyvr2KQRVB8g3Fe8E', 'width': 900}]",ChIJLcdxbibFcC4REVH3Axm-sPA,3.9,"['lodging', 'point_of_interest', 'establishment']",505
"6VCC+24H Perumahan MVR, Kayuapu Kulon, Gondangmanis, Bae, Kudus Regency, Central Java 59327, Indonesia","{'location': {'lat': -6.7799859, 'lng': 110.870352}, 'viewport': {'northeast': {'lat': -6.778618920107278, 'lng': 110.8717017798927}, 'southwest': {'lat': -6.781318579892722, 'lng': 110.8690021201073}}}",Serbakudus Resort,"[{'height': 1746, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106233721523208880321"">agung sugiarto</a>'], 'photo_reference': 'AUGGfZmbPBkllpZW4QTIzHxR0N1zAiL7r_5JapCZmNa8p9wKAbbYDuqI7mLIBGKhYMLcnRST3sAmIthoHYeIuWdSW4jLbfeAQIFPUr9dJAhBIMoGe7yVR1FVeJAbXdYOF_WHAI-ovWCL5hzDONhuuHWHBC-2gglSuvoRT4QhmBabqKFEBHXk', 'width': 3104}]",ChIJ4VohWMTacC4RmZnJEYcqXwA,4.1,"['lodging', 'point_of_interest', 'establishment']",15
