formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jalan Raya Pasar Malingping No.58, Polotot, Malingping Sel., Kec. Malingping, Kabupaten Lebak, Banten 42391, Indonesia","{'location': {'lat': -6.7862734, 'lng': 106.0173411}, 'viewport': {'northeast': {'lat': -6.784936920107278, 'lng': 106.0187066798927}, 'southwest': {'lat': -6.787636579892721, 'lng': 106.0160070201073}}}",Hotel GBS Malingping,"[{'height': 1959, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106084217810265530826"">Hotel KATON</a>'], 'photo_reference': 'AUGGfZmc5rmHhZVhaSJCoR6NKV3t0ZLl01230_rc3JBAOWe9O6bnUjEtaixjzDhS9B-DJ_rf1aLWptg_Fx15sP768msgoRJOF1deROi-ZsQy_ds-d0c4G3UlZjJDvcOQQVitvK6J_ES-G72amv7GlYnOTeQCsvae1SLM7PuTJ_qkBTYMfNUH', 'width': 3487}]",ChIJV9hAgfhYQi4RtUL0M8cRJU4,4.5,"['lodging', 'point_of_interest', 'establishment']",583
"Jl. Raya Saketi - Malingping No.46, Malingping Utara, Kec. Malingping, Kabupaten Lebak, Banten 42391, Indonesia","{'location': {'lat': -6.777502699999999, 'lng': 106.0144966}, 'viewport': {'northeast': {'lat': -6.776231220107278, 'lng': 106.0158116798927}, 'southwest': {'lat': -6.778930879892722, 'lng': 106.0131120201073}}}",Bahari Hotel Malingping,"[{'height': 809, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112287308961903808377"">Hotel Bahari</a>'], 'photo_reference': 'AUGGfZkF3aGuPnLQLLd-TueeNdKL_W1CI-y5PLe4P-UFoxdeJ5EKt2Pd6kly9a43Pm4RhfoJVYhmAukN7fBFzi3oJdWylnj_JsWQ5zbWOKbajOeVY5BfzsWVCbiJvHGBveFRml71Mp7QhlY9q3yDCNHTolSiQo2PfyFbxjGQT4pmATG8FLhS', 'width': 1440}]",ChIJTQ6D56pZQi4RWPHJBh66CVY,4.2,"['lodging', 'point_of_interest', 'establishment']",519
"Jl. Raya Carita No.8 KM 3, Caringin, Kec. Labuan, Kabupaten Pandeglang, Banten 42211, Indonesia","{'location': {'lat': -6.3530896, 'lng': 105.8256226}, 'viewport': {'northeast': {'lat': -6.351739770107278, 'lng': 105.8269724298927}, 'southwest': {'lat': -6.354439429892722, 'lng': 105.8242727701073}}}",Coconut Island Carita,"[{'height': 782, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105736632977567723257"">A Google User</a>'], 'photo_reference': 'AUGGfZkah3T_Kcgf9oXWmaQG2mlFBvwvSB9XuZrMx6OiHQiDocpBo34duK_gyC8RhcOTGubnjhOb9l5dK3cUfXGQIGbVhHljhTrIY3NGEZ2r7Y1NpVXaqwc8hKoTkh3vXTjh7Oe1__ZLvufPslpYma7GKo5O9gDhoWN-oE0h2Q0sq33XxK5L', 'width': 1170}]",ChIJ-aFC5_QyQi4RuqfnGpfPprY,4.1,"['amusement_park', 'lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",3903
"Jl. Raya Labuan - Pandeglang, Sindanghayu, Kec. Saketi, Kabupaten Pandeglang, Banten 42273, Indonesia","{'location': {'lat': -6.3977092, 'lng': 105.9589193}, 'viewport': {'northeast': {'lat': -6.396297770107279, 'lng': 105.9602989798927}, 'southwest': {'lat': -6.398997429892723, 'lng': 105.9575993201073}}}",Hoya Residence Syariah Mitra RedDoorz,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109517498813722747921"">Eko</a>'], 'photo_reference': 'AUGGfZma7rqpFGEVSCGBYknaUPEkr2WqVTw6mNjs_M7VmhTElg4WgiMOIEFEBcUhvMEAYcBZAxXUAIWqnoh0Ie-HQnBI-0S1ZaGaxhH2tyyziMd-X3rypgDvSSINi1o0rtF_FJD3g3BSc3Adm8CTs9JDwvuM_2z3zUakvXkgzi1ukcd7MSTv', 'width': 4032}]",ChIJ69mNWr4xQi4R40cmTDyfi1M,4.1,"['lodging', 'point_of_interest', 'establishment']",42
"34, Green Lake View Apartment, Jalan Dewi Banten, Outer, Jakarta 15411, Indonesia","{'location': {'lat': -6.405818000000001, 'lng': 106.064017}, 'viewport': {'northeast': {'lat': -6.404430049999999, 'lng': 106.06512725}, 'southwest': {'lat': -6.409981849999999, 'lng': 106.06068625}}}",Capital O 93372 Aurora Residence,,ChIJW1RVVVU5Qi4RIkkLieYcvo8,5.0,"['lodging', 'point_of_interest', 'establishment']",1
"Jl. Raya Jend. Sudirman No.8, Labuan, Kec. Labuan, Kabupaten Pandeglang, Banten 42264, Indonesia","{'location': {'lat': -6.3788546, 'lng': 105.8323094}, 'viewport': {'northeast': {'lat': -6.377551220107279, 'lng': 105.8336455298927}, 'southwest': {'lat': -6.380250879892723, 'lng': 105.8309458701073}}}",Hotel S' Rizki Labuan,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112865831092730417034"">dudi wahyudi</a>'], 'photo_reference': 'AUGGfZlOjzhX0jhAl2esGGD55GmRaYed1SWckHnSgkVd6rT3lMR-vZvOT38QXeQNo62HMi67aFWN-E1cWZELEkqABjt-lBV0XElisIY6gIhV6TblEQo9q8D4f2Fl1wOxJO8y6t9XVL5OdrpAshVFptDhYT3UB56FPFRTts6-jd0eWQ-7IgVO', 'width': 3840}]",ChIJ2U5KCakzQi4RuU6x0_pd22Y,3.8,"['lodging', 'point_of_interest', 'establishment']",353
"Gg. Japar No.1, Banten, Kec. Mekarjaya, Kabupaten Pandeglang, Banten 15154, Indonesia","{'location': {'lat': -6.405818000000001, 'lng': 106.064017}, 'viewport': {'northeast': {'lat': -6.404430049999999, 'lng': 106.06512725}, 'southwest': {'lat': -6.409981849999999, 'lng': 106.06068625}}}",OYO 3355 Homestay Syariah Asyuban,,ChIJW1RVVVU5Qi4RMo7pPMft8H4,5.0,"['lodging', 'point_of_interest', 'establishment']",1
"Jl. Raya Saketi - Malingping No.12, Cipeundeuy, Kec. Malingping, Kabupaten Lebak, Banten 42391, Indonesia","{'location': {'lat': -6.7770568, 'lng': 105.998572}, 'viewport': {'northeast': {'lat': -6.775815870107277, 'lng': 105.9999047298927}, 'southwest': {'lat': -6.778515529892721, 'lng': 105.9972050701073}}}",SPOT ON 2501 Rendy Putra Malingping,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109961224296633162937"">A Google User</a>'], 'photo_reference': 'AUGGfZlYfC7ZSyh_dwacQNrC9wzMO5VDubdPWE3vZmHDizA69Q4EGcHfIKxwdxBY9yn5YDqNSmmRwTPwEgiN1dGrfuKgmfgnkv4ppdSaDduTj6ln6gTPVw2v5sdeXVwMEIKYxjlDTLbXsZtNIyJOfnc6mltnfdouQUsPX0Sf2WV1LWrKLZuk', 'width': 640}]",ChIJwRkuuXZbQi4RQMZ-KhjSb0g,3.9,"['lodging', 'point_of_interest', 'establishment']",61
"Sukamanah, Malingping, Lebak Regency, Banten 42391, Indonesia","{'location': {'lat': -6.8127092, 'lng': 105.9931145}, 'viewport': {'northeast': {'lat': -6.811342420107277, 'lng': 105.9943741298927}, 'southwest': {'lat': -6.814042079892721, 'lng': 105.9916744701073}}}",Pondok Bagedur,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100794712092221472501"">Raras Rumairah</a>'], 'photo_reference': 'AUGGfZnssZm64wkFANp84ZqG8xsTtriMTjVQwLtGAoJwUv8gelurQbsTPwW9gINvUQ19cr1tQ_aPZ_OuP4RTKKEIrZAoie65SFA2bRxJpiTiafWheh1hVA25HBIBOCxpTes6YKktUpfCs1TznIe5M7WJTTGdQD0y0e1OpwRuH1YFTO9AnHh6', 'width': 3000}]",ChIJV4_i8OpZQi4RZp8-qmKHIJI,3.9,"['lodging', 'point_of_interest', 'establishment']",99
"Jl. Perintis Kemerdekaan KM 1 No. 9, Labuan, Teluk, Pandeglang, Kabupaten Pandeglang, Banten 42264, Indonesia","{'location': {'lat': -6.3711485, 'lng': 105.8265165}, 'viewport': {'northeast': {'lat': -6.369798670107278, 'lng': 105.8278663298927}, 'southwest': {'lat': -6.372498329892722, 'lng': 105.8251666701073}}}",Hotel Caringin,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116218143925750948686"">Hariyanto Hariyanto</a>'], 'photo_reference': 'AUGGfZmxVJlHjv55Km-kJGR6Pfw53SG1nuPrboC0AXOzreEgywE8-sB8BI_HAOFtksipzEKn5ybBtnymk8g3cRkiWgBPW0ZlXTDjtwgDKz4OieDkMiwJixoZ7qhBvkrP9HXG7_wfcd5jHaGAHxgINj-SNpWknsusnOGDolUQgzgFSlXDS7w2', 'width': 3000}]",ChIJl3MJFooyQi4RrEylJrTUvU0,4.1,"['lodging', 'point_of_interest', 'establishment']",216
