formatted_address,geometry,name,place_id,rating,types,user_ratings_total,photos
"FQ55+X9H, Daieko, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5400606, 'lng': 121.758492}, 'viewport': {'northeast': {'lat': -10.53875417010728, 'lng': 121.7603742798927}, 'southwest': {'lat': -10.54145382989272, 'lng': 121.7576746201073}}}",YanoLulu,ChIJKSEqcCzlUSwR-ThP2yYuNAQ,4.0,"['lodging', 'point_of_interest', 'establishment']",1,
"CP5C+WRV, Lobohede, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5899221, 'lng': 121.7216979}, 'viewport': {'northeast': {'lat': -10.58859492010728, 'lng': 121.7230718298928}, 'southwest': {'lat': -10.59129457989272, 'lng': 121.7203721701073}}}",Danni Hiha,ChIJN055s6bnUSwRy2D6iX_5JeA,5.0,"['lodging', 'point_of_interest', 'establishment']",1,
"9QWM+9XX, Wadumeddi, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.6039948, 'lng': 121.7849802}, 'viewport': {'northeast': {'lat': -10.60260682010728, 'lng': 121.7863398798928}, 'southwest': {'lat': -10.60530647989272, 'lng': 121.7836402201073}}}",Herman Hina Homestay,ChIJFZNg323nUSwR6BwmR4d7kMw,5.0,"['lodging', 'point_of_interest', 'establishment']",1,
"CPMC+G7V, Molie, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5647478, 'lng': 121.7206953}, 'viewport': {'northeast': {'lat': -10.5637016, 'lng': 121.7221651798927}, 'southwest': {'lat': -10.5678864, 'lng': 121.7194655201072}}}",Ama Ardhy_19,ChIJic6FpKHnUSwR2chHbTAkSwk,1.0,"['lodging', 'point_of_interest', 'establishment']",1,
"CP3V+352, Unnamed Road, Lobohede, Kec. Hawu Mehara, Kabupaten Sabu Raijua, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.5973761, 'lng': 121.7429004}, 'viewport': {'northeast': {'lat': -10.59603292010728, 'lng': 121.7443939798927}, 'southwest': {'lat': -10.59873257989272, 'lng': 121.7416943201073}}}",Juken huki,ChIJ0X5f3tfnUSwRNVQqvbAfR08,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
"CP4V+JH5, Lobohede, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5934767, 'lng': 121.7439833}, 'viewport': {'northeast': {'lat': -10.59219372010728, 'lng': 121.7453983798927}, 'southwest': {'lat': -10.59489337989272, 'lng': 121.7426987201073}}}",Jefry Do Hina,ChIJr90A9prnUSwR5UpVdBBCFlU,4.5,"['lodging', 'point_of_interest', 'establishment']",2,
"CPM9+W7P, Ledetiti, Molie, Kec. Hawu Mehara, Kabupaten Sabu Raijua, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.5654359, 'lng': 121.7183504}, 'viewport': {'northeast': {'lat': -10.56426412010728, 'lng': 121.7190362298927}, 'southwest': {'lat': -10.56696377989272, 'lng': 121.7163365701073}}}",Methu Tagi,ChIJ8yDNe3DhUSwRUCWI1rHdFvo,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
"CQ74+Q8M, Unnamed Road, Pedarro, Kec. Hawu Mehara, Kabupaten Sabu Raijua, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.5855344, 'lng': 121.7558047}, 'viewport': {'northeast': {'lat': -10.58424082010728, 'lng': 121.7571247798927}, 'southwest': {'lat': -10.58694047989272, 'lng': 121.7544251201073}}}",SEMUEL NERE BUKY,ChIJ_-_rMLvnUSwRbNk54Toc2mk,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
"CQ74+R89, Pedarro, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5855387, 'lng': 121.7558128}, 'viewport': {'northeast': {'lat': -10.58419977010728, 'lng': 121.7571501298928}, 'southwest': {'lat': -10.58689942989272, 'lng': 121.7544504701073}}}",TODA YULIASTI BUKY,ChIJzSfolgDnUSwRb2kcqE5zJ_Q,1.0,"['lodging', 'point_of_interest', 'establishment']",1,
"CQ66+GW8, Pedarro, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5884646, 'lng': 121.7617137}, 'viewport': {'northeast': {'lat': -10.58720027010728, 'lng': 121.7632822298927}, 'southwest': {'lat': -10.58989992989272, 'lng': 121.7605825701072}}}",RANDO BOEKY,ChIJi2IgFwDnUSwRx5HqaesVlGo,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
