formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"East Biniha, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Bogani-Cottages,"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110343655639282707883"">A Google User</a>'], 'photo_reference': 'AUGGfZnhF4r5I-lq6d8gCEBftzKUg8eOF0y0VkPSPAF69gaq-9ZWV3VlxEjAkl_7-ETjivPHxqbP2b6SdPNZzR2mcwZiVPKkAhJfS9-mgYf-dA7wVZWeG-iAwfHFrZrcdtcWsbI4zei7EePvEIwCLlXuZDfeLzsM4gtK5NJqwvLCeiOJgFpa', 'width': 920}]",ChIJY2qBk-ClfzIRbrUz7zQZ9mM,4.9,"['lodging', 'point_of_interest', 'establishment']",27.0,0.348852,123.8900173
"Jl. Trans Sulawesi, Lalow, Kec. Lolak, Kabupaten Bolaang Mongondow, Sulawesi Utara, Indonesia",RedDoorz @ Lolak Bolaang Mongondow,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106902537800049153516"">Halfish Story</a>'], 'photo_reference': 'AUGGfZm24mHMBOdLpHGHwpvbC0MhhP8W1xd22znXR_A9vyfi7h6OCSVYDW5AXuELnayrXpUuM4X2293W2crOn4AECFbGb92U0Jx-bLa3uDyf2a1fKF-uigdMOiMocnY3Xvl2lLZY2mm_B1YdrXpezHdXEqq8WcwJsNDfxodf435RdvIKGGyh', 'width': 4096}]",ChIJAQAAANxxfjIR9YPGR348Uww,3.7,"['lodging', 'point_of_interest', 'establishment']",119.0,0.8820621999999999,124.0318858
"Jl. Trans Sulawesi Lintas Sel., Tolondadu II, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia",D. HOTEL PINOSABARAN,,ChIJLwFBHWWxfzIRUZeetISbFf0,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,0.3831646,124.0125428
"C7V6+HPR, South Adow, Pinolosian Tengah, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Penginapan a an,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102446724844182626764"">A Google User</a>'], 'photo_reference': 'AUGGfZkvFjv2Is9egFqAne7NEYqikR3p1QrjYYpD6yKyidN69-4PFI5VuGR-o5ViKkrdy1Ci6nGMjEq-NXLtvOFyjbe80lnAhtqLob2EwEdl-bo9xFAyNOpWlxLEdn9LmqwDCHvPJxP6r4S9pG7TP9pXrhWvPaWTWksIQ0KVK8GipZwhUYRx', 'width': 4080}]",ChIJV0WWGRHNfzIRYDcorDhoKkQ,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,0.4439955,124.2617614
"9XGQ+J6H, Popodu, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Rumah iswan,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101183789837002194007"">A Google User</a>'], 'photo_reference': 'AUGGfZmmIEvTqcHJjbfeJj2GWmt-kr8aw2VrooZzYL5-Enq0IQfCsGP-n1yT9Ux4xGEnD3C3TPDDLZ_z7hp6UwasQD36SKldJ8wocbHMjHPDDj4MyEMD5W9YV_HBbdxDmChJOedMa8piaUFo8htMZH8BXXB4qcgqmY2V_7hwfZXB9JM4S8Vn', 'width': 720}]",ChIJPwxPLIKxfzIRIWtrCvc8iTE,2.0,"['lodging', 'point_of_interest', 'establishment']",1.0,0.3767713,123.9884306
"9XPH+7WX, Toluaya, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Ravila pangalila,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108778037464853398219"">A Google User</a>'], 'photo_reference': 'AUGGfZlKNXRAMMOfn53rOhkAZ5Kp9JCkBewn9eNOlhVRWSMUmueBMbjdFVKoz9Yor3UIfqowNYJKMB11xVo-Pu7lUV8Yctz6K-mqsuAm69o7mkjhcyiLoZxCXiwvbNGT30LzC94ntwkVkspsMXpA_V7eYBwDwy7YMcsX5-nyM_JiBNZ7pWJr', 'width': 1080}]",ChIJXfOkvDKxfzIRq2WlGE48Q9k,5.0,"['lodging', 'point_of_interest', 'establishment']",1.0,0.3850508,123.9791906
"FC2P+844, Modisi, Pinolosian Timur, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Uyo pamondolang,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104997769773996601358"">Uyo Pamondolang</a>'], 'photo_reference': 'AUGGfZmsNLpOwhqXAz6JWYCbHUT8EuuwdLsXngXeKXW4Kg7johMwc_y-9-vEkX2ojPiGmw9vn0yg77PmWgZSdccDAFWAawNTs2xAhkhI7KdPIfnrS3up-Yx9gCf5iRoK9-_5bJWuQvRRxWYKR8qvUzfIw6uUCzsFfDqp0gTYfCeHabc5Lr4c', 'width': 4624}]",ChIJnTrccSzVfzIRZ1sO2EYRjHU,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,0.4490891,124.4343408
"9XPH+8W6, Toluaya, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Penginapan Alnacah,,ChIJz1R1GBexfzIR0EgjlqPdHOE,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,0.3857759000000001,123.9799028
"Jl. Salea No.13, Modisi, Kec. Pinolosian Tim., Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara 95775, Indonesia",Rumah Allan,,ChIJiUk7yJ7VfzIRBtKhVtfc2aM,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,0.4518749,124.4372973
"FCF8+3Q, Onggunoi, Pinolosian Timur, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Rumah papa Noni,,ChIJreaL3iHTfzIRiNSOLGTkl1c,5.0,"['lodging', 'point_of_interest', 'establishment']",1.0,0.4726454999999999,124.4169144
"FCP5+437, Dayow, Pinolosian Timur, South Bolaang Mongondow Regency, North Sulawesi 95775, Indonesia",Rumah Yogi yapooo,,ChIJncpova7TfzIRhdDokqUhRDA,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,0.4860944,124.4077085
"Jl. Beriman No.3, Modisi, Kec. Pinolosian Tim., Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara 95775, Indonesia",Trisno Hinondaleng,,ChIJ-_F_Qv3VfzIRlTFMpJ80VPk,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,0.451582,124.436071
"FC3P+2C6, Modisi, Pinolosian Timur, South Bolaang Mongondow Regency, North Sulawesi, Indonesia",Rikna Lahutung,,ChIJgUvTdenVfzIRs-mLKZkWboE,5.0,"['lodging', 'point_of_interest', 'establishment']",2.0,0.4533256,124.4365396
