formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"9PV2+PJC, Bandar Durian, Aek Natas, North Labuhan Batu Regency, North Sumatra 21455, Indonesia",Hotel Cahaya Baru,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116822622113237979283"">Hopner fane</a>'], 'photo_reference': 'AUGGfZk7_dP0scA3Z8-hMLS-VvswGwCuMjOsqaO2WvLh8eEMUTmZiSK_eVr5yKd0LTFyUZc9Wpm_T_9dVAC5P4ffgyl1SRhZg1WXNF_9CjdqzkPKY6HEVdNIYPI5PVJXgWi2D4DdKljUsABKeZ7ispTOg-FWoJeRfBCKaBMc_8UjCkIiO3sm', 'width': 3120}]",ChIJYYMxkmeILTARX6pLCQw5KqA,3.8,"['lodging', 'point_of_interest', 'establishment']",20,2.394300400000001,99.701522
"4G8W+42X, Jl. Lintas Sumatra, Poldung, Kec. Aek Natas, Sumatera Utara, 35363, Indonesia",OYO 92748 Hotel Tepian Batang Hari,,ChIJ9QAAAADALTARGobZsNIieyI,0.0,"['lodging', 'point_of_interest', 'establishment']",0,2.115354,99.54509700000001
"Jalan Pejuang No.45, East Aek Kanopan, Kualuh Hulu, North Labuhan Batu Regency, North Sumatra 21273, Indonesia",Hotel Permata Warna,"[{'height': 966, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102904727153998015972"">A Google User</a>'], 'photo_reference': 'AUGGfZlNw8E-e3XWURSJZ0IGTKk5s3XTGY8O988PCRBBKH5uoeRMtA3zslYxiCbxDL5OvU_K_QG0Xeh9_60Ouiyd7gdYqtbEn7V1930nj76lsSLNzika1uQ-Mmn587zCBj3wfGgpRkkmX9G6p5thO8tflF-DWzYBSOyZJXyHpjlIatKq0yP4', 'width': 1288}]",ChIJMX6aeJtxMjARERcQM0rw40M,4.3,"['lodging', 'point_of_interest', 'establishment']",227,2.571315100000001,99.6529602
"Jl. Lintas Sumatra No.16 Ledong Barat, Aek Kanopan, Kec. Aek Ledong, Kabupaten Asahan, Sumatera Utara 21273, Indonesia",Shangrila Hotel,"[{'height': 899, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104089812218565144730"">A Google User</a>'], 'photo_reference': 'AUGGfZk1WTfYIKL-MMWjN8iDZAO_huS-dLDErk8eiNinVd4PzH7oKL8mXYEhFNY0QEk6ySKrzxKz4xr2937CLk4OgaGOM0VZqjB6efGlN0BqP36ZaihmU-tK7QBq3eOwdSYMZ6RRtsteoLAwfGVBHMY1do42dGI9l04nV6UmPcPHtSooN0g3', 'width': 1600}]",ChIJw8EVM8xvMjARAsMsECv3tRA,4.3,"['lodging', 'point_of_interest', 'establishment']",250,2.5883429,99.651946
"Jl. Lintas Sumatra No.16, Damuli Pekan, Kec. Kualuh Sel., Kabupaten Labuhanbatu Utara, Sumatera Utara 21457, Indonesia",Hotel Ajiziah,,ChIJzfKboCdzMjARTn-Fn4Njv24,3.8,"['lodging', 'point_of_interest', 'establishment']",17,2.5070061,99.6337118
"Jl. Sukarame, Aek Kanopan Tim., Kec. Kualuh Hulu, Kabupaten Labuhanbatu Utara, Sumatera Utara 21273, Indonesia",Hotel Anugrah,"[{'height': 1987, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102817265914099084143"">A Google User</a>'], 'photo_reference': 'AUGGfZnsz7mVWnI2TxkkiFjBkmh1uXTyux2TXqEicxoWYPlppjjircmsKCNwYjxREflgCQcr_NhuWa3Nz5Ns7ztPxomS_DUgS8ERb_a_Pfzp7JNWSiPOsYwC8QQORlziAOMqqlAlW2VmuH8sXj8hFdER7HkaNe1o7Fh3RRiXyYF-K_jFOvzd', 'width': 4179}]",ChIJ6yGKE-BxMjARu3KwGeoX1Ck,3.6,"['lodging', 'point_of_interest', 'establishment']",426,2.5810908,99.65566919999999
"Jl. Jenderal Sudirman No.12, Aek Kanopan Tim., Kec. Kualuh Hulu, Kabupaten Labuhanbatu Utara, Sumatera Utara 21273, Indonesia",Hotel JSN ULOS,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102939122045134360977"">A Google User</a>'], 'photo_reference': 'AUGGfZlHidPBtoPZKTQdgtwpHFfDjU2T5X4oCqYgWfnKd6JoeIltTk5hQ2AH2pxGrLlXbj-0Sz_ePh3yPpq7qMVPN4UKwPdY4pQBGvBGOVWAxRhzzThIgFyhUNtAmmXFQuGK9Y95T_AedII1gRYPaHZdhVPuiJx-WdpP3LNiiZrPRbtru2j4', 'width': 1280}]",ChIJqc2QMOFxMjARilSxI6ZZnQs,3.5,"['lodging', 'point_of_interest', 'establishment']",225,2.5775752,99.6526389
"99, Aek Kanopan, Labuhanbatu Utara, Sumatera Utara, Rantauprapat, Sumatera Utara 21273, Indonesia",OYO 90834 Hotel Anugrah,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115289452293682509713"">A Google User</a>'], 'photo_reference': 'AUGGfZmJdNOVDNW53pSrJDVYYMgkQkItTc5QCGJjExirZr3FyQoV7oig4MzLxkALNjYKTSrJFYrMUrOcpl6wqvhCmULHQpwjp0ZuVnN2DwEFbLoKES8x01dbDy6ypIbJBAV52BtmeXWyEMucdFgd3yshq7OHb1-OKc0P6T6kkV9kJCGlSwXK', 'width': 640}]",ChIJ55oPqHJxMjARMWgja6hDnW0,3.3,"['lodging', 'point_of_interest', 'establishment']",3,2.5810949,99.6556887
"Jl. Jend. Ahmad Yani No.133, Kartini, Kec. Rantau Utara, Kab. Labuhanbatu, Sumatera Utara 21411, Indonesia",Permata Land Hotel & Resort,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113573003909655873661"">A Google User</a>'], 'photo_reference': 'AUGGfZlcTp2PLHTPqINCKFntGEtIp4RVToJMPnGGfQ92EdBgFO-Pu1hZzCuadJG-HdMCOvsS3sqT8CW7bqZCslb4s3qA5pn82Q7a3qStQmolhIhnL_Qv3SGiGRnwrjGoca_ZCir8nyA-_F-EW6yqVB_Dno2BFGKhrenx9SC9HlhbLVMNA4Zq', 'width': 1600}]",ChIJsz13X-qhLTARIxBl4kgY8W4,3.9,"['lodging', 'point_of_interest', 'establishment']",871,2.0966402,99.8336415
"Jl. Jend. Ahmad Yani No.28, Bakaran Batu, Kec. Rantau Sel., Kab. Labuhanbatu, Sumatera Utara 21411, Indonesia",Platinum Hotel Rantauprapat,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112812345153633202647"">Kristian Nugroho</a>'], 'photo_reference': 'AUGGfZkJeFWr_VTAlGt104PypFLn7RuS72qqR66YCVNAdpXi19TGe91WxkqfYI2ytcASohZ6Lr0SYQ3gpoyMfUI5ESkBrYCBx3EO0J4gVRuMujvNYAUOnAuRJIiMqJopps2dCwrl7QiXXEnmG83CbuWPxbP1KsL2Gin5W-Q_v86zocOejdHu', 'width': 4000}]",ChIJIbPTQbmhLTARKVEupM6WBZY,4.1,"['lodging', 'point_of_interest', 'establishment']",1075,2.0902402,99.8419902
