formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"C7MH+PG4, Jl. WY Lalamentik, RW.Lingk. Watukesu, Danga, Kec. Aesesa, Kabupaten Nagekeo, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.5657369, 'lng': 121.2788161}, 'viewport': {'northeast': {'lat': -8.564418320107277, 'lng': 121.2802262298927}, 'southwest': {'lat': -8.567117979892721, 'lng': 121.2775265701073}}}",Hotel Pepita,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106266819981418103277"">Hikmat Gumilar</a>'], 'photo_reference': 'AUGGfZlhkcsUz6Ajzk2_SWbw3mxnvVRA222SVN7_e9-88RxVxe7MhfNsPRadlXgidTBnhLTkSj-MTJa0xmT_w-XDG2ETUs6t0lPBEjkD1_hyu8RsRBB4197xWV3XyCyFVrznb0uPOXG10Z5YGm1Sk9DHTsqKVLLz0z4bq3bJB31beTQnZFu-', 'width': 4000}]",ChIJ-aoWv6aMsi0RV7ElQ8dvCVc,4.3,"['lodging', 'point_of_interest', 'establishment']",365
"Jl. Soekarno Hata, Danga, Kec. Aesesa, Kabupaten Nagekeo, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.5668685, 'lng': 121.2653908}, 'viewport': {'northeast': {'lat': -8.565395670107279, 'lng': 121.2668482798927}, 'southwest': {'lat': -8.568095329892722, 'lng': 121.2641486201072}}}",Santalum HOTEL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110387281822215959912"">Baktiar Sontani</a>'], 'photo_reference': 'AUGGfZlMqegRIRzd6bQYfHBpOPUNl5pmNv_3kqoRsA29BIyWkhl91UPc0oQ0hsAHbvfqW3pBLrp0XqCG_iRilmRf76lYHdvkc71AF-giPQNaoUkyRX_nAWYC6CxJM3MpdjWDdXWWj1Wf7rYfqDid1-vcOfV9-HisExPOujWtjZdpfP-H_Sxv', 'width': 5376}]",ChIJFdsMCquMsi0R_e-s6uua6YA,4.2,"['lodging', 'point_of_interest', 'establishment']",63
"Danga, Aesesa, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5641222, 'lng': 121.2707581}, 'viewport': {'northeast': {'lat': -8.562716720107279, 'lng': 121.2721324798927}, 'southwest': {'lat': -8.565416379892723, 'lng': 121.2694328201073}}}",Hotel Sinar Kasih,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118306441422947220469"">galang satriawan</a>'], 'photo_reference': 'AUGGfZmuaMt9myaDkpOB6eNc5XeqHMBGoy9wm9tfOuDApOSOEesNZWV9iEDFf2WiBDoUzzAq7NNl3TUGWOZDRL1CLN_6PoXFhJKwfXywE3fN3DiHIS17afMLZoXW7-DYgCt8C7yGpJj9Fe2qYML2NGhJ5VuoOJ7A34nJ96z-AAoThMhd_v0x', 'width': 4608}]",ChIJbc3HyamMsi0RbvPIPzoV4Ho,3.7,"['lodging', 'point_of_interest', 'establishment']",160
"C7Q9+J47, Unnamed Road, Nusa Tenggara Tim.,, Danga, Kec. Aesesa, Kabupaten Nagekeo, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.5609655, 'lng': 121.2677902}, 'viewport': {'northeast': {'lat': -8.559651620107278, 'lng': 121.2692288798927}, 'southwest': {'lat': -8.562351279892722, 'lng': 121.2665292201073}}}",Hotel Mandiri,"[{'height': 2204, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103943829030604486009"">woy loe</a>'], 'photo_reference': 'AUGGfZlaxL3a9uRCWykdpWii8biGcDqXSgk9TdhGSJcJh_uJ0PjpjoSNU9PKHfokyTwmS2W-J5v61hjyKrqFNqoo5efveJRLDJsfELGQaMSBMcbV0P46rp1vTecRcSTmfBvk7G5ajTYTkaSM7S27Yy6litQG97cvbjrXRbP45q75jSyMpiF1', 'width': 3920}]",ChIJwYDd0lWLsi0RvAns7QWgCmU,3.7,"['lodging', 'point_of_interest', 'establishment']",39
"Danga, Aesesa, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5651393, 'lng': 121.2647821}, 'viewport': {'northeast': {'lat': -8.56377587010728, 'lng': 121.2661247298927}, 'southwest': {'lat': -8.566475529892724, 'lng': 121.2634250701073}}}",Hotel Samudera,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106868431965611728954"">dylan jatmika</a>'], 'photo_reference': 'AUGGfZk4C7-eY1m_2Nvgnxhjl25SdHhqBTefMiPRbvn7sPrLYzpXQ3nmKIRoFnzG0mHZjG72kZIMGxJ9a8jl-SI6CaLKb5JIjLrDC4vhniXaqxUHC_6XYk2ci_l5DE2f_KL4SGwpUTP9LEncD6y9qHGf8CSXv-L2UQHTHZHA1xSPpJFWM9qw', 'width': 4000}]",ChIJBTxB7qqMsi0RElRGHWYFYaE,3.5,"['lodging', 'point_of_interest', 'establishment']",32
"65M7+GG2, Natanage, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.766257099999999, 'lng': 121.1637744}, 'viewport': {'northeast': {'lat': -8.764990070107277, 'lng': 121.1651147798928}, 'southwest': {'lat': -8.767689729892721, 'lng': 121.1624151201073}}}","Wisma Nusa Bunga, Boawae Kabupaten Nagekeo","[{'height': 2496, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104081553641685658405"">A Google User</a>'], 'photo_reference': 'AUGGfZn1fLqVhiYwaKOgj4LtZhedH312BkOhWw_UlOo56oQQdEs4izRHnPmI6uDWNjj-TMJaUP_Ztw3s9EUSVqVQWdUI8HRbKWIjkU8BqEq66O5RVphgGEU9ihHYhovBH4k4zhCCrPpEO01Pa8YEt_d_wTj89WKMC61MnERti6_2Zhg9LaRK', 'width': 3676}]",ChIJmUkZc4Lpsi0R2SsTbQmtx-o,4.5,"['lodging', 'point_of_interest', 'establishment']",41
"Kollbali -Gang 2, Mbay I, Kec. Aesesa, Kabupaten Nagekeo, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.5656881, 'lng': 121.2725321}, 'viewport': {'northeast': {'lat': -8.564374620107278, 'lng': 121.2738653298927}, 'southwest': {'lat': -8.567074279892722, 'lng': 121.2711656701073}}}",Penginapan Wisma Keluarga,"[{'height': 1824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100889174205314675802"">A Google User</a>'], 'photo_reference': 'AUGGfZlxBEe4Cq-Nbedmrxt52F3WkcgkC0mOrEulxIwexwmyz5QW_MAjj-NRkqRm8-82PIKQDMO0SFgwCs2N58FS2Q83f3sCiSr9_1arqE9zMurMsNJVIt73MdqoQcZdX7_rCLFts1BZ6KQuonfXxpfNg-TfDi27UKZg1LyB1tvaOHp32IDS', 'width': 2888}]",ChIJdQYI9LKNsi0R33rZ846N2jE,3.8,"['lodging', 'point_of_interest', 'establishment']",4
"83VH+2JR, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.65738, 'lng': 121.079}, 'viewport': {'northeast': {'lat': -8.656492020107278, 'lng': 121.0797024798927}, 'southwest': {'lat': -8.659191679892722, 'lng': 121.0770028201073}}}",Bajo Komodo Eco Lodge,,ChIJwYiorKr6si0RzZnfty5TGKw,3.5,"['lodging', 'point_of_interest', 'establishment']",2
"73QF+5HH, Piga, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.712057099999999, 'lng': 121.0739981}, 'viewport': {'northeast': {'lat': -8.710572870107278, 'lng': 121.0753355298928}, 'southwest': {'lat': -8.713272529892722, 'lng': 121.0726358701073}}}",Riani homestay,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107172939112971204870"">A Google User</a>'], 'photo_reference': 'AUGGfZlBmsIiGWQ0M-XShAnm3K9HSzDKqehuvonwLRPHHDblDTRd-Ogwg8nj_-nw-aueyVYHWCmmSG3bAmQTPoUinKuHjQtQlBzv-TSXMxkLVwCeAYgbtmnS5Noa3axorI5Abe3iuJiyZhal0UtvBLR7TvZDy61cheQSW48bNSLS-Mh71tRs', 'width': 4608}]",ChIJHY6v4ILlsi0RW3L_4j1MZRU,4.9,"['lodging', 'point_of_interest', 'establishment']",22
"Jl.Pantai, Lengkosambi Bar., Kec. Riung, Flores-NTT, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.4363879, 'lng': 121.1247171}, 'viewport': {'northeast': {'lat': -8.43517132010728, 'lng': 121.1260729798927}, 'southwest': {'lat': -8.437870979892724, 'lng': 121.1233733201073}}}",Omah Erma Lenkosamby Barat Riung,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102780909887558106500"">A Google User</a>'], 'photo_reference': 'AUGGfZm1v1UxjTMpLtjvaaZXuH2_jOvJZhagqP-KhjLMJabEpycE68WFTVszt5yQCowR3m0JbLV8EkiEhlrkqUp944OJFqbEUqJJc5YuuRQohKaqYfCsvj179KKZJOzz_PYdUBKq4BfcSiYEkK69hcUCe9SLZLWN26yZyOm75KDyeC-kFCIe', 'width': 3024}]",ChIJ_-NUhz9Zsi0RpBYLaEbWXi0,4.9,"['lodging', 'point_of_interest', 'establishment']",13
