formatted_address,geometry,name,place_id,rating,types,user_ratings_total,photos
"J9W8+52R, Jl. dewi sri Irian Jaya, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",Tirta Mandala Hotel,ChIJfVdT____PmgRTcgeR9wTS1I,5.0,"['lodging', 'point_of_interest', 'establishment']",2.0,
"Jl. Gerilyawan no 111 Irian Jaya / Papua, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",D'green Hotel,ChIJfVdT____PmgRazhgiWTFmCU,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,
"Jl. Dr. Sam Ratulangi No. 35 Irian Jaya / Papua, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",Royal Mamberamo Hotel,ChIJfVdT____PmgRou03LJO2nmw,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,
"J9W8+52R, Pusat Bisnis Jayapura Irian Jaya / Papua, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",Swiss-Belhotel Papua,ChIJfVdT____PmgRbfdvdWEYTcg,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,"[{'height': 1149, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110814479984233984985"">Gerard Tambalean</a>'], 'photo_reference': 'AUGGfZkpaAeNrfNNvyusSgege6zvx2S3wWI7LEjn5n9LY6jI94Q9KuhJIfMdA6ibmmbyOhfQH9gIsWXCzp-uWSuNEzDIqxp_rcXBcqP15ax7qlWDTCmX7X1usAO5aqUgadQH_j1DvpSKN9AdwheErloWR_mILSOehfXJ3TsdNQi4Ww9TtWWZ', 'width': 2048}]"
"Jl Tanjung Ria no 5 ( dok 9 ) Irian Jaya / Papua, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",Hotel Andalucia Papua,ChIJfVdT____PmgRG8PJg7_WC1Q,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,
"4FQF+4J7, Massi, Dekai, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.8622154, 'lng': 139.474044}, 'viewport': {'northeast': {'lat': -4.86146555, 'lng': 139.47684885}, 'southwest': {'lat': -4.864464949999999, 'lng': 139.47310905}}}",Hotel Sharon Inn,ChIJVRoXz-ksP2gRyMhTgzS6eQk,3.9,"['lodging', 'point_of_interest', 'establishment']",22.0,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112037563697609665789"">Budi Setiawan</a>'], 'photo_reference': 'AUGGfZmeofuB8gLAFGuIO5W9SAeSBpv98myuJ_IHaBihQJUmCzCvU0CWqHGGbLyy4afJPlBoKIT752WwtrQRzUf9rCjrdQrOxULK27NYtPkiP1Q6L9reRHDieyon_d69v51Bn17bXYH4YXfUMYxD35-CVG4JSpxcYRLupzSQkOgmI8kgjXeD', 'width': 4608}]"
"4FJP+X7F, Moruku, Dekai, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.8675637, 'lng': 139.4856768}, 'viewport': {'northeast': {'lat': -4.866013370107277, 'lng': 139.4867679798927}, 'southwest': {'lat': -4.868713029892721, 'lng': 139.4840683201073}}}",Hotel Yahukimo 2,ChIJq3n-M98sP2gRkNpQAaG9kDM,3.1,"['lodging', 'point_of_interest', 'establishment']",52.0,"[{'height': 385, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105448348962292858646"">indah lestari</a>'], 'photo_reference': 'AUGGfZmJbs_A-1Pb23aoUcQCfnZSbvYSM2yKMkvKmkSzMyxKjVMP2RW3HomOeJmKAzykXecnVJdQFcuFR_sMoeKVPndG33_cWQGPw5QggobYN95GGWjkgSrcMvfZfeaB6z6UJbI8VKr1w5OEyrPqYGVwObyhGOXHaAEIVIPo4a7v5PNS6pM1', 'width': 540}]"
"4FJP+X7F, Moruku, Dekai, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.8675637, 'lng': 139.4856768}, 'viewport': {'northeast': {'lat': -4.866013370107277, 'lng': 139.4867679798927}, 'southwest': {'lat': -4.868713029892721, 'lng': 139.4840683201073}}}",Hotel Yahukimo 1,ChIJq3n-M98sP2gRJXaGtAlvCzE,3.3,"['lodging', 'point_of_interest', 'establishment']",15.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101568820021283060048"">A Google User</a>'], 'photo_reference': 'AUGGfZng9Kw3c-DYpnGhE91zYzO3RgpN9G4QhkfntFX_4Zb3sjheZsdgX9WD6XNCTOAVx5HxlbCAt-qMRJRZh8ewtVuAYgSbrXU8oTsib554MRaHmV0w8FoHx0ap96_4lX7PR7AoXKVve8AMqoiWTsH-f9dQvUXXBCUmHTewc8L57C2ZMWea', 'width': 4000}]"
"jl. Raya abepura - Gedung matoa square lt 3 Irian Jaya / Papua, Wahaik, Ninia, Yahukimo regency, Papua 99571, Indonesia","{'location': {'lat': -4.3545, 'lng': 139.365}, 'viewport': {'northeast': {'lat': -4.353150170107279, 'lng': 139.3663498298927}, 'southwest': {'lat': -4.355849829892723, 'lng': 139.3636501701072}}}",Hotel Matos,ChIJfVdT____PmgRA3P7GR_5eVM,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,
"Desa Sekan Kecamatan Siepkosi, Pugima, Distrik Wamena, Kabupaten Jayawijaya, Papua 80034, Indonesia","{'location': {'lat': -4.0595129, 'lng': 139.0293485}, 'viewport': {'northeast': {'lat': -4.058151470107278, 'lng': 139.0307125798927}, 'southwest': {'lat': -4.060851129892722, 'lng': 139.0280129201072}}}",The Baliem Valley Resort,ChIJrTtqgS3DImgRbPhUTvUN96U,4.4,"['lodging', 'point_of_interest', 'establishment']",108.0,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114056724563743391999"">The Baliem Valley Resort</a>'], 'photo_reference': 'AUGGfZmX9XPAKxIYngiE-Lx80QfhrZGcYkAF6vLJfH2PBlr3tPjzY52xhPgYpDlaI21vY6U2-kp9FmWsy2Y0yvUj-hKWwj4hyGn_-Sclb0XlgF3Yia2vcUmuXvwnZhirK33u50xYUQIBea1u5mKbX-dL0RnFweo3EdLhm9BaWvkss9bipuD9', 'width': 1500}]"
