formatted_address,geometry,name,place_id,rating,types,user_ratings_total,photos
"9769+MWX, Tarobok, Baebunta, North Luwu Regency, South Sulawesi 92965, Indonesia","{'location': {'lat': -2.6382516, 'lng': 120.2698247}, 'viewport': {'northeast': {'lat': -2.636902420107277, 'lng': 120.2711605298927}, 'southwest': {'lat': -2.639602079892722, 'lng': 120.2684608701073}}}",SULLE ACENG HOME,ChIJF6xhrdiDkS0RL3J9m8Bge1M,5.0,"['lodging', 'point_of_interest', 'establishment']",1.0,
"Jl. Poros Masamba - Tomoni, Kappuna, Kec. Masamba, Kabupaten Luwu Utara, Sulawesi Selatan 92961, Indonesia","{'location': {'lat': -2.5565773, 'lng': 120.3064205}, 'viewport': {'northeast': {'lat': -2.555079520107277, 'lng': 120.3076985798927}, 'southwest': {'lat': -2.557779179892722, 'lng': 120.3049989201073}}}",Hotel Elegant Masamba,ChIJmzaGsQ2FkS0R87rn8sxAMsw,4.0,"['lodging', 'point_of_interest', 'establishment']",273.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104504717923359291404"">Anisti R. Rahardjo</a>'], 'photo_reference': 'AUGGfZkiJaD6nw5-qKRvmaSd41PxpMbmAuCo_CiML035ez2IzgCWn6DJBO20_aa76jj1vwyV9d09fGjKZX4ninZexNEGleYoUEaZ3xFdcRLyI1Ydsmxx5uQB4ZvOJkatqFW6_AkdyRaSs-pQuvJC2OvSx94jmRZ3hgOOkS9LWoAIACVC95Uc', 'width': 4032}]"
"876C+2V9, Unnamed Road, Lara, Kec. Baebunta, Kabupaten Luwu Utara, Sulawesi Selatan 92957, Indonesia","{'location': {'lat': -2.689966, 'lng': 120.2722293}, 'viewport': {'northeast': {'lat': -2.688621070107278, 'lng': 120.2734963798927}, 'southwest': {'lat': -2.691320729892722, 'lng': 120.2707967201073}}}",Rumah Iraa,ChIJ-2D9_g95kS0R4TqTi3dYyDM,5.0,"['lodging', 'point_of_interest', 'establishment']",1.0,
"78F2+F6, Mukti Jaya, Baebunta, North Luwu Regency, South Sulawesi, Indonesia","{'location': {'lat': -2.7263502, 'lng': 120.3004854}, 'viewport': {'northeast': {'lat': -2.725005970107278, 'lng': 120.3018056298927}, 'southwest': {'lat': -2.727705629892723, 'lng': 120.2991059701073}}}",Rumah kaca,ChIJZ3cfvgJ5kS0Rb2J5F7mocd0,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,
"C8VH+268, Bone, Masamba, North Luwu Regency, South Sulawesi 92961, Indonesia","{'location': {'lat': -2.5574499, 'lng': 120.3280693}, 'viewport': {'northeast': {'lat': -2.556102520107277, 'lng': 120.3294178798927}, 'southwest': {'lat': -2.558802179892722, 'lng': 120.3267182201073}}}",Hotel Yuniar,ChIJX8NdczmFkS0RPGCGICDaPK4,3.7,"['lodging', 'point_of_interest', 'establishment']",73.0,"[{'height': 1932, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108099435792571586612"">Kawi Boedisetio</a>'], 'photo_reference': 'AUGGfZkEaUtESNplODt342-_c5KgJSzFaEIrfkxF_f0RAL5ahoPWgI_VumFooYsXtEVe77-mwV-tQt5yJJmk7rGUEb05TLB74AoB4Budi9GRlYnP2AkwVL5XAojlGveLAKS-8VfTrqw_molCAFijtUwE1LssK4FeUX3Tgn08T7ChApZmMvg7', 'width': 2576}]"
"JL. Drs. Muh. Hatta, Baliase, Kec. Masamba, Kabupaten Luwu Utara, Sulawesi Selatan 92917, Indonesia","{'location': {'lat': -2.5507431, 'lng': 120.3473357}, 'viewport': {'northeast': {'lat': -2.549266370107278, 'lng': 120.3486837798928}, 'southwest': {'lat': -2.551966029892722, 'lng': 120.3459841201073}}}",Hotel Bukit Indah,ChIJUw0ELZSakS0Ri5_ZWdzY6IQ,4.1,"['lodging', 'point_of_interest', 'establishment']",355.0,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109170293994902155914"">Siswo Pranoto</a>'], 'photo_reference': 'AUGGfZmGB6nn1pmBbeTpqxkNySBbwAQshfDqdBT_sMVe69qy0Q_ly-RFnGeABXRlqKAevEsZEhC0RMZqhyo0toqiwHxKxQLxF0K39Q1QiqWgsG6sLVjkvuWV8dadh71K32e6S7ZRCIkZIshWNpAI6r4qYqn5M0GN2YmB8pJLHEiLb-eCVm1R', 'width': 4000}]"
"56RP+3WG, Lawewe, Baebunta, North Luwu Regency, South Sulawesi 91952, Indonesia","{'location': {'lat': -2.809801, 'lng': 120.2373476}, 'viewport': {'northeast': {'lat': -2.808463649999999, 'lng': 120.23896065}, 'southwest': {'lat': -2.81382345, 'lng': 120.23249205}}}",Walet Panen 2.5 Kilo,ChIJ2bgLy0t9kS0RIXjXWE2sVq8,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,
"Jalan Jend. Ahmad Yani Kompleks Sentra Bisnis, Kappuna, Kec. Masamba, Kabupaten Luwu Utara, Sulawesi Selatan 92961, Indonesia","{'location': {'lat': -2.5510208, 'lng': 120.3245938}, 'viewport': {'northeast': {'lat': -2.549675120107278, 'lng': 120.3258697798927}, 'southwest': {'lat': -2.552374779892723, 'lng': 120.3231701201073}}}",Airport Hotel Masamba,ChIJpW7KpA-FkS0RO3JL8oNCu5s,4.3,"['lodging', 'point_of_interest', 'establishment']",107.0,"[{'height': 2359, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117827363196641195851"">A Google User</a>'], 'photo_reference': 'AUGGfZlkA0PU-Mzcj7YF3toKozw0izkZ04drNT57UwYJIrQ_O2X8OpQ2RXA1kCoD3MniqN_bzHWYHYrI3kzfcyaC41C0yruKd4st9089kDUyAsOJ_0YTnapUX_dl_ko4z0pbheNGDhG8egypYIiyOlUxMXc8Ru8Ump97jE3zX2jXXs3QeCdV', 'width': 4192}]"
"Baebunta, North Luwu Regency, South Sulawesi 92965, Indonesia","{'location': {'lat': -2.5960727, 'lng': 120.2539382}, 'viewport': {'northeast': {'lat': -2.594788620107278, 'lng': 120.2553178798927}, 'southwest': {'lat': -2.597488279892723, 'lng': 120.2526182201073}}}",Bakso bandung barokah,ChIJqfjylsWFkS0RURvjqUYyASs,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"[{'height': 953, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109841361572423013391"">A Google User</a>'], 'photo_reference': 'AUGGfZnGO9T7eerOpudJ9Ykakw1mptN9Nwj24B4DACu9T_oUF9PDt2UiwBupeIkmwnFpfNT85lY1aiEziykTe-tKy6iqrWKWu9blsni_NdhywV67r1rO4VERAG0n5IsEJrsrOgB8XpoKh9xiE-p-J86aF4Fj-lM7nPfp6MxcmWE5bzCas36i', 'width': 715}]"
"Jl. Pajorra No.7, Bone, Masamba, North Luwu Regency, South Sulawesi 90961, Indonesia","{'location': {'lat': -2.5573933, 'lng': 120.3276509}, 'viewport': {'northeast': {'lat': -2.555984020107278, 'lng': 120.3290238798927}, 'southwest': {'lat': -2.558683679892722, 'lng': 120.3263242201073}}}",Collection O 91046 Hotel Remaja Indah Masamba,ChIJn0Y1bTmFkS0RdLpsmdC1M_g,4.1,"['lodging', 'point_of_interest', 'establishment']",515.0,"[{'height': 1476, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117726650687793375092"">adhi murmansyah</a>'], 'photo_reference': 'AUGGfZlEIXVoYOSGiTcO1N7qB_GsdLSO2rI57YaYHKBS3tsdU8MW5Y3YigzOaEj8I4_9e0mWQnuVV0nZQl9Dan7844hNHSvpOjBlJPhqLLxlE24OOSOL6XQ4tNX8e3ManT8vPaIPjf-qsraJzDDjuYgygTpRvQoKjp2CXD7l8HhpAeEjM3I', 'width': 3280}]"
"C62X+PXW, Jl. Trans Sulawesi, Salassa, Kec. Baebunta, Kabupaten Luwu Utara, Sulawesi Selatan 92965, Indonesia","{'location': {'lat': -2.5981461, 'lng': 120.2499439}, 'viewport': {'northeast': {'lat': -2.596792170107277, 'lng': 120.2512918298927}, 'southwest': {'lat': -2.599491829892722, 'lng': 120.2485921701073}}}",Bakso mercon baebunta,ChIJs0IcGqqHkS0RoXBTBrx2qn4,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",0.0,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113092576819269867309"">A Google User</a>'], 'photo_reference': 'AUGGfZlLKwzyJmSW9VkJruV14fHrdkbyg-XjK6J5fln3PoExBw1_dJUGnCdvheI_HAjnb93QaqdracfnEU_UBVdettYk2W42zQCZBMjLpy4j2fkUOioSj4re04rApRZP-I4O56lddS3wraauylURS6W450Zh3n3wpC509hz_RvuzBA_-YdIL', 'width': 720}]"
"Baebunta, North Luwu Regency, South Sulawesi 92965, Indonesia","{'location': {'lat': -2.5969173, 'lng': 120.2527521}, 'viewport': {'northeast': {'lat': -2.595537920107278, 'lng': 120.2540848798927}, 'southwest': {'lat': -2.598237579892722, 'lng': 120.2513852201073}}}",Warung Sari Laut,ChIJ85e6YB2EkS0RKg9SOGYbayA,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,"[{'height': 310, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101566818261422970676"">Arifin Masamba</a>'], 'photo_reference': 'AUGGfZmahX8vafG7LtMlge6th21ovDzJAlL5wyT-qal5jPyWUydlhbnv6-k1sePMN0icObKIefk2byMhQtI2LQDXHcmztlaroPU6ZoWSNPvLWdBs201kbi3Pf-Y73ogqQib9kxGWwTu1JKHVm-8LJNChebR926Lc8bXDKELQVZqaFHO9xLKJ', 'width': 552}]"
"C746+WJQ, Baebunta, North Luwu Regency, South Sulawesi 92965, Indonesia","{'location': {'lat': -2.5924843, 'lng': 120.2615843}, 'viewport': {'northeast': {'lat': -2.591237870107278, 'lng': 120.2628716298927}, 'southwest': {'lat': -2.593937529892723, 'lng': 120.2601719701073}}}",Qhezy House & Bakery,ChIJ1-6l9uaFkS0Rx6ZbtBtmaL4,4.8,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",32.0,"[{'height': 472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113092576819269867309"">A Google User</a>'], 'photo_reference': 'AUGGfZlyKdMb1xK8q7vWBiKMvXSk-chj--5QKOiki1AwbZKWfTzQZ34TqFooRWtLOLQk3e7ewSYy59kDmC5Qx5CyTzRYJM7TkVKfqHSLCLCqEFwo8wQhiAbABlq5dCGC0AUw7QAB_gnl_qMRB8rC89LadmLng618FWjT4p-meDAi2ueD_fAh', 'width': 992}]"
"C758+CPX, Jl. Trans Sulawesi, Baebunta, Kec. Baebunta, Kabupaten Luwu Utara, Sulawesi Selatan 92965, Indonesia","{'location': {'lat': -2.5913859, 'lng': 120.2668643}, 'viewport': {'northeast': {'lat': -2.589972620107278, 'lng': 120.2681819298927}, 'southwest': {'lat': -2.592672279892723, 'lng': 120.2654822701073}}}",Yusuf Ragil,ChIJ7Q9Rv6GFkS0RDIc_E1oKGdA,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113861971373283685761"">A Google User</a>'], 'photo_reference': 'AUGGfZn88RGwGQDQWiGyzJTrP2eNsVtvkD7Satcy3d_JaNqO4-I8iaUVFEicOydycPEcpu5mgjzx_yUkOO7uDsctqFkND3sE0Vdx5jlqfbOlY8Czjx_VXEzn7BRCu0nP2GKMNbRWijrvqRzVwezuHXxTSMvelelaWBpk-U0dIVel4VwfebTR', 'width': 2448}]"
"Salassa, Baebunta, North Luwu Regency, South Sulawesi 92965, Indonesia","{'location': {'lat': -2.5980551, 'lng': 120.2503697}, 'viewport': {'northeast': {'lat': -2.596724620107277, 'lng': 120.2516715298927}, 'southwest': {'lat': -2.599424279892722, 'lng': 120.2489718701073}}}",Warung Sejati,ChIJ5wMtZe2HkS0RkuQ4Sz5g4PQ,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105835378997251982028"">A Google User</a>'], 'photo_reference': 'AUGGfZkz4oLHGhXZpOR0EmbsazGWw-lk2nSC8mMBrtDOMDoNA5-xEcHONgq5tCU_1fNdnqw6XZrEWk6if6ZSFRu6T1K2QYr2BOp7Jz8LDLBs1BCxHk-_eU730BGdn_kst04wsCizngJJLOaF3yFjpvR7aYJXCOMNqbWLJ50cDDB5esDTwcvH', 'width': 720}]"
"C734+8RM, Jl. Poros Masamba - Tomoni, Baebunta, Kec. Baebunta, Kabupaten Luwu Utara, Sulawesi Selatan 92965, Indonesia","{'location': {'lat': -2.596668, 'lng': 120.2570549}, 'viewport': {'northeast': {'lat': -2.595375420107278, 'lng': 120.2584225298927}, 'southwest': {'lat': -2.598075079892722, 'lng': 120.2557228701073}}}",Al-Fatih kitchen,ChIJl6LThZaFkS0RMVEsUk9Lm3U,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"[{'height': 716, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109843413240830536200"">ira hasnyra</a>'], 'photo_reference': 'AUGGfZk8DYHZg_UmHuYuHMjBZebsUDBkI-g-oTBucmwpqxSYbqDoIwEjBSKjE-DRq_-EDCR6yhho_7DlSC6Yyw-tKX2zzZnNFi96asANAVk79V4coAkVwS6Zn2WtkmZZS8TQSGx1Fs4QofFmszQTdMghUeBzT78zkuFCUnz-TVxEfh5aPvQ', 'width': 715}]"
