formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"Koanara, Kelimutu, Ende Regency, East Nusa Tenggara, Indonesia",Kelimutu Crater Lakes Ecolodge,"[{'height': 612, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109709266889893811978"">A Google User</a>'], 'photo_reference': 'AUGGfZlOSgBdxh2pIZc2XlRAxFzz_252WNBjmA1_Lhgwy8DcAYn7nxLFK71blDjzOVhVZqfRAzT7D9aOMJce8HMLJqpAtMUTlf3QzDY6zUK_3cKYFIiMOw6oLb0VQI1xxNecHRbBJyWSGugHxgje8z7GQTVEf4B5o-Nrs2A_vik_Ea9k-pST', 'width': 1024}]",ChIJgyoO5eBfrS0RR4OPYlKVmN0,4.3,"['lodging', 'point_of_interest', 'establishment']",226,-8.7516118,121.8584923
"Jl. Moni - Kelimutu No.km 6, Woloara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim. 86318, Indonesia",Kelimutu Paradiso Resort,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114299690540882459046"">A Google User</a>'], 'photo_reference': 'AUGGfZmfb6fBAATY3nz5a6E5Fr1BmkBSfaP4t6WB89Ca9d06r0GGi14tTRPYboEJrzItMVfYX5ZtDPIrQ7cs7U2LcAlXVPTASkcHtRTLztl-v_sO1WFkrRd3sbGLs7nj_LiIcPY78cxBzXeBgcbXytQMN-OEC8ybGcHCHMsudiyor841ni1l', 'width': 1600}]",ChIJpfN_LTVDrS0RRPJNK8FlQpY,4.4,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']",23,-8.7609535,121.8388728
"flores, Jl. Moni - Kelimutu, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim., Indonesia",Jaya Hill Garden,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103272163042818866995"">Eko Listrianto</a>'], 'photo_reference': 'AUGGfZlE09BiNy_NNMi72Th3O2xGn6JIy4NeVFuW8hVtE0dEvv879s7CE7xyfT3hRmYmelBsMw2a7k3DCYaA8SLl-0bAOsdhP3fu3I1wWvKQJknYgXSvgYPcI3RnWoO_84OJjOP0Z-MuNiI9pfym2TijMo4pu14_9eycNa5iHmplh_c7qDYe', 'width': 2048}]",ChIJH67W00FDrS0R_qNehL6hVhs,4.5,"['lodging', 'point_of_interest', 'establishment']",15,-8.7491302,121.8485703
"Jalan Trans Flores Km. 52, Kelimutu, Koanara, Ende, Kabupaten Ende, Nusa Tenggara Tim., Indonesia",Bintang Cafe&Restaurant,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108602999502154155670"">Juha</a>'], 'photo_reference': 'AUGGfZkhi12VPUDp_NL9dj_JouRGXNR4uiwrhle1HZMTfGR7GBlfWJTAn5CPxAJnEnvfuZwu_3Lt-jC9NOJacJGKaI5nH21jgWRb6ArD5IAmZ0o7SAmcbKLQFws9h_6_aRQbqWTGs3nkpCAty4vIhFTp9QPrqpHTtHrxUpqMd-2s_swozswR', 'width': 4032}]",ChIJd8uJyJVCrS0R1klC75H2kjs,4.1,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']",166,-8.7493793,121.8503057
"Koanara, Kelimutu, Ende Regency, East Nusa Tenggara, Indonesia",Bintang Bungalow Tour & Travel,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101950469450437329715"">A Google User</a>'], 'photo_reference': 'AUGGfZnCzC6KMnQZuGQ9fhk4BsFKu1knmMXfthBZjCTz41ML1FJqI-avChknGtdh9JGvjqixfMGCWokE8kYTD_7_zypHIEtADE1VTYvglXyBxx2KInrnA4TYy8LjKl7_6c_HCroYjf1CzlCSZSU9kYaQ4EzLm7eiZfzBHhaFTe-OKV7Yhi8f', 'width': 4608}]",ChIJfwmw5QJDrS0RSfjsGhDDUwk,4.8,"['lodging', 'point_of_interest', 'establishment']",4,-8.749030699999999,121.8503262
"Jl. Moni - Kelimutu, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim. 86318, Indonesia",Farila Kelimutu Lodge,"[{'height': 717, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107911232271220007219"">A Google User</a>'], 'photo_reference': 'AUGGfZnunYZnFL1la0Tpkx6GKAFEJHSxNbgpx3-IkZdJ-KUbpe4gvhXFkovr8YVNnal5OYrQhF-5VVarR6vARbO2aGgAvcIb7K7vGaBOZ9frUQNYb9vvAYk1fPb2qsVapK1CGx8oAnI3RLsry3sUfVjomeiHClf6axqrwoDqbm9Qy65LmUwS', 'width': 1024}]",ChIJ54zwC8JDrS0RERctVqp_DB0,4.7,"['lodging', 'point_of_interest', 'establishment']",19,-8.749945,121.8477376
"6VP5+R6G, Woloara, Kelimutu, Ende Regency, East Nusa Tenggara, Indonesia",The Geckos Homestay,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108670573260495186284"">Antony Kozmos Jurjevich</a>'], 'photo_reference': 'AUGGfZlXFx_wlGZPBbNPkk7YLtAhm3XcvdYXz88lLftVpUYLDd_aYD5xXxFMddHAtn11_Fsj3_fXC-TFw7hz6FqpVO3QW5-7Dn0oNzM99dO4pVKyo-6piXRvV65-sfFHymfBJRxferR2AcWAce7s4pGug38THfdDcCpp0GkxMNWl0QumzBB8', 'width': 4000}]",ChIJc36jFl9CrS0Riu2rxw6CA8U,4.7,"['lodging', 'point_of_interest', 'establishment']",119,-8.762929699999999,121.8580485
"7R3X+P8P, Jln.Trans Flores Ende, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim. 86318, Indonesia",Watu Buru Victory Cottage & Resto,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107231842231566252038"">Cupay Christina</a>'], 'photo_reference': 'AUGGfZncUM21nK23y3ouSvxVniTCpGGJgdOoxkS9_gCxTs0PLrFjAec3xyHaVUO_ixJY2Mp1oxfJkQIJ5Pveuvuq5WSuy2Wegrd0gFd6rQXskFv4oUZ6aLQpoZwtpLaafDwaz-G-tyqUFNAzNYrQgu7Uq-MuYN6t9DHOnp9upwTuYFVtoRTg', 'width': 3264}]",ChIJK0-t8ixDrS0R6m44Vbn_UL4,4.6,"['lodging', 'point_of_interest', 'establishment']",24,-8.7456683,121.8483336
"Jalan Moni, Woloara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim., Indonesia",JOSEPH GUEST HOUSE,"[{'height': 1616, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116485866257113919943"">Melanie Rupert</a>'], 'photo_reference': 'AUGGfZll7C-jkLW7e9nCasz2PbV5WJrxj-7Ig3wLO7Ni9abZFhPMR3e_X6K4XxdVWXzg53puVqHLWSJENgnGUsVMg3xPMtgYE5dk5WkdXxNDilUjyAMWiIDOyQV8OC21fmUKayDymzIkGVU7nkdoEXxs06w5fg3_yMZWps2hyvB2zc58qXgR', 'width': 1080}]",ChIJCwHDhydDrS0R1Ja0bvXgYy8,4.5,"['lodging', 'point_of_interest', 'establishment']",34,-8.753331,121.8577029
"6RXX+QFC, Jl. Moni - Kelimutu, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim., Indonesia",Family Guest House,"[{'height': 1597, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110862211718242838993"">A Google User</a>'], 'photo_reference': 'AUGGfZnItN3D2Z1raqBs-EbJi64hO_Uzz0kBJ7rfTuoTD_laMSnKb27Ndeoxu9765HrMdhkNKKiFRcliP6GnKA8WhRdRwMqv6oV6LKTzTbHiL-qugO10GPxqNy3UWKNI3tE73uigVlqD8H3YPM8_d4JtQggvJ0MdbpHxGFFtELFJXHsNFCiS', 'width': 2444}]",ChIJ1WfbzyRDrS0RFnJYHq-m1Hs,4.6,"['lodging', 'point_of_interest', 'establishment']",15,-8.7505668,121.8486398
