formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jl. Pasir Putih Bira No.6, Dusun Tanetang, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia","{'location': {'lat': -5.617804599999999, 'lng': 120.4590696}, 'viewport': {'northeast': {'lat': -5.616431320107278, 'lng': 120.4604070798927}, 'southwest': {'lat': -5.619130979892722, 'lng': 120.4577074201073}}}",Amatoa Resort,"[{'height': 350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108267752955230284802"">Amatoa Resort</a>'], 'photo_reference': 'AUGGfZk-Ybcf_mJtnxAJPbygsE4iMJuODZ2V4dDddFqhLiBTn50eyabufCChw3cr6sgNsyH1sL_vB9gEKaoDVKpoj60rKqF_uXQUDrc3W412n0aHb-D4sJlDyedkKV0PxzZhlfxvOsm6WO_WdM_zKHfqY707J_aplxA_EfsTSLID1aIcQkmt', 'width': 525}]",ChIJReAqyJTzuy0RNulKrnMhnZE,4.5,"['lodging', 'point_of_interest', 'establishment']",291
"Jl. Poros Bira Bulukumba, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia","{'location': {'lat': -5.6083649, 'lng': 120.4495122}, 'viewport': {'northeast': {'lat': -5.607018420107278, 'lng': 120.4508639298927}, 'southwest': {'lat': -5.609718079892722, 'lng': 120.4481642701073}}}",Blue Planet Dive Resort,"[{'height': 2130, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116601058287474074869"">A Google User</a>'], 'photo_reference': 'AUGGfZkkVxA-TJKck3Sdu1dJrZBixBSQ_20l0XL_2-vuSJHWAAUI__Lwes3JVSaOqhw6iU0DIDA72X3oU7JjFZZrf2QuB6xzNS3HtpbjoNxtmLsdUZwvz8g5cxBX8JHvLNHieAtjazcghsOk0x7mHboqFplUWHMKty92q0278imWH9ZLj6Bc', 'width': 1080}]",ChIJsSGL-ITzuy0R8OD81zJzMo4,5.0,"['lodging', 'bar', 'school', 'point_of_interest', 'establishment']",84
"Jl. Bara, Desa Bira, Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92711, Indonesia","{'location': {'lat': -5.608543999999999, 'lng': 120.438677}, 'viewport': {'northeast': {'lat': -5.607196220107278, 'lng': 120.4400121798927}, 'southwest': {'lat': -5.609895879892722, 'lng': 120.4373125201073}}}",Bara Beach Bungalows & Restaurant,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102728287805783019493"">Bara Beach</a>'], 'photo_reference': 'AUGGfZmzX_J2AuRQixW3WI52hv9GlokJmAPBoR0N_SsMb2-eo8R0sjlWYOJ0nabn_egDeMAFORz0AN-F_wVe0_mr4rreRFUG4oreaX4JPQyPrysXtWTHAnnflF7D0fI83g6hs5i0wZoCrIHJKJ0fIxlX8K3gOR_NZAa9JQubJEEIacw4Ag_i', 'width': 3000}]",ChIJyQ-1AFodvy0Rhtxda5XSyCg,4.5,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",469
"Bira, Bontobahari, Bulukumba Regency, South Sulawesi 92571, Indonesia","{'location': {'lat': -5.613937, 'lng': 120.4569975}, 'viewport': {'northeast': {'lat': -5.612607420107277, 'lng': 120.4584124298927}, 'southwest': {'lat': -5.61530707989272, 'lng': 120.4557127701073}}}",Same Resort Bira Beach,"[{'height': 2608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112666963913386256401"">Nurwahidah Tahir Tompo</a>'], 'photo_reference': 'AUGGfZluKO-gYaJctAfSlwCKi1RL8JJiqPVzCql1CKmYhUyk1MUYT2JVrN8lHcjHapRw2Dk71jcvwo-kFS05y9hwtLN6f6wwk3coz1xa97G4Ce_0wIK3AcIRj453tPMPrCsQdZJlDmdawJeHRftwFuTkTOCNE11kTzYhJbHK2IJmsfgCrAIY', 'width': 4624}]",ChIJXeL_pgz0uy0RfX7GhnqpGXw,4.4,"['lodging', 'point_of_interest', 'establishment']",1165
"Bira, Bontobahari, Bulukumba Regency, South Sulawesi 92571, Indonesia","{'location': {'lat': -5.6124953, 'lng': 120.4676337}, 'viewport': {'northeast': {'lat': -5.611144970107278, 'lng': 120.4690082798927}, 'southwest': {'lat': -5.613844629892721, 'lng': 120.4663086201073}}}",Woywoy Paradise,"[{'height': 998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115370005557295346531"">A Google User</a>'], 'photo_reference': 'AUGGfZmFdyvSbZpYwRQhd6qifoM_1rZltlJ17a0uXPF7nroKEjwe880qqwOaHzOjeedG6nO-WgUShQfXsiWbRqLFxG2JbuEBIz3J8fwySYkBvcyuRxw3VJ4YqLOYwGVDQXVgToPNWNEUPtZYrmY_YMFN01jvIUz5tKmVH-4PstZ_xy-NiRu9', 'width': 1500}]",ChIJc3xVh1n1uy0Rp--LutJlReM,4.0,"['lodging', 'point_of_interest', 'establishment']",203
"Jalan Bara, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92513, Indonesia","{'location': {'lat': -5.6069074, 'lng': 120.4460122}, 'viewport': {'northeast': {'lat': -5.605484620107277, 'lng': 120.4473713798928}, 'southwest': {'lat': -5.608184279892721, 'lng': 120.4446717201073}}}",Cosmos Bungalows,"[{'height': 1345, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104158481933875217187"">Cosmos Bungalows</a>'], 'photo_reference': 'AUGGfZml7gPrWfNeyBydWUSolOYqPTD38_yfmY_cSWgVhsBtxEZH-PuwYYnlpHqLll-k9FIuqtWpN5webuHabSB_kCiJkTZyHk5y2T3jxChgywoldCqW4xl4UtLWCPbAypyM9D0L3R27Mao0-gKIJ7_jpxpW5lY11Z132qtk4Hqn1DPcj9gP', 'width': 1080}]",ChIJcU_s7Pnzuy0REZ8s25MlE6Y,4.4,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",537
"Bara Beach, Pasir Putih, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia","{'location': {'lat': -5.6075723, 'lng': 120.4414925}, 'viewport': {'northeast': {'lat': -5.605936570107278, 'lng': 120.4427554798927}, 'southwest': {'lat': -5.608636229892721, 'lng': 120.4400558201072}}}",Scuba Republic Beach Bungalows,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100047537376093046350"">A Google User</a>'], 'photo_reference': 'AUGGfZnnjo5MEutJhkS8oDoGPcBHvWeFNpwTHOxvcbZPqYozjWiTfbjBFZAtZFPth7PlfZG6Zpoz3Wp2LDRHP0Z2bW_mZqB-4tG2UYKt__i91iXAw2Skax_iJ5TQRUL_BRgY2q-lGtU1_sWs3PGHgi80ZZ1mmKlTYgyW_5BAs1QgfZ0hjiCu', 'width': 3264}]",ChIJdwdJtf7zuy0RRU6ikn7g0C0,4.5,"['lodging', 'point_of_interest', 'establishment']",119
"Jalan Kapongkolang 2 Kawasan Wisata, Jl. Bontobahari, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia","{'location': {'lat': -5.6150137, 'lng': 120.4579347}, 'viewport': {'northeast': {'lat': -5.613648420107277, 'lng': 120.4592772298927}, 'southwest': {'lat': -5.616348079892721, 'lng': 120.4565775701073}}}",Balatoa Bungalow,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104633248312904573349"">A Google User</a>'], 'photo_reference': 'AUGGfZlLkkUjxWQw07zKo3CPZdrPcasGFe8ekOWSGSBfPA_ErbxN_pAqsmcif6qDF1ScUuCCYymeFDFHZlj4hci1IflkqDGAAFbLdU9dyKPr6LYYXFSZ6BzVTtKx-fWQHAqASxwk1IgFK-pyvtvcViAnQnGgayFsfl6q7x9fhSnFV6q6ucnu', 'width': 5472}]",ChIJ02GG3Ozzuy0Ry0LyYRiZZws,4.2,"['lodging', 'point_of_interest', 'establishment']",131
"Jl. Bontobahari, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia","{'location': {'lat': -5.6159094, 'lng': 120.457784}, 'viewport': {'northeast': {'lat': -5.614549270107278, 'lng': 120.4591528798927}, 'southwest': {'lat': -5.617248929892722, 'lng': 120.4564532201073}}}",Hakuna Matata Resort,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106922943352189586359"">A Google User</a>'], 'photo_reference': 'AUGGfZnybbDIrKhXr4OL7B7L8rgMjuPwnYrWSkSLcHcEnH5xzUObSNSG6Ftg6pt9AH9nC_6I7IuLCSC8gSve3wwo7qnoAA1XJuoRhTxCBgqfKnh8y-nuVgwm3A1XZzby7M8yrFV9WDDp2ppOt9xAzWLJsHUEl-JMzvpuR9qNT6_w100J1mKC', 'width': 4032}]",ChIJOVWwv-zzuy0ReLbpeCNL240,4.4,"['lodging', 'point_of_interest', 'establishment']",620
"Jl. Bara, Biru, Bonto Bahari, Darubiah, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571, Indonesia","{'location': {'lat': -5.607733, 'lng': 120.4397185}, 'viewport': {'northeast': {'lat': -5.606364670107277, 'lng': 120.4409414798927}, 'southwest': {'lat': -5.609064329892721, 'lng': 120.4382418201073}}}",BaraCoco Bungalows,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107503659800566769510"">A Google User</a>'], 'photo_reference': 'AUGGfZkvIXg0x10zlqr4JtDSVtr77X7Ui8KXuzIPYY9O6FHv1KkD6gXbyLhYwExY-nKzcLOEiD08NfWOrDtAvXXxsSzogjEYM-JlkuUYjVZuBtOC6SmupUObEyvNWPt_y4ARq80ACs9GdhI-s1HpVN2CZrw5w_hN8dExojcVZiCDo74bwEVg', 'width': 3000}]",ChIJv_2QIT30uy0RlA4JdOhzNGg,4.6,"['lodging', 'point_of_interest', 'establishment']",207
