formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jl. Trans Sumatera Km. 200, Gunung Medan, Muara Bungo - Solok, Gn. Medan, Darmas Raya, Kabupaten Dharmasraya, Sumatera Barat 27573, Indonesia","{'location': {'lat': -1.0218491, 'lng': 101.604475}, 'viewport': {'northeast': {'lat': -1.020356820107278, 'lng': 101.6059493798927}, 'southwest': {'lat': -1.023056479892722, 'lng': 101.6032497201073}}}",Umega Hotel (Syariah),"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114432530715438381262"">Afif Afandi</a>'], 'photo_reference': 'AUGGfZkYIFJFACGHiCuT5Qaxhqf5Tq4nFVOJvqUElkWYbCr3MiGvD3FOIPju_-kBhAkFzO0s5oxZL87zA0Vrttxs6neJF7uHveKWJnRKgmsET_86GfoqeMqbyiarxj3FL1MxvU2xOKum6WSb4J7ihVEoLYnfvmeEIMzlpX7ZYV6_kwZaN3eB', 'width': 4624}]",ChIJbe_WtPCRKy4RILSK0t6WfUs,4.1,"['lodging', 'point_of_interest', 'establishment']",446
"Unnamed Road, Kec. Sitiung, Kabupaten Dharmasraya, Sumatera Barat 27678, Indonesia","{'location': {'lat': -0.9984215999999999, 'lng': 101.6098099}, 'viewport': {'northeast': {'lat': -0.9969654701072778, 'lng': 101.6111975298927}, 'southwest': {'lat': -0.999665129892722, 'lng': 101.6084978701073}}}",Hotel Alinia Park & Resort,"[{'height': 1090, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108298132384609015084"">A Google User</a>'], 'photo_reference': 'AUGGfZkdyd99G-2SizyvO161Tm7aSbi_ph4Pes2qGzONVsqz7sSQbOfgxhovkvMpWHo-a9-oUAr1R5uAmrFYwlNcxX3-3KWISoqCvcE6C8nbsFw6lWLDERuhJHldLlO5KVkpz0uBLWa87GFk8CM6gVCzMZQcKOi8yasaqPnDXYlUwJ4XO3gE', 'width': 1440}]",ChIJl9tzvhyRKy4RlJ18CzdIIRE,4.3,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",213
"Jl. Lintas Sumatera No.KM 2, Empat Koto Pulau Punjung, Kec. Pulau Punjung, Kabupaten Dharmasraya, Sumatera Barat 27614, Indonesia","{'location': {'lat': -0.9570006, 'lng': 101.5037762}, 'viewport': {'northeast': {'lat': -0.9556834701072778, 'lng': 101.5050052798927}, 'southwest': {'lat': -0.9583831298927221, 'lng': 101.5023056201073}}}",Hotel Jakarta Indah,"[{'height': 1262, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105953398972382212099"">A Google User</a>'], 'photo_reference': 'AUGGfZnFZMGXSjX2vx2hX-vRYvZhLpzvqx6J0fZ1AaPWQBb6RmhvD0uzeEUPRPEi9RLw2bZsgc0MUSdcvQek3xoqeah9H-BiVUGXiN77JRGhzf77pAWiBPeHwMNPe5xPBwV69MXO513htvf_W8Y3Z5kzM7_n3dpAMKxRdFAqihfJ9tLVSF3a', 'width': 1600}]",ChIJ0RJnZ_OZKy4RI4hjjT4zY9o,4.1,"['lodging', 'point_of_interest', 'establishment']",633
"RW.Simpang Siskaper, Jl. Lintas Sumatera, Sirih Sekapur, Kec. Jujuhan, Kabupaten Bungo, Jambi 37257, Indonesia","{'location': {'lat': -1.2376337, 'lng': 101.7376749}, 'viewport': {'northeast': {'lat': -1.236310670107278, 'lng': 101.7390737298927}, 'southwest': {'lat': -1.239010329892722, 'lng': 101.7363740701073}}}",Hotel Prolibas,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103043938694825800743"">Ary Solidarity</a>'], 'photo_reference': 'AUGGfZkOLPkHuZjGKZ59PMeUbzBVNkZqpGjb-TqtqeEarzcBeOhXDHhMKFJ-0aSY4TT0fTsHvrkr2XEZ1WHKywuylnDYe1kbtfdlQl-ggulAKQzvvlWY4L_ZFoHr6SNgECgdQRf-wXO3sGPHZ177menQ_w8EnXjcyfKGlsetxGkm_LLkaGMH', 'width': 3264}]",ChIJ80YzDRELLC4RY7Rxi7WZlAk,3.6,"['lodging', 'point_of_interest', 'establishment']",213
"Jl. Kubang Panjang, Jorong, Empat Koto Pulau Punjung, Kec. Pulau Punjung, Kabupaten Dharmasraya, Sumatera Barat 27573, Indonesia","{'location': {'lat': -0.9536142, 'lng': 101.5033293}, 'viewport': {'northeast': {'lat': -0.9522515701072778, 'lng': 101.5046191298927}, 'southwest': {'lat': -0.9549512298927221, 'lng': 101.5019194701073}}}",Home Stay Syariah Raudhatul Husna,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111942137061975204176"">wiwi zulianti</a>'], 'photo_reference': 'AUGGfZkMFKXcQxzLaa098Wj_AJJRHf1bA0ulZqt_eftxJV4r81xhM6RjkeU4F6GqPzZRtmXkmTnjOitedUZBk2gQzfEY2nk7NYQDQLNdb1Qmy6EuIQCZGqZxtVKtftiWs7POtqBgpGvOEIKo7RnLY0jdWY_9t7EmdQz1TCZ8pmqhuMBpuSii', 'width': 1600}]",ChIJb346ufuZKy4Rq1if3Yo-F0c,4.1,"['lodging', 'point_of_interest', 'establishment']",8
"Lansek River, Kamang Baru, Sijunjung Regency, West Sumatra 27572, Indonesia","{'location': {'lat': -0.8899682999999999, 'lng': 101.3601446}, 'viewport': {'northeast': {'lat': -0.8885294201072778, 'lng': 101.3615352298927}, 'southwest': {'lat': -0.8912290798927222, 'lng': 101.3588355701073}}}",Hotel N+Calista,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114732095035826286778"">A Google User</a>'], 'photo_reference': 'AUGGfZmi3_UZqRSsPuB0oDfenYqGDTZCSujjlU1RkT0MyMD9Q-j1_vhLYsyF32JK_bz1pUaB-woUrOYS0X6fMhkzn3k2QJNkQjS3aGm6eDooESY7HVCkOQJV9AjX1Z1HWq2O1zBKf1R18y7hC77G0vDfKk0kTcdRyAAKHKSmByvbZZoju1z7', 'width': 1080}]",ChIJ_TiH1vWfKy4RNP_nAkGpzyY,2.7,"['lodging', 'point_of_interest', 'establishment']",26
"nagari, kunpar, Parit Rantang, Kec. Kamang Baru, Kabupaten Sijunjung, Sumatera Barat 27572, Indonesia","{'location': {'lat': -0.8519173, 'lng': 101.3927022}, 'viewport': {'northeast': {'lat': -0.8505052201072777, 'lng': 101.3939756798927}, 'southwest': {'lat': -0.8532048798927222, 'lng': 101.3912760201073}}}",Hotel Nabila,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113371939513673756922"">Putra Handika</a>'], 'photo_reference': 'AUGGfZk7QfMeqQ3-_msdEKfW2EZ1KxNHku_epnHkgINALfQrZqnTMCPvANNH_lkOJDdj-3bcqag2sPRd2-Hi1M8tsskpA1dDJ719XdI2MJ7vOwLjUgVwYeQ2V0zSjQNbYpF6Vutq4Mf3lH-Wn8OU2egWK6cupy1XsE_EW8-4Z7qz6YmM5tSj', 'width': 4608}]",ChIJW41GQKqhKy4Rbda-zFKIgBk,3.3,"['lodging', 'point_of_interest', 'establishment']",73
"Jalan SMP 1, Sungai Rumbai, Kec. Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat 27684, Indonesia","{'location': {'lat': -1.2158567, 'lng': 101.7395038}, 'viewport': {'northeast': {'lat': -1.214554470107278, 'lng': 101.7408288298927}, 'southwest': {'lat': -1.217254129892722, 'lng': 101.7381291701073}}}",Homestay permata sari(tempat ginap),"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118426299983190901785"">A Google User</a>'], 'photo_reference': 'AUGGfZnYHGP2xKnHB1dJXkG1O4_KfJaSKPCvoDDSKSUrzu-ujsRjLhaENa3Y2whrXRl7sqjbBeIs_drc8LMeaHWCfw1j3zYl0qYfUXLb62mFHGss_WGUpO_FlsqPWYfaxoCNZebiRTbxcrUzwxc8XsSN0Q-FyY6g2spYWPmeblWft7gumbH9', 'width': 4000}]",ChIJ9dmZEwALLC4Ri537N0RkXks,5.0,"['lodging', 'point_of_interest', 'establishment']",12
"QPHR+M2H, Rumbai River, Sungai Rumbai, Dharmasraya Regency, West Sumatra 27684, Indonesia","{'location': {'lat': -1.2207798, 'lng': 101.7401652}, 'viewport': {'northeast': {'lat': -1.219393320107278, 'lng': 101.7415682798927}, 'southwest': {'lat': -1.222092979892722, 'lng': 101.7388686201073}}}",Hotel Anna,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105310780271922631859"">Dhidha Waeo</a>'], 'photo_reference': 'AUGGfZm9PZ1qBno20ATEEx_g0SLfM0adjWH7bFbLXcP6TbMo69E7UkAipsDOzrbSfZyY1waN9OCGU3yTOCFpBFejFt_JO3CQ7atjajOLM261cJQmCmz4gZbEALKkxAdCG02PwX2EHyZEw9YfvHKLDQULQk_HjD1FkI4T20oQORyehBRRvHRH', 'width': 1000}]",ChIJz9WoR-MKLC4RBc_A2LVnRFI,3.9,"['lodging', 'point_of_interest', 'establishment']",190
"QPJQ+9M6, Rumbai River, Sungai Rumbai, Dharmasraya Regency, West Sumatra, Indonesia","{'location': {'lat': -1.2190825, 'lng': 101.739135}, 'viewport': {'northeast': {'lat': -1.217717670107278, 'lng': 101.7404675798927}, 'southwest': {'lat': -1.220417329892722, 'lng': 101.7377679201073}}}",Damasraya,,ChIJHQ68NQALLC4RfEodGxdRdVA,0.0,"['lodging', 'point_of_interest', 'establishment']",0
