formatted_address,geometry,name,place_id,rating,types,user_ratings_total,photos
"F85R+FC9, Aik Berik, Batukliang Utara, Central Lombok Regency, West Nusa Tenggara 83552, Indonesia","{'location': {'lat': -8.5413375, 'lng': 116.3411094}, 'viewport': {'northeast': {'lat': -8.539959320107277, 'lng': 116.3423980798927}, 'southwest': {'lat': -8.542658979892721, 'lng': 116.3396984201072}}}",ASA Svarga Renjana Villa,ChIJdzcoG_7LzS0RE2FEkCiYE_c,5.0,"['point_of_interest', 'establishment']",4,
"83562, Dusun Jurang Sate, Lombok Tengah, Lombok, West Nusa Tenggara 83562, Indonesia","{'location': {'lat': -8.5840117, 'lng': 116.2756318}, 'viewport': {'northeast': {'lat': -8.582544920107278, 'lng': 116.2769890298927}, 'southwest': {'lat': -8.585244579892722, 'lng': 116.2742893701073}}}",OYO 92354 Samalas Syariah Homestay,ChIJTXIaUGW3zS0Rf1lv4HYeZb8,3.8,"['lodging', 'point_of_interest', 'establishment']",10,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113157896707350376176"">A Google User</a>'], 'photo_reference': 'AUGGfZlU4sO8PMxc0y4XHhbRrdTaZbYRsGrzLbpIVrH_Df3aPpQFjAswM3Qki3_7ny8ZZSh78TKYr_OW-R-nFzvY6HHIjiqUPqYS-MkyT1K-xFjNq-F4bBTf6QpFDaPa9Sk0EzgAs8lkQTyxKKcH25FfQz5So7bKA6vpSkp5RmLjtdtx6-g5', 'width': 640}]"
"Jl. Raya Tetebatu, Tetebatu, Kec. Sikur, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83663, Indonesia","{'location': {'lat': -8.555104499999999, 'lng': 116.4194788}, 'viewport': {'northeast': {'lat': -8.553843620107278, 'lng': 116.4207232798927}, 'southwest': {'lat': -8.556543279892722, 'lng': 116.4180236201072}}}",Nirvana Hotel resort Tetebatu,ChIJNSkUpNU1zC0RetFANB7II1A,4.0,"['lodging', 'point_of_interest', 'establishment']",56,"[{'height': 3898, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114856339053330637216"">A Google User</a>'], 'photo_reference': 'AUGGfZkd_9ddI4q7tQy04D7JGycsPDNq_rqb0CJYnCJVHfXZCZ3eTBXSeUC_4w7qmx28phcFkV5RdQlIhhMp99npZcvzQxqDnK23HhRvLa6bcFv3J7YoaN1a_0ffgslSvv4p0CTsYvBm9nzuzwpqknMc_oG9nw_9P4YWilrI19sLyPb5nfFY', 'width': 5847}]"
"Benang Stokel, Jl. Pariwisata, Aik Berik, Praya, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83552, Indonesia","{'location': {'lat': -8.5383053, 'lng': 116.3424569}, 'viewport': {'northeast': {'lat': -8.536901270107277, 'lng': 116.3436504798927}, 'southwest': {'lat': -8.539600929892721, 'lng': 116.3409508201073}}}",Tastura Homestay,ChIJr7Iuw17LzS0RofkRjWnW1qs,4.8,"['lodging', 'point_of_interest', 'establishment']",10,"[{'height': 1468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113328714430589405427"">stephen bakewell</a>'], 'photo_reference': 'AUGGfZkBbAL0HM82_6JdvGJNgPJyKkc_zMT6MsoXofAk5zEG-wVjjOWnORHlcbupg2tiM2tPUAC-tb9Uq5-szJGYOkdFqA7CNkqoma5BYV3s-ryrNHn4Z6-ZY7FvTgj8V9NA-iFt_o30MWqLP8NIlI-o1G-U__1i37oix00sRZB4x2V3wqy0', 'width': 3264}]"
"C992+FJ4, Jl. Aik Bukak, Aik Berik, West Nusa Tenggara 83239, Indonesia","{'location': {'lat': -8.581355, 'lng': 116.351565}, 'viewport': {'northeast': {'lat': -8.579984070107278, 'lng': 116.3528773298927}, 'southwest': {'lat': -8.582683729892722, 'lng': 116.3501776701073}}}",Asri Guesthouse,ChIJIU6wqpO1zS0RPFI11NIgmrM,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
"waterfall street No.69, Tetebatu, Kec. Sikur, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83662, Indonesia","{'location': {'lat': -8.561321099999999, 'lng': 116.4211093}, 'viewport': {'northeast': {'lat': -8.559969420107278, 'lng': 116.4224590298927}, 'southwest': {'lat': -8.562669079892721, 'lng': 116.4197593701073}}}",FLUSH HARMONY,ChIJlQp5ZAg1zC0R6jO3T2GIwQ0,4.4,"['lodging', 'point_of_interest', 'establishment']",240,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114736440782525424630"">A Google User</a>'], 'photo_reference': 'AUGGfZn_fcbKesR5rztSYcFiZuDvFsJXwJLT5yEr-SxbCi85MquYG5m04D6Cglqx6e2mCfYEQe1WPRJgKbvgBXIbqpYiq1tzOjhRYYBPRlJJkhVhb8lTjukZQU-jyScQT_xlM775x6an53XagdD6STrT0PQidZhoD6H3trS1B2eO9EUGBItv', 'width': 1280}]"
"C93R+9V8, Lando, Montong Gading, East Lombok Regency, West Nusa Tenggara 83663, Indonesia","{'location': {'lat': -8.5970838, 'lng': 116.3925371}, 'viewport': {'northeast': {'lat': -8.59568947010728, 'lng': 116.3938169798927}, 'southwest': {'lat': -8.598389129892723, 'lng': 116.3911173201073}}}",Muni's Terrace Bungalow,ChIJN_Scphm1zS0RXFFSgJYNb1M,5.0,"['point_of_interest', 'establishment']",5,"[{'height': 4472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112615009153878867683"">A Google User</a>'], 'photo_reference': 'AUGGfZn5DSYRhkxJLRJ3ODDNjkWqxELZ3LlAbt_Iv1RCkHFcn0xCTGTp5PjKM0xoDiCB7IrTIiNer0l5ThCFjmARyaSULcx8x42r_GGRvGgtazOfm6IYMc_jNJOidix2zhf3UgAk5pYx7v5tgIJhkxsF1zwzlbm1Ha-sVOauMJpeo0HGclTg', 'width': 5120}]"
"Jl. Wisata Otak Kokok, Pesanggrahan, Kec. Montong Gading, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83663, Indonesia","{'location': {'lat': -8.5338776, 'lng': 116.3981387}, 'viewport': {'northeast': {'lat': -8.532703820107278, 'lng': 116.3996739298927}, 'southwest': {'lat': -8.535403479892722, 'lng': 116.3969742701073}}}",Joben Eco Park,ChIJ61G9zsPLzS0RcvY662Imyjw,4.5,"['campground', 'tourist_attraction', 'park', 'lodging', 'point_of_interest', 'establishment']",64,"[{'height': 806, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103579168270390627097"">A Google User</a>'], 'photo_reference': 'AUGGfZns5vjzhKaBlwgB_0FtKXW9xXdY7HHlqaGBWPN3dtHIA5Dz7ZZ-ssKO1wHESHLn9PHmgFISURf_pJyeVbG2oM9Ie2wZZ7o0W-d-oKiqqqJOFl5iNS5eRBavat_AjuHXooJBIFh1v2gj6bTr6RNPA_xPpREXFVAt4_d2qk4pG7lv2w3I', 'width': 1075}]"
"Selusuh, MAS-MAS, Kec. Batukliang Utara, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83553, Indonesia","{'location': {'lat': -8.5954037, 'lng': 116.3532401}, 'viewport': {'northeast': {'lat': -8.594155770107278, 'lng': 116.3544699298927}, 'southwest': {'lat': -8.596855429892722, 'lng': 116.3517702701073}}}",Aida's homestay,ChIJxxRDWbu1zS0RCEp0LShTvxA,5.0,"['lodging', 'point_of_interest', 'establishment']",5,
"Unnamed Road, Kilang, Kec. Montong Gading, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83663, Indonesia","{'location': {'lat': -8.5985769, 'lng': 116.3928749}, 'viewport': {'northeast': {'lat': -8.597266870107276, 'lng': 116.3941646298927}, 'southwest': {'lat': -8.59996652989272, 'lng': 116.3914649701073}}}",Bello Bungalow,ChIJZR3Mk7y1zS0RlwlKB8m6vZM,4.4,"['lodging', 'point_of_interest', 'establishment']",101,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111566295943574082169"">A Google User</a>'], 'photo_reference': 'AUGGfZmU0hkwOMdelco9WkNYCuyy-baFL6qdghujZn9LerDrUdMT-PACJemrKilBIoz1b2L28HUhf4wko-UcK97curpzHDR3jFS7Z16-z3m2YZGscE4QphN8Hywz9zq6pDTdtNCBnoNQIx-Yyqgk2pjue4eob19RqC2Kt-feD4ysfDRsVamv', 'width': 4096}]"
