formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"MJMP+JXR, Jl. Poros Makassar, Takkalasi, Kec. Balusu, Kabupaten Barru, Sulawesi Selatan 90762, Indonesia","{'location': {'lat': -4.316009, 'lng': 119.6375074}, 'viewport': {'northeast': {'lat': -4.314672170107277, 'lng': 119.6387669798927}, 'southwest': {'lat': -4.317371829892721, 'lng': 119.6360673201073}}}",Hotel D'Shining,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115841826567415644589"">A Google User</a>'], 'photo_reference': 'AUGGfZm73JZSmqEZ9tUzDXd_9znNXDQwNsmzh2_41IG5Rp0iWgek-ChAHCSSlz3qH3Rbxzu-He5disKLhXPI9ZoMNxn5sv4I-2tRLQFtypzl1Ud-y8n8M5pWDahD4rBg4akS_XwAQUnrZ1kaJjwHDwZmE59yijvOw91O8du-tsRkxSwSnc8z', 'width': 4096}]",ChIJJ4Ik4wSPlS0RSJ9tUHlDJaw,4.4,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']",54
"HJH8+GW6, Coppo, Barru, Barru Regency, South Sulawesi 90711, Indonesia","{'location': {'lat': -4.4212226, 'lng': 119.6172501}, 'viewport': {'northeast': {'lat': -4.419872770107278, 'lng': 119.6185999298927}, 'southwest': {'lat': -4.422572429892722, 'lng': 119.6159002701073}}}",Hotel Youtefa Barru,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107026751895672393519"">Ariadi Said</a>'], 'photo_reference': 'AUGGfZklLoDVVpX39jadf5tLD06-ooCr4X0pOaHGlIp4bE_gkGQs3and-0ldkR_shlur3mNW3N3OSDuoffOsUodzlgn9sEpwUNpkLnvMT7TdpPL0oK3SGRsMPNb5JAGoSjuC6CtdE-eQhc5vookGDD2mFAXInVYXJpXzpPWZdQ-hnzwRHGob', 'width': 4032}]",ChIJVXHYQVUnvi0RC8wR55Y4jtI,4.0,"['lodging', 'point_of_interest', 'establishment']",356
"RRW8+R6Q, JL. Galungkalunge Lejja, Bila, Watansoppeng, Kabupaten Soppeng, Sulawesi Selatan 90811, Indonesia","{'location': {'lat': -4.1529015, 'lng': 119.8156171}, 'viewport': {'northeast': {'lat': -4.151527370107278, 'lng': 119.8169432798927}, 'southwest': {'lat': -4.154227029892722, 'lng': 119.8142436201073}}}",Hakata Lejja Villa,"[{'height': 2088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108556889402391984898"">mohamad nur Ilham</a>'], 'photo_reference': 'AUGGfZk1uYME8GVfHP1iCKPsaCn72nwra0wa1NHj_Bjb8kVUMLNrVBdNLYMGAWdnQsZcIZ4UXIqp2GFt8PQh_oAcY03E4enooOCCa57IkYd0NTwM6pcHiy8Ep24YgHMaB1lAbqTaDoDX5tRtH5APmMJgKxxaruzntqCmV87w23XBMfoseIPl', 'width': 4640}]",ChIJiQnqtyn0lS0RkaA99-bJM_c,4.8,"['lodging', 'point_of_interest', 'establishment']",48
"Jl. Masjid Raya No.3A, Sumpang Binangae, Kec. Barru, Kabupaten Barru, Sulawesi Selatan 90711, Indonesia","{'location': {'lat': -4.4071448, 'lng': 119.6180838}, 'viewport': {'northeast': {'lat': -4.405753820107278, 'lng': 119.6194417298927}, 'southwest': {'lat': -4.408453479892722, 'lng': 119.6167420701073}}}",Hotel Mini Lagaligo,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110350208240789720443"">lagaligo net</a>'], 'photo_reference': 'AUGGfZmr_SCa_bJqlS_M9W5kXjgOSI6vzaGhyRLayiGGnIvj2uTkTUKvqbpIX2ycOL5S3PHTudoPCGaU_jzMzDg8OCbaaSFewj4vtCtgsdUDlWb449cWn6xtLZIzauLqg88rV8B2yXzy3-lRG6gYY51gEFGx2vl9jS3MvG3p9aWUy5lR-xt-', 'width': 1280}]",ChIJ2cRGgNInvi0Rw13xCPT2BYU,4.8,"['lodging', 'point_of_interest', 'establishment']",36
"Jalan Lompo No.888 Watansoppeng, Lemba, Lalabata, Soppeng Regency, South Sulawesi 90814, Indonesia","{'location': {'lat': -4.3499189, 'lng': 119.8910987}, 'viewport': {'northeast': {'lat': -4.348437320107277, 'lng': 119.8924395798928}, 'southwest': {'lat': -4.351136979892721, 'lng': 119.8897399201073}}}",Triple 8 The Riverside Resort,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109382355814747298502"">A Google User</a>'], 'photo_reference': 'AUGGfZkkDlXuT92sy0np5dpNH_iRxNXX3M5rYB0oC6RWzvrhQEUAzGHI8hPtbSwVZpH4r7MTWqS5UNp1vcTWKL8IMC66IbHuYknYr2biX1PArlnZJ4BHb3BAf50j5hJ_LT-N0d7XChWhniTW4pH__9eg1MnwRuLhdgC_KHcd-qe1f8PVExAu', 'width': 8000}]",ChIJ5YPCaIb2lS0RlqEI9-RtIGA,4.4,"['cafe', 'restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']",1301
"JVQP+2W4, Lalabata Rilau, Lalabata, Soppeng Regency, South Sulawesi 90812, Indonesia","{'location': {'lat': -4.3625223, 'lng': 119.8866219}, 'viewport': {'northeast': {'lat': -4.361215620107278, 'lng': 119.8879949798927}, 'southwest': {'lat': -4.363915279892722, 'lng': 119.8852953201072}}}",D'Kayangan Resort,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115261458155367189416"">Rike Irawandi</a>'], 'photo_reference': 'AUGGfZnt1-58aBMn_09aeoUed5yRnDp2L2YaAe_zJ7htLp50266yzllXaK8bpIpskQxsRcayZVGOzcwXplwm6pEFojqAkQj_Z9ftsjYrw-mEL8bCcZvWQUxeEGCkYUcYSUoNPIYUd-rwJcOsdU4LGt1TEFnWw7M-2zFrFua7YdhmKwevmYMD', 'width': 4000}]",ChIJLbrDTrT3lS0RlrnhGeRt3BM,4.5,"['lodging', 'point_of_interest', 'establishment']",36
"Jl. H. A. Iskandar Unru, Sumpang Binangae, Kec. Barru, Kabupaten Barru, Sulawesi Selatan 90711, Indonesia","{'location': {'lat': -4.4115967, 'lng': 119.6167128}, 'viewport': {'northeast': {'lat': -4.410214770107279, 'lng': 119.6180760798927}, 'southwest': {'lat': -4.412914429892723, 'lng': 119.6153764201073}}}",Hotel Borobudur Barru,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112238091624993534321"">Paimo indonesian cyclist</a>'], 'photo_reference': 'AUGGfZlUzd_7DnPKqTrGV017Wd5hSwwt5S9wa3H8m7y0eBQwpZJpc-FyYOKQk_AC98UbNDrJPf6gxWSd4EpEGdSA_1sKgxnZoyn1zTSD5cyUCHsMfSwZ7EY4YA9AA2odXtQqDrZ4WpOdP4oGOVT_Ka6Zzw6O3G1m7_oVPvUR5Z9Z99dWjvsf', 'width': 3000}]",ChIJ1cX4wO8nvi0Rk_YyTVfLEGY,3.5,"['lodging', 'point_of_interest', 'establishment']",77
"HJH8+WG5, Coppo, Barru, Barru Regency, South Sulawesi 90711, Indonesia","{'location': {'lat': -4.4201762, 'lng': 119.6163511}, 'viewport': {'northeast': {'lat': -4.418782520107278, 'lng': 119.6176976798927}, 'southwest': {'lat': -4.421482179892722, 'lng': 119.6149980201073}}}",HOTEL SAVIRA,"[{'height': 2208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106849018287763524692"">maesayu era Puspita</a>'], 'photo_reference': 'AUGGfZlJGdNoFwRtNZR95D775MYz3rRGR9grMNjRPCM7C7EId66PadZcyWUEvVbL509Q6qqOmj6C5reB8LhyhznJmJPE1pEYdnYo_cbUI_TE2PQvQH9IpyayR0orGI-_g5hw2jAkG91cs4dIgYpiP0DWO1xTWUyLy12NJ1ibmuJUJZ_dQc3a', 'width': 3920}]",ChIJvXpro8Invi0RayApfOSuM1E,3.8,"['lodging', 'point_of_interest', 'establishment']",105
"Lalabata Rilau, Lalabata, Soppeng Regency, South Sulawesi 90812, Indonesia","{'location': {'lat': -4.367930299999999, 'lng': 119.8977341}, 'viewport': {'northeast': {'lat': -4.366613720107277, 'lng': 119.8990802798928}, 'southwest': {'lat': -4.369313379892721, 'lng': 119.8963806201073}}}",COLLECTION O 91331 Hotel Grand Saota Soppeng,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104943779771174160044"">A Google User</a>'], 'photo_reference': 'AUGGfZnADuHHStSeWn0DMpqJwlEwfw7fvdpzNP_bJsmMWLrhbkSXh9OhL16gR6BwTbz0HS0YvixdO1Pd1OvzcPbHKBJeZKzcPuzIO9IXzBIGCi-EzYVEplRme5dUeDQxWtRQN9QIgmzvj1BiQ8ixPkGWltWl_V1P-X8ByxRpTRMui3HEF0OP', 'width': 640}]",ChIJ4VBba2z2lS0RFsBGUjYo_j4,3.8,"['lodging', 'point_of_interest', 'establishment']",257
"Perumahan Rachita 2, Jl. H. Lanakka, Kec. Barru, Kabupaten Barru, Sulawesi Selatan 90712, Indonesia","{'location': {'lat': -4.4107988, 'lng': 119.6138979}, 'viewport': {'northeast': {'lat': -4.409405420107278, 'lng': 119.6151352798927}, 'southwest': {'lat': -4.412105079892722, 'lng': 119.6124356201072}}}",Rumah Ogi Homestay,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108971302145751408924"">A Google User</a>'], 'photo_reference': 'AUGGfZkvmQEEHj_F6sNzFkjDLUp3BH2hOnlW8md-leD8HwjBwHvArn-T8JIzjr2PuVN8VFi3i58FAj6i660HbfPaNON5qlU0UnrWP8ub0z8FGGgiWkYgya7JM5GKrkMcQ1lPTujjADAeeArhFDyQV-9qXqdCgh7CbHeWNtbW7P_M_fea3TTJ', 'width': 3024}]",ChIJF-H0CgInvi0R6vbu4OrV-mo,5.0,"['lodging', 'point_of_interest', 'establishment']",133
