formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jl. Lintas Sumatra No.KM 180, Simpang Pematang, Kec. Simpang Pematang, Kabupaten Mesuji, Lampung 34698, Indonesia","{'location': {'lat': -4.0236981, 'lng': 105.2479209}, 'viewport': {'northeast': {'lat': -4.022348320107278, 'lng': 105.2492772798927}, 'southwest': {'lat': -4.025047979892721, 'lng': 105.2465776201073}}}",Motel aNaNDa Syari'ah - Mesuji Lampung,"[{'height': 2797, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107923756421748281189"">A Google User</a>'], 'photo_reference': 'AUGGfZm2vBKshvR_jz_iaAeTzTOx1DJOnrDgP8RSiVXuSGzaliPt7zkT23apAVEIzZ9qXOykPrBHZw6BUVHVqUEFzzxL8HW1Qgakm1Ms4RESEU_J8lG8Qy6P0lweZcqcyXzDuJie5mJDXDvjaacxVGWiXR-DEfIjUjOKzr4G5hU_dyHQcEWQ', 'width': 4080}]",ChIJi2Fi0MDFPi4RFTfSJqf-fyo,4.4,"['lodging', 'point_of_interest', 'establishment']",177
"25FM+3QJ, Wira Bangun, Simpang Pematang, Mesuji Regency, Lampung 34698, Indonesia","{'location': {'lat': -3.9772835, 'lng': 105.1843801}, 'viewport': {'northeast': {'lat': -3.975933670107278, 'lng': 105.1857299298927}, 'southwest': {'lat': -3.978633329892722, 'lng': 105.1830302701073}}}",Lavender Hotel,,ChIJq6qqqvrIPi4RJPMiiYDDLrk,2.0,"['lodging', 'point_of_interest', 'establishment']",1
"4FJC+JFX, Wiralaga I, Mesuji, Mesuji Regency, Lampung, Indonesia","{'location': {'lat': -3.8683844, 'lng': 105.471249}, 'viewport': {'northeast': {'lat': -3.867034570107278, 'lng': 105.4725988298927}, 'southwest': {'lat': -3.869734229892722, 'lng': 105.4698991701073}}}",Nipa kuning,,ChIJsWGfo5CVPi4R2vafoeMsWs0,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"4C34+W7G, Sidomulyo, Mesuji, Mesuji Regency, Lampung 34697, Indonesia","{'location': {'lat': -3.8951949, 'lng': 105.4056929}, 'viewport': {'northeast': {'lat': -3.893870970107277, 'lng': 105.4070001798927}, 'southwest': {'lat': -3.896570629892721, 'lng': 105.4043005201073}}}",wizma aletaria,"[{'height': 2400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113825605759337479977"">Herli Yan</a>'], 'photo_reference': 'AUGGfZn8ujuUNrAv1PxQuiVtzSt-KRvt1YBU2KM9xMkWznf8vX2PBXxyHp14X74I9kph6u6SpaPolSGYVziJTUI46wbCyEKCaS85JG8JrtfabQ8Cd6vlTBScXbrJRftpN7qZIlocPA6N5wFOqslDLPHCPVrFaNi1xdTXsze_hD5A6nK7Y3oO', 'width': 3200}]",ChIJvecIFNi_Pi4Roy79NTpF7tA,3.5,"['lodging', 'point_of_interest', 'establishment']",8
"4C7G+M49, Sidomulyo, Mesuji, Mesuji Regency, Lampung, Indonesia","{'location': {'lat': -3.8858405, 'lng': 105.4253602}, 'viewport': {'northeast': {'lat': -3.884465370107278, 'lng': 105.4267025298927}, 'southwest': {'lat': -3.887165029892723, 'lng': 105.4240028701073}}}",Bagus efendi,,ChIJ35BVEACVPi4RuiYcOgsvP0Y,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"5C3F+2GQ, Badak River, Mesuji, Mesuji Regency, Lampung 34697, Indonesia","{'location': {'lat': -3.8473724, 'lng': 105.4239167}, 'viewport': {'northeast': {'lat': -3.845997720107277, 'lng': 105.4253417798927}, 'southwest': {'lat': -3.848697379892721, 'lng': 105.4226421201073}}}",RUMAH IDUT,,ChIJnQekAR6VPi4R__lE5nifuDY,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"Jl. Z.A. Pagar Alam, Brabasan, Kec. Tj. Raya, Kabupaten Mesuji, Lampung 34698, Indonesia","{'location': {'lat': -3.9945472, 'lng': 105.3353074}, 'viewport': {'northeast': {'lat': -3.993257520107279, 'lng': 105.3367732798927}, 'southwest': {'lat': -3.995957179892723, 'lng': 105.3340736201073}}}",Adzam Hotel,"[{'height': 892, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105538769889029083233"">A Google User</a>'], 'photo_reference': 'AUGGfZlKb4nJDi0ok1V49_lTasged9aP7SKoympeVk6gBngCivLih-WuywCBftPMoq136Fc_KvhjC6N2SYXHIopH_Ciuph_z_msjJjzl0_hIxY1PUnuGaA1gxV1xMhCRfTtogvI_pM6_dr44ihRBQsd-pe5DOswdGPtbiuR1VSWJ3Y6L4ZqG', 'width': 501}]",ChIJLwvBSV3BPi4RQBe4umBx7nM,3.9,"['lodging', 'point_of_interest', 'establishment']",254
"4C7H+49G, Sidomulyo, Mesuji, Mesuji Regency, Lampung 34697, Indonesia","{'location': {'lat': -3.88691, 'lng': 105.427474}, 'viewport': {'northeast': {'lat': -3.885454870107278, 'lng': 105.4289229298927}, 'southwest': {'lat': -3.888154529892722, 'lng': 105.4262232701073}}}",Kontrakan Haji Budi,,ChIJkbm7YQCVPi4RBeF0yTZQU_c,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"389X+QCF, Bujung Buring, Tanjung Raya, Mesuji Regency, Lampung 34598, Indonesia","{'location': {'lat': -3.930561999999999, 'lng': 105.3485404}, 'viewport': {'northeast': {'lat': -3.929267820107277, 'lng': 105.3499681298927}, 'southwest': {'lat': -3.931967479892721, 'lng': 105.3472684701073}}}",Rumah legini,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106276785698659057303"">A Google User</a>'], 'photo_reference': 'AUGGfZl-yKRUwJb3S0TsDzI-Kup6tukguOQLLy8l5WoSOAscv4byMUbBVxduB6OVqdWne1ryUAk7S1nz6T0PTWBSQ1y6td3Eob4Jwx4e8uCvF8SWwYDwuLgpYi_H-yt3Egl29R399-7btQob8Fi-gH0VYs_z9cTogbAFwbKshCr_cY1KB9qz', 'width': 648}]",ChIJWfX_29rBPi4Rhchuk4ZOnD4,5.0,"['lodging', 'point_of_interest', 'establishment']",1
"X7G2+MM5, Talang Batu, Simpang Pematang, Mesuji Regency, Lampung 34698, Indonesia","{'location': {'lat': -4.0233754, 'lng': 105.2516903}, 'viewport': {'northeast': {'lat': -4.021833870107278, 'lng': 105.2525965798927}, 'southwest': {'lat': -4.024533529892722, 'lng': 105.2498969201073}}}",D'pilda Hotel Kel Simpang Pematang,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106258180580731809243"">dyka pratama</a>'], 'photo_reference': 'AUGGfZlWLFC3rgjkyt11DcyeiN1_shpp7xV4m0GHmQJSBZDi7xh9lapVwo_itRCcsaI2ZFCJMzyOamHus9ybFMVYCsy4qR1VepNbCq3oCNiiP2WkUlEPmYK6WefPMHznm79W1cbEdPYTrmOaJzdrM42tuXPJuPVXBIADXB50BxABmiK28eA9', 'width': 4160}]",ChIJ3WFa_cbFPi4RxqQE56eKSCA,4.0,"['lodging', 'point_of_interest', 'establishment']",114
