formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jl. Kiaralawang No.68, Citepus, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43363, Indonesia","{'location': {'lat': -6.9850109, 'lng': 106.5663362}, 'viewport': {'northeast': {'lat': -6.983604620107277, 'lng': 106.5677193798927}, 'southwest': {'lat': -6.986304279892721, 'lng': 106.5650197201073}}}",Covehill Green Resort ( Ex - Schitzohills ),"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118228296850563197490"">A Google User</a>'], 'photo_reference': 'AUGGfZlO2uQEAaLNXVbIsFdAG6QJHdpU0RXVcGfZKQ0YhRrPdltVyEgDaweR7fuFyYRsIduqSfJoJG2iIH3-J7diR9DxANYios_uSBz4a61uKdKxkTeEnFkFiFitQlQeKCrDUpgew523548e7xhQTjl877EnChh8U-OJ4f0t6C0Ebl9PypQr', 'width': 2048}]",ChIJi_lT2MsnaC4RjpMW0mjbfaA,4.5,"['lodging', 'point_of_interest', 'establishment']",163
"3JP7+R4M, Jl. Raya Cikidang, Cijambe, Kec. Cikidang, Kabupaten Sukabumi, Jawa Barat 43367, Indonesia","{'location': {'lat': -6.911699599999999, 'lng': 106.614443}, 'viewport': {'northeast': {'lat': -6.910869120107279, 'lng': 106.6162889298927}, 'southwest': {'lat': -6.913568779892723, 'lng': 106.6135892701073}}}",Arusliar Nusa Traditional Cottages,"[{'height': 2136, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112000849402727878904"">Adrian Hartanto Lokaria</a>'], 'photo_reference': 'AUGGfZnUyr4nCD6U2FHMmBIDKA6vjYYXnfxaYWAs80pZUNMJ_WAzn3Ex9MBR4ObGBSTlZU_UBHvWmayuA_52GC3MfMsWfZeB2QT299x4_RySpxJK0QseFNXtRTVmarssxClXHTqymZRSObHVEqWkeZ152FbdalXeEr2tlsgiGf3jhJ1EPFls', 'width': 3216}]",ChIJI4Pv4TopaC4RN1lJbTnURJA,4.4,"['lodging', 'point_of_interest', 'establishment']",163
"Jl. Raya Cisolok - Pelabuhanratu, Cikakak, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43365, Indonesia","{'location': {'lat': -6.9630639, 'lng': 106.5068825}, 'viewport': {'northeast': {'lat': -6.961615470107278, 'lng': 106.5082602798927}, 'southwest': {'lat': -6.964315129892722, 'lng': 106.5055606201073}}}",Grand Inna Samudra Beach,"[{'height': 3240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103662571657920802014"">A Google User</a>'], 'photo_reference': 'AUGGfZndABzEscfIuCBCdYdVaVqc4lRSCWkcS9tZm8ZXTi6Y3kJzelyG00vyOeBqJXmX2nKf6i-vskK7pWKXST8Hs2nI6Y8n1VOgwRFewl-V6TfwdHt2k_x7RAtZHOTel-RG5b2NoPpyHgbwe4k_Xze_9NdBfkWAiO-lvgb5AM8gGXIDdMg8', 'width': 5760}]",ChIJXUHz0JKCQi4Rn3v9GG6_ZxU,4.4,"['lodging', 'point_of_interest', 'establishment']",4929
"Cikidang Resort, Taman Sari, Kec. Cikidang, Kabupaten Sukabumi, Jawa Barat 43367, Indonesia","{'location': {'lat': -6.9075074, 'lng': 106.7033736}, 'viewport': {'northeast': {'lat': -6.906291770107278, 'lng': 106.7046664298927}, 'southwest': {'lat': -6.908991429892722, 'lng': 106.7019667701073}}}",Cikidang Plantation Resorts & Estate,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117041864326410582892"">Wayoe Iman</a>'], 'photo_reference': 'AUGGfZk_MYO5m90Y6WtdoTOgQ4zKOkdzvFAskeJRDAcup-6Yxq6ly9lOqXbSSXKgxaLJhJn8pBtQxBjkpiMxCzr62sDPXzAd0C0wDHsVGovQ2IJtIVajFTYnep2PbO0uJl4wC43xBH_q3oMokbAZOWgZT6433ph8knGxNBmiKvayQIjxlXvf', 'width': 1600}]",ChIJf7jUqTkuaC4R_sV_pB2-_To,3.9,"['lodging', 'point_of_interest', 'establishment']",357
"Jl. Geopark Pelabuhan Ratu, Girimukti, Kec. Ciemas, Kabupaten Sukabumi, Jawa Barat 43177, Indonesia","{'location': {'lat': -7.120804799999999, 'lng': 106.4781187}, 'viewport': {'northeast': {'lat': -7.119471320107277, 'lng': 106.4795091298927}, 'southwest': {'lat': -7.12217097989272, 'lng': 106.4768094701073}}}",Laska Hotel & Resort Ciletuh,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111066160197056799806"">Nailla Sunardi</a>'], 'photo_reference': 'AUGGfZlt5tLKC0DUZ6EsObgKZYVj5MC-89bRJfkFTL3UIgpdlKIjN-PL_-vkZy2bOYFxNbs23Oe922pOODwl3oZNi9NjidxgliFh0swk-ayl5CbGqfHioQGMbjYurjYLdBg4kRVZvio1_4vFgk8dIQh43e75gbPg49s9N1TX9mVeAeRqJbba', 'width': 4032}]",ChIJz5JAYNmfQi4RHou5R8ITXtw,4.9,"['lodging', 'point_of_interest', 'establishment']",52
"Sungai Citarik, Jl. Bantar Selang, Cikidang, Kec. Cikidang, Kabupaten Sukabumi, Jawa Barat 43367, Indonesia","{'location': {'lat': -6.909886299999999, 'lng': 106.6169178}, 'viewport': {'northeast': {'lat': -6.908762920107278, 'lng': 106.6189047298927}, 'southwest': {'lat': -6.911462579892722, 'lng': 106.6162050701073}}}",Bravo Adventure,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103780123908320658980"">Bravo Adventure</a>'], 'photo_reference': 'AUGGfZnlBJsXhjdyCRMSnWe2uNrjAm81lyEGG-qx89QUWW5QoqjTgHWkcyVw8dfSX62oJz8jnEJw0VLj2Bdn8uz-NHn5kY8KpaTQ5fTWPUpiQKNFeEXngXMchwrd2uWecYvIKeiU-miJ_q_GK8jRXPjsu1BN5KeJIFlgEW5M62dWF1hJOQAu', 'width': 1024}]",ChIJK0O6cDopaC4R1dGZiUk1S8U,4.4,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",479
"Jl. Raya Nagrak, Cisarua, Kec. Nagrak, Kabupaten Sukabumi, Jawa Barat 43356, Indonesia","{'location': {'lat': -6.884539999999999, 'lng': 106.786377}, 'viewport': {'northeast': {'lat': -6.883208470107278, 'lng': 106.7877514798927}, 'southwest': {'lat': -6.885908129892722, 'lng': 106.7850518201073}}}",Sparks Forest Adventure,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101900211847800579893"">A Google User</a>'], 'photo_reference': 'AUGGfZm2tipY9WuhtMIAeACNNxXB8Yg7hmsEysGOR-2f1thqB_9zoyDTZHqCM9w0s459n8Wv-HpXa1OJpItuIXII86oFEHGSiBHpuypMBhWxMJgttwIHltlpAZr8T0M9JHZ7G2ogSHCAwSGvnIg6lHeCWlWcoCJ2iBaLqVpQ0VmvkJGqkNB_', 'width': 4032}]",ChIJSxSzza4xaC4RbUuuO-8uVcU,4.5,"['amusement_park', 'lodging', 'point_of_interest', 'establishment']",2152
"Jl. Alternatif Cikidang - Pelabuhan Ratu RT. 5 RW. 3 Kampung Lebak Wangi Cijambe, Cikiray, Kec. Cikidang, Kabupaten Sukabumi, Jawa Barat 43367, Indonesia","{'location': {'lat': -6.915532799999999, 'lng': 106.6117292}, 'viewport': {'northeast': {'lat': -6.914168620107278, 'lng': 106.6130680798927}, 'southwest': {'lat': -6.916868279892721, 'lng': 106.6103684201073}}}",Caldera Adventure - River Resort Citarik,"[{'height': 935, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109604106313062287560"">A Google User</a>'], 'photo_reference': 'AUGGfZn0EqUGGGQK1K4TGXbNY6P2Xv6c6-c0fv1Rlz1HKjkvA19b-G5pswk6IpKSZdS8KVZo1GrROYqf9vWyew_yTg8TDzTJHi-i3ZoEUKWnpXkhtiCiGUHtzucCItz-xrcfDisr64GQzd_YW7pZI0x8XvovfZItqdC56iN6uCsAycY_Yd2g', 'width': 800}]",ChIJuRF2GyMpaC4RwPytSNRisZA,4.7,"['lodging', 'point_of_interest', 'establishment']",2086
"Pangkalan, Cikidang, Sukabumi Regency, West Java 43367, Indonesia","{'location': {'lat': -6.8846979, 'lng': 106.6713805}, 'viewport': {'northeast': {'lat': -6.883329270107278, 'lng': 106.6726992798927}, 'southwest': {'lat': -6.886028929892722, 'lng': 106.6699996201073}}}",Anakraja Resort,"[{'height': 1184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116612115541204297332"">A Google User</a>'], 'photo_reference': 'AUGGfZm4jJXPBzPqfB1cZj0RYL7vG5IC4LXmQuxwN1C6c0Ya8d5rmagDri_tNBZVWV3NgWmq-hJay8XuFa9nSbJH6wtInLxQQaR_9_-8OQ0L0qCfhbHY5tsYnzABGEKLFmSp-xFMhriY8A9wUdqAbuJkwcEo47Nuhfx7rtmuUrjOtghMqNdJ', 'width': 1776}]",ChIJmXpKSYEuaC4RkBYDC-QO5Tc,4.6,"['lodging', 'point_of_interest', 'establishment']",237
"Klapanunggal-Cikindang No.184, Cijambe, Kec. Cikidang, Kabupaten Sukabumi, Jawa Barat 43367, Indonesia","{'location': {'lat': -6.915186299999999, 'lng': 106.6125925}, 'viewport': {'northeast': {'lat': -6.913970320107278, 'lng': 106.6138942298927}, 'southwest': {'lat': -6.916669979892721, 'lng': 106.6111945701073}}}",ArusLiar Bukit Bambu Cottage,"[{'height': 2136, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105061601314212231068"">Nanda Senandanya</a>'], 'photo_reference': 'AUGGfZm6MbioO2Ib7OaVPIABUKYTTAzcqNPHm1THdpxO-yoeRB-5QmPBkmp_GJ7azz22h9iXGez3h1wVovA0kTRL2uERRnga2iyhCjhTCrriYoQQeOUiBfhWJJ7kqTmQJruJnYZGboaEwCWJDesG3sVZL4ey1tyUwTGi69POlTdxmBbH92M0', 'width': 3216}]",ChIJxeiub4kpaC4R04SYNtSsR7k,4.9,"['lodging', 'point_of_interest', 'establishment']",14
