formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"XQ7R+77W OPI MALL, Unnamed Road Jl. Gubernur H. A Bastari, Sungai Kedukan, Rambutan, Banyuasin Regency, South Sumatra 30967, Indonesia",Wyndham Opi Hotel Palembang,"[{'height': 2261, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110596486254215862249"">A Google User</a>'], 'photo_reference': 'AUGGfZkDamEZpW0YbobASrdYGnnUpTB58sDM_TvW7wTzdVovxavl88v15DZgNKdCbFfripCxneIh36a1Hn_Whgb3-1A7icpOkjE8CRCMCORxrVKfsWYnB7hvOF9CqyCkBUWZaRk4MPFWHkONW-rfiac2PhRYBns55Vik8ofnvF8p34_zQhpY', 'width': 3199}]",ChIJJ5fAqVOcOy4R50m_lJTcC8s,4.6,"['lodging', 'point_of_interest', 'establishment']",7682,-3.0368059,104.7906469
"Komplek OPI Mall Blok A1 No. 6 - 7, Jalan Gubernur H.A. Bastari No.6, Sungai Kedukan, Rambutan, Sungai Kedukan, Kec. Rambutan, Kota Palembang, Sumatera Selatan 30267, Indonesia",Opi Indah Hotel,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108442526465164039463"">A Google User</a>'], 'photo_reference': 'AUGGfZnDuz1Vr4FTCiGzfLHKUPYbqWqSTjT1_pBkmJIj1mJq5LtrTu4Ro-mqKUN6-72vZtAlvY0yjAlog60Ma-HtriPktLb9lpwIagCg0WC4a8I_lRnxEC39z2WrSlaZmVCy1BAzcxyQ_eBZUZWyC-nIEUHbHkLsATssoEHRMRqgpMNMHayK', 'width': 1080}]",ChIJreHoGVOcOy4RrsLnJSC51bM,4.5,"['lodging', 'point_of_interest', 'establishment']",1587,-3.0356087,104.7912025
"Jl. Prabumulih, Pulau Semambu, Kecamatan Indralaya Utara, Kabupaten Ogan Ilir, Sumatera Selatan 30862, Indonesia",Ilaya Hotel,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112000073485342039431"">A Google User</a>'], 'photo_reference': 'AUGGfZm7sSIyfLOBLOvLwkrfhaIsoCRfrJa3wAQ9i1Oqk7hgNngNE3czRp-oHnhabEi8faP7vZCu0BuLzNJRKLFZwVGeKbCcSQsJCVlgGFxB_tMg_UD3cvXRxgi3ga_4ZcivKgiMUg3s2BbsN10I9Kt_xDFj3BMoEGXQJU667ETpZgakSXku', 'width': 4000}]",ChIJSbK5Qr-XOy4R0K_fxQTsJcY,4.3,"['lodging', 'point_of_interest', 'establishment']",284,-3.1759047,104.6830739
"Jl. H. M. Yusuf Singedekane, Jua Jua, Kec. Kayu Agung, Kabupaten Ogan Komering Ilir, Sumatera Selatan 30867, Indonesia",Hotel sentosa,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116037702640639403247"">A Google User</a>'], 'photo_reference': 'AUGGfZlMl6uUhvUfN2Wh_FaKmURju-n3rvH3qS4wJdzBjwzbg3EVxTcj5mX4NFMPsGH8Eo1wpklwmokEdXmMhu3wkXRAXcrvJ63nuhCBcLxYxU0zosXJos9TvBprwRtksla4IOLgHXc5HseLWDtQen2LctCnX5E4B0cAfT11rfgvc9piZWKB', 'width': 1280}]",ChIJRa9xsxDvOy4Rw9UirEJdluM,4.5,"['lodging', 'point_of_interest', 'establishment']",152,-3.4002843,104.8275606
"Jl. Indralaya Raya, KAYU AGUNG, Kec. Indralaya, Kabupaten Ogan Ilir, Sumatera Selatan, Indonesia",Hotel WISMA INDRALAYA,"[{'height': 2356, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115184051001918908531"">A Google User</a>'], 'photo_reference': 'AUGGfZlW9Bem0V7JTUKz8m40Nz4c_6ihZFRrNwAJN2vzOod3s1UbuLeN7eoAGYSYHLkm2CRjYSclWueQB3wSiPy5co2vln5ppMmoX0-EziKAE0_uZ8dggqVrh9DzYKScIQmybTR7tuJh8PGq5HuMdxiJPpgBXko5aqkkMHdAU0MmHGiCDZmW', 'width': 4192}]",ChIJ-1IHT3C9Oy4R_wgoXfUCRRw,4.4,"['lodging', 'point_of_interest', 'establishment']",139,-3.2145158,104.6555796
"Jl. Sultan M. Mansyur No.7, Bukit Lama, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30136, Indonesia",Salatin Hotel Palembang,"[{'height': 1736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105760755966625212183"">A Google User</a>'], 'photo_reference': 'AUGGfZlDz4_SawE9Ukb5BENM2_kAxDq1hKB2zmifHDNas5pON3ZQcI-jkvVVREORU14tCBb2hVwq0b9JzlFUTdE3VmNLeDsPt_UwAlNBq5RGAJQo2Bwqk9SmHWwIy1LhpreKIYbUxVpitMteUMg5n0IhadB1iE-VqzROQE_ptUIkhocrpfA1', 'width': 2160}]",ChIJ1RjyOBueOy4R1jnjBlnoAog,4.7,"['lodging', 'point_of_interest', 'establishment']",25,-2.9999991,104.7313443
"Hotel Bina Darma, 9/10 Ulu, Seberang Ulu I, Palembang City, South Sumatra 30111, Indonesia",Hotel Bina Darma Palembang,"[{'height': 864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100362480681941527472"">A Google User</a>'], 'photo_reference': 'AUGGfZkdRjh7U1OJE9t_jwsNr64pkzFT2ms9VDD2uAKpg07RO-zl97yoers04H0FR8SiLgZhaTvo-VuAkVwbHiNY7JskAugiGCoz-ZDBaHbiieJfFy9pRzfH3SD0VfADWXtkBZqfKxcuKXS_XalFuIbdVuOgz6ypbXDX8YQB-h1XRRcSOVLn', 'width': 1152}]",ChIJ0-l4QNx3Oy4Rf8bYSSxhzAc,4.3,"['lodging', 'point_of_interest', 'establishment']",437,-2.997658,104.7727545
"Tanjung Lubuk, Indralaya Selatan, Ogan Ilir Regency, South Sumatra 30671, Indonesia",SPOT ON 92263 Penginapan Puncak Bobosan,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116289987540416763721"">ahmad sobirin</a>'], 'photo_reference': 'AUGGfZmPL0jlGDkhPZy8lzDBXE6kocLjzlq0t5vatcD-AYu9nIPmjB90LiUE1qxVRdRuoyZ0QFXkcVX22O0jrqA-1Sf2xqTn7z2T3G1IOxdbD1sRqhJmzE67D04Iwqp8WUrCZO2o1rc4FhX2kFBFE2CMPSMnBOHIE8RO8q8Mh6Q0xikmGguC', 'width': 1920}]",ChIJN_-cNNqVOy4ROfRTLmcq1IA,4.6,"['lodging', 'point_of_interest', 'establishment']",10,-3.294186,104.6818232
"MQ3P+WF9, Pinang River, Sungai Pinang, Ogan Ilir Regency, South Sumatra 30661, Indonesia",Hotel 21 Sungai Pinang,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103555322880844958725"">Tokyo Ghoul</a>'], 'photo_reference': 'AUGGfZnBn1LcgRnWSAzKcv6z7t4YV8_JMD7fkNuujtuDKVP3Kz87WTppPosRbIgY-m-bC45ms4G3uxv_8lxWP0dFxBVN3S3h9LrBQO4kuutGVk4vVXfTpC8MS0h28HTgY5q4X78P-JXbm3o5luWdz32cWHOfGk3EB_N8X7jYK8hEXdhYfN5h', 'width': 4160}]",ChIJrRjs5PfsOy4R3cUR5J9H334,3.5,"['lodging', 'point_of_interest', 'establishment']",130,-3.3452002,104.7863072
"Jl. Letnan Mukhtar Saleh No.42, Cintaraja, Kec. Kayu Agung, Kabupaten Ogan Komering Ilir, Sumatera Selatan 30614, Indonesia",Hotel Dinasti dan Restauran,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110555795682253881437"">Hotel Dinasti</a>'], 'photo_reference': 'AUGGfZlpdDDgu6y0y3xlclwkzjghzSMfEbeoxVs-oUASHweSTCo9tLQkBwdJJSjSRDm8wnU_qCJeNTXI8kjoo8iu4akxpOE0VAAT8yVw3A1HsEZPB2pxDVgqtA9Ejaeho4zsxFVrwmNc07QgTpv-JAzaSByMAVjpkPoOzVrvoiq48GtiGRqu', 'width': 2448}]",ChIJgV8tvA7uOy4RN8wYfJd5_n4,4.0,"['cafe', 'lodging', 'food', 'point_of_interest', 'establishment']",376,-3.3900384,104.8285862
