formatted_address,geometry,name,place_id,rating,types,user_ratings_total,photos
"9H52+M5F, Adean, Banggai Tengah, Banggai Laut, Central Sulawesi 94891, Indonesia","{'location': {'lat': -1.6408137, 'lng': 123.5504076}, 'viewport': {'northeast': {'lat': -1.640122570107278, 'lng': 123.5523058798927}, 'southwest': {'lat': -1.642822229892722, 'lng': 123.5496062201073}}}",Hotel Banggai,ChIJwW7LxrgPgy0RVA88wAUhQOA,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,
"8HFC+6QR, Jl. Matanga, Matanga, Kec. Banggai Sel., Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia","{'location': {'lat': -1.6769002, 'lng': 123.5718932}, 'viewport': {'northeast': {'lat': -1.675579070107278, 'lng': 123.5733231298927}, 'southwest': {'lat': -1.678278729892722, 'lng': 123.5706234701073}}}",Taad,ChIJh-PaCwIRgy0RVnc5WSTh1Jw,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113398329613972900447"">A Google User</a>'], 'photo_reference': 'AUGGfZnTbhsRec5Zd5pfN0G1IozUKwAxzfwXv_6TsicYngzj_XhSzA70-NrSVhXCMapd6y4D0Gw7jCLw67kTe3roeCUVvjDGLwyld5ntiHxkVPmTmwkHE57wUomK5n6p9FzDFmqZYDLrS-CPpbGF5XXu9SDM2CoGGJiSS_Siy1wDXTE3gVFY', 'width': 4000}]"
"Jl. Jenderal Sudirman No.33, Lompio, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia","{'location': {'lat': -1.590554, 'lng': 123.4997765}, 'viewport': {'northeast': {'lat': -1.589221220107278, 'lng': 123.5012166298927}, 'southwest': {'lat': -1.591920879892722, 'lng': 123.4985169701073}}}",HOTEL BANGGAI,ChIJbdTBsZcNgy0RXgTxC2MMbZI,4.5,"['lodging', 'point_of_interest', 'establishment']",101.0,"[{'height': 3999, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115970551493624814516"">A Google User</a>'], 'photo_reference': 'AUGGfZnTPd5hUXPaItfC5QcFUwnTGrKYPV61rWICI96IUJOlW-4GPsn4yNpgOS-i7Gw1SF9eF357xvgUCrKjv_FyLullzmnrvhDl8pgc3Qi-4n-UblTyg5vtVnHnVdrNGlkPTwOQzN_uJliEbXncwQZxETDo-t5zA8kDscCPmgAUaIuEtYe-', 'width': 2992}]"
"9GC7+C3Q, Jl. Jogugu Sopia, Lampa, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia","{'location': {'lat': -1.6289028, 'lng': 123.5127754}, 'viewport': {'northeast': {'lat': -1.627518820107278, 'lng': 123.5141848298928}, 'southwest': {'lat': -1.630218479892722, 'lng': 123.5114851701073}}}",home stay citra,ChIJf4CFrJ4Ngy0RTaqvdz2VKDs,4.8,"['lodging', 'point_of_interest', 'establishment']",4.0,"[{'height': 1175, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103645745674323509981"">yasawi ahmad</a>'], 'photo_reference': 'AUGGfZmqVWMegGqsktIHAh1hln7aqI6maqGQu_3LQn2qCBgjJEM_FvrRSaTxk5Gl-t_loPm2s53uNovqrjXOk99wEc4ukGhqSp7wAkrszu7wyf6r7bkzdptPl_ngHkkLDhHCKmjn2FGNzON9WjhwB8W7dchx1uPpwlBPWM6SZCrO6UkDmAPZ', 'width': 1080}]"
"CF8X+45R Jl. Cumi-cumi Kelurahan, Dodung, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia","{'location': {'lat': -1.5846409, 'lng': 123.4978778}, 'viewport': {'northeast': {'lat': -1.583355270107278, 'lng': 123.4991355298927}, 'southwest': {'lat': -1.586054929892722, 'lng': 123.4964358701072}}}",Nadela Hotel,ChIJpTIxvTcLgy0Rb44FaMzlA30,4.5,"['lodging', 'point_of_interest', 'establishment']",11.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105979582066236445405"">A Google User</a>'], 'photo_reference': 'AUGGfZmmwgYliPPSyv-wHQ2dzXM05KUYlIalMWAzho6HzJgT-1aoJMCE-1_fiuSVla1uPfcYP0wGFizD7XUbu8Ko0ynXYBtT-r-fUZqS4QyTWuhNKpTfotiKXcSFNxSeoCRD-2oRQyFgbbemM2M3o2q4ZaIaLNB8d4G6BClC5S8Vn8ZLMiQz', 'width': 3000}]"
"Jl. Jogugu Zakaria No.17, Lampa, Banggai, Banggai Laut, Central Sulawesi 94891, Indonesia","{'location': {'lat': -1.6116888, 'lng': 123.5000873}, 'viewport': {'northeast': {'lat': -1.610340570107278, 'lng': 123.5014023798927}, 'southwest': {'lat': -1.613040229892722, 'lng': 123.4987027201073}}}",Kost Triple_A,ChIJd_J-p4wNgy0Ru7ihQ5t9jQ8,5.0,"['lodging', 'point_of_interest', 'establishment']",2.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115906999987821387210"">Rian Pramana</a>'], 'photo_reference': 'AUGGfZlWMcfdQl5F4GGI0xWjLlV-o7hz3c0Wvdtvncg5AzCTJYSkzr2S-9KdU4Y3Mp8WtNL26OjxsrRWuJPCR8aswUzV-YtHGmVVd6UWS7VxWVrueB932IlpRinW32kNqBSbBcaGcn0t-qfWOzeNAnQt-pdctNye3Mry6bNmCsAU8U170fAK', 'width': 4000}]"
"Lampa, Banggai, Banggai Laut, Central Sulawesi, Indonesia","{'location': {'lat': -1.6071146, 'lng': 123.5017386}, 'viewport': {'northeast': {'lat': -1.605752720107278, 'lng': 123.5029629798927}, 'southwest': {'lat': -1.608452379892722, 'lng': 123.5002633201073}}}",Kost 78 part II,ChIJVanD5kwNgy0R29gW18c9eyM,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110399156683333181825"">A Google User</a>'], 'photo_reference': 'AUGGfZl9DyuZejjWAo9GXXN2lsQllKEMl4cuZzFIpV7KWeEeSF6L76z4WM9--il48O1C7C_db2oqh3uU4_zSwX84cZvRfsS4cKLK1u3z7LJKTx8HcK0dyp5TZ2LtnTKfALOc0fDP-7Zm3QyhJS2BjILKXPWHanJHMIXz0D72ft3MHQQBs1Xk', 'width': 3000}]"
"9FQX+8FX, Lampa, Banggai, Banggai Islands Regency, Central Sulawesi 94891, Indonesia","{'location': {'lat': -1.6116495, 'lng': 123.4987456}, 'viewport': {'northeast': {'lat': -1.610347870107278, 'lng': 123.5000994298927}, 'southwest': {'lat': -1.613047529892722, 'lng': 123.4973997701073}}}",Pondok Ndalem,ChIJGyr-wx4Ngy0R40BjeCrYhAg,5.0,"['lodging', 'point_of_interest', 'establishment']",3.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112557137496630393485"">A Google User</a>'], 'photo_reference': 'AUGGfZkA4fQP-gzBABUnxHjGDbkiQDzCBIIszB9xjE7-vCwBoey71Gxvh8P0nl72qMjBjgXnA4c25dT_80mB9Lk2p498B-xrwVyDycSVcn2G_WvYW5QRYjyowadshqbEefAQiLBHo4RXw9NCyGNz7QA_0pn8T2kRunu1AGCiAR74w6zBkx8C', 'width': 1920}]"
"Bobolon, Lampa, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia","{'location': {'lat': -1.6049829, 'lng': 123.497805}, 'viewport': {'northeast': {'lat': -1.603706970107278, 'lng': 123.4989969798927}, 'southwest': {'lat': -1.606406629892722, 'lng': 123.4962973201073}}}",Bobolon CARABELLA Hotel,ChIJIZq4anANgy0RbJMUeglNAPs,4.3,"['lodging', 'point_of_interest', 'establishment']",83.0,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112235101696508145732"">Rahmad Sandi</a>'], 'photo_reference': 'AUGGfZk8vQgYtqN_qaHrHkbC6qimtJUSOIWfV9xKyA1i26lUOkCr_QaEmcLuHOuARrS3N-7UcZhpkMHIsFgYpLhW1thURyoiZ4dKDc1w_8CKUqk6-AiD0ppzj3Qj-8ZLp5n-OgP0-SEZn83JORXSpXhOPqRue7qeCZ6qGJsREMGIBoxgN4GC', 'width': 4144}]"
"Komplek Lamo, Lampa, Kec. Banggai, Kab. Banggai Laut, Sulawesi Tengah 94891, Indonesia","{'location': {'lat': -1.6039526, 'lng': 123.497983}, 'viewport': {'northeast': {'lat': -1.602508120107278, 'lng': 123.4993107298927}, 'southwest': {'lat': -1.605207779892722, 'lng': 123.4966110701072}}}",Kos RANNU LEWA,ChIJv9NzDwANgy0R5ZVGFOhC8IE,5.0,"['lodging', 'point_of_interest', 'establishment']",1.0,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111902354957594202708"">A Google User</a>'], 'photo_reference': 'AUGGfZkz2Lf5jtT9k4jAmorC-g0HcPT7rl7y61mTN_sQWwzrtKJs3Jc39lvnda68FN7qKKuEwyQGe8bPbacmQ2KoaUQO5fnoMPiDaA25rEzmxuoREAaH-kp8m1rPNmerVcIT9IJJqes6eDbxewqstgrC9Dmd2UihdBWEZmz47ZvQtg9SJo4X', 'width': 720}]"
