formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jl. Raya Lintas Utama Sumatera Kali Bening No.9, Candi MAS, Kec. Abung Sel., Kabupaten Lampung Utara, Lampung 34513, Indonesia","{'location': {'lat': -4.856728200000001, 'lng': 104.9251903}, 'viewport': {'northeast': {'lat': -4.855222170107278, 'lng': 104.9266274298927}, 'southwest': {'lat': -4.857921829892722, 'lng': 104.9239277701073}}}",Hotel Graha Wisata,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114977755214873753573"">Hotel Graha Wisata</a>'], 'photo_reference': 'AUGGfZn-slX_6U9sBDgkRph1WYm6gEstpW2114T0LAls1J1qml7_QP66UHGGMLCB4am3Q_2_rfs50fFjP3Ky7oXL60fUxO3lLQw94pEKm1JULAZxJwbsGBRLxPIDw3_jhJ4FicDKfDsRzMbTMyhvx8l0sfB9i9oN1nyC9FipA9-ZhU_8sdKB', 'width': 2048}]",ChIJAZuoEZupOC4Ru6PXAZWT_30,4.0,"['lodging', 'point_of_interest', 'establishment']",514
"Jl. Alamsyah Ratu Prawiranegara No. 1, Kotabumi, Klp. Tujuh, Kec. Kotabumi Sel., Kabupaten Lampung Utara, Lampung 34514, Indonesia","{'location': {'lat': -4.8391215, 'lng': 104.9008754}, 'viewport': {'northeast': {'lat': -4.837716870107278, 'lng': 104.9021554798927}, 'southwest': {'lat': -4.840416529892722, 'lng': 104.8994558201073}}}",Hotel Duta,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100151332954722084746"">Rijanto Trie</a>'], 'photo_reference': 'AUGGfZka_CjcElM-tX9rXd0j1rQrA27hpABCYjESlV0scGOJYnbFAAtXy6pwG2gkbyCi43ibDLAnEcJjmZs3-Ns7huzsK_j5lDjYADRPwYabbvCrEr43r3wwkTFxJB5wX2B0jSaBF2BK70_VodVgXM8aSB6O4c20DQBqXqw8sBZZE0ruoe2P', 'width': 1920}]",ChIJuyE42RqpOC4RhbnTWhp1lCE,3.9,"['lodging', 'point_of_interest', 'establishment']",987
"Jl. Jend. Sudirman No.13, Kota Gapura, Kec. Kotabumi, Kabupaten Lampung Utara, Lampung 28811, Indonesia","{'location': {'lat': -4.8331234, 'lng': 104.8953396}, 'viewport': {'northeast': {'lat': -4.831872920107278, 'lng': 104.8966442298927}, 'southwest': {'lat': -4.834572579892722, 'lng': 104.8939445701073}}}",Hotel Srikandi,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102569964492758840008"">A Google User</a>'], 'photo_reference': 'AUGGfZle7nxT7yWcStH9w9reV6zbwc4iTjlA3nlrGLdeGDq2FSNKvAM7iMOfWyeA_HHtNcywYHis3BleDgjOJsxcqLhPEXBP5vke7t3hThKQAr307xOlJ6AN98TcofIkmm17_oU65hNk74JgQZ8qZo0bsYo-AQfXNFKyEjUNmUFkTTjGBVoY', 'width': 4624}]",ChIJC8j6ZN6oOC4RvxPWOfFGmr8,3.9,"['lodging', 'point_of_interest', 'establishment']",473
"Jl. Alamsyah RPN No.25, Klp. Tujuh, Kec. Kotabumi, Kabupaten Lampung Utara, Lampung 34511, Indonesia","{'location': {'lat': -4.8432743, 'lng': 104.9047456}, 'viewport': {'northeast': {'lat': -4.841881220107278, 'lng': 104.9061485798927}, 'southwest': {'lat': -4.844580879892722, 'lng': 104.9034489201073}}}",Hotel Cahaya,"[{'height': 3360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101220097674080679624"">ikung forumproperti</a>'], 'photo_reference': 'AUGGfZlAuANSWmdPtqtXfGMEaVFuwYoyyLrLgiYnLCPjuvyV_laB0QMACzLo_B4YAPjZ3-QD_Tw_aZXzwNU8DuOwBtJCYUJNN2nAQLXBkWfSJEcXOF5Wu5BxpwFf2ASvejbeVIK7503HRTAm53AekkA1uMiK0ObBv77uSYo_FXkqo2klvVdN', 'width': 4480}]",ChIJ99yqnNuoOC4RatWe1NHXqM8,3.4,"['lodging', 'point_of_interest', 'establishment']",240
"34512, Jalan Pahlawan, Kotabumi, Lampung Utara, Lampung Sumatera, 34511, Lampung 35213, Indonesia","{'location': {'lat': -4.828884299999999, 'lng': 104.8861164}, 'viewport': {'northeast': {'lat': -4.827656420107278, 'lng': 104.8874641798927}, 'southwest': {'lat': -4.830356079892722, 'lng': 104.8847645201073}}}",OYO 93902 Guest House Pahlawan Syariah,,ChIJA7G9XQ2pOC4R9cxwah7JXQU,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"Jl. Proklamator Raya, Bandar Jaya Tim., Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34163, Indonesia","{'location': {'lat': -4.9407576, 'lng': 105.2120608}, 'viewport': {'northeast': {'lat': -4.939221720107278, 'lng': 105.2135456298927}, 'southwest': {'lat': -4.941921379892722, 'lng': 105.2108459701073}}}",BBC Hotel Lampung - Bandar Jaya,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100613386988416726654"">A Google User</a>'], 'photo_reference': 'AUGGfZlaJP60Nk88ASXykMnY_26lSxB5aYcNvhMxXfLtZ6aKe--20RXxSXfbkkz8JTOEV-j6oOY01Hc7WNuR_SMWeivld87hjRa-534Y0peaXqRw84-0w2me9szWE4_a6yEyJDOqfj_rkvOIYq1JVrUe77WNwLnHrEadSLqEuvLliltcr8Vd', 'width': 1280}]",ChIJr2seOpmoQC4RKwmvsGBlirk,4.3,"['lodging', 'point_of_interest', 'establishment']",2032
"Jl. Proklamator Raya No.1, Bandar Jaya Bar., Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34163, Indonesia","{'location': {'lat': -4.9393642, 'lng': 105.2138567}, 'viewport': {'northeast': {'lat': -4.937988070107277, 'lng': 105.2148543798927}, 'southwest': {'lat': -4.940687729892721, 'lng': 105.2121547201073}}}",Hotel Wisata,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111341642439313578329"">A Google User</a>'], 'photo_reference': 'AUGGfZljQwNXshU543Ca2WHoulrQE4VhB9OqlZdrTJYyo4f15miiQ2V8gwQ-nGNQFFI2jx7yjvfEmG2WSMNbDtGi_ebv8Z57sRORrOIsLirEOdnY3ZWA2nCvNSL47HkNdp13TUqFHxOIaCj3qtpHKM-AvagcT1Yc_dUdDJG5R3X-rdE1CSFw', 'width': 3264}]",ChIJlQlivqGoQC4RuXuJ1JW-u_4,4.3,"['lodging', 'point_of_interest', 'establishment']",680
"6, Jl. Garuda, Lampung, Lampung, Sumatera Selatan 34163, Indonesia","{'location': {'lat': -4.9400714, 'lng': 105.212274}, 'viewport': {'northeast': {'lat': -4.938691620107278, 'lng': 105.2134938298927}, 'southwest': {'lat': -4.941391279892722, 'lng': 105.2107941701073}}}",OYO 1456 Hotel Garuda,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105785377435856659074"">A Google User</a>'], 'photo_reference': 'AUGGfZkIsDPwELBTE756Tk0k-oiS49IvkR7x-0HKw9pGomHD9SLxhCXFxTkitH2tKjAezuQUomleiHzwhtYcAbCWbU4-qYPjf7YzYmzlp8ZBaK1Y0_jW9-GJVyrWplCwsimeuYRs0BbzmugMnK7lVFtKQZtxlvBVgw8lxdnyNw2N9pnPBCc', 'width': 640}]",ChIJIdjrFZmoQC4RDY_RYYV7-0Q,3.0,"['lodging', 'point_of_interest', 'establishment']",216
"Jl. Proklamator No. 184 Bandar Jaya Timur, Bandar Jaya Bar., Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34163, Indonesia","{'location': {'lat': -4.9429225, 'lng': 105.2143217}, 'viewport': {'northeast': {'lat': -4.941583570107278, 'lng': 105.2156753298927}, 'southwest': {'lat': -4.944283229892722, 'lng': 105.2129756701073}}}",Hotel Lee,"[{'height': 3492, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107981554613101322436"">Jumari Haryadi Ir.</a>'], 'photo_reference': 'AUGGfZmlu6N83wjLm95igWVahp6AkqKgBamntv7ENLb9lTK-9iHqY1RMZ78FlgLF1RV-HU9PVjDBdCP5sjxsPYgCrUvCw36iDlenvkOjHBy1L_P3X9iqQeUGEnRU-reKDx9mxl-iFsKiSMnUUOX9GTyTGGkVUiTistvNe3JKaBXddGVeS5Zx', 'width': 4656}]",ChIJxRROSZ-oQC4R9hVBtMtbkI8,3.6,"['lodging', 'point_of_interest', 'establishment']",260
"Jl.Negara Yukum Jaya Bandar Jaya KM.65 Utara Bandar Lampung, Yukum Jaya, Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34163, Indonesia","{'location': {'lat': -4.9090356, 'lng': 105.2113562}, 'viewport': {'northeast': {'lat': -4.907703570107278, 'lng': 105.2127066298927}, 'southwest': {'lat': -4.910403229892722, 'lng': 105.2100069701073}}}",Hotel Mandarin Yukum Bandar Jaya,"[{'height': 2186, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115853556786184736446"">Hotel Mandarin Lampung Tengah</a>'], 'photo_reference': 'AUGGfZncgRIvwteH6gA9wCiq8ganrftx4yDzNM4MU4ROk1KAXwrqMdOOTIqcXBkHVysUlxQjtN145zxndaX8mtgvkZCiMd4qkI17bs0Zd9xKemarxsWUlbAjv_Couc-ftaFkNr40odDBqbvW5qC_bOuuTaCbLtqp0pIeKXUip0-AJe-qgQ_H', 'width': 4581}]",ChIJzS4xmnGoQC4RQhKK4Fz55FU,3.7,"['lodging', 'point_of_interest', 'establishment']",329
