formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jl. Raya Gisting, Banjarmanis, Kec. Gisting, Kabupaten Tanggamus, Lampung, Indonesia","{'location': {'lat': -5.4150317, 'lng': 104.7404886}, 'viewport': {'northeast': {'lat': -5.413643470107278, 'lng': 104.7418184798927}, 'southwest': {'lat': -5.416343129892722, 'lng': 104.7391188201073}}}",Urbanview Hotel Syariah Ratu Kuring Gisting by RedDoorz,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100703436107471112711"">Trio Adi</a>'], 'photo_reference': 'AUGGfZlq7PDrkPSm-cK5iZLQ_IRF7YcIaraDAe40-o5qLeVT4h0rHk_9V9sQGxMAUzs-LsTp2gn4jXTx_GGYrP5-6kkFn3ZGPyxxtOC5mG7rXcq-hLtPEjIhrx0l9cxY57FMYfTT1l3w_iSRLimH7MyODMBZjMqdkuLuCLr5LAmMf6s-v_x9', 'width': 3000}]",ChIJ7Q45Of0jRy4RzfxKJ-YPVAk,4.0,"['lodging', 'point_of_interest', 'establishment']",70
"JL. Raya Gisting Bawah Blok 1, Campang, Pringsewu, Kabupaten Tanggamus, Lampung 35371, Indonesia","{'location': {'lat': -5.4235584, 'lng': 104.7308062}, 'viewport': {'northeast': {'lat': -5.422191870107278, 'lng': 104.7321362298927}, 'southwest': {'lat': -5.424891529892722, 'lng': 104.7294365701073}}}",Gisting Hotel,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113783878548146100157"">Ricki alifiya</a>'], 'photo_reference': 'AUGGfZkmHm2rii01fjR8KjSTEw-NleLlmMGiaj1C9Z8EYFed4KKCRUisj1JMD1QiMobhRqpYzci3dHLZ-25GNuUxA4kJPc5WvM7ZMpwbAEScLTSwcgtgFngRaFCGRoUDDnraP_oJVAEytBJglZSp2mNo3P82Mm6ZWwOQNKNUlldH_w_I8Sdb', 'width': 1920}]",ChIJ6ePOyJojRy4RpeYUgri9TYc,3.7,"['lodging', 'point_of_interest', 'establishment']",209
"JQJH+Q77, Jl. Kota Agung - Balimbing No.22, Banding Agung, Kec. Talang Padang, Kabupaten Tanggamus, Lampung 35377, Indonesia","{'location': {'lat': -5.3731319, 'lng': 104.7779076}, 'viewport': {'northeast': {'lat': -5.371770870107278, 'lng': 104.7792037298927}, 'southwest': {'lat': -5.374470529892722, 'lng': 104.7765040701073}}}",RedDoorz Syariah @ Pudja Kesuma Lampung,,ChIJdZJzffU7Ry4RlBrfHBud_H0,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"GFWV+9JC, Bandar Sukabumi, Bandar Negeri Semuong, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.4531948, 'lng': 104.4943325}, 'viewport': {'northeast': {'lat': -5.451827620107278, 'lng': 104.4956928798927}, 'southwest': {'lat': -5.454527279892722, 'lng': 104.4929932201073}}}",Rumah Alimuddin Home's,,ChIJuTdsGWIbRy4RcmQJNzg2bXg,5.0,"['lodging', 'point_of_interest', 'establishment']",2
"HC3V+QC7, Sido Mulyo, Semaka, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.4455554, 'lng': 104.4436297}, 'viewport': {'northeast': {'lat': -5.444212220107278, 'lng': 104.4449709798927}, 'southwest': {'lat': -5.446911879892722, 'lng': 104.4422713201073}}}",Kuprit,,ChIJvXu5SAAFRy4RLKJqUvk6UPg,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"GG94+GW8, Jl. Raya Banjar Negara, Banjar Negoro, Wonosobo, Kabupaten Tanggamus, Lampung 35386, Indonesia","{'location': {'lat': -5.4812748, 'lng': 104.5074024}, 'viewport': {'northeast': {'lat': -5.479900920107278, 'lng': 104.5088043298927}, 'southwest': {'lat': -5.482600579892722, 'lng': 104.5061046701073}}}",Rumah adit alvin,,ChIJ9bqpIAAdRy4Rr7rrDFhl8Fc,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"GG53+W7P, Kanoman, Semaka, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.4901723, 'lng': 104.503192}, 'viewport': {'northeast': {'lat': -5.488852970107279, 'lng': 104.5045733798927}, 'southwest': {'lat': -5.491552629892722, 'lng': 104.5018737201073}}}",Rumah Bustami,,ChIJFbO2Ez8dRy4Rnwo6-cVgFCw,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"QFGJ+FG, Ulu Semong, Ulubelu, Tanggamus Regency, Lampung, Indonesia","{'location': {'lat': -5.2238456, 'lng': 104.4813266}, 'viewport': {'northeast': {'lat': -5.222593770107278, 'lng': 104.4826803798927}, 'southwest': {'lat': -5.225293429892722, 'lng': 104.4799807201073}}}",Hotel,,ChIJLXqGacYTRy4RmO5qbXY_Pog,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"FGW6+79F, Sido Dadi, Semaka, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.5043, 'lng': 104.5106366}, 'viewport': {'northeast': {'lat': -5.502994620107278, 'lng': 104.5121144798927}, 'southwest': {'lat': -5.505694279892722, 'lng': 104.5094148201073}}}",Relaksasi,,ChIJo-9_EgAdRy4RmDhTGD5iQ60,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"V94M+P5X, Sumber Alam, Air Hitam, West Lampung Regency, Lampung 34884, Indonesia","{'location': {'lat': -5.143126, 'lng': 104.3829777}, 'viewport': {'northeast': {'lat': -5.141776170107278, 'lng': 104.3843275298927}, 'southwest': {'lat': -5.144475829892722, 'lng': 104.3816278701073}}}",Lek nor keple,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112357037055194181905"">hasim cis Cah Kene Wae</a>'], 'photo_reference': 'AUGGfZnQxuivNTGSSLWthlwpT9K5Icw2sxONYuU8QSYaGCsxPETSgOsWAI0uCuzly_4p48n_kXmHjK_1Wrh_RXYrlMPcXgahEdQ5hUBhDqqW8c2xBNXDuDibgE7KcpQewZ_G0iuNhk5_bHQZxUp-9MaYrR9Raniql5pY5oddxKbQU7DPbshA', 'width': 1600}]",ChIJf_nNVBlxRy4R5pETqR6exNU,5.0,"['lodging', 'point_of_interest', 'establishment']",1
"GJ4C+JP3, Kuripan, Kota Agung, Tanggamus Regency, Lampung 35384, Indonesia","{'location': {'lat': -5.493500099999999, 'lng': 104.6218232}, 'viewport': {'northeast': {'lat': -5.492162920107278, 'lng': 104.6232101298927}, 'southwest': {'lat': -5.494862579892722, 'lng': 104.6205104701073}}}",Hotel Ks Samudra,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116153060058922479835"">Muzhoffar Busyro</a>'], 'photo_reference': 'AUGGfZkpvZdqJTLD-MJrZo3omUvdciPo44aHC9JG7hQ7O_qWWDbrEF1xklG0f_6Oayq-QtESzaEf0bEmQButKzo2Xui3THt8Mwam2-a2c08MR0cyJc2uFChSPw5eHBPMY_fewntUprZsQdIU8batn9A0eevNbQS28-BCMLHbUHTe9SxG1_LF', 'width': 1920}]",ChIJG5FVwhofRy4RATiBu30AE-Q,4.0,"['lodging', 'point_of_interest', 'establishment']",33
"Jl. Kota Agung - Bengkunat, Negeri Agung, Kec. Bandar Negeri Semuong, Kabupaten Tanggamus, Lampung 35386, Indonesia","{'location': {'lat': -5.4578528, 'lng': 104.4981285}, 'viewport': {'northeast': {'lat': -5.456502970107278, 'lng': 104.4994783298927}, 'southwest': {'lat': -5.459202629892721, 'lng': 104.4967786701073}}}",Pekon kuta dalom,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116171183525318522433"">A Google User</a>'], 'photo_reference': 'AUGGfZkxxpEPVYXhGOUuAXKMjAo1soZGmMxWKZ-YdFoTH9FQ08WnGC-SRV3phNf-6kcWjoXugeT116jShxcDXshFnmosPRch9DUFLtrFgDZyit5K8QvUvewSENLW9km-K9IpoAF80ZCO_HMp1GGH6M_axvUpCjckxs-30f9KoMVjsRa5_A59', 'width': 3120}]",ChIJF_nRsZMbRy4R1VSi0HUFvNk,3.0,"['lodging', 'point_of_interest', 'establishment']",2
"QF8M+C36, Sinar Banten, Ulubelu, Tanggamus Regency, Lampung, Indonesia","{'location': {'lat': -5.2339714, 'lng': 104.4826449}, 'viewport': {'northeast': {'lat': -5.232922370107278, 'lng': 104.4837771298927}, 'southwest': {'lat': -5.235622029892722, 'lng': 104.4810774701073}}}",Hotel,,ChIJLazyzfwTRy4RYDgvY5gLZKg,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"FF3Q+8VC, margomulyo, Kec. Semaka, Kabupaten Tanggamus, Lampung 35386, Indonesia","{'location': {'lat': -5.5467233, 'lng': 104.4888705}, 'viewport': {'northeast': {'lat': -5.545425870107278, 'lng': 104.4902472298927}, 'southwest': {'lat': -5.548125529892721, 'lng': 104.4875475701073}}}",Hotel,,ChIJHcJxKCsdRy4RbYjYNSJ4okA,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"GJ3C+36X, Baros, Kota Agung, Tanggamus Regency, Lampung, Indonesia","{'location': {'lat': -5.4972701, 'lng': 104.6206277}, 'viewport': {'northeast': {'lat': -5.495945620107277, 'lng': 104.6220702798927}, 'southwest': {'lat': -5.498645279892721, 'lng': 104.6193706201073}}}",Hotel KS,,ChIJqTLrVQQfRy4RuMKGIGx6JHU,3.7,"['lodging', 'point_of_interest', 'establishment']",3
"FF3Q+8VC, margomulyo, Kec. Semaka, Kabupaten Tanggamus, Lampung 35386, Indonesia","{'location': {'lat': -5.5467002, 'lng': 104.4889502}, 'viewport': {'northeast': {'lat': -5.545415220107277, 'lng': 104.4903247798927}, 'southwest': {'lat': -5.548114879892721, 'lng': 104.4876251201073}}}",Hotel green VIP,,ChIJweD79kIdRy4RqhWaKfjwVWw,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"GJ53+GW9, Batu City, Kota Agung, Tanggamus Regency, Lampung, Indonesia","{'location': {'lat': -5.4912244, 'lng': 104.6048622}, 'viewport': {'northeast': {'lat': -5.489958420107278, 'lng': 104.6066511798927}, 'southwest': {'lat': -5.492658079892721, 'lng': 104.6039515201073}}}",Rmh Maria Manurung,,ChIJKRipfsofRy4RU2MsIGzkY_k,0.0,"['lodging', 'point_of_interest', 'establishment']",0
"Q7VP+4HJ, Unnamed Road, Gn. Ratu, Kec. Semaka, Kabupaten Tanggamus, Lampung 34872, Indonesia","{'location': {'lat': -5.2071504, 'lng': 104.2863798}, 'viewport': {'northeast': {'lat': -5.205847970107278, 'lng': 104.2876889298927}, 'southwest': {'lat': -5.208547629892721, 'lng': 104.2849892701073}}}",D2 Hotel,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110543596605852255908"">anisa putri</a>'], 'photo_reference': 'AUGGfZnq9zR9lsz-aS4iin4EBCW6gWkvtpJDkq2YIufoU4bKZ-huGvtr3UfGs7ZcLOD8xXrnhJTLTF84StiBcBqjytSnHZLxj23r9A-tY9KHLYw9rx9AMy2f8rLxFUoMoPhhVSTwg6nI2jBB3d5n_rOlYEtYJhGUHdRyfFC-Vm2QB7K1yFSU', 'width': 3264}]",ChIJT-NFOWd1Ry4RUc3WjptLFP0,4.8,"['lodging', 'point_of_interest', 'establishment']",9
