formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"Jl. Imam Bonjol No.46, Fandoi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia",Swiss-Belhotel Cendrawasih Biak,"[{'height': 1016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103832479120663996856"">A Google User</a>'], 'photo_reference': 'AUGGfZlPTtfUsv2mkqMs3K5thsbqXI8eoqd-llRQFy5nWWPMQeI3oa4h4u49biKh0ifTBhN7BOrZSS1hrNUZa8axtE49ZRAmB-zO-STBAcWcoO9EoObOnqzkM4AMjUwWqncljcRHRO6uZIKBjPzpYUeyAnM21nsaO4FiavalLWXnmc5siQ5U', 'width': 1400}]",ChIJU8NM7qiPA2gRH7ByKYlA3OA,4.8,"['lodging', 'point_of_interest', 'establishment']",970,-1.1801431,136.0821927
"Jl. M Yamin No.04, Mandala, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia",Asana Biak Papua,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104675987362649295103"">Asana Biak Papua</a>'], 'photo_reference': 'AUGGfZkdA6-C4vjHUdOIftuODYO1NaORgBY83OL7k_kKwPxn9C7TNRHMiFvu_kDeLNmTTHLu7Ww04hWE7r40GhVBo8ebvi-unKHcARbQDOI-xpWZytHq46mC_dGVKznJoWSCo7APqSmM_wjQuWpEJ4ARMwc35SQGtkxx6SZ2DTI4zhvWxNn_', 'width': 5760}]",ChIJ9SVibOWRA2gRo6TFFe0dMpQ,4.2,"['lodging', 'point_of_interest', 'establishment']",1068,-1.1918619,136.1049095
"R39H+HC6, Jl. Dahlia, Burokub, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia",HOMESTAY KARAWATU INN,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113419758498000451367"">Budi Handoko</a>'], 'photo_reference': 'AUGGfZkLEFmofYCEBIJFzuNyrCOmhMB8w4nHwdDg16PAWl1OCQVVzdSciv3IlfZRqdc7SQnVPPiJgx-j4XtbtvmLpIX3pcTJRQmq-MhrDDR0a1ov4z-FTM4QSjNynMm90dGyb5nOVxH0Is4BwlWOVhFNpKI8PpqKFBYphuVUxybJEfYsK6UG', 'width': 1920}]",ChIJJT3w07mPA2gRFc94w06GxKI,4.5,"['lodging', 'point_of_interest', 'establishment']",34,-1.1811125,136.0785985
"Jl. Imam Bonjol No.2, Fandoi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia",Arumbai Hotel,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103300279838167497138"">Nur Safudin</a>'], 'photo_reference': 'AUGGfZkEtmi2eJnMEnSP1fN9iark1g4sWnSlkRfaqTmGLnHFXhiAk0YitijokCfffHm0O8LzonFMGc981CZz1-yfeoHoUYBuwFWOjnjKD1dlJ-_KsIPV8LpQU11w4QjuOlg41b1_UGUxThIjwCKTir6h1im3ycR3sr9C6nOkfBR7s_ShpDgx', 'width': 3456}]",ChIJGWScv7GPA2gRQxN3OlTf8ZI,3.6,"['lodging', 'point_of_interest', 'establishment']",223,-1.1831962,136.0817419
"Jl. Imam Bonjol, Fandoi, Biak, Kabupaten Biak Numfor, Papua 98112, Indonesia",Hotel Basana Inn,"[{'height': 306, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109243037963948212148"">Hotel Basana Inn</a>'], 'photo_reference': 'AUGGfZnfV6Am5-W-gXO5rPEq317ytQLtfXt4FVuylQa37Kww-lqBZwVsc8cgtz-cDgsoRYGlILuMAqtIotCcw1jbjdHB8q_G36gdPbWvGmI3ZPO5YNX3yYrLgGlWgYaGZVI_UcQjNM0jN5klWL1hglt8994LcU344tJc0nJppt4RSJuUhzfi', 'width': 408}]",ChIJpZAmALOPA2gR6auiiyP_CBs,3.7,"['lodging', 'point_of_interest', 'establishment']",269,-1.1811297,136.0825355
"Jl. Jend. Ahmad Yani No.23, Mandala, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia",Hotel Mapia,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100005721618757523934"">Iwan Lulu</a>'], 'photo_reference': 'AUGGfZmLZv3bFD-qd9AEUuUzqoke9JJexrwOvhRliwqBjHK7QMy3zVRu1IJVIDftXJIcDsmQMKxLjnPdVxYm7Q-uL2SJs5gWcbWCnv4zWRRDkryOFH-jL34q6JstfUx9DuAK4UyAI7fiUu2uNb1vd3h9XvrnOBAG0qBDbT34ftCz1umlhOnI', 'width': 3264}]",ChIJNTb61q-PA2gRIHHNAgLk9hU,3.7,"['lodging', 'point_of_interest', 'establishment']",193,-1.1848375,136.0856602
"R36V+MW8, Mandala, Biak Kota, Biak Numfor Regency, Papua 98111, Indonesia",Agung Hotel,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107037768488631099901"">Muhammad Isa</a>'], 'photo_reference': 'AUGGfZmcDAh6Fjvf-eGxhoIu_FZWPHAcc4JSIsmL619XGQI2V39tUDIQHrxku2GieqDm_eUmmVuc91YfYqWdDBaS9k-4EbXdYz-NxwJLy9QfLKRK0Aps8pnlSOXWcN9KUY860ysEnvDEOiEJyADfqUscVmvMgvkwJAz7mCR9FiUaFseQNYHR', 'width': 1920}]",ChIJYQiNLAiPA2gRYXpM8-O01DA,4.2,"['lodging', 'point_of_interest', 'establishment']",390,-1.1883238,136.0947758
"R3G3+QH, Jalan Sorido No.26, Samau, Biak Kota, Biak Numfor Regency, Papua 98115, Indonesia",Nirmala Beach Resort Biak,"[{'height': 541, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114430450008174402025"">A Google User</a>'], 'photo_reference': 'AUGGfZmZW0STgj8FVoSBW9BIEA5G01MdWDxav_f-7YiUZVmofT3ig4Zw49fAjPp4vZcLonMPmnK2IMbsrR1uBwJ8ej7kzAbyVy3QZpA8mDxS1x3R7noZRIq0wXNYIMYTsL27LMMZfjyNS6R8sqPpftBXYomCkKIIlxJZ9BCctjuX1PVtWKBO', 'width': 960}]",ChIJkzGyHxmRA2gR752O8MCemLU,4.3,"['lodging', 'point_of_interest', 'establishment']",67,-1.173556,136.0525649
"Jl. Wolter Monginsidi No.7, Fandoi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia",Intsia Beach Hotel,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108048372770443159069"">A Google User</a>'], 'photo_reference': 'AUGGfZljLFxAWAhvfXYuPdX-QvJWeZQRSvJe7eUGnG2h1FMk1LedmspOxNzrwsn8DqWweOLWYUt2wW5TPdzjgZCH4RypblrjOFfNtZ_b6xXxr7flf2O40bDMn9X-ESp2FGRU4Fd_QPe41BLih-Z0mURp3uEJ39ypmABm9OcCZppRYDImvHb6', 'width': 4160}]",ChIJw7yTWrCPA2gRRPVhCJO3TlY,4.0,"['lodging', 'point_of_interest', 'establishment']",129,-1.1862109,136.0837677
"Jl. Selat Madura No.13, Fandoi, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111, Indonesia",Nirmala Hotel,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111073755336648276620"">johny bebena</a>'], 'photo_reference': 'AUGGfZmCziJdQ2yTPHRGDI2bbcCJtUbx4EQqZAPgfMohK7uCSOwJnJce1Taeczr98d2Bx2YTkfWSmH7Z5gBsZkRPDFcvtomwsKK0cykrSp7Cr4ncaaSv5wP7PN15fcqEdnQzm7fK8w9QOPPbVnJsquJvB2LSwYzLZ6DzTO6HO2iIo5uTlBhi', 'width': 4032}]",ChIJEYSx9LGPA2gRvW4ATAowpx8,3.8,"['lodging', 'point_of_interest', 'establishment']",208,-1.1831936,136.083578
