formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"Bahodopi, Morowali Regency, Central Sulawesi 94974, Indonesia",HOTEL MALEO,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118086008797859943899"">A Google User</a>'], 'photo_reference': 'AUGGfZnWF0od1G7XfhMdGkVWHjwA7W6qfE5_vUHqkgXg-hdyLcBXVOILjsc1yLnlpvFlhRdFgE6_6mvnYxTx2h-2JVLaK7g4mbxjiY_A7kHwLXDXI-F9sCiOdd6YNmt3wgAxj3j7AJLw99B7C-wVVb0zDXObGxtFhBjqHAUugCz11A5VRRA5', 'width': 4032}]",ChIJ2UJoMVNFmi0RAP7HT5ItbS4,4.4,"['lodging', 'point_of_interest', 'establishment']",55.0,-2.7992461,122.1183043
"Fatufia, Bahodopi, Morowali Regency, Central Sulawesi, Indonesia",Tsingshan Wisma IMIP,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114404969174261716795"">A Google User</a>'], 'photo_reference': 'AUGGfZmQANOfyA6sm3RKmkjynOtzZ3Zhp6Sh7aWHnFSi1ffuwpz_57HuOpv5UWQndOYMcE-LfOoRgiDXgC3pAsl6XccZtNFmdMgvdozIPEIhNn0F_X6Nw5Xv9hUI6dJqINQB8ByOiedAjqJGaEXiOa3jWDNEUXqwMythn06RMK_4QF0Q43mT', 'width': 4160}]",ChIJxzsOQ_FFmi0RZgIj2BF9anw,4.3,"['lodging', 'point_of_interest', 'establishment']",338.0,-2.8155126,122.1683456
"644F+P2M, Bahodopi, Morowali Regency, Central Sulawesi 94974, Indonesia",Raisa HomeStay,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112576828927204917689"">Rover Manaba</a>'], 'photo_reference': 'AUGGfZlyrN6OskERr6oIzqdBCmznAgGn-IXpPz6enjUp2R7Pto0wXVBAi4rgp2n4-cSX_druYRRBjvMZqErbbLcqjf03acZQktifin9dXgEfZfOqHZMgXEcKK67-QuUp0xWCWVfv_S9YU22R04h3L_TSPKND-an1gjln5WxzOBryqPXB6fag', 'width': 4624}]",ChIJP7OnVylFmi0Rn3M1M9lQkBA,4.9,"['lodging', 'point_of_interest', 'establishment']",18.0,-2.7935421,122.1227826
"Kompleks Perkantoran Fonuasingko, Bente, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973, Indonesia",Hotel Metro Bungku,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106117436021345496276"">Teguh Wahyudi</a>'], 'photo_reference': 'AUGGfZkcD5eyhkoRW03eZJGmwuA8AguGGy_ukX6vsKFdYBckFwsEzyqdS6Rw1zmQHugwK-SXeNzySoKlUhQsJIc5rtHQaQn4UDrbQTVBhZKPYOwgGW8mFMET5e9JE8cCCIoxpcjPQp6drhSOyY9gGd9krGmLXWvRsJHd-YoLuj8obRolUxKQ', 'width': 4000}]",ChIJUyFe-m-Smi0RZ_L_opjUoN0,4.2,"['lodging', 'point_of_interest', 'establishment']",669.0,-2.4846329,121.935459
"Jl. Trans Sulawesi, Bahomotefe, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973, Indonesia",Jalin Resort,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116127096118119793365"">Junianto Bhronextz</a>'], 'photo_reference': 'AUGGfZnMS5pL_UPiDUrVzbjMMBSVoYOV_-R1qSxqYqLBBXKqXoN3qrpgayGnDXmjnMg_UpaEoqjGDrCkbJJS2EdtMTfk9eysPFwPFday9trBQB73Z2aQdI4AgDut398soLmwjJzLIKSVZzbDfTQMkFFbiwi5sSDmk4rlv2fXP4Za0kH5KTsD', 'width': 4096}]",ChIJg1ETg5ddmi0RdetTsI_tyCU,3.9,"['lodging', 'point_of_interest', 'establishment']",190.0,-2.7206994,122.0129803
"Bahomotefe, Bungku Timur, Morowali Regency, Central Sulawesi 94973, Indonesia",SBY Resort (Hotel Morowali),"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117619542190228944905"">A Google User</a>'], 'photo_reference': 'AUGGfZkgPbMqb78wpbPDF2uUtgGLtV5BshTfo-nAILdD65GmFe2j_5BfwQWQHYf7n9md3UXVyzRuvwjNBybfH8pm4xuVMWOTfora2HmNNuUfa-hhan1nMsjU8BG_Pc_URn7zEySMKQuLbO35UT4shtm5kmztvaqInWy7sxXseDzOkn3WOGKF', 'width': 6240}]",ChIJK-iUCJhdmi0RRgjXWr8Sr3U,4.4,"['lodging', 'point_of_interest', 'establishment']",108.0,-2.7213414,122.0155348
"Bahodopi, Morowali Regency, Central Sulawesi 94974, Indonesia",PENGINAPAN QEYLA,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100916831815515190701"">A Google User</a>'], 'photo_reference': 'AUGGfZn0MFUaFMs6cIviKJw-3CWotWZGJ7dfpRBIvEl7qN9mOSACLa5-s5XX8hEH6372tPOGNS_U3vN8_vzHXMjmF7lvUvsMnyVL5Yx18C66CF1W7OyNCLMTfYj8E-XfL6XZVDfPTa2zX8N1_lwl5HC0M5nMJx23yjEaeqJMVVAerfX2ZpQs', 'width': 3264}]",ChIJIbvnkkVFmi0RA-cNjgBK5sw,5.0,"['lodging', 'point_of_interest', 'establishment']",20.0,-2.7958289,122.1134102
"Jalan Ring Rood Pantai, Bahomohoni, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973, Indonesia",La'Tanete Beach Hotel,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101061256738453695779"">A Google User</a>'], 'photo_reference': 'AUGGfZlCVHjWjjNCba_Q-E8Vh-hlXYphqyO9VSOkt5H03xBIMYbYMs0pSs-bpkxJ_5M_Fi0d19i9OXWaeKIegQS91179ufmvT_SIqdC6jcPInC-vaPLdlz_gD3fkMiOTZJuyG9fDGEiROx3po3tSPgeD7jx8Ar5QXiQxuPvvv3N4ImY7qkcL', 'width': 4000}]",ChIJnTtcVEKSmi0R0-o7JkVT-Iw,4.3,"['lodging', 'point_of_interest', 'establishment']",217.0,-2.4746875,121.9328125
"72R4+QCQ, Jl. Trans Sulawesi, Bahomoahi, Kec. Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah 94973, Indonesia",SBY RESORT,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104913413372806060378"">A Google User</a>'], 'photo_reference': 'AUGGfZnCjQei5EuQRgF7af8MY5xnZXoSKh2zJIQ59Yzo4Hd7xKy5jmhQYn7KxIWNDccKz0eewCtWPLTCEme90pTri0eBawOKbjnkjb555TYxRwVToSvoKh6Tn5WBbWW6Bu9jhG2H5cFfioVMLk__aVLRxp3AOo7Sti7OdXmaCalhwYyFD5vD', 'width': 1080}]",ChIJHSQin2Rdmi0R_z2NtyBxkxg,4.0,"['lodging', 'point_of_interest', 'establishment']",4.0,-2.7080463,122.006097
"QPMC+JMF, Jl. Trans Sulawesi, Bahonsuai, Kec. Bumi Raya, Kabupaten Morowali, Sulawesi Tengah, Indonesia",Hotel,,ChIJ9e1gfqOvmi0RpUdRP7z8lEI,3.3,"['lodging', 'point_of_interest', 'establishment']",3.0,-2.2159445,121.7216764
