formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng
"Jl. Jend Sudirman No. 51, Biringere, Sinjai, Kabupaten Sinjai, Sulawesi Selatan 92613, Indonesia",Hotel Grand Rofina,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107103848096719497824"">moja Kasim</a>'], 'photo_reference': 'AUGGfZnUekuh2i1aT29DjS3HXQ0X8XHT2O4GQlH8bGsPhOgPyFLTPt_-pj_o8TDhgpsg8_jT9G1HLdqbLNd_oVXSKaxfg_GDC0PR1rWQDI5r6qY2qhzNrFusNdJmBtFYSpOPLKUx47ZvT7uFMx54k6gHYhImfdOCmt874WN3M9ZhmL2Nh7hn', 'width': 4000}]",ChIJA2O3RuAlvC0R96JQX1QMhxw,3.7,"['lodging', 'point_of_interest', 'establishment']",447,-5.129957699999999,120.2496319
"Jl. Petta Ponggawae, Sangianseri, Kec. Sinjai Sel., Kabupaten Sinjai, Sulawesi Selatan 92615, Indonesia",Hotel Luxury Sinjai,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107103848096719497824"">moja Kasim</a>'], 'photo_reference': 'AUGGfZlj1PiY88YcB8xbx52Z_qPEnEmXJD5BVlo5KlOLD8Sol_4lXmmgVQQlVbu9StsEeS0g16QCA2pRtaJZq_JN_GH9SkCvxgoENV-3dS-ZmU12wH24V8RtOg_k11GI92jqK3M55k8S7YHv3fIH_-NoIVQ1Tn7CD3WDkNleQOuMxcqmCby1', 'width': 4000}]",ChIJrxzk3OUlvC0RS-3hqq8Kmqw,4.4,"['lodging', 'point_of_interest', 'establishment']",76,-5.1080368,120.2517849
"Jl. Petta Ponggawae No.27, Bongki, Kec. Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92612, Indonesia",RAIHAN HOTEL SINJAI,"[{'height': 2796, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118372536551132153192"">A Google User</a>'], 'photo_reference': 'AUGGfZn869KbF5zboDDRVzbB76x-24UvECtfYSRIr4MJ2NL3yF-iTCg-lQKDpX0VLlkJPb3Ow782x57KdQUXui_pnVXMJ6PTfBrrvSbeXDh9emkc7sd1PYwQPa-Ht6jlvJ6p-YaDy66nY_xA2WFsDusFXAzXD4-UmEWRT0UH9VR8GxGDGAQ', 'width': 1290}]",ChIJ-5Fb64slvC0R5sIvWkuIt3M,4.1,"['lodging', 'point_of_interest', 'establishment']",42,-5.108230900000001,120.2518558
"Jl. K.H. Agussalim No.38, Balangnipa, Kec. Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92614, Indonesia",OYO 92337 Wisma Arwini Syariah,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108560045641904596472"">A Google User</a>'], 'photo_reference': 'AUGGfZnrdUAJbuqvpwHsGWk1z4MrsCDF5XqoRpOtcAZjQoq_qF6eIz424MHHqJSZndw-5fyPV75uupgICO1gCK_8VuHXo0uqkneCsxdRnHcSwMNxEKLFZvwofirbQRQiU81TBmA5XPr_O140Tzl-XwsizsVHj5RJT2V7kEN8mwdjoogzZOtO', 'width': 640}]",ChIJ8bs6JdwlvC0RDFilHsqlr1E,4.4,"['lodging', 'point_of_interest', 'establishment']",161,-5.1209869,120.2577396
"Jl. Bulu Bicara, Bongki, Kec. Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92615, Indonesia",Wisma Tenrisannae,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111864609876941153635"">A Google User</a>'], 'photo_reference': 'AUGGfZmkZt2W-mL5nYcN_CXvuVsMbDgIOBReJDbHvSCFU7u_FdOokOj7nbEdCRf2yo0-rQdH4K2HGaZkHa7rZIc1Y8N-L5KplU5ca3CZw0H8dsGB18oViT6iohFfjt3s1oLDvE42F43G95KcrLBm3S7NdHh-ruJibQ1nspTJLWJYYVilfZGh', 'width': 2296}]",ChIJVwjwR-AlvC0Rv7Iii3DnIpQ,4.0,"['lodging', 'point_of_interest', 'establishment']",66,-5.1165553,120.2527116
"Jl. Gn. Lompo Battang, Balangnipa, Makasar, Kabupaten Sinjai, Sulawesi Selatan 92612, Indonesia",Hotel Srikandi Sinjai Syariah RedPartner,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108186121046444111073"">muslimin chimink</a>'], 'photo_reference': 'AUGGfZnsxqKh6pR3pQAQ_USosqoS7j5YNUoIqFur0oldrqHMRFbgFGt5R-T6FeppMp7t4JzSxGRgxmYEZJJ8H72lPwAsgA_Wc62MQ384LyNIg3stq3lyC60xfvvK2xAgQvkItxRx-ZA7-rmZGLO0oLkC8HlED_pHsskaE2iaAHKRvV8S3_mN', 'width': 4640}]",ChIJD3-V2eAlvC0RWhbV2QW51bg,4.0,"['lodging', 'point_of_interest', 'establishment']",148,-5.1160305,120.2562729
"Unnamed Road, Balangnipa, Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan 92614, Indonesia",Homestay Putri Kembar Sinjai,,ChIJl_w0ZeklvC0Rv26FJYsNdJI,4.3,"['lodging', 'point_of_interest', 'establishment']",4,-5.245386,120.1659521
"Jl. Sulaiman Dg. Jarung, Malino, Kec. Tinggimoncong, Kabupaten Gowa, Sulawesi Selatan 92178, Indonesia",Double Nine Hotel,"[{'height': 1504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117755866703412943599"">A Google User</a>'], 'photo_reference': 'AUGGfZndWgk1tlyEULmE-NSMZ_0Ehg2HcV1Aei7dMzt2hclPlgaRYSwbrG4q-i9iGcvPF9xu46wGzOiOl6wJn6a89NeD75O9qh-RmvJjXpCy5X3pbd6ib7I6sM5PNH-klHkZ_CdjvTtOYZxMCEBdKbgyIqvvkCrta3L8s5Wz6PeHRHoIeC12', 'width': 3264}]",ChIJTWhtt22Vvi0RKIRZGFtVKso,4.7,"['lodging', 'point_of_interest', 'establishment']",18,-5.2515459,119.8559436
"Bulutana, Tinggimoncong, Gowa Regency, South Sulawesi 92174, Indonesia",Rumah Kurcaci D'Sawah,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106748683252316404301"">A Google User</a>'], 'photo_reference': 'AUGGfZnzH9ygFSJBZUpQjNMcf6mkILerKVMX_Vlt9XU-dumT-g8fX-2YPG5dWMc9Y8fdNOaIrQOHv2OAKFOJNHHhti0XcrwBUcxxv3PzKnZu16xPKGrey9Byp_oP6ef3f2FgyPIV0RU33bJQ0EL_EP0NgcHPHSURem704Ls5QcyY-LOEWo_t', 'width': 4000}]",ChIJ26eFMgm_vi0Ro9RXErbIS5I,4.5,"['lodging', 'point_of_interest', 'establishment']",878,-5.2722707,119.8535039
"Pattapang, Tinggimoncong, Gowa Regency, South Sulawesi 92171, Indonesia",Malino Highlands,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103690053453983125222"">A Google User</a>'], 'photo_reference': 'AUGGfZmc7bDczqDTKoxl-obhXIJVGimSo5Fh8kAl1ciwLxsseCKMnvMEKwS2grTskcGnbrxiVoq11K7jWOIw5GBmCQBQi4aFfk-CEXCj9Wd2L13d1jETJk5X5FCj9L0YBDRY1cUtLqr7RXqWVuBNniXWkAchEURhKdotDUIpSa9Ut-iWMv6D', 'width': 3024}]",ChIJq6qqqj6Wvi0RN94047LvmYg,4.5,"['zoo', 'cafe', 'park', 'food', 'lodging', 'point_of_interest', 'establishment']",2639,-5.2439481,119.9034238
