formatted_address,geometry,name,place_id,rating,types,user_ratings_total,photos
"Q42X+G9F, Jl. Desa Pengabuan, Pengabuan, Abab, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31315, Indonesia","{'location': {'lat': -3.2486789, 'lng': 104.1484217}, 'viewport': {'northeast': {'lat': -3.247319120107278, 'lng': 104.1497383798927}, 'southwest': {'lat': -3.250018779892722, 'lng': 104.1470387201073}}}",Home,ChIJXVrsb8pJOi4RgUt7stuB9hY,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
"M4W4+PJ2, Jl. Koptu Jumadi, Raja, Tanah Abang, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31314, Indonesia","{'location': {'lat': -3.3032442, 'lng': 104.106511}, 'viewport': {'northeast': {'lat': -3.301372649999999, 'lng': 104.1072607298927}, 'southwest': {'lat': -3.30885885, 'lng': 104.1045610701073}}}",iYan sange,ChIJR6iQuE1JOi4R5jjZOuEfhuk,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
"W269+PHG, Dusun 4, Tempirai Utara, Kec. Penukal Utara, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31315, Indonesia","{'location': {'lat': -3.0885262, 'lng': 104.019066}, 'viewport': {'northeast': {'lat': -3.087177720107277, 'lng': 104.0204177798927}, 'southwest': {'lat': -3.089877379892722, 'lng': 104.0177181201073}}}",RUMAH ARDIMAN CIKMIT,ChIJ20wt5JVbOi4R6f9WVg7XLMY,0.0,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107607191964697834604"">A Google User</a>'], 'photo_reference': 'AUGGfZm1ghqymCeu5WCiczhzdIaY7_XyfDjrmF8ZYEEQIrBJl96wcDNx1R9BOH4ensKY8DI4G9XsbwccBS9bZzWKeDOMVvOxBErR219ciEkIvUynhQJV3MIy8CK3OcrRMLN3WbBsKPS0hfUO0OkdO03A2TVYpGvm7VYud8REdwqoD2pOqL65', 'width': 1920}]"
"North Tempirai, North Penukal, Kabupaten Muara Enim, South Sumatra 31315, Indonesia","{'location': {'lat': -3.089584, 'lng': 104.0188533}, 'viewport': {'northeast': {'lat': -3.088146220107278, 'lng': 104.0200548798927}, 'southwest': {'lat': -3.090845879892723, 'lng': 104.0173552201073}}}",tempat yuyun sayputra,ChIJEytgZVlbOi4RTbin5QyPkXI,5.0,"['lodging', 'point_of_interest', 'establishment']",1,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107684427354251355828"">yuyun sayputra</a>'], 'photo_reference': 'AUGGfZnw4ZoxLfPP46tDgQBCx_catVPsKHW7H5GoffJf9VWAhTi9w5g4pP6oPtbSnYK3QWaGUedVCUx3Nbr_uWb--1ufXuuG2OYAnO5NRJbh5yfZFMNI0fzR2qQbJ37iOj85YPDKrUAz5dmVFonaFf1224ujPUU6P4hNEBD_UMo0CVs24jCW', 'width': 1040}]"
"M475+HR3, Muara Sungai, Tanah Abang, Penukal Abab Lematang Ilir Regency, South Sumatra 31314, Indonesia","{'location': {'lat': -3.336121, 'lng': 104.1095397}, 'viewport': {'northeast': {'lat': -3.334736720107278, 'lng': 104.1108584298927}, 'southwest': {'lat': -3.337436379892722, 'lng': 104.1081587701073}}}",HDR BROTHER,ChIJmSnYOYQ3Oi4RtzDl_ZKweQo,5.0,"['lodging', 'point_of_interest', 'establishment']",1,
"MWJ7+6QC, Handayani Mulya, Talang Ubi, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3194374, 'lng': 103.914399}, 'viewport': {'northeast': {'lat': -3.318107120107278, 'lng': 103.9157478798927}, 'southwest': {'lat': -3.320806779892722, 'lng': 103.9130482201073}}}",Hotel bil,ChIJmehoewBrOi4RtIo0fa3xb3w,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
"Jl. Jenderal Sudirman, Talang Ubi Tim., Kec. Talang Ubi, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31211, Indonesia","{'location': {'lat': -3.2770403, 'lng': 103.8307132}, 'viewport': {'northeast': {'lat': -3.275672720107278, 'lng': 103.8321037798927}, 'southwest': {'lat': -3.278372379892723, 'lng': 103.8294041201073}}}",Grand Charlee Hotel,ChIJhXyzeYNrOi4R_6UDvYN_lsk,4.0,"['lodging', 'point_of_interest', 'establishment']",331,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106156814950682610129"">Muhamad Lasmani</a>'], 'photo_reference': 'AUGGfZkXO-a0o-mzfrkVy3iURorVSROEXnQk6d_FAp3Ao7ojq-2hAm6yRA2b_v1RKUp18fVHN2PtxH0sDrvxbiXi6dUrDNBtPXzlchkcjd3ob_ymaRLBzmw1Nvw-DolefMTVk5n-cEO6JOFAqZJXeL8NHbFJYvJX0QDWNPuYaLfx-c06SVcR', 'width': 4624}]"
"Handayani, Jl. Merdeka, Handayani Mulya, Kec. Talang Ubi, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31212, Indonesia","{'location': {'lat': -3.298092, 'lng': 103.853259}, 'viewport': {'northeast': {'lat': -3.296693470107277, 'lng': 103.8546405298927}, 'southwest': {'lat': -3.299393129892722, 'lng': 103.8519408701073}}}",Hotel Puriwara,ChIJJTMOo05rOi4R-g1gIQDjNCU,3.8,"['lodging', 'point_of_interest', 'establishment']",97,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101834467956922484627"">A Google User</a>'], 'photo_reference': 'AUGGfZm-Mz389bChtGmy_NkmJwBUQNF0YRrdmyNd0pGH6L3r11lh0OI0Zl5yKDBayeu16hecuXnBb905HOtZZzwlTeHRIV1WVjMrdrl1lxiAwsjKHaK7dtsyH5WR_1QA8IWQCiefkLCAhogpHThSPLKaC_dMiPHlysYxnIBWev6mzio1gmZK', 'width': 4128}]"
"PR5V+P9C, Jl. Merdeka, Petulai, Kec. Talang Ubi, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan 31314, Indonesia","{'location': {'lat': -3.290711, 'lng': 103.8433575}, 'viewport': {'northeast': {'lat': -3.289386370107278, 'lng': 103.8446512798927}, 'southwest': {'lat': -3.292086029892722, 'lng': 103.8419516201073}}}",Hotel Nurthania,ChIJnYUMonJrOi4RW3y7mHxYASY,3.7,"['lodging', 'point_of_interest', 'establishment']",163,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117177587338259162711"">yycrisspy4</a>'], 'photo_reference': 'AUGGfZnagoLnqoImA5qlNXPND9K0Q1wV1xzdHuiBYxpgOy6FUh9KXe_336WF2GodqiA2_IHLIJ0gXbuuAJzHlY91knof0twyH8XY-ZYqNUN13NLD-aMipcIkYVHYVOoEK6tviftNnOBcvKYOoSPyMau6Si4UJZLf4B9a3R1ArBnu2HNf18JL', 'width': 2252}]"
"30862, South Tebing Gerinting, Indralaya, South Sumatra, 30862, Indonesia","{'location': {'lat': -3.319438, 'lng': 103.914399}, 'viewport': {'northeast': {'lat': -3.318107120107278, 'lng': 103.9157478798927}, 'southwest': {'lat': -3.320806779892722, 'lng': 103.9130482201073}}}",SPOT ON 92309 Homestay Al Ittifaqiah,ChIJgVVVVVUVOi4R2ohfkb0zBzE,0.0,"['lodging', 'point_of_interest', 'establishment']",0,
"Jalan Raya Muara Enim, Cambai, Prabumulih City, South Sumatra 31141, Indonesia","{'location': {'lat': -3.3807474, 'lng': 104.2749401}, 'viewport': {'northeast': {'lat': -3.379373020107278, 'lng': 104.2763162798927}, 'southwest': {'lat': -3.382072679892723, 'lng': 104.2736166201073}}}",OYO Life 91027 Note Hotel Syariah,ChIJ4fcCohY1Oi4ReWG0fKp0ZAo,3.9,"['lodging', 'point_of_interest', 'establishment']",9,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108759580883810442164"">A Google User</a>'], 'photo_reference': 'AUGGfZma8oJlM24EtiN1aeqj4bBjt4_n5zcB6eCqihiKNO1vVxBxsxtzXY6EBpi6-maoY-JvXkXIClGWu_AEAw0MZvf_bZM7QR_ebt1DIkD6B15LKs6X1r_CNRgCGwcHFZMJLjnlc586J1YbplfMYU0szG5Nf2O5nRjnYiApicIOD8F3t7E4', 'width': 640}]"
