formatted_address,geometry,name,photos,place_id,rating,types,user_ratings_total
"Jl. Tano Kertasari, Tua Nanga, Kec. Poto Tano, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84454, Indonesia","{'location': {'lat': -8.6733431, 'lng': 116.767096}, 'viewport': {'northeast': {'lat': -8.669732000000002, 'lng': 116.7681440798927}, 'southwest': {'lat': -8.674555599999998, 'lng': 116.7654444201072}}}",Mocean Dive Resort,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111170572564705681071"">A Google User</a>'], 'photo_reference': 'AUGGfZnIMzrH4Xe8tq4dFSqUjvkhTBpWhUK1e_s4d80jL5FwDFBuGEDpqnin5Hi0HyVb9zOB-yz-fXpv9fMx3rWuq47pNfzaC4FhxP-dJ7pF17VliMV_AUBnxVqEq9eYP4AdnpAg0B0aEYHBTaTBODus3WbOPvV9cFqAKtXE0K1TwkSmR_4U', 'width': 6240}]",ChIJUeUsbf5DzC0RCrvrgS1bwIc,4.9,"['lodging', 'point_of_interest', 'establishment']",43
"Jl. Tano Kertasari, Labuan Kertasari, Kec. Taliwang, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84455, Indonesia","{'location': {'lat': -8.6916878, 'lng': 116.7774272}, 'viewport': {'northeast': {'lat': -8.690324820107278, 'lng': 116.7787449298927}, 'southwest': {'lat': -8.693024479892722, 'lng': 116.7760452701073}}}",Kertasari Lodge,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112017664246368385407"">A Google User</a>'], 'photo_reference': 'AUGGfZlbvi7-wypxGq99xcC3PAA_Uy4CXgebgzCo-tZmgs32d1qodRbYPHJ8VAK-if0b8tKVpZypPDnOfXurVvfn9PYe_ewIM0H2k73_VgycP-gZPwLbr2db72UW0KR09-smcZycYCSexxGXrUxnJleNDxZUjrMY_zjwsFfPwcLhCZT8GN72', 'width': 4032}]",ChIJJV_dfk1DzC0RzW6f9vThuYU,4.8,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']",111
"Desa Labuan Kertasari, Kec. Taliwang, Labuan Kertasari, Kec. Taliwang, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84355, Indonesia","{'location': {'lat': -8.697284, 'lng': 116.778061}, 'viewport': {'northeast': {'lat': -8.69593132010728, 'lng': 116.7794261798927}, 'southwest': {'lat': -8.698630979892723, 'lng': 116.7767265201073}}}",Whales & Waves. Beach Resort,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115080149875062813782"">A Google User</a>'], 'photo_reference': 'AUGGfZkoaF-2lGe9eLlT9N4U_oJWE9b49plF8B_EblGI9jmeDM_1n97sRrANY9D0YU5W9rRHln6mpHBOnOmGA-L-xvwju7oyFyI0hW3lAUsTe2cbKM72pxEwKPxoxTYV6ZmlYiMXHnzBsHbvaL21wfMl-NGVVY1Dis56n3Xk5fVIO-ClS1V4', 'width': 1080}]",ChIJ7ZUnAbdCzC0RGz_6bnD0Ivw,4.7,"['lodging', 'point_of_interest', 'establishment']",869
"Jelenga Bay, Beru, Kec. Jereweh, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84456, Indonesia","{'location': {'lat': -8.8601377, 'lng': 116.7639313}, 'viewport': {'northeast': {'lat': -8.85873247010728, 'lng': 116.7654218298927}, 'southwest': {'lat': -8.861432129892723, 'lng': 116.7627221701073}}}",MYAMO Beach Lodge,"[{'height': 2575, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107613119341329444032"">The Beach House</a>'], 'photo_reference': 'AUGGfZna7P1G2ZXNvlso3yDpfwifHJfPRzIX8LbSYYj3tYnMEYKyKvrLvDvRpN9WlisCvDQrVTSAdm5XpROm2wkuJ2AmwGT2O0_7RsurguFDx7esAFwA0Uk66Xq-ccNqhR9GFJ5i_fHfOf9QT2f-L1dK3Y-e-lfbMizKIEsD9Z-lht8_jN05', 'width': 3900}]",ChIJB8l8v4lfzC0RRwGOTyB6XuM,4.7,"['restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']",1048
"7V23+4CF, Kuang, Taliwang, West Sumbawa Regency, West Nusa Tenggara 84455, Indonesia","{'location': {'lat': -8.7496866, 'lng': 116.853559}, 'viewport': {'northeast': {'lat': -8.748339170107277, 'lng': 116.8550663298928}, 'southwest': {'lat': -8.751038829892721, 'lng': 116.8523666701073}}}",Grand Royal Hotel,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103373367953792047208"">Januar Ardi</a>'], 'photo_reference': 'AUGGfZnVCEOfp9OU0cS7g5WLxrzCguaSJAj30yMn5cl6ur7RmrNqsWlmQFjad0fLZEGa1vHahvPru-IsEUu-DaeewPnoRmt1--R675tfDPAYLhTedRFhZr4s6fRUCNnZJmumiJ1Ol6msQ_sksS5OFbXAZN-Hz5PA-xyNg-XDgbmfCR1bmHts', 'width': 3264}]",ChIJ-SnJsedmzC0RHYgOZ7xK5TU,3.1,"['lodging', 'point_of_interest', 'establishment']",214
"Beru, Jereweh, Beru, Kec. Jereweh, Kabupaten Sumbawa Barat, Nusa Tenggara Bar., Indonesia","{'location': {'lat': -8.8588781, 'lng': 116.7648221}, 'viewport': {'northeast': {'lat': -8.857492020107276, 'lng': 116.7663754798927}, 'southwest': {'lat': -8.86019167989272, 'lng': 116.7636758201073}}}",Scar Reef Resort,"[{'height': 1586, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111129157047754565417"">A Google User</a>'], 'photo_reference': 'AUGGfZnIEGZ1vB70v7j_fkb5KR1jtxOArOFp1x82o5DZtMt6yRmUCBvkBLMSKTI0jM7M-QXvdxSr3gWUJCdmOJ92wMCvbG-unC1H1Ku2Y_nvMSxNNUskcUY-zvXyOOWvDkbBmfldcPTeTquyUldz0gZg8PVuKA06cF08-BAq3xx6UQiLlvtk', 'width': 2378}]",ChIJkU7VeGL1zC0Rm7qpIpgRQYc,4.5,"['lodging', 'point_of_interest', 'establishment']",150
"Jl. Raya Sebubuk, Kuang, Kec. Taliwang, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84455, Indonesia","{'location': {'lat': -8.7566787, 'lng': 116.8485587}, 'viewport': {'northeast': {'lat': -8.75532297010728, 'lng': 116.8499207298927}, 'southwest': {'lat': -8.758022629892723, 'lng': 116.8472210701073}}}",Tazqila Homestay Taliwang Syariah RedPartner,"[{'height': 514, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115870144562295870322"">Ahdiat Amril</a>'], 'photo_reference': 'AUGGfZn8W839IcTuRt7Ml1IiqbqBnYNfFadVoh0IJhfLHizxcZ9DElxZnbuteDSQ3sbpimH6wvzde15QbgOPk18vPgo4Wn4_BLL4h5iqBA0z-HvdRGYuXyeKN0K8mGIQp5paN-AIJmCB7t1IBhmR7Gwu9ek26S8A_5DH2PKTZTGzwg3-vfGs', 'width': 695}]",ChIJ80vGg7xnzC0RcH3uBRQkINs,4.7,"['lodging', 'point_of_interest', 'establishment']",7
"4QQ9+V58, Beru, Taliwang, West Sumbawa Regency, West Nusa Tenggara 84456, Indonesia","{'location': {'lat': -8.8603125, 'lng': 116.7679375}, 'viewport': {'northeast': {'lat': -8.858839720107277, 'lng': 116.7693574298927}, 'southwest': {'lat': -8.86153937989272, 'lng': 116.7666577701073}}}",Aisyah Villa Sumbawa,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112597542864825219585"">A Google User</a>'], 'photo_reference': 'AUGGfZkhQcT_uL6xvtj2vY0KPR4pUAuFWREXa4lxcE9NxN9n-u_RraTW0NvrWDQn2kDDFnOEQsowSTK0HXw8jr-rCR2PmWojZarnd1B3pGtPoO0pv5KhNVw43XVrk3HfHIHY0ogszSzpsd0m3sjhpz-PhOS2SDck53k4ix_CHwTQMp-eiHZI', 'width': 960}]",ChIJDTGHxqf1zC0RtrUxuoiQxTE,5.0,"['point_of_interest', 'establishment']",6
"Jl. Raya Maluk No.88, Maluk, Kec. Maluk, Sumbawa, Nusa Tenggara Bar. 84310, Indonesia","{'location': {'lat': -8.9219852, 'lng': 116.7556059}, 'viewport': {'northeast': {'lat': -8.920683970107278, 'lng': 116.7568892298927}, 'southwest': {'lat': -8.923383629892722, 'lng': 116.7541895701073}}}",CONJIOO HOTEL SUMBAWA,"[{'height': 2222, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116601757010385663060"">A Google User</a>'], 'photo_reference': 'AUGGfZlWyBKAslRBo3X8w6VYER7MV10BFc6qhIxAF6_lVvpUoPIANXvbDGs3upsUZXxo6uXvnnNOMCEezwDOOHZMhg7wZnelWZ1BfR0dWIKmEjs-MpynMqPIx88UkS7GGg6UU3aI8v3yQAcjtSQ8vsFzOPCMKBSrTZq14CSU7bq390pjpGNm', 'width': 2140}]",ChIJxQyjCAj1zC0R41NhZXzH_O0,4.9,"['lodging', 'point_of_interest', 'establishment']",18
"7V52+4HG, Dalam, Taliwang, West Sumbawa Regency, West Nusa Tenggara 84455, Indonesia","{'location': {'lat': -8.742208, 'lng': 116.8514541}, 'viewport': {'northeast': {'lat': -8.740876470107278, 'lng': 116.8528005798927}, 'southwest': {'lat': -8.743576129892721, 'lng': 116.8501009201073}}}",Hotel Mawis,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118248091115957039432"">Shafa Aulia</a>'], 'photo_reference': 'AUGGfZnPAIqfMOLcYsN-Rt8IOcHxn1bcqd1LnFSaE3iHGvyI19bVLcLLqzu1iH1ZGYNI38PgX3VYbvlwAhZUG_cyifq-CIQbMXrxQvozEqSxfh5Ete90Vz_GW0cWzZTxpAGMMaNpmXi-BvJjH94JlQlKrHmzPAbZXq1EmUJF9C5qzI3NqiCB', 'width': 4000}]",ChIJpRjTy-RmzC0R2g1tS9LZZ8E,3.3,"['lodging', 'point_of_interest', 'establishment']",56
