formatted_address,name,place_id,types,photos,rating,user_ratings_total,lat,lng
"Jl.otonom burmeso, Danau Bira, Kec. Mamberamo Tengah, Kabupaten Mamberamo Raya, Papua 99116, Indonesia",Homestay and waroeng dadakan,ChIJz9NEpr7_EGgR5o5okavTq4I,"['restaurant', 'food', 'point_of_interest', 'establishment']","[{'height': 590, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111022101774417858761"">A Google User</a>'], 'photo_reference': 'AUGGfZlwz_A0oxLbc53GsSnFVVFEU1SmOugkBTJO1xjfib984nNl1gx9zjCEbWamXOJPivsPEoDhMYiGLhSIjHCpDTVhe2HTnFCbmZo52yeNm-9mE7lO0xFsMzlW7w89dkCKqcSo_M8BR7edbtCpKmwV8H2ZDOEN5uuMDCeyp-RgG-MaRrgM', 'width': 1280}]",5.0,2.0,-2.3312529,138.0268449
"Jl. Trans Burmeso, Danau Bira, Kec. Mamberamo Tengah, Birmeso, Papua, Indonesia",Warung Makan Maifendua,ChIJA0Rx3Mb_EGgRwiwlibtckCk,"['restaurant', 'food', 'point_of_interest', 'establishment']","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108450835573203237948"">A Google User</a>'], 'photo_reference': 'AUGGfZkyM2ZjADhDRREM5ImWoUSMg3ZmX14jYG3FPsUonJ8KuZMOXwuyVs4FapMKQALe97mFQ8eWohZek6rW1VsmwSDI7kOF953rCivToFTNI2NdbG9UD_AunTbj83jI5bmmho4woBab_WTHsV11SpkTJo5V-tc7Tvb1KaniweLy8nPIEixc', 'width': 1920}]",0.0,0.0,-2.3283506,138.0153284
"M299+HWG, Danau Bira, Mamberamo Tengah, Mamberamo Raya Regency, Papua, Indonesia",Warung Makan Barokah,ChIJvV49_RH_EGgRHiCLlBW_bRI,"['restaurant', 'food', 'point_of_interest', 'establishment']","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110028317538582536371"">Klaus Hany Yoka Sihono</a>'], 'photo_reference': 'AUGGfZlbH85lgTrCBmSzrRu1aG7-Fw_Zt0ux0vGEJSs2RoSv6PIZyq7k5Yt4B61BT4NRzkAX39uPm7M4aQ_jkxsDnctvwPnLN6ZteSeuUtjyQ0hzgKLNv62hMdmHGEHO7OEJJUa2RiWVbI3mkwEFURqQZH-Dv8_kDeealqJoZqTk3IID1HQ', 'width': 1920}]",1.0,1.0,-2.3309002,138.0214223
"GH83+H3V, Tamakuri, Indonesia",Domina mayani,ChIJySMo3R2PD2gRZPplR7IGBfw,"['lodging', 'point_of_interest', 'establishment']",,0.0,0.0,-1.4835249,137.5526566
"8F8H+R58, Karubaga, Tolikara Regency, Papua 99567, Indonesia",Penginapan Dewanti,ChIJSURl-AcZFmgRbX9SrG1PpLY,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112280007223036647032"">Wahyu Wijanarko</a>'], 'photo_reference': 'AUGGfZkS9GMizyq36X7r5Tb20lqxU5d3MmIqpd4FBCf8nf0M4LxN2DHzBAmwuedpjPNfolmorydcLeLoDSuIJAev5XTrSz5xbo8u3-ux7PtNh1nnyTtNdrzc-bLzCoRaOd-AYROLP4fr1MRM8vCJtS27s1gWnVPWEL_bPBpkC2qIA6dvT3Tn', 'width': 4160}]",3.5,6.0,-3.6829571,138.4779701
"8FF9+HJQ, Tabowanimbo, Nelawi, Tolikara Regency, Papua 99567, Indonesia",Hotel Tolikara,ChIJWTn8ZAgZFmgRlK5lsaPev5U,"['lodging', 'point_of_interest', 'establishment']","[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107342582346368614568"">derek klemen</a>'], 'photo_reference': 'AUGGfZllXuQHVgYkli0jBC1UZv3ueFENipEKrWZqYvMJx4VUEiVDhhLj-r-Mg-GbTeryBRTWcBXGC67tPJn1PErmXx7pPXISsVIX5c7nL8ly46yDQRx2LV6DJ-o4kzHPGzTvSe7K4M3bU1rhIKCJ1TIjumChXhGlFUHB9EB95lLqAdI4Y9lY', 'width': 3072}]",4.4,5.0,-3.676024199999999,138.4691113
"8F8C+PP2, Muara, Karubaga, Tolikara Regency, Papua 99567, Indonesia",Yunan Vs Karman,ChIJIVbq7iUZFmgR4LNpt_xmVaE,"['lodging', 'point_of_interest', 'establishment']","[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105209427877322149524"">Martinus Toyang Ada&#39;</a>'], 'photo_reference': 'AUGGfZn8J3HAUHKyH6X2zC7AX0yGOYIIctitRDnISTzHbz1c1as36TwJbu_8Eby7GlDuqbU4MYdmuq1gyJ4GmU9tPeWBk8rQYoZTbzFjF6MQoCWj2cUOwNkg1kRJw771gxyLPr6rt6Iqi_wS2FyrI8XkVlrY-L1mLpcpOMJ7dqLoprLWBZXS', 'width': 4608}]",4.0,4.0,-3.6831754,138.4717562
"8F47+68W, Unnamed Road, Ampera, Karubaga, Tolikara Regency, Papua 99567, Indonesia",Hotel Karubaga,ChIJrffpPG0ZFmgRi8nFxK_Kcac,"['lodging', 'point_of_interest', 'establishment']","[{'height': 478, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109834567301002510649"">Yabniel Jingga</a>'], 'photo_reference': 'AUGGfZm_pqN_EH_v0G-IqzSNO7bzQXtvgw8EEBBRO5LmaS-JR_eozErf7ugsZwa_xKpyS-6NG6ioR-4OEkgZisO9JMdDT55lVNr0T5B_btrKWOIiILV6GHdaIkSHc9kdbVyTlBNW-w6q4x_ol1WCj2RGg9pRNWAy1kTaUBRyfpez5pA4c0mV', 'width': 642}]",4.6,7.0,-3.694501,138.4633319
"QCFG+2FR, Batu Zaman, Waropen Bawah, Waropen Regency, Papua, Indonesia",HENA HOUSE,ChIJrwIkU453G2gR9rSr_csb6BM,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110033852818571294299"">A Google User</a>'], 'photo_reference': 'AUGGfZlDcD7kDpvcrwcuqX6L_kpJgl4bRT1MnMIhWJLwd1SGX8tHHx2bVr72UdpAhn5LR440BytstUDkHNM5TTNHrG0VJg-EJY7vG_LbQxFXkiqo0_uyEXtQmTIyEAKzQtn6x4mQhTQqSVYkwoOBaF46PgLAkBVDmx9uzInzLl1IlC0q8mkC', 'width': 1080}]",0.0,0.0,-2.2273791,136.4261486
"QCPV+QHW, Urei Faisei Dua, Urei Faisei, Waropen Regency, Papua 98261, Indonesia",HOTEL ELFANSO WIDURI,ChIJZ6Mb3n91G2gRkkx_eZ36sJE,"['lodging', 'point_of_interest', 'establishment']","[{'height': 1868, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111126442444339996614"">Agung Marey</a>'], 'photo_reference': 'AUGGfZm5aM2ZIZRqrmnhamIv3TjBek-GmFIETv_FdsVQaL7Xr8eZx4D7HzszR6yqAU8qNW2RgLfmsCCHWTY6qrZHLQ3cjCeRdOcNMlVv6j-aJT90DpUvj5nkdrG_SKCdLyfBYqUeNZiE6Ju9R37XbulqWQX8RjL3VX-XbPAuLKfSjDImtrgF', 'width': 4000}]",4.2,22.0,-2.2130203,136.4439228
