business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"RH8R+78Q, Kabola, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.184286199999999, 'lng': 124.5908605}, 'viewport': {'northeast': {'lat': -8.18291582010728, 'lng': 124.5921278798927}, 'southwest': {'lat': -8.185615479892723, 'lng': 124.5894282201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Maimol,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104051589598897202533"">Hery Arya</a>'], 'photo_reference': 'AUGGfZm4lxjR5nJkjJWDr5j7v4gwLkoioNBy5CV0_0cfqNLYHD6Q1j8gupwhBUirp9EnTqZ1ZpIz8-l_KACt1lmfyqiCK3J9OZi2BdH1_8o5wwEqwOEITKrDd6E1FuU_JBzByk73dn1Sp793Lcuf5zsB6C4QpRrWC1pWkOcANtyftGF2Af3S', 'width': 9248}]",ChIJyzEisrB_AC0R2Bz1EpIfnxA,4.9,ChIJyzEisrB_AC0R2Bz1EpIfnxA,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,https://www.google.com/maps/place/?q=place_id:ChIJyzEisrB_AC0R2Bz1EpIfnxA
OPERATIONAL,"RHRV+32C, Kabola, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.1598044, 'lng': 124.592505}, 'viewport': {'northeast': {'lat': -8.158365170107277, 'lng': 124.5934905298927}, 'southwest': {'lat': -8.161064829892721, 'lng': 124.5907908701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai palimol,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107965473745243906851"">Daud Ufi</a>'], 'photo_reference': 'AUGGfZlkd1ric2NLqyRxnUut3TQpFT_m4vreexCudHaUhXi3gl7wKFnL9ieCdM8NCSidRKDN4whOQ9jBzrabf2tK--dfU9UiqZZscPWh54UZ6pBKzf7fc9yY8CeFvHt3ZMq9TwfFnRKP-QlkvVG_mZLFlR3VMsGh8wmhABNk1kregkFwG46A', 'width': 1920}]",ChIJTdF7TEqBAC0RmPQt6GDXNVI,4.6,ChIJTdF7TEqBAC0RmPQt6GDXNVI,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,https://www.google.com/maps/place/?q=place_id:ChIJTdF7TEqBAC0RmPQt6GDXNVI
CLOSED_TEMPORARILY,"VHF9+MPW, Pante Deera, Kabola, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.1255122, 'lng': 124.5677941}, 'viewport': {'northeast': {'lat': -8.124410920107277, 'lng': 124.5691101298927}, 'southwest': {'lat': -8.127110579892722, 'lng': 124.5664104701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Laguna Kabola (Mr.F),,ChIJ2cCbyGaBAC0RmzykPqrwBOk,5.0,ChIJ2cCbyGaBAC0RmzykPqrwBOk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,,https://www.google.com/maps/place/?q=place_id:ChIJ2cCbyGaBAC0RmzykPqrwBOk
OPERATIONAL,"RHQV+446, Kabola, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.1622122, 'lng': 124.5927675}, 'viewport': {'northeast': {'lat': -8.161139870107277, 'lng': 124.5937752298927}, 'southwest': {'lat': -8.163839529892721, 'lng': 124.5910755701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Poliboo,"[{'height': 1504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115965147925129709956"">simon malimou</a>'], 'photo_reference': 'AUGGfZkGEMUkCfw72G_8tez4qt0dIRSEokI3G-I9_96z7Ffq9jv5RCy4Sxmd2w4QODqrKYAAcW12Fq_AeeCgZjb_O3yy0383oqmglpVnkPJgSM7IPaoSA1aILGJzN3X_nMBzjZNDZpq6MYYXb0caET1vXScdXCD8jOUtCsYPZHrRPOGQPkep', 'width': 3264}]",ChIJCdOPz5eBAC0R5rdeO-FIdC4,4.8,ChIJCdOPz5eBAC0R5rdeO-FIdC4,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJCdOPz5eBAC0R5rdeO-FIdC4
OPERATIONAL,"VJF3+C9Q, Kabola, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.1267158, 'lng': 124.6037461}, 'viewport': {'northeast': {'lat': -8.125365970107278, 'lng': 124.6050959298927}, 'southwest': {'lat': -8.128065629892722, 'lng': 124.6023962701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ujung Mali,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108924142872818353493"">A Google User</a>'], 'photo_reference': 'AUGGfZn9ZCqFXXwzVKng8SXuGXr5d5fUSCUvIND8CFkZp15M6_lb7IXi-jXy1olIedT-AeZvZj2eHfg0IWSwPHabQhNS5AXjgUwHgfbMgqIdxQgcnaKkqkUGoIPn_f320FbBkXH4K0Z2UyW9Jp6-PEU6DFYcuTK94txSAw2UX1Bu8bvGAx9J', 'width': 1840}]",ChIJPYEov-OHAC0RaI9-MjlVdxs,5.0,ChIJPYEov-OHAC0RaI9-MjlVdxs,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJPYEov-OHAC0RaI9-MjlVdxs
OPERATIONAL,"QGXV+F6G, Mutiara, Teluk Mutiara, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.2013223, 'lng': 124.5430658}, 'viewport': {'northeast': {'lat': -8.200439499999996, 'lng': 124.5450931}, 'southwest': {'lat': -8.203970700000005, 'lng': 124.5369839}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tombang kali Buntha,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111265264651949966107"">A Google User</a>'], 'photo_reference': 'AUGGfZk_JDE2ftwR1a6-kdE1G5I_QylLwV7gFlPh9IlLDw7H-xbeCdC9I4i0o_A42M5W5xMcpIGV6u4dWNPgPmvCU8VG-jSuCU5JJaI_3G6auL8pKy0v35RJbYlRj1GaruZgFhTmo8wpV8GlQmAL79PnD8mSJbu2cDeviec6o2Fj33kaJePg', 'width': 720}]",ChIJt0g2usR_AC0RJLSmuwNi_wA,5.0,ChIJt0g2usR_AC0RJLSmuwNi_wA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJt0g2usR_AC0RJLSmuwNi_wA
OPERATIONAL,"VJF6+G5, Kabola, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.126367199999999, 'lng': 124.6092537}, 'viewport': {'northeast': {'lat': -8.125017370107278, 'lng': 124.6106035298927}, 'southwest': {'lat': -8.127717029892722, 'lng': 124.6079038701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lokasi Pengamatan Ikan Duyung,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103482290561685358713"">Muhammad Fernanda Raihan Fadlika</a>'], 'photo_reference': 'AUGGfZnorvURIXOfXB546-XzlTQKKBnrfyKhnqYE9AGDTV2uP6ytj-RWsVZ3NytghXpJ1ia2rN3ssQ-N38UUOSCdTVD14pVMs9aD7CpJTiXILEWTWSe4rQf8qr_Movgt_MCSk6O-un3l5kDrxsDvtfZ7HCanyAnyrjqmaBIeu7m3pLo7pYXH', 'width': 2736}]",ChIJpSTaaIyHAC0RWDEFG50rtfY,4.7,ChIJpSTaaIyHAC0RWDEFG50rtfY,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,,https://www.google.com/maps/place/?q=place_id:ChIJpSTaaIyHAC0RWDEFG50rtfY
OPERATIONAL,"VH3V+F5X, Kabola, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.146272999999999, 'lng': 124.5929777}, 'viewport': {'northeast': {'lat': -8.145001420107276, 'lng': 124.5940874298927}, 'southwest': {'lat': -8.147701079892721, 'lng': 124.5913877701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Mali,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108200407433312366843"">edi</a>'], 'photo_reference': 'AUGGfZk28AlK0RCfcTgivrk2lrXTVkfE5pLz3EE0axXCz0sqXZCoguXyQKdRyhzFFCo_K7t5yvlPiCaF34-uyW1TkS2KgBZHa_w4eQ9SDpa0c0V099twVGHWJrXHLomy2bT3BSUr4LUxNAcFFMbvqKjxzcYKEV0ZmQslBqnym4clIKnnXNSA', 'width': 4096}]",ChIJffefwNOAAC0R6OoNDu3hhAA,4.3,ChIJffefwNOAAC0R6OoNDu3hhAA,"['tourist_attraction', 'point_of_interest', 'establishment']",178,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJffefwNOAAC0R6OoNDu3hhAA
OPERATIONAL,"QGJR+J52, Kalabahi Timur, Teluk Mutiara, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.218496, 'lng': 124.5403772}, 'viewport': {'northeast': {'lat': -8.217021920107278, 'lng': 124.5417138298927}, 'southwest': {'lat': -8.219721579892722, 'lng': 124.5390141701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalabahi,"[{'height': 953, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113354845147811800484"">A Google User</a>'], 'photo_reference': 'AUGGfZlVzwV3-aSfc73gMB9K4408YWXuUdLMbSXQNITwTb2zlDMSBKcwOIL37FH0QrbpYG8n0WLz1dJUMEjNREWWd6l-kCBIzGeHpQB5Iklx-R3e4aSSNfU6g06bAbYe5LmG0ITv3G61tpMvCZd8Mj3v285OXkJB2FH-uCsGy5bx9pSwsupz', 'width': 715}]",ChIJF_YY6ft_AC0ReXh6cxFQQqQ,3.7,ChIJF_YY6ft_AC0ReXh6cxFQQqQ,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJF_YY6ft_AC0ReXh6cxFQQqQ
OPERATIONAL,"VG94+5G5, Alila Timur, Kabola, Alor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.1321053, 'lng': 124.5063441}, 'viewport': {'northeast': {'lat': -8.130845970107277, 'lng': 124.5077994298927}, 'southwest': {'lat': -8.133545629892721, 'lng': 124.5050997701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Batu Putih,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110244327685273152273"">A Google User</a>'], 'photo_reference': 'AUGGfZk0uybvrgujPKA6K_RaSY8HvIArLTQvQiTboBYHp13g9bY1FlwEmsmL_9OQSQcvJRpPz9oXaIzyCy06OEZ5UoHMF_c_D9nzZMrTh3Qs5kOCZ94n0KdHgsOFSIYFhQ8Sd-MabyoLQkRGrh6E99__uhKucOICGzrHTblUIwrHqV70v-iN', 'width': 4032}]",ChIJNbsjUmB_qi0R2_nqFYDIoRs,4.6,ChIJNbsjUmB_qi0R2_nqFYDIoRs,"['tourist_attraction', 'point_of_interest', 'establishment']",129,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJNbsjUmB_qi0R2_nqFYDIoRs
