business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,url
OPERATIONAL,"J4X4+3HR, Unnamed Road, Jambu Tonang, Kec. Simangambat, Kabupaten Padang Lawas Utara, Sumatera Utara 22747, Indonesia","{'location': {'lat': 1.6477284, 'lng': 100.1063932}, 'viewport': {'northeast': {'lat': 1.649064779892722, 'lng': 100.1077052298927}, 'southwest': {'lat': 1.646365120107278, 'lng': 100.1050055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel linggom mrp,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106538592907274933715"">A Google User</a>'], 'photo_reference': 'AUGGfZnWkTZHXgDnPnBEj9OF1_mmBKicIlh79yuu-mPSaep_uqpGKqiQCUJP4AQEJ4AdvaRYZIrdiOFzwWVlP7po-PqgiX5-m5D4gLO00KJGMDR5M46jIk-PTFu8CKqUNMW3gdKbObrF-aWWmN72DHldyGE4lep5_IvWVLpbSUvW8Mk8oqtX', 'width': 2448}]",ChIJTzrMQ8_vLDAR-ym4SDgY2KA,5.0,ChIJTzrMQ8_vLDAR-ym4SDgY2KA,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJTzrMQ8_vLDAR-ym4SDgY2KA
OPERATIONAL,"MWM9+P2, Bolatan, Halongonan, North Padang Lawas Regency, North Sumatra, Indonesia","{'location': {'lat': 1.6842774, 'lng': 99.91761919999999}, 'viewport': {'northeast': {'lat': 1.685719879892722, 'lng': 99.91887082989273}, 'southwest': {'lat': 1.683020220107277, 'lng': 99.91617117010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kali Banua Hasibuan,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107956247666018594361"">A Google User</a>'], 'photo_reference': 'AUGGfZliNJg5or_meAn2EjjX2nZ6vxlosHmv4zThitHJ7x976b6yhgmFe5wLhP1b5EanGqjXvkXYJs0tbAHZ5_T9JygKm8CBO8itSIK4ISmrMrfFHKtn9sTMjHv_Dfys80Z4qySf7vot7O1z-qxa69R9ppuyJ3MDO-9nE75AHiVbUAF6h12F', 'width': 720}]",ChIJlTLdfGD5LDARIUs6pYbxcW8,5.0,ChIJlTLdfGD5LDARIUs6pYbxcW8,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJlTLdfGD5LDARIUs6pYbxcW8
OPERATIONAL,"M32X+JXR, Mananti, Simangambat, North Padang Lawas Regency, North Sumatra, Indonesia","{'location': {'lat': 1.6516852, 'lng': 100.0998631}, 'viewport': {'northeast': {'lat': 1.653047529892722, 'lng': 100.1011963798927}, 'southwest': {'lat': 1.650347870107278, 'lng': 100.0984967201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Yudi,,ChIJBXGoM-flLDARjBO922D4F4s,0.0,ChIJBXGoM-flLDARjBO922D4F4s,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJBXGoM-flLDARjBO922D4F4s
OPERATIONAL,"Dusun Bukit, Pekan Tolan, Kampung Rakyat, kota pinang, Sulawesi Utara 21463, Indonesia","{'location': {'lat': 2.0262192, 'lng': 100.0971624}, 'viewport': {'northeast': {'lat': 2.027618379892722, 'lng': 100.0985826298927}, 'southwest': {'lat': 2.024918720107277, 'lng': 100.0958829701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Buluh Pagar,"[{'height': 784, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108403621981784784022"">A Google User</a>'], 'photo_reference': 'AUGGfZltmO1q_qKOnCak0NaOran6wAfzAo0ti11zvol-XyzqYPa8GNif84JkXXh-x6JP01U1rF1RXcQODOhf3WKvH3smk1RR68VdQYUlZGTobnIbvDUC9W3QzjGPq3zBseLa1HuEJHF-riJCdg5Xga9O6gNo3rM3wSfRC-fF5NEp1bbtonZx', 'width': 1200}]",ChIJFUQohHURLTAR19_8MINptlE,3.7,ChIJFUQohHURLTAR19_8MINptlE,"['lodging', 'point_of_interest', 'establishment']",3,"{'compound_code': '23GW+FV Pekan Tolan, South Labuhan Batu Regency, North Sumatra, Indonesia', 'global_code': '6PJ223GW+FV'}",,https://www.google.com/maps/place/?q=place_id:ChIJFUQohHURLTAR19_8MINptlE
OPERATIONAL,"PW6F+VX9, Jl. Kota Pinang - Gunung Tua, Langga Payung, Kec. Sungai Kanan, Kab. Labuhanbatu Selatan, Sumatera Utara 21465, Indonesia","{'location': {'lat': 1.7121691, 'lng': 99.9249717}, 'viewport': {'northeast': {'lat': 1.713322229892722, 'lng': 99.92611062989273}, 'southwest': {'lat': 1.710622570107278, 'lng': 99.92341097010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Adian Paramalan,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108945821199588515794"">Andrini Eka Diah</a>'], 'photo_reference': 'AUGGfZlmtLOB7G3ky38fjp66b6KdURD64fBISfG28GCFb78eW9-3IbgBGou6YgTAgcdr-Va_3TdkYEqlkZQN1ivGquIhox23kje8mkEH8OYD8cwc11DCAlHSEXUlySvTe9cZtXE2qqbDWJ4NC0RcWHgUhdaKobFla5oAeD2GK0FSjQ4pEI9t', 'width': 1920}]",ChIJEYHajXT5LDARv4YX-GfFb4c,3.9,ChIJEYHajXT5LDARv4YX-GfFb4c,"['lodging', 'point_of_interest', 'establishment']",44,,,https://www.google.com/maps/place/?q=place_id:ChIJEYHajXT5LDARv4YX-GfFb4c
OPERATIONAL,"WVCG+5JF, Aek Goti, Silangkitang, South Labuhan Batu Regency, North Sumatra 21451, Indonesia","{'location': {'lat': 1.9204433, 'lng': 99.87654099999999}, 'viewport': {'northeast': {'lat': 1.921774129892722, 'lng': 99.87787407989272}, 'southwest': {'lat': 1.919074470107277, 'lng': 99.87517442010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wak Paidi,"[{'height': 2576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112744676237937401415"">Yahya Silalahi</a>'], 'photo_reference': 'AUGGfZmuck8Wbq7QPlaSNH37HOma7b0rTMkpj7dQb5DYE7kxMmH2enkdl0AvAMANlCHHxPgzyfjgmk7bQOsG4v_vEOC9oweuOUHX3j--ippbGGZhPdmVknsWlJqe0cDTdGroxM630mdWgAlZ3oNI64UrpBCMMBV9ghlQ5fmCV2eeOjYRBlyd', 'width': 1932}]",ChIJ1cO2vBupLTAR8-8sU0jk15o,4.0,ChIJ1cO2vBupLTAR8-8sU0jk15o,"['lodging', 'point_of_interest', 'establishment']",5,,,https://www.google.com/maps/place/?q=place_id:ChIJ1cO2vBupLTAR8-8sU0jk15o
OPERATIONAL,"MRRP+VVV, Batang Nadenggan, Sungai Kanan, South Labuhan Batu Regency, North Sumatra 21465, Indonesia","{'location': {'lat': 1.6922483, 'lng': 99.83716659999999}, 'viewport': {'northeast': {'lat': 1.693567379892722, 'lng': 99.83850977989273}, 'southwest': {'lat': 1.690867720107278, 'lng': 99.83581012010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Arsan Home Stay,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107688557921631489267"">A Google User</a>'], 'photo_reference': 'AUGGfZl4Q9e7jpe_ydOK4sUUKBGl8sXeiloekSOlRQfMJmvi8J4TwHJfXQfycbzq7f-gxqB8F96DfeGWhusVKJkCLhjUfDHxhpfnS45zR8H3VEf8PqkG3k0x20Zw15nL3m2IT4cuTJP1A1ezNioo6LPOGTlgR0d7tLMBR6WZCgr2o48gtBnh', 'width': 3264}]",ChIJlzKmKvBXLDARm7u5R7sqwEE,4.0,ChIJlzKmKvBXLDARm7u5R7sqwEE,"['lodging', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJlzKmKvBXLDARm7u5R7sqwEE
OPERATIONAL,"WR7P+QH4, Unnamed Road, Kp. Dalam, Kec. Bilah Hulu, Kab. Labuhanbatu, Sumatera Utara 22756, Indonesia","{'location': {'lat': 1.9143734, 'lng': 99.83644699999999}, 'viewport': {'northeast': {'lat': 1.915780929892722, 'lng': 99.83778332989272}, 'southwest': {'lat': 1.913081270107278, 'lng': 99.83508367010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kakek saman,,ChIJuYvac_qpLTARQloh2fgGxAI,0.0,ChIJuYvac_qpLTARQloh2fgGxAI,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJuYvac_qpLTARQloh2fgGxAI
OPERATIONAL,"XV6H+77G, Jl. Raya Kp. Dalam - Tj. Siram, Lingga Tiga, Kec. Bilah Hulu, Kab. Labuhanbatu, Sumatera Utara 21451, Indonesia","{'location': {'lat': 1.9606784, 'lng': 99.87824479999999}, 'viewport': {'northeast': {'lat': 1.962029129892722, 'lng': 99.87968507989274}, 'southwest': {'lat': 1.959329470107277, 'lng': 99.87698542010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mini Hotel,,ChIJDZhmlSqnLTARf_QqUw_6BLs,0.0,ChIJDZhmlSqnLTARf_QqUw_6BLs,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJDZhmlSqnLTARf_QqUw_6BLs
OPERATIONAL,"Simbolon, Padang Bolak, North Padang Lawas Regency, North Sumatra 22753, Indonesia","{'location': {'lat': 1.5341332, 'lng': 99.6438225}, 'viewport': {'northeast': {'lat': 1.535464729892722, 'lng': 99.64551042989272}, 'southwest': {'lat': 1.532765070107278, 'lng': 99.64281077010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sapadia Gunung Tua,"[{'height': 2700, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111512052372824426530"">A Google User</a>'], 'photo_reference': 'AUGGfZn7NoWgByesbQqMcg_0GU3nEqt0Bv2Ef5ELYj50bFeXq3sEKUXRyHGa59iFOQfDDa9iPJvihPIk1XQT7OIoA7DSWMzBgTHj3lAxlI1jXAH24iUt1Gk63MYuKWV_hoADfy1krKssHTs4iA0zlvMvStAjHOn44rC3i1lI1byoql55q3pC', 'width': 3600}]",ChIJj5a_vy1CLDAR5gPoCRVEBQQ,4.4,ChIJj5a_vy1CLDAR5gPoCRVEBQQ,"['lodging', 'point_of_interest', 'establishment']",406,"{'compound_code': 'GJMV+MG Simbolon, North Padang Lawas Regency, North Sumatra, Indonesia', 'global_code': '6MHXGJMV+MG'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJj5a_vy1CLDAR5gPoCRVEBQQ
