business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,url
OPERATIONAL,"2X3H+WRG, Tomata, Mori Atas, North Morowali Regency, Central Sulawesi 94965, Indonesia","{'location': {'lat': -1.9951842, 'lng': 120.9795787}, 'viewport': {'northeast': {'lat': -1.993900370107278, 'lng': 120.9809124298928}, 'southwest': {'lat': -1.996600029892722, 'lng': 120.9782127701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HOTEL TREND,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112029262484133274682"">rio padele</a>'], 'photo_reference': 'AUGGfZk3HIsFwC4frwWdQWEKk82ju8_KdGYBOYjD9YzXwmefVo2XPu7xpp3XcZ8pdmSiQ6C4Y0sHGW8lV3zp2qz2XqQ3T0YC60iJCnXfPQe7Y0tBFsFIAcqczd78D5UwyqGGkcUb6ozULY3mJ_YuOU60t_SERYF5i2kFLMfV60pNyv2fYbYy', 'width': 1280}]",ChIJsae6KmvTjy0RNuRI9svelo4,4.5,ChIJsae6KmvTjy0RNuRI9svelo4,"['lodging', 'point_of_interest', 'establishment']",26,https://www.google.com/maps/place/?q=place_id:ChIJsae6KmvTjy0RNuRI9svelo4
OPERATIONAL,"3W2Q+3H8, Jl. Trans Sulawesi, Lembontonara, Kec. Mori Utara, Kabupaten Morowali Utara, Sulawesi Tengah 94965, Indonesia","{'location': {'lat': -1.9498595, 'lng': 120.9389353}, 'viewport': {'northeast': {'lat': -1.948464170107278, 'lng': 120.9403600298927}, 'southwest': {'lat': -1.951163829892722, 'lng': 120.9376603701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Ti To Ti,,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111265670005486755387"">Amir Muhidu</a>'], 'photo_reference': 'AUGGfZlJsf9kebnMsw4zdZN7vzeinu8FkeKJgsu1VEER4SfQH5a9R10q5Z_0BojUEpH3jKnBDT9wWLedV5d0-CV5UUfr-FY0L1uuUYz-MRycTeYrXkhotFffAmvSmHGfrqPCMUuLFxyEerOYEvDOZwDxw0QWItAdB3GI4P3Nb5TFsbYboyAV', 'width': 4000}]",ChIJX2o4QJnNjy0RC1-icnE1vVA,2.8,ChIJX2o4QJnNjy0RC1-icnE1vVA,"['lodging', 'point_of_interest', 'establishment']",4,https://www.google.com/maps/place/?q=place_id:ChIJX2o4QJnNjy0RC1-icnE1vVA
OPERATIONAL,"2WXR+274, Jl. Trans Sulawesi, Lembontonara, Kec. Mori Utara, Kabupaten Morowali Utara, Sulawesi Tengah 94965, Indonesia","{'location': {'lat': -1.9524979, 'lng': 120.9407062}, 'viewport': {'northeast': {'lat': -1.951191020107278, 'lng': 120.9419603298927}, 'southwest': {'lat': -1.953890679892722, 'lng': 120.9392606701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Losmen Panorama,{'open_now': True},"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103185394572457152970"">amang wib</a>'], 'photo_reference': 'AUGGfZnyCEp2RnWaCfl_5WCwTfP2a6lTEsBAUNXjqSIqYH7ifuYH7xk0xVEbpFLokzd4KIYQjh0I2K6kAt3ydi-1bEXt2neymHRTtWa1cPhTdqY25mHQCR0UXufKIaU6O0IinpbQTAiDUWj_yuUm-SMk0spi7O5D-DfMO8ZMtqh11qoYDPbA', 'width': 3072}]",ChIJk5_pYNHNjy0RHSfNX7a03yA,4.3,ChIJk5_pYNHNjy0RHSfNX7a03yA,"['lodging', 'point_of_interest', 'establishment']",24,https://www.google.com/maps/place/?q=place_id:ChIJk5_pYNHNjy0RHSfNX7a03yA
OPERATIONAL,"3W5G+CW3, Lembontonara, North Mori, North Morowali Regency, Central Sulawesi 94965, Indonesia","{'location': {'lat': -1.9414824, 'lng': 120.9272952}, 'viewport': {'northeast': {'lat': -1.940179320107278, 'lng': 120.9287377798927}, 'southwest': {'lat': -1.942878979892722, 'lng': 120.9260381201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Anugerah Lembontonara,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100691523101093450253"">Aji Sentosa</a>'], 'photo_reference': 'AUGGfZnYtijR3JLIiC0N-cDzdQygUXq0NzfX1Eb-aoFus0eVlCKxeCDoi60ezw4HGgzb_MS_gU4zzcSmhsBv3w6phY69Yo_CV9jzmEXJgqtUDH_zXaC1CjO_XhhotMFYQpyoNvYJhLui1mvStdhCOyLX2sq_siTVqnE-RElkO4HZBSQxdVeA', 'width': 4032}]",ChIJwfjgYW7Njy0Rh209QDa3NRE,4.3,ChIJwfjgYW7Njy0Rh209QDa3NRE,"['lodging', 'point_of_interest', 'establishment']",46,https://www.google.com/maps/place/?q=place_id:ChIJwfjgYW7Njy0Rh209QDa3NRE
OPERATIONAL,"3XMF+2RV, Mayumba, North Mori, Morowali Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.917396, 'lng': 120.9745601}, 'viewport': {'northeast': {'lat': -1.916094570107278, 'lng': 120.9759472798927}, 'southwest': {'lat': -1.918794229892723, 'lng': 120.9732476201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Polimbi Griya Hotel,,,ChIJoVTFySfNjy0R2l5-GA4dKBM,0.0,ChIJoVTFySfNjy0R2l5-GA4dKBM,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJoVTFySfNjy0R2l5-GA4dKBM
OPERATIONAL,"95G8+X4J, Malino Jaya, Soyo Jaya, North Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.622541, 'lng': 121.165252}, 'viewport': {'northeast': {'lat': -1.6194105, 'lng': 121.16628595}, 'southwest': {'lat': -1.6235845, 'lng': 121.16215015}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sederhana Wisma,,,ChIJ6ZZjWLGmjy0ROeP2SIpH7N4,0.0,ChIJ6ZZjWLGmjy0ROeP2SIpH7N4,"['lodging', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJ6ZZjWLGmjy0ROeP2SIpH7N4
OPERATIONAL,"95G8+X4J, Malino Jaya, Soyo Jaya, North Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.622541, 'lng': 121.165252}, 'viewport': {'northeast': {'lat': -1.6194105, 'lng': 121.16628595}, 'southwest': {'lat': -1.6235845, 'lng': 121.16215015}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Salewangan Wisma,,,ChIJ6ZZjWLGmjy0Rd_vEM-ZTQao,1.0,ChIJ6ZZjWLGmjy0Rd_vEM-ZTQao,"['lodging', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJ6ZZjWLGmjy0Rd_vEM-ZTQao
OPERATIONAL,"2XJ9+VW2, Jl. Trans Sulawesi, Tabarano, Kec. Mori Utara, Kabupaten Morowali Utara, Sulawesi Tengah 94965, Indonesia","{'location': {'lat': -1.9678644, 'lng': 120.9697779}, 'viewport': {'northeast': {'lat': -1.966545970107278, 'lng': 120.9711021798927}, 'southwest': {'lat': -1.969245629892723, 'lng': 120.9684025201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sari laut pemandangan,,"[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115792444151981050360"">A Google User</a>'], 'photo_reference': 'AUGGfZmdjaFm9W1LYDfFCed0lmYHS5Nr3AlOHLzn_XGhNWKCWLm4l9qLsQAMckuC8O4gX6cB5WCTO6_bQLaiqpdRpAffyCc3gV9Cvtw-NQHv84ebLl3AkqnxAQUm2-Fl-wLnvMCDpyw79tIkV_mLwrj0ovYG-jSukuOU8MXgm9uNcUv9IcoZ', 'width': 4160}]",ChIJKwi1ymrNjy0RLG6i9lgsXkg,3.0,ChIJKwi1ymrNjy0RLG6i9lgsXkg,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJKwi1ymrNjy0RLG6i9lgsXkg
OPERATIONAL,"3W4H+WXF, Jl. Trans Sulawesi, Lembontonara, Kec. Mori Utara, Kabupaten Morowali Utara, Sulawesi Tengah 94965, Indonesia","{'location': {'lat': -1.9426777, 'lng': 120.929914}, 'viewport': {'northeast': {'lat': -1.941344920107278, 'lng': 120.9312539798927}, 'southwest': {'lat': -1.944044579892722, 'lng': 120.9285543201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah Makan Tiara,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110010798912850273927"">Aprianto Nugraha</a>'], 'photo_reference': 'AUGGfZntBy1NS_K-1AqJVzPkqOu_82t_ZRPq2JH9EOEYvtQAkc4uUTGuVh4kndo5rRqJaLxaOgYl_VPTjC1CBTpyvDByam01cjmmOnwaQ8v1qUprsflcpJZKZSHYufKZTlYNTGyiGANRSwwEshj3ln1Iin34nDtEAyIJbngb7flXkw-YJdmQ', 'width': 1920}]",ChIJX-yyyCXNjy0RTIjPcYQKDOY,3.9,ChIJX-yyyCXNjy0RTIjPcYQKDOY,"['restaurant', 'food', 'point_of_interest', 'establishment']",27,https://www.google.com/maps/place/?q=place_id:ChIJX-yyyCXNjy0RTIjPcYQKDOY
OPERATIONAL,"2XHG+296, Taliwan Desa Tabarano, Kecamatan Mori Utara, Kabupaten Morowali Utara, Provinsi Sulawesi Tengah, Kode, Tabarano, Kec. Mori Utara, Kabupaten Morowali Utara, Sulawesi Tengah 94965, Indonesia","{'location': {'lat': -1.9724742, 'lng': 120.9758789}, 'viewport': {'northeast': {'lat': -1.971056820107277, 'lng': 120.9772748798928}, 'southwest': {'lat': -1.973756479892722, 'lng': 120.9745752201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,COTO PARAIKATTE,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117859752887686853190"">lasahido saleh</a>'], 'photo_reference': 'AUGGfZnSKhvGTN2gVhblhQVqMoS8l0NqDN_hc91YD0wTeZ16yb2IZBs-6e13jIP28RC3fOOk9Iwp4ScMy9MQkWISJl_ykGqz9WOqHbYn6XqUkGgzap-VKPh5JojMP-x3b5mvdCAI3vKs1UWuWK47gFeyBZa-IvQYaZSbd6wco_CH_DvK4XY2', 'width': 1080}]",ChIJi7lQFpTNjy0RrFzfaIC5ufg,4.5,ChIJi7lQFpTNjy0RrFzfaIC5ufg,"['restaurant', 'food', 'point_of_interest', 'establishment']",10,https://www.google.com/maps/place/?q=place_id:ChIJi7lQFpTNjy0RrFzfaIC5ufg
