business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,url
OPERATIONAL,"95G8+X4J, Malino Jaya, Soyo Jaya, North Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.622541, 'lng': 121.165252}, 'viewport': {'northeast': {'lat': -1.6194105, 'lng': 121.16628595}, 'southwest': {'lat': -1.6235845, 'lng': 121.16215015}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sederhana Wisma,ChIJ6ZZjWLGmjy0ROeP2SIpH7N4,0.0,ChIJ6ZZjWLGmjy0ROeP2SIpH7N4,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ6ZZjWLGmjy0ROeP2SIpH7N4
OPERATIONAL,"95G8+X4J, Malino Jaya, Soyo Jaya, North Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.622541, 'lng': 121.165252}, 'viewport': {'northeast': {'lat': -1.6194105, 'lng': 121.16628595}, 'southwest': {'lat': -1.6235845, 'lng': 121.16215015}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Salewangan Wisma,ChIJ6ZZjWLGmjy0Rd_vEM-ZTQao,1.0,ChIJ6ZZjWLGmjy0Rd_vEM-ZTQao,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ6ZZjWLGmjy0Rd_vEM-ZTQao
OPERATIONAL,"78G4+H2, Lembah Sumara, Soyo Jaya, Kabupaten Morowali, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.7235485, 'lng': 121.3050931}, 'viewport': {'northeast': {'lat': -1.722202470107278, 'lng': 121.3065440298927}, 'southwest': {'lat': -1.724902129892722, 'lng': 121.3038443701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Lembah Sumara,ChIJqc52yIWXjy0RoX9fgKz-Vdg,4.6,ChIJqc52yIWXjy0RoX9fgKz-Vdg,"['lodging', 'point_of_interest', 'establishment']",7,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107313490706003533227"">Raden Fajar Nugroho</a>'], 'photo_reference': 'AUGGfZngDUNV2szwkvvEBU0nDgGe8_FoxvO5t9oCWlLHzgJ98kdJinQqi1lqpiqiTMLIqjy7tKwsq2i67Yo_3EG_N8FhlPOCRyF7SQy-v-5kMTYLtV4Ohz2HMXXf43QGKFZQ5cDsuO-b92xEdAzXPN6ipVyjLOA1oyyNv0ERiVSxiNcfky1g', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJqc52yIWXjy0RoX9fgKz-Vdg
OPERATIONAL,"28GQ+55W, Bahoue, Petasia, North Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.9745385, 'lng': 121.338026}, 'viewport': {'northeast': {'lat': -1.973182020107278, 'lng': 121.3393593298927}, 'southwest': {'lat': -1.975881679892722, 'lng': 121.3366596701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan J&J 2,ChIJ5dDtsBnnjy0R1-ycD1VSJJw,4.7,ChIJ5dDtsBnnjy0R1-ycD1VSJJw,"['lodging', 'point_of_interest', 'establishment']",14,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103065918672908500598"">A Google User</a>'], 'photo_reference': 'AUGGfZl6E78WxdHvBBPFDIQibrU0_crSG-draSMUzJaMAx999M47uiwBOLhuYyYI3GcPZ35uo-lAsNBdlcLIoCdvmQPRL418WDSRMGDQilzEpjDGJ5gtms-ZHY0fQgVpKEcCLPxu2kbG5YBSANa9M_3JflSDmjztczJxDq3FpEPzwgVe9xdG', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJ5dDtsBnnjy0R1-ycD1VSJJw
OPERATIONAL,"Jl. dr. Sahardjo Poros Ganda Ganda, Bahoue, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah 94971, Indonesia","{'location': {'lat': -1.968523, 'lng': 121.3435187}, 'viewport': {'northeast': {'lat': -1.966907420107277, 'lng': 121.3447088298927}, 'southwest': {'lat': -1.969607079892722, 'lng': 121.3420091701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Jompi Wisata,ChIJdV5A0QLmjy0RNPMpUPTGQJY,4.2,ChIJdV5A0QLmjy0RNPMpUPTGQJY,"['lodging', 'point_of_interest', 'establishment']",220,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109613436876432549641"">Broncos Lazio</a>'], 'photo_reference': 'AUGGfZlxHjVN_UntQJdTCdNcG6N4nre9VKBilboV_xIT0a4i3DFD5kLXBF6za08sePpdYgm33XxbPGiE4ym9Mjn1Idpuiu-wbdyvkvJzZLvxrldTE-ijMHSrvkpRHOL26jgmofNB-4GlpxjNBSa0pOHhFMCf6BdAkwhlC0QzqLatNKGcTO7I', 'width': 4032}]","{'compound_code': '28JV+HC Bahoue, North Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6QC328JV+HC'}",https://www.google.com/maps/place/?q=place_id:ChIJdV5A0QLmjy0RNPMpUPTGQJY
OPERATIONAL,"Jl. Dr. Sahardjo, Bahoue, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah 94971, Indonesia","{'location': {'lat': -1.9682898, 'lng': 121.3430095}, 'viewport': {'northeast': {'lat': -1.966871170107278, 'lng': 121.3443192298927}, 'southwest': {'lat': -1.969570829892722, 'lng': 121.3416195701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,DI & GI ‘S MOTEL,ChIJU-IORrrnjy0RxMJWLNC0ykI,4.9,ChIJU-IORrrnjy0RxMJWLNC0ykI,"['lodging', 'point_of_interest', 'establishment']",13,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114013524958216639057"">A Google User</a>'], 'photo_reference': 'AUGGfZlPem7OHnxu6G1f44w7QC7HKWxgOWSXSdGVoiGRUrmReieWhar-WG_UGPBqsMflq43clRPdXeKS7i7q3EE0_CkRlawVr2STFijafnrFw1xR0R_uvFm8U-HrF5CFS6J_Snj9DydGnDdycbCCL6pGA6A2wsmGHzD2I4zs4M7mNg2iR_3a', 'width': 4032}]","{'compound_code': '28JV+M6 Bahoue, North Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6QC328JV+M6'}",https://www.google.com/maps/place/?q=place_id:ChIJU-IORrrnjy0RxMJWLNC0ykI
OPERATIONAL,"Bahontula, Petasia, Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.9828676, 'lng': 121.3396567}, 'viewport': {'northeast': {'lat': -1.981532120107278, 'lng': 121.3410020298927}, 'southwest': {'lat': -1.984231779892723, 'lng': 121.3383023701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan J&J,ChIJKwTTJhPmjy0Rh6Rm7X2vZDo,3.9,ChIJKwTTJhPmjy0Rh6Rm7X2vZDo,"['lodging', 'point_of_interest', 'establishment']",83,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100290635121173169180"">Zumhar yakkin</a>'], 'photo_reference': 'AUGGfZnxscL1dnjy4lfP0O74Pf9JjRE07xvayOYQF_s-zHLNjHDLCmINrTU0Kln7xTnYGRReI7VHskXMArTsId4YELsCdO4Ndw8N-8OQD6JGMy9B4m0GiTWS8yjpt9F9C3It2dTADSIR9cJ5E4WNN2_YWZ0X_H28gjUsNtJulyftLtvkpSKt', 'width': 3840}]","{'compound_code': '288Q+VV Bahontula, North Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6QC3288Q+VV'}",https://www.google.com/maps/place/?q=place_id:ChIJKwTTJhPmjy0Rh6Rm7X2vZDo
OPERATIONAL,"9993+GMF, Matube, North Bungku, North Morowali Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.6311761, 'lng': 121.3541631}, 'viewport': {'northeast': {'lat': -1.629826270107278, 'lng': 121.3555129298927}, 'southwest': {'lat': -1.632525929892722, 'lng': 121.3528132701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bunta,ChIJNeTrXwCfjy0R7IpUbh9g5DA,0.0,ChIJNeTrXwCfjy0R7IpUbh9g5DA,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJNeTrXwCfjy0R7IpUbh9g5DA
OPERATIONAL,"289R+8WC, Unnamed Road, North Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.9816945, 'lng': 121.3422621}, 'viewport': {'northeast': {'lat': -1.980379470107278, 'lng': 121.3436092298927}, 'southwest': {'lat': -1.983079129892723, 'lng': 121.3409095701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Auliya Inn,ChIJdx-PiBLmjy0Rrk5VZWRqbJs,4.1,ChIJdx-PiBLmjy0Rrk5VZWRqbJs,"['lodging', 'spa', 'point_of_interest', 'establishment']",69,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117843061730579680823"">Kadi Yono</a>'], 'photo_reference': 'AUGGfZlU1tonPSTzzXcKJb-dcrXcFkpJd_J5pbyO7CngenH5nMb2k_IBs9yIwnlNpn1ZibkoSyLDFDDVFsqK_9Ft8vm39xOWNoqvcI0FI6lZVlMq7N_omVSPK4mc9w-Bd-8ScDqGXwMapvMccnBSHvnHLiYgAywFFcW6RPXJTkjU_b0f68A', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJdx-PiBLmjy0Rrk5VZWRqbJs
OPERATIONAL,"Dekat, Bahoue, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah, Indonesia","{'location': {'lat': -1.9736589, 'lng': 121.3366338}, 'viewport': {'northeast': {'lat': -1.972240370107278, 'lng': 121.3380381298928}, 'southwest': {'lat': -1.974940029892722, 'lng': 121.3353384701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,DIAN HOME STAY,ChIJMVCUMwznjy0RUsgznqaymfw,5.0,ChIJMVCUMwznjy0RUsgznqaymfw,"['lodging', 'point_of_interest', 'establishment']",2,,"{'compound_code': '28GP+GM Bahoue, North Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6QC328GP+GM'}",https://www.google.com/maps/place/?q=place_id:ChIJMVCUMwznjy0RUsgznqaymfw
