business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"Jl. Tawang Sari Gg. H. Thoyib No.55, Tawangsari, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46112, Indonesia","{'location': {'lat': -7.323138999999999, 'lng': 108.2202565}, 'viewport': {'northeast': {'lat': -7.321779870107276, 'lng': 108.2215422298927}, 'southwest': {'lat': -7.32447952989272, 'lng': 108.2188425701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dagang,{'open_now': False},ChIJoz5w_uRXby4RLthzn5cHhkY,"{'compound_code': 'M6GC+P4 Tawangsari, Tasikmalaya Regency, West Java, Indonesia', 'global_code': '6P4CM6GC+P4'}",0.0,ChIJoz5w_uRXby4RLthzn5cHhkY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJoz5w_uRXby4RLthzn5cHhkY
OPERATIONAL,"Jl. Rumah Sakit No.90110, 900, Empangsari, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46113, Indonesia","{'location': {'lat': -7.3324505, 'lng': 108.2244526}, 'viewport': {'northeast': {'lat': -7.33110067010728, 'lng': 108.2258024298927}, 'southwest': {'lat': -7.333800329892724, 'lng': 108.2231027701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,isabella dos santos soarea,,ChIJb2l-sjRXby4RdkoeZRbKbQc,"{'compound_code': 'M69F+2Q Empangsari, Tasikmalaya Regency, West Java, Indonesia', 'global_code': '6P4CM69F+2Q'}",0.0,ChIJb2l-sjRXby4RdkoeZRbKbQc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJb2l-sjRXby4RdkoeZRbKbQc
OPERATIONAL,"J6QG+PFF, Kahuripan, Tawang, Tasikmalaya Regency, West Java, Indonesia","{'location': {'lat': -7.3606808, 'lng': 108.2261785}, 'viewport': {'northeast': {'lat': -7.359360520107278, 'lng': 108.2275173798927}, 'southwest': {'lat': -7.362060179892722, 'lng': 108.2248177201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lestari jaya tour and travel,,ChIJ3-jtHQBXby4RFwxn63M80C8,,1.0,ChIJ3-jtHQBXby4RFwxn63M80C8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ3-jtHQBXby4RFwxn63M80C8
OPERATIONAL,"M6G9+XXC, Tawangsari, Tawang, Tasikmalaya Regency, West Java 46112, Indonesia","{'location': {'lat': -7.322575999999999, 'lng': 108.2198768}, 'viewport': {'northeast': {'lat': -7.321226820107277, 'lng': 108.2212265798927}, 'southwest': {'lat': -7.323926479892721, 'lng': 108.2185269201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Markas Besar Bin Salmin,,ChIJG-zbTElXby4RqxqSgXou4ko,,4.9,ChIJG-zbTElXby4RqxqSgXou4ko,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",15,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100418577975103478280"">Muhamad Reza</a>'], 'photo_reference': 'AUGGfZn0bqIck6iVtChQDakZwSI60lePxqGj8mmmK8tyQlow7GVJslM-j-eEjX60CArSV4pfaEYrE2kHdZ6SAIm824zKrCLWSxkC_xqqTL7zbj10BpuGmPQNcVXrFY55My8ZX_Sll_zcvOK5ESSO5auExT_K0g2pS4YVFncFCYj3Isq-luXw', 'width': 540}]",,https://www.google.com/maps/place/?q=place_id:ChIJG-zbTElXby4RqxqSgXou4ko
OPERATIONAL,"J6X8+QV7, Tugujaya, Cihideung, Tasikmalaya Regency, West Java 46126, Indonesia","{'location': {'lat': -7.350580799999999, 'lng': 108.2171633}, 'viewport': {'northeast': {'lat': -7.349230770107277, 'lng': 108.2185047798927}, 'southwest': {'lat': -7.351930429892721, 'lng': 108.2158051201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pangasinan,,ChIJYy1JDeZXby4R95xChQ3ZHdc,,0.0,ChIJYy1JDeZXby4R95xChQ3ZHdc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJYy1JDeZXby4R95xChQ3ZHdc
OPERATIONAL,"Jl. Abiyasa No.24, Panglayungan, Kec. Cipedes, Kab. Tasikmalaya, Jawa Barat 46134, Indonesia","{'location': {'lat': -7.3197759, 'lng': 108.2059735}, 'viewport': {'northeast': {'lat': -7.318415220107277, 'lng': 108.2073244298927}, 'southwest': {'lat': -7.321114879892722, 'lng': 108.2046247701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat nongkrong tobrut tasikmalaya,,ChIJ4dNoLABXby4Ru3zPq07PRPc,"{'compound_code': 'M6J4+39 Panglayungan, Tasikmalaya Regency, West Java, Indonesia', 'global_code': '6P4CM6J4+39'}",0.0,ChIJ4dNoLABXby4Ru3zPq07PRPc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ4dNoLABXby4Ru3zPq07PRPc
OPERATIONAL,"Jl Cimulu, Cikalang, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46286, Indonesia","{'location': {'lat': -7.3366561, 'lng': 108.227831}, 'viewport': {'northeast': {'lat': -7.335363570107278, 'lng': 108.2291897298927}, 'southwest': {'lat': -7.338063229892722, 'lng': 108.2264900701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Pemancingan Cimulu,{'open_now': True},ChIJFdZZcP5Xby4R74HB6BluLeU,"{'compound_code': 'M67H+84 Cikalang, Tasikmalaya Regency, West Java, Indonesia', 'global_code': '6P4CM67H+84'}",1.0,ChIJFdZZcP5Xby4R74HB6BluLeU,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJFdZZcP5Xby4R74HB6BluLeU
OPERATIONAL,"M56Q+VR2, Jl. Situ Gede, Mangkubumi, Kec. Mangkubumi, Kab. Tasikmalaya, Jawa Barat 46181, Indonesia","{'location': {'lat': -7.3378737, 'lng': 108.1895248}, 'viewport': {'northeast': {'lat': -7.336492370107277, 'lng': 108.1908748298927}, 'southwest': {'lat': -7.339192029892722, 'lng': 108.1881751701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pantai karang tawulan,,ChIJTxEoIABXby4RMzxbKSCQHFc,,0.0,ChIJTxEoIABXby4RMzxbKSCQHFc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJTxEoIABXby4RMzxbKSCQHFc
OPERATIONAL,"M68J+FMQ, Sei Merah, Tawang, Tasikmalaya Regency, West Java, Indonesia","{'location': {'lat': -7.333800000000001, 'lng': 108.2317319}, 'viewport': {'northeast': {'lat': -7.332450420107278, 'lng': 108.2330630798927}, 'southwest': {'lat': -7.335150079892722, 'lng': 108.2303634201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Nandoy,,ChIJ5Y-MbABXby4Rotd4AQInxLk,,0.0,ChIJ5Y-MbABXby4Rotd4AQInxLk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ5Y-MbABXby4Rotd4AQInxLk
OPERATIONAL,"Jl. HZ. Mustofa, Tuguraja, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat, Indonesia","{'location': {'lat': -7.338368799999999, 'lng': 108.218165}, 'viewport': {'northeast': {'lat': -7.337022770107278, 'lng': 108.2195377298927}, 'southwest': {'lat': -7.339722429892722, 'lng': 108.2168380701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LAPAK JUPITER Z STYLE TASIKMALAYA,,ChIJb_L6EIFXby4R7SQPzOklfmY,,5.0,ChIJb_L6EIFXby4R7SQPzOklfmY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102970123526913782571"">A Google User</a>'], 'photo_reference': 'AUGGfZlSlFZVQaC-dmd5eJm90HToa3-zD0dVUR45rFeKA5j8kfxsiIalRzfOuBmTmmebFj-OYIC_9iDLsNU4mx6g5aPIHyrP-1UIpdz4aE4ByvHm5hbmGxVvwafwnToxUhJGl8FWmtnS_ohp-vVV25IHhBOUB0NGW1641LOUqoc5bOUfbL8D', 'width': 1200}]",,https://www.google.com/maps/place/?q=place_id:ChIJb_L6EIFXby4R7SQPzOklfmY
