formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"Pulau Sembilan, Sinjai Regency, South Sulawesi, Indonesia","{'location': {'lat': -5.0425778, 'lng': 120.3962791}, 'viewport': {'northeast': {'lat': -5.038236899999999, 'lng': 120.427968}, 'southwest': {'lat': -5.125975, 'lng': 120.387586}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Sembilan,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109874343313767005436"">imran anwar</a>'], 'photo_reference': 'AUGGfZnjGvBX5_Ad0fXRvuSPifE_QxlBqSs-7Ox1e9Mw-9Lx_pLQKTlXXglQkzFfEa_na4GFJqA8rr3Ex5cVkdQYJYSpOpv-HazFZ5CtXbMtAH7exm08gf6gu5BLvSDRrfLMpg_qip8rn3yvqyr4yEUDON6j5mQbQkXgRQvnph_zbV13YtE', 'width': 4032}]",ChIJk5sNRZcwvC0R1fZ7iLQsXZI,ChIJk5sNRZcwvC0R1fZ7iLQsXZI,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk5sNRZcwvC0R1fZ7iLQsXZI
"WC2C+R5R, Harapan Island, Pulau Sembilan, Sinjai Regency, South Sulawesi 92616, Indonesia","{'location': {'lat': -5.097893, 'lng': 120.4203993}, 'viewport': {'northeast': {'lat': -5.096500820107277, 'lng': 120.4216016298927}, 'southwest': {'lat': -5.099200479892721, 'lng': 120.4189019701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau kambuno,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110468604386240601861"">Wahyu Abdullah alfatih</a>'], 'photo_reference': 'AUGGfZmwJtzEJsV-UgXmOs35Y1loLI4vUgPR0z4UahVM4YA5OxOZCSldI_Gt_o7WGd7Lh9U5P6GEYMOmLX5w75MJzAfZxOxJpeU0zvH33E2k_hcWf1URwNWXe43vlhTxZMkTHunt4PzXq-fJX6BhbdGUBS9Wj0NoE5fKIilrzitzpNZ3U1Pv', 'width': 4000}]",ChIJ-_ZX7xs7vC0RF3ycU-IcfYE,ChIJ-_ZX7xs7vC0RF3ycU-IcfYE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-_ZX7xs7vC0RF3ycU-IcfYE
"W9JX+QGQ Pulau Katindoang, Pulau Persatuan, Kec. Pulau Sembilan, Kabupaten Sinjai, Sulawesi Selatan 92616, Indonesia","{'location': {'lat': -5.068016, 'lng': 120.398828}, 'viewport': {'northeast': {'lat': -5.066634070107278, 'lng': 120.4001411798927}, 'southwest': {'lat': -5.069333729892722, 'lng': 120.3974415201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Masjid Katindoang,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112546539346768828677"">Abd Dzuljalali Wal Ikram</a>'], 'photo_reference': 'AUGGfZk2QakqrkYI58bV1WUlKM4NjSPuDPVzwZ_LIITyIo_odkuW4rxb2_OK4FbSuSoLZUQt13fX9n82qIzD6hLbE3tDwdXlto53T2UEt7NfUpRc0GgX1aHhdN-H1LQYXvI-Fnm5viI0Y8wm76BDBoIcl2zL5hlbsm0LMdDw86qrcNNt8Qfv', 'width': 3000}]",ChIJ9R_3pPEwvC0Rm0IxVLFXxI4,ChIJ9R_3pPEwvC0Rm0IxVLFXxI4,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,4.0,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9R_3pPEwvC0Rm0IxVLFXxI4
"Negeri Sembilan, Malaysia","{'location': {'lat': 2.8707497, 'lng': 102.2547919}, 'viewport': {'northeast': {'lat': 3.289874, 'lng': 102.7020759}, 'southwest': {'lat': 2.3897718, 'lng': 101.702142}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Negeri Sembilan,"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100350080948837452589"">nur nisa alina</a>'], 'photo_reference': 'AUGGfZkqud6lqxRkI3SGP-n3II_8EK36SBGe0fyGf_uRSUlMVbFo4kV1gDB7lXY6lZJTObZ5hkARjbxbOMsDh0VRH-9AF11XJek39WdCcX3dE8EEgW7IrOpFmHvMR2tV1HHUZwJGxyWz9em4klFcyXrMM-DxXmIYy0RsEh89Sy-scNpPS9Bt', 'width': 1000}]",ChIJK9odZW_nzTERSQIXvC9ITis,ChIJK9odZW_nzTERSQIXvC9ITis,"['administrative_area_level_1', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJK9odZW_nzTERSQIXvC9ITis
"V9MR+Q78, Burungloe,, Pulau Buhung Pitue, Kec. Pulau Sembilan, Kabupaten Sinjai, Sulawesi Selatan 92616, Indonesia","{'location': {'lat': -5.1155808, 'lng': 120.3907132}, 'viewport': {'northeast': {'lat': -5.114406520107278, 'lng': 120.3923240798927}, 'southwest': {'lat': -5.117106179892722, 'lng': 120.3896244201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Pulau Burungloe,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108433036420112543428"">sila daeng</a>'], 'photo_reference': 'AUGGfZmthPNzRG_CdWCp75gPdezSscy6rB5dT8QYqdJSCXG_Riv4YPgFRJhAmi3EGz5Oo1o5NYHw66PsuQeIUW3MqkYlSrmnBabXRS8zDGx9bodOQgcieWkMCgPRs53RgPs2OzdbaMy0N_WbH3IEj6jcs95hZ7IOr_3Br58EBrgXbpx3sTO6', 'width': 4000}]",ChIJgZMyOFk6vC0Rt0jsssBSEw8,ChIJgZMyOFk6vC0Rt0jsssBSEw8,"['point_of_interest', 'establishment']",OPERATIONAL,4.3,23.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJgZMyOFk6vC0Rt0jsssBSEw8
"WC28+8WP, Kambuno,, Pulau Harapan, Kec. Pulau Sembilan, Kabupaten Sinjai, Sulawesi Selatan 92616, Indonesia","{'location': {'lat': -5.0991729, 'lng': 120.4173159}, 'viewport': {'northeast': {'lat': -5.097854520107278, 'lng': 120.4186871298927}, 'southwest': {'lat': -5.100554179892722, 'lng': 120.4159874701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Pulau Kambuno,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101257142320959731104"">Makmur Jaya</a>'], 'photo_reference': 'AUGGfZlzhpgffqWNp5XLvoeYK5O3UORXHTBnio5JhvgfdDHPf5MxcZDvcROo19aG5RkxX1NLP4eQGeksyBnqLK0CtSJZMgLEmlA-zKXjLcmZmPKeuAqY2ieBVlFRUb9W6USffch9Y1ixkdPWTMXmOWukTw26T20htr_xVAzSa_dFLT2dZiQi', 'width': 6000}]",ChIJP6ZHwQ06vC0R8lUyGcNQ41M,ChIJP6ZHwQ06vC0R8lUyGcNQ41M,"['point_of_interest', 'establishment']",OPERATIONAL,4.7,36.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP6ZHwQ06vC0R8lUyGcNQ41M
"Jalan Pantai, Tanjung Tuan, 71050 Melaka, Malaysia","{'location': {'lat': 2.4125025, 'lng': 101.8556069}, 'viewport': {'northeast': {'lat': 2.413887929892722, 'lng': 101.8569618298927}, 'southwest': {'lat': 2.411188270107278, 'lng': 101.8542621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Tanjung Tuan Recreational Forest,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105085340752739905923"">Lee Tan Loy</a>'], 'photo_reference': 'AUGGfZkSMOOzkcuUugNTosIMm5TYgGbjSUrlqmEDCPR6aN6QU7tKX0hBsrCA9wx_dtpwoHE0vbectXRwr1u2EH7-2x1b7ltC1NyNLQQOnjLgso2vdIZ2ewkIpXY9T_oHlOYM65dt20OpSONKKkGC1_5fzyOXPc5sSrFj5gnpScRvgez4a61O', 'width': 3968}]",ChIJraTR8dn3zTERUH33zMsRsBE,ChIJraTR8dn3zTERUH33zMsRsBE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,2527.0,{'open_now': True},"{'compound_code': 'CV74+26 Kuala Sungai Baru, Malacca, Malaysia', 'global_code': '6PJ3CV74+26'}",,https://www.google.com/maps/place/?q=place_id:ChIJraTR8dn3zTERUH33zMsRsBE
"W9JX+H4J, Katindoang, Pulau, Kec. Pulau Sembilan, Kabupaten Sinjai, Sulawesi Selatan 92616, Indonesia","{'location': {'lat': -5.0685328, 'lng': 120.3977742}, 'viewport': {'northeast': {'lat': -5.067148320107277, 'lng': 120.3991684798928}, 'southwest': {'lat': -5.069847979892721, 'lng': 120.3964688201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Pulau Katindoang,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106608772174289946829"">Ira Afrawati Nur</a>'], 'photo_reference': 'AUGGfZlMq5yuh1gSzUG2Mh8SLH_SG00Aw6XAryJK3wXKWDM9sj83BHfXfa66mn-FAvh-FqX7XndD2vo15ccp6Cvj_Mi5jMC77MnrMvBIAb5rYDsPpXCK_CwjkocIpCxxqbnAZBGyZkltDlg_BHpcSKELYKe5GJ8ibo4vXsXRg8PZkX0Kcjlf', 'width': 3264}]",ChIJ42ggc_EwvC0RZpjX8li3ztk,ChIJ42ggc_EwvC0RZpjX8li3ztk,"['point_of_interest', 'establishment']",OPERATIONAL,4.5,4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ42ggc_EwvC0RZpjX8li3ztk
"V9HV+22J, Buhung Pitue Island, Pulau Sembilan, Sinjai Regency, South Sulawesi, Indonesia","{'location': {'lat': -5.122419, 'lng': 120.3925296}, 'viewport': {'northeast': {'lat': -5.121069170107277, 'lng': 120.3938794298927}, 'southwest': {'lat': -5.123768829892721, 'lng': 120.3911797701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Buhung Pitue,,ChIJH8MvRgA7vC0RXdPVSJkj990,ChIJH8MvRgA7vC0RXdPVSJkj990,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJH8MvRgA7vC0RXdPVSJkj990
"Perak, Malaysia","{'location': {'lat': 4.0366667, 'lng': 100.55}, 'viewport': {'northeast': {'lat': 4.038016529892722, 'lng': 100.5513498298927}, 'southwest': {'lat': 4.035316870107278, 'lng': 100.5486501701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Sembilan,"[{'height': 1153, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101896654686355323447"">Mohd Azuan</a>'], 'photo_reference': 'AUGGfZl2ALvpAf2A0v70pGXTyWrKr3uRdiGtWtWpMNbev2s74fv4H4Q3KUCpcSl0V1GreqLZQkBT28WhfzRQudg7uyxV4xWdEaVOjrYrXvgEgnfixfk3OTanoyDemgl2BtTaHHP-Qoyqnj218DjQkwu4jtMC-Shbzm8o7iMXqixgqiEUHVjR', 'width': 2048}]",ChIJG2Z40DXKNDARjAQ3ke_9gjM,ChIJG2Z40DXKNDARjAQ3ke_9gjM,"['point_of_interest', 'establishment']",OPERATIONAL,4.5,18.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJG2Z40DXKNDARjAQ3ke_9gjM
