business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,permanently_closed,url
OPERATIONAL,"X58J+4R, Nipah Panjang I, Kabupaten Tanjung Jabung Timur, Jambi, Indonesia","{'location': {'lat': -1.0347276, 'lng': 104.1820531}, 'viewport': {'northeast': {'lat': -1.033377770107278, 'lng': 104.1834029298927}, 'southwest': {'lat': -1.036077429892722, 'lng': 104.1807032701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tujuan mancing,ChIJo_pQPwB7Ji4RYbzyMeun3tE,0.0,ChIJo_pQPwB7Ji4RYbzyMeun3tE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJo_pQPwB7Ji4RYbzyMeun3tE
OPERATIONAL,"Jln Parit Antara Lani No.RT 01, Nipah Panjang II, Kec. Nipah Panjang, Kabupaten Tanjung Jabung Timur, Jambi, Indonesia","{'location': {'lat': -1.0867881, 'lng': 104.1756573}, 'viewport': {'northeast': {'lat': -1.0833435, 'lng': 104.1773294298927}, 'southwest': {'lat': -1.0879363, 'lng': 104.1746297701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lani Family 2a,ChIJifHciN17Ji4RHVSINhN7bc8,5.0,ChIJifHciN17Ji4RHVSINhN7bc8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110517841777851048852"">A Google User</a>'], 'photo_reference': 'AUGGfZnurZByy9rkRYDqUYCEY147pOmyjlqj_izlOfKRupf9XPco7S-R2odJh1s80Jn5HbZx8yMApIoeef0UdYox0liiC-RdUnFWPQbla2bo2FLOfAom8VWmbemTZBQx2elq9TvkzmOmnmAFa4WCEfQI_Rtz6HbxgHp5CgHdR6xfE5xXDIK5', 'width': 1080}]","{'compound_code': 'W57G+77 Nipah Panjang II, East Tanjung Jabung Regency, Jambi, Indonesia', 'global_code': '6PC6W57G+77'}",,,https://www.google.com/maps/place/?q=place_id:ChIJifHciN17Ji4RHVSINhN7bc8
OPERATIONAL,"Jln Parit Antara Lani No.RT 01, Nipah Panjang II, Kec. Nipah Panjang, Kabupaten Tanjung Jabung Timur, Jambi, Indonesia","{'location': {'lat': -1.0867881, 'lng': 104.1756573}, 'viewport': {'northeast': {'lat': -1.0833435, 'lng': 104.1773294298927}, 'southwest': {'lat': -1.0879363, 'lng': 104.1746297701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lumbung Pangan Antara Makmur,ChIJfRomf7V7Ji4RbM6XKdGoJzs,5.0,ChIJfRomf7V7Ji4RbM6XKdGoJzs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"{'compound_code': 'W57G+77 Nipah Panjang II, East Tanjung Jabung Regency, Jambi, Indonesia', 'global_code': '6PC6W57G+77'}",,,https://www.google.com/maps/place/?q=place_id:ChIJfRomf7V7Ji4RbM6XKdGoJzs
OPERATIONAL,"X9G8+Q6V, Sungai Itik, Sadu, East Tanjung Jabung Regency, Jambi 36773, Indonesia","{'location': {'lat': -1.0230015, 'lng': 104.3655454}, 'viewport': {'northeast': {'lat': -1.021623270107278, 'lng': 104.3668760798927}, 'southwest': {'lat': -1.024322929892722, 'lng': 104.3641764201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ujung Jabung Beach,ChIJby4YPUGJJi4RB48MlqPro4o,5.0,ChIJby4YPUGJJi4RB48MlqPro4o,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117383945673780932442"">A Google User</a>'], 'photo_reference': 'AUGGfZk7KaInHzIk_cF4UrAQNvl7IHuCN5FMEyrADa3KqkXOQR1IerOnW-pY8IW-DgcM5nRyntJQKq21FNkBrz7g2DYmKLqBRt2-_N2qW3LdZ6Bs43SN2HGuQ0lWNg3mEwTXWpNFAiLYH7bbgpdfFsnwfVehalJ_R_-zIVqUKxmZanDwl6Iu', 'width': 4000}]",,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJby4YPUGJJi4RB48MlqPro4o
OPERATIONAL,"V457+R4F, Unnamed Road, Rantau Jaya, Kec. Rantau Rasau, Kabupaten Tanjung Jabung Timur, Jambi 36761, Indonesia","{'location': {'lat': -1.140449, 'lng': 104.112789}, 'viewport': {'northeast': {'lat': -1.139268220107278, 'lng': 104.1139266298927}, 'southwest': {'lat': -1.141967879892722, 'lng': 104.1112269701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,National geografic,ChIJM-SMkx15Ji4RRsMW45rAfeY,5.0,ChIJM-SMkx15Ji4RRsMW45rAfeY,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102223884500984893000"">A Google User</a>'], 'photo_reference': 'AUGGfZlC5RI4tzCa1zWL3h-3xSWiQA5jBEzOBiFCd17IwflEOvxa3lWR43DP0mquCBhyU1ItI9SB2Y-DyzntjgknGDy257rryUOEuJfI6ocs-_y3t9UiWMEexN6DCXj2ws7j9FYYQpeqpMpLYjFu7HQJQ3MTJPXAO9DWi8otCj7AzoBl50TX', 'width': 1080}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJM-SMkx15Ji4RRsMW45rAfeY
OPERATIONAL,"R558+85J, Unnamed Road, Karya Bakti, Kec. Rantau Rasau, Kabupaten Tanjung Jabung Timur, Jambi 36772, Indonesia","{'location': {'lat': -1.1916574, 'lng': 104.1653966}, 'viewport': {'northeast': {'lat': -1.190019970107278, 'lng': 104.1665310798927}, 'southwest': {'lat': -1.192719629892722, 'lng': 104.1638314201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Karya Bakti,ChIJpaMNtujXJS4R98FeOnGI8IU,4.8,ChIJpaMNtujXJS4R98FeOnGI8IU,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113756826826585981504"">A Google User</a>'], 'photo_reference': 'AUGGfZliFeWyuO6XO-4uhe0pmZWk04oKVj4PVl-pFV-Q2SObKefC7lsn9VixUVFg17tDESofn4lmj2xuNApg9BVpFscgOEbPOYxE3h5rHraNxpMTNt2YKdl2vylPw-YCj34rxS-kyk1Ik7_KcNUFIFOkGqhvxLw9uawuUPAUHnzvPNFTUqFl', 'width': 2160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJpaMNtujXJS4R98FeOnGI8IU
OPERATIONAL,"W5CW+C24, Lorong Klp., Nipah Panjang I, Kec. Nipah Panjang, Kabupaten Tanjung Jabung Timur, Jambi 36771, Indonesia","{'location': {'lat': -1.0789949, 'lng': 104.1950896}, 'viewport': {'northeast': {'lat': -1.077594720107278, 'lng': 104.1964702298927}, 'southwest': {'lat': -1.080294379892722, 'lng': 104.1937705701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Hutan Mimpi,ChIJL4JATkR9Ji4R5cL5r3chkeo,5.0,ChIJL4JATkR9Ji4R5cL5r3chkeo,"['park', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJL4JATkR9Ji4R5cL5r3chkeo
CLOSED_TEMPORARILY,"V3G8+P82, Sungai Jarum, Sungai Raya, Kabupaten Tanjung Jabung Timur, Jambi, Indonesia","{'location': {'lat': -1.1232338, 'lng': 104.0657572}, 'viewport': {'northeast': {'lat': -1.122005670107278, 'lng': 104.0672066298927}, 'southwest': {'lat': -1.124705329892722, 'lng': 104.0645069701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kelompok Tani Setia Tani,ChIJD9MMzZl3Ji4RU3atzL0_WXE,0.0,ChIJD9MMzZl3Ji4RU3atzL0_WXE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJD9MMzZl3Ji4RU3atzL0_WXE
CLOSED_TEMPORARILY,"X26G+6FG, Simbur Naik, Muara Sabak Timur, East Tanjung Jabung Regency, Jambi, Indonesia","{'location': {'lat': -1.0394281, 'lng': 104.0261889}, 'viewport': {'northeast': {'lat': -1.037619020107278, 'lng': 104.0278157798927}, 'southwest': {'lat': -1.040318679892722, 'lng': 104.0251161201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bolana bale semelang,ChIJT3tCm0xxJi4RKScCg73W43g,0.0,ChIJT3tCm0xxJi4RKScCg73W43g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJT3tCm0xxJi4RKScCg73W43g
CLOSED_TEMPORARILY,"R4CG+7F7, Pematang Mayan, Rantau Rasau, East Tanjung Jabung Regency, Jambi, Indonesia","{'location': {'lat': -1.1793484, 'lng': 104.1261569}, 'viewport': {'northeast': {'lat': -1.17664915, 'lng': 104.1281675798927}, 'southwest': {'lat': -1.18024815, 'lng': 104.1254679201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertanian Desa Pematang Mayan,ChIJ6QXgwXzXJS4RNsXwxZCfczI,0.0,ChIJ6QXgwXzXJS4RNsXwxZCfczI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ6QXgwXzXJS4RNsXwxZCfczI
