business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,price_level,permanently_closed,url
OPERATIONAL,"Lingkungan VII, Koya, Tondano Selatan, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2756939, 'lng': 124.8859724}, 'viewport': {'northeast': {'lat': 1.277090979892722, 'lng': 124.8873362298927}, 'southwest': {'lat': 1.274391320107278, 'lng': 124.8846365701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Yama Resort Tondano,{'open_now': True},"[{'height': 2819, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113883922884599676409"">A Google User</a>'], 'photo_reference': 'AUGGfZmE2PvwVKpqi9-N3t3vfxi1_pWgcddcb9El7rXDzbRpT7kdoDIVcOTOMusVEnuHH3GfaUQchf2KR0_U_cCK3oP7UJreuf3TIhGR6oiJ8MO5juG3xRveF7AWL7t03Q12S0IvM40jCJAhnWgFjlcEFfJF0pQRMUGarPVm5YvDZUsT5pRG', 'width': 4367}]",ChIJJfGYPgcVhzIReaSrUkdz2VQ,"{'compound_code': '7VGP+79 Koya, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH67VGP+79'}",4.5,ChIJJfGYPgcVhzIReaSrUkdz2VQ,"['lodging', 'point_of_interest', 'establishment']",649,,,https://www.google.com/maps/place/?q=place_id:ChIJJfGYPgcVhzIReaSrUkdz2VQ
OPERATIONAL,"Jl. Langowan - Tondano, Roong, Kec. Tondano Bar., Kabupaten Minahasa, Sulawesi Utara, Indonesia","{'location': {'lat': 1.2780216, 'lng': 124.9019897}, 'viewport': {'northeast': {'lat': 1.279346729892722, 'lng': 124.9033986298927}, 'southwest': {'lat': 1.276647070107278, 'lng': 124.9006989701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Wale Walanda,{'open_now': True},"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114318819587378739237"">ferry koagouw</a>'], 'photo_reference': 'AUGGfZlfZU7q2HK46a2MNq4u5qBMgi6seQ35VGvdABK8ECfIBkWLLTz89PYeLSo8bLH1e9xPVo4nTk39z_wgM2qS3Bw88BtBCjNK2zJ82FVyBUsTt-DOfzjZKlt1ULzmCL_kCTbABKBrcmzu9LFUZP1FsGkwumNwqMjElToaRvqgAbQ90F36', 'width': 4000}]",ChIJy9wq-bYVhzIRWdMd6OTlG6k,"{'compound_code': '7WH2+6Q Roong, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH67WH2+6Q'}",4.5,ChIJy9wq-bYVhzIRWdMd6OTlG6k,"['cafe', 'lodging', 'food', 'point_of_interest', 'establishment']",93,,,https://www.google.com/maps/place/?q=place_id:ChIJy9wq-bYVhzIRWdMd6OTlG6k
OPERATIONAL,"Jl. Wawo, Matani III, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441, Indonesia","{'location': {'lat': 1.302137, 'lng': 124.8473274}, 'viewport': {'northeast': {'lat': 1.303486829892722, 'lng': 124.8486603298927}, 'southwest': {'lat': 1.300787170107278, 'lng': 124.8459606701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Narwastu Hills,{'open_now': True},"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110301390198252354307"">Vidi Polla</a>'], 'photo_reference': 'AUGGfZmH8Fwr229tkD-tLi0Bux1a7C4hm741ZCxYZYybH3pPeNeUbnBxGH830MvI3wWaNyMvUgIMkNoxj1UEtagGx0cdQ8SMNbzyxcD51jt5EFaspVWw-jn8L80ghj-V4PVw1HMOpeBg92ZyU5NwKboWrY4tBzy1o-Kr_6F7LzpIG2VEZhs', 'width': 768}]",ChIJIQC_mAJrhzIRGAnCykFVwa8,"{'compound_code': '8R2W+VW Walian, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68R2W+VW'}",4.7,ChIJIQC_mAJrhzIRGAnCykFVwa8,"['tourist_attraction', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",501,,,https://www.google.com/maps/place/?q=place_id:ChIJIQC_mAJrhzIRGAnCykFVwa8
OPERATIONAL,"7VP2+5Q, Walian, Tomohon Selatan, Tomohon City, North Sulawesi, Indonesia","{'location': {'lat': 1.285302, 'lng': 124.8519678}, 'viewport': {'northeast': {'lat': 1.286707529892722, 'lng': 124.8529889298927}, 'southwest': {'lat': 1.284007870107278, 'lng': 124.8502892701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wawowow,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100866280233285979905"">A Google User</a>'], 'photo_reference': 'AUGGfZlqk6v_3PrBW8mGoc7avzk6pv_6IGpuBpy_t9bG0hE2OPPjm38e_UYy3JUzvMWNU2A1HI4OGOpyfAUWgcHVOGw9B-nC-Sx_VbXeEzPDxiqzOEbBQ63miYGnEY0QBia1eXp5n06z6geUdsda6O8SIdpmasVw7PAKz8e6skYGoXTannYz', 'width': 1080}]",ChIJUWI2otBrhzIRY29bVtLmJ3Q,,4.8,ChIJUWI2otBrhzIRY29bVtLmJ3Q,"['lodging', 'point_of_interest', 'establishment']",39,,,https://www.google.com/maps/place/?q=place_id:ChIJUWI2otBrhzIRY29bVtLmJ3Q
OPERATIONAL,"7V9X+3C6, Masarang, Tondano Barat, Minahasa Regency, North Sulawesi 95617, Indonesia","{'location': {'lat': 1.2676724, 'lng': 124.8985264}, 'viewport': {'northeast': {'lat': 1.268998379892722, 'lng': 124.8998842798927}, 'southwest': {'lat': 1.266298720107278, 'lng': 124.8971846201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Moy Residence Tondano,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100397640521214943297"">guido t</a>'], 'photo_reference': 'AUGGfZlIvvlNR6FG4BikhGGQ-av_c7yWNIJt6YKQi3IA9qSs9CqekOdT6GbjM_EXhRD6FkUykawUp3ZFb32o9jgnrE1YQ8l6Va5hnrd9O2mcQL1RzjdLgF38MBXKZEhCvBspRUFvoiwG17yWPwSNTGgfVQd2H9DQtYNso76_KHxGPEMoBxuG', 'width': 4032}]",ChIJ-Z9X2FgUhzIR-SHCKkIJLjk,,4.1,ChIJ-Z9X2FgUhzIR-SHCKkIJLjk,"['lodging', 'point_of_interest', 'establishment']",50,,,https://www.google.com/maps/place/?q=place_id:ChIJ-Z9X2FgUhzIR-SHCKkIJLjk
OPERATIONAL,"7WP4+VJQ, Roong, Tondano Barat, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2873116, 'lng': 124.9065197}, 'viewport': {'northeast': {'lat': 1.288752079892722, 'lng': 124.9080161298927}, 'southwest': {'lat': 1.286052420107278, 'lng': 124.9053164701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,FILADELFIA Resto & Penginapan,{},,ChIJLZTQ-nsVhzIRhi-zYulwfMs,,5.0,ChIJLZTQ-nsVhzIRhi-zYulwfMs,"['point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJLZTQ-nsVhzIRhi-zYulwfMs
OPERATIONAL,"Jl. Kimereng Kali RW.04, Dusun IV, Kinilow, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95414, Indonesia","{'location': {'lat': 1.3666715, 'lng': 124.8353314}, 'viewport': {'northeast': {'lat': 1.368221429892722, 'lng': 124.8364379798928}, 'southwest': {'lat': 1.365521770107278, 'lng': 124.8337383201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rimba Eco Resort,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117726752613611395364"">A Google User</a>'], 'photo_reference': 'AUGGfZnp1rI6JqMB4PkOUTN-xT8tfAHTNvT4dZwWJ6QnJkYFgXvU8a9QAGimjY5yE_aHrzvMalHRbs-9wIlSGNkr3xzj6ESm2EwRuK04_3fVoXwlV9eN9Dr8VWs_q-88enze4c9D1H52ltPCj2a8haKzoeVlGdJAN62UXmoAnWw0ggeOuIT_', 'width': 4000}]",ChIJ4fAbO8hthzIRMwsRD93n_Z4,"{'compound_code': '9R8P+M4 Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R8P+M4'}",4.9,ChIJ4fAbO8hthzIRMwsRD93n_Z4,"['lodging', 'point_of_interest', 'establishment']",36,,,https://www.google.com/maps/place/?q=place_id:ChIJ4fAbO8hthzIRMwsRD93n_Z4
OPERATIONAL,"Jl. Kimereng Kali, RW.Lingk VI, Kinilow, Tomohon Utara, Tomohon City, North Sulawesi 95414, Indonesia","{'location': {'lat': 1.3687579, 'lng': 124.8336427}, 'viewport': {'northeast': {'lat': 1.370155979892722, 'lng': 124.8348541298927}, 'southwest': {'lat': 1.367456320107278, 'lng': 124.8321544701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Highland Resort & Nature Tours,{'open_now': True},"[{'height': 561, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104739419734388651634"">Highland Resort and Spa</a>'], 'photo_reference': 'AUGGfZmjJGMeq9M5K6V35BGGty2T2ixf4PPTIIrd-DOtd6mirLuDwvu6dE0IKMh58Tq2Q7OFUpIA6jQwvJIpP0iOtz5aofRKHyZrG3snkXoP0DcTahmbubrswvc2u-KD0kL42u60v_rxmTiRl4TRZ-_NkpA__R0JLZo0hJ6ErREPezOBXmW1', 'width': 1200}]",ChIJ6QcSUuZshzIR-FwHs9z1kTY,"{'compound_code': '9R9M+GC Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R9M+GC'}",4.5,ChIJ6QcSUuZshzIR-FwHs9z1kTY,"['lodging', 'point_of_interest', 'establishment']",368,,,https://www.google.com/maps/place/?q=place_id:ChIJ6QcSUuZshzIR-FwHs9z1kTY
OPERATIONAL,"Paslaten Dua, Tomohon Timur, Tomohon City, North Sulawesi, Indonesia","{'location': {'lat': 1.3221845, 'lng': 124.8472609}, 'viewport': {'northeast': {'lat': 1.323581779892722, 'lng': 124.8486038298927}, 'southwest': {'lat': 1.320882120107278, 'lng': 124.8459041701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Villa Marion - H Villas,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102853078347599532441"">Tessa Rantung</a>'], 'photo_reference': 'AUGGfZlYU9mBm1VyLeLpshtMUnSNbl1e7pOg4TF_WuS5rMCMdHQjaTQ1ZQhqh3McGZVOWvDVODTDfty-9llXjw8lQfdvoLDhzZlKRQXcQIxBHvizd5jmXpxztTQ6H3HKtqFwVOnoArpSodFkQnlOoWmrDQC1sh_wtFak-uZc0awPZEW2pSnO', 'width': 3000}]",ChIJ27p70mRthzIRLJSkFVUIgVc,"{'compound_code': '8RCW+VW Paslaten Dua, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68RCW+VW'}",4.6,ChIJ27p70mRthzIRLJSkFVUIgVc,"['cafe', 'food', 'point_of_interest', 'establishment']",138,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJ27p70mRthzIRLJSkFVUIgVc
OPERATIONAL,"8RFW+M3W, Paslaten Satu, Tomohon Timur, Tomohon City, North Sulawesi, Indonesia","{'location': {'lat': 1.3242265, 'lng': 124.8452076}, 'viewport': {'northeast': {'lat': 1.325379079892722, 'lng': 124.8465891298927}, 'southwest': {'lat': 1.322679420107278, 'lng': 124.8438894701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Anugerah Hill (AH),{'open_now': True},"[{'height': 2376, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108880250926471059546"">Andika Victor</a>'], 'photo_reference': 'AUGGfZmi8E6fyuxXyb4VZ81aWXuzxTI-nga0VrUaVRS-PQ8pVLyP8TPJ21TZ4jh2fFRFGyGRD6kTOg07eQIOHtSwjwBw7Ak9luMBrFgnYz-cnSKpRXoOWBDvZu79LfVDG1FFgi8oCOCW-ninswQa41qnMm_BqzGgMRsyOxRhOHmhGDErxemZ', 'width': 4224}]",ChIJYVUvDHJthzIRhv7bTh_Tzzw,,4.6,ChIJYVUvDHJthzIRhv7bTh_Tzzw,"['lodging', 'point_of_interest', 'establishment']",169,,,https://www.google.com/maps/place/?q=place_id:ChIJYVUvDHJthzIRhv7bTh_Tzzw
