business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,price_level,permanently_closed,url
OPERATIONAL,"Lingkungan VII, Koya, Tondano Selatan, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2756939, 'lng': 124.8859724}, 'viewport': {'northeast': {'lat': 1.277090979892722, 'lng': 124.8873362298927}, 'southwest': {'lat': 1.274391320107278, 'lng': 124.8846365701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Yama Resort Tondano,{'open_now': True},"[{'height': 2819, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113883922884599676409"">A Google User</a>'], 'photo_reference': 'AUGGfZnQlzPB6OmHL9FxFxdX-GsB1_GrlWUj27G3pw1Q4p1r1DVI3TEbI9n83BEL1GhM1qwQpoEXEZER1RsCF2yXXfMliaiOw3qEhf4BKZWHB-bhFEhSqhJnbjXNVKJCK5OVC1-oELr7bKn_2W09U9x45GalJ3QmELk9iKJZZBI8RzzpMJG2', 'width': 4367}]",ChIJJfGYPgcVhzIReaSrUkdz2VQ,"{'compound_code': '7VGP+79 Koya, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH67VGP+79'}",4.5,ChIJJfGYPgcVhzIReaSrUkdz2VQ,"['lodging', 'point_of_interest', 'establishment']",649,,,https://www.google.com/maps/place/?q=place_id:ChIJJfGYPgcVhzIReaSrUkdz2VQ
OPERATIONAL,"Tonsewer, Tompaso, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1649375, 'lng': 124.7959375}, 'viewport': {'northeast': {'lat': 1.166393929892722, 'lng': 124.7973172798927}, 'southwest': {'lat': 1.163694270107278, 'lng': 124.7946176201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 92545 Wawi Kadio Homestay,,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101880872037881395494"">A Google User</a>'], 'photo_reference': 'AUGGfZmE9xJVS_FepHSmEAiL3BpvQ4mTUNiKmXIpQ5kPqhpYah6OzKieUR6Cn15mCTY51rhQPBXIe5hjQxBTci1arZSO1Vxb1nftqjyj9_1dwppLqj410Wwo3xEj6VvAbObXexYfM98mEDgW_NeACXfqGRgsefBiXKU9H9R0sJl2gxKTyMK8', 'width': 640}]",ChIJJ3iCLt5HhzIRLk85LskJTn0,"{'compound_code': '5Q7W+X9 Tonsewer, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH65Q7W+X9'}",4.3,ChIJJ3iCLt5HhzIRLk85LskJTn0,"['lodging', 'point_of_interest', 'establishment']",82,,,https://www.google.com/maps/place/?q=place_id:ChIJJ3iCLt5HhzIRLk85LskJTn0
OPERATIONAL,"Jl. Wawo, Matani III, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95441, Indonesia","{'location': {'lat': 1.302137, 'lng': 124.8473274}, 'viewport': {'northeast': {'lat': 1.303486829892722, 'lng': 124.8486603298927}, 'southwest': {'lat': 1.300787170107278, 'lng': 124.8459606701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Narwastu Hills,{'open_now': True},"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110301390198252354307"">Vidi Polla</a>'], 'photo_reference': 'AUGGfZn3is-ajvQgN-hFcdeb3GJx9vD3HLUhAVRl-TJHoTh3NZgkVTT5nYBHygdOAytiRTsow0AIFQnizpkHDClJ1_oPyW3MbVQdPdy3zbGtXCqXDfBAZzAjomC8a0qmoS_OsXzmsAiO7D5HvxXsyguJpuUfevtWvn85qctpF2fxTqN1vjo', 'width': 768}]",ChIJIQC_mAJrhzIRGAnCykFVwa8,"{'compound_code': '8R2W+VW Walian, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68R2W+VW'}",4.7,ChIJIQC_mAJrhzIRGAnCykFVwa8,"['tourist_attraction', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",501,,,https://www.google.com/maps/place/?q=place_id:ChIJIQC_mAJrhzIRGAnCykFVwa8
OPERATIONAL,"Pondang, Amurang Timur, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2053909, 'lng': 124.5901399}, 'viewport': {'northeast': {'lat': 1.206605829892722, 'lng': 124.5917104298927}, 'southwest': {'lat': 1.203906170107278, 'lng': 124.5890107701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sutanraja,,"[{'height': 3289, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108735765277836509967"">A Google User</a>'], 'photo_reference': 'AUGGfZkMtDKCL90Xy43FVD8Q7g-5NGxPqnUNbdQRTZphMT8aQYTorHtw-S01RVSLjD-8WguP60tvuX3cC1ac71qtM0Mq5_ONKRKTZWNs1z09jK_XKsdWchcDWNl1wlN-UetvCpLy_VM97Dbfrbf52BKBXGXgWvAYkIR8w0a8Qeb-xafyCiMl', 'width': 5184}]",ChIJ68Rb6phehzIRY4bDGr7wYwA,"{'compound_code': '6H4R+53 Pondang, South Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH66H4R+53'}",4.3,ChIJ68Rb6phehzIRY4bDGr7wYwA,"['lodging', 'point_of_interest', 'establishment']",807,,,https://www.google.com/maps/place/?q=place_id:ChIJ68Rb6phehzIRY4bDGr7wYwA
OPERATIONAL,"7VP2+5Q, Walian, Tomohon Selatan, Tomohon City, North Sulawesi, Indonesia","{'location': {'lat': 1.285302, 'lng': 124.8519678}, 'viewport': {'northeast': {'lat': 1.286707529892722, 'lng': 124.8529889298927}, 'southwest': {'lat': 1.284007870107278, 'lng': 124.8502892701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wawowow,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100866280233285979905"">A Google User</a>'], 'photo_reference': 'AUGGfZluuM8FJfgsEpQWB2UCoLmcDnxpes8MCV8-5vMApcflQ9L4rhS6QkGmax77lB45wVeIyKWtJfOgof9K-OdMyj03b5G9QkBM2c8wtsLcLIDF6oirmMdhCc1QssfGYgKPh-w7GVg1OqdvRquxAzjPnRzCgkXFxghEhtBa80GyhxYV8WLW', 'width': 1080}]",ChIJUWI2otBrhzIRY29bVtLmJ3Q,,4.8,ChIJUWI2otBrhzIRY29bVtLmJ3Q,"['lodging', 'point_of_interest', 'establishment']",39,,,https://www.google.com/maps/place/?q=place_id:ChIJUWI2otBrhzIRY29bVtLmJ3Q
OPERATIONAL,"6H8W+5RG, Tim.,, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.2154263, 'lng': 124.5970698}, 'viewport': {'northeast': {'lat': 1.216779029892722, 'lng': 124.5984215798927}, 'southwest': {'lat': 1.214079370107278, 'lng': 124.5957219201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sutanraja Villa Amurang,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107837749086968687119"">Hartarto Sormin</a>'], 'photo_reference': 'AUGGfZmqJbf1IMx3Xgn0vuZZVzht6mIXzjQC00Wa2Md1DBzYHubCS_MqFlHFRz97HmpeA87A2cOkJfLLEh-2yXTfzzE1nO3M6IXZFtj1OcQfmkLtK8WLeX96dK2-MngDH9Xyn_rOiZVzDtIdK5uAlsvIruk3tiCU3FrIpEwXNIRs-JkAwqUo', 'width': 4000}]",ChIJ9zqZA4JehzIRQFsFpeD8ki4,,4.3,ChIJ9zqZA4JehzIRQFsFpeD8ki4,"['lodging', 'point_of_interest', 'establishment']",241,,,https://www.google.com/maps/place/?q=place_id:ChIJ9zqZA4JehzIRQFsFpeD8ki4
OPERATIONAL,"Lansot, Tomohon Selatan, Tomohon City, North Sulawesi, Indonesia","{'location': {'lat': 1.3048456, 'lng': 124.8322826}, 'viewport': {'northeast': {'lat': 1.306182379892722, 'lng': 124.8336220298927}, 'southwest': {'lat': 1.303482720107278, 'lng': 124.8309223701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lanosa Guest House,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104879423074994563952"">A Google User</a>'], 'photo_reference': 'AUGGfZkVoLYlhv96D6QJFSb3NtXVna4loalJSaLbfhzIbeALzjbdlZtc0q8T0Cd7OLIE3i9NQ5D4kTV_y2sfTb9SI-ibfM3NkGPL-CuoA8Pk58iHMuwV3qV1_eFv7Ks7PcK2eHakXofK6DIIElvTkpRiI3mnbpBbw3JMcI7GRkseOKkHs3Be', 'width': 960}]",ChIJd9XXm2VrhzIRgP0aVCHP51A,"{'compound_code': '8R3J+WW Lansot, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68R3J+WW'}",4.5,ChIJd9XXm2VrhzIRgP0aVCHP51A,"['lodging', 'point_of_interest', 'establishment']",165,,,https://www.google.com/maps/place/?q=place_id:ChIJd9XXm2VrhzIRgP0aVCHP51A
OPERATIONAL,"Jl. Kimereng Kali, RW.Lingk VI, Kinilow, Tomohon Utara, Tomohon City, North Sulawesi 95414, Indonesia","{'location': {'lat': 1.3687579, 'lng': 124.8336427}, 'viewport': {'northeast': {'lat': 1.370155979892722, 'lng': 124.8348541298927}, 'southwest': {'lat': 1.367456320107278, 'lng': 124.8321544701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Highland Resort & Nature Tours,{'open_now': True},"[{'height': 561, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104739419734388651634"">Highland Resort and Spa</a>'], 'photo_reference': 'AUGGfZmbax_wl9crgN3_SbZ0zd2IMXU6gVGNr8aZxytHfeFbx_xhNN1ZdvqWnxfvpzZE6cPFUzUiPG-3KVWj_QHCtrRPLWc2PnLGIO4h5JuHT3YZcAtJ6LN1-B5ERQoYVHhFPIjorvLGoiOtDmU1aAm24kk1pV-0ZVGs54qZ1Yf1QpVJYLd4', 'width': 1200}]",ChIJ6QcSUuZshzIR-FwHs9z1kTY,"{'compound_code': '9R9M+GC Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R9M+GC'}",4.5,ChIJ6QcSUuZshzIR-FwHs9z1kTY,"['lodging', 'point_of_interest', 'establishment']",368,,,https://www.google.com/maps/place/?q=place_id:ChIJ6QcSUuZshzIR-FwHs9z1kTY
OPERATIONAL,"7R8H+MX4 Lake Linow, Tondangow, Tomohon, Kota Tomohon, Sulawesi Utara, Indonesia","{'location': {'lat': 1.2665481, 'lng': 124.829989}, 'viewport': {'northeast': {'lat': 1.267776879892722, 'lng': 124.8312928798927}, 'southwest': {'lat': 1.265077220107278, 'lng': 124.8285932201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Greenlake Bungalows Linow,,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111282515919725942925"">Giovani Tumangkeng</a>'], 'photo_reference': 'AUGGfZmzqWghZtmiVhFajF_1B9X3j42RYqbFH_xZLq2bdMlDRDLo0EoRW56zTSIbcOSH97ivDC9lbmYHFc4qNouO3Rw67_BQAXgdeNt-LBCdhsC_5mJ17UzbEuRpRhFNEvpFS-TtwmzYW8zL3s3WOt32V7rd2HD8Np_BZ6XUSFZQGqVlvnd9', 'width': 3096}]",ChIJ-1bQhO1qhzIRVnH7GQi2PUo,,4.5,ChIJ-1bQhO1qhzIRVnH7GQi2PUo,"['lodging', 'point_of_interest', 'establishment']",335,,,https://www.google.com/maps/place/?q=place_id:ChIJ-1bQhO1qhzIRVnH7GQi2PUo
OPERATIONAL,"Jl. Kimereng Kali RW.04, Dusun IV, Kinilow, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95414, Indonesia","{'location': {'lat': 1.3666715, 'lng': 124.8353314}, 'viewport': {'northeast': {'lat': 1.368221429892722, 'lng': 124.8364379798928}, 'southwest': {'lat': 1.365521770107278, 'lng': 124.8337383201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rimba Eco Resort,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117726752613611395364"">A Google User</a>'], 'photo_reference': 'AUGGfZms-1Y0QePWtESGSgUNMaK0srM4_AIWmRkEIp0-FY_VPgaze7B8JLA-Qx2UQsaL1wYXcCfx-rxW6_5ki9tQHYOk0Ty6tzqQzK_-S8F0xapc5QI0Vx5o4xdmLVSWtDOGzsdTq-L_bxPAU2Kq08vxmKJL0g1F4Jm0qkx7vPdaq32g46Da', 'width': 4000}]",ChIJ4fAbO8hthzIRMwsRD93n_Z4,"{'compound_code': '9R8P+M4 Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R8P+M4'}",4.9,ChIJ4fAbO8hthzIRMwsRD93n_Z4,"['lodging', 'point_of_interest', 'establishment']",36,,,https://www.google.com/maps/place/?q=place_id:ChIJ4fAbO8hthzIRMwsRD93n_Z4
