business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,price_level,url
OPERATIONAL,"CP75+F8W Tasik Ria, Jl. Trans Sulawesi, Mokupa, Kec. Tombariri, Manado, Sulawesi Utara 95351, Indonesia","{'location': {'lat': 1.4137326, 'lng': 124.7083414}, 'viewport': {'northeast': {'lat': 1.414893279892722, 'lng': 124.7100197798927}, 'southwest': {'lat': 1.412193620107278, 'lng': 124.7073201201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tasik Ria Resort,{'open_now': True},"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117130911733445321069"">Anima Conseil</a>'], 'photo_reference': 'AUGGfZnlBmpIvZEHRut9ddLohtCQE4max-PjI-JbQVifu0I0Ee36BmCK6buHvOgRwThBt_oB2CrFQilYS63TiDGrel1MaCuhAjX75s8iRPow8ha9gltcAbQLGyqcEtrk90YSwcvoHhUNABHKe7sZP5DnhNzi7Bk5zBaLicmpitVxla36fqQ6', 'width': 3968}]",ChIJYWpoaaR6hzIR5gEuknQbu5k,4.5,ChIJYWpoaaR6hzIR5gEuknQbu5k,"['lodging', 'point_of_interest', 'establishment']",962,,,,https://www.google.com/maps/place/?q=place_id:ChIJYWpoaaR6hzIR5gEuknQbu5k
OPERATIONAL,"Jl. Kimereng Kali, RW.Lingk VI, Kinilow, Tomohon Utara, Tomohon City, North Sulawesi 95414, Indonesia","{'location': {'lat': 1.3687579, 'lng': 124.8336427}, 'viewport': {'northeast': {'lat': 1.370155979892722, 'lng': 124.8348541298927}, 'southwest': {'lat': 1.367456320107278, 'lng': 124.8321544701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Highland Resort & Nature Tours,{'open_now': True},"[{'height': 561, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104739419734388651634"">Highland Resort and Spa</a>'], 'photo_reference': 'AUGGfZnaANfv7vXXRNj9yDTcx8OyJsbu7k6cUChlp0HK5Ae00CPCLRsytbTxc7GzwEDg7-rachkaQZIrHuJ1z8zjLOKfwKCDc9IIhppnqD1pDfzvUl0SRqhhlirtfdhoWqO6ysWqDnKWH6y_i0zNZod-c_ybgYF_8mZGaCdvRl9WeG6cFutq', 'width': 1200}]",ChIJ6QcSUuZshzIR-FwHs9z1kTY,4.5,ChIJ6QcSUuZshzIR-FwHs9z1kTY,"['lodging', 'point_of_interest', 'establishment']",368,"{'compound_code': '9R9M+GC Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R9M+GC'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ6QcSUuZshzIR-FwHs9z1kTY
OPERATIONAL,"Jalan Raya Tanawangko Desa Tateli, Minahasa Regency, North Sulawesi 95121, Indonesia","{'location': {'lat': 1.4528897, 'lng': 124.7551412}, 'viewport': {'northeast': {'lat': 1.454099479892722, 'lng': 124.7567756798927}, 'southwest': {'lat': 1.451399820107278, 'lng': 124.7540760201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,MANADO TATELI RESORT AND CONVENTION,,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105814338716004210073"">Jotje Karuh</a>'], 'photo_reference': 'AUGGfZmObBNTFHHCH12mXlelFIP7D4N_5jrFfu0B8QDY-NW8Bs_gzyAUZ6F9Z-aGkNqSzj6JJpeze86T9UH6mxynnTviMKPkyJ8TgOtDakPdmnG__RdckiUWq_lzliHOKq7exJZhjCfmAyThDtQREFWayFu2EFMo1Sa2D6Q1zY0DHpI99iPR', 'width': 4624}]",ChIJ4ZhgDph2hzIRTA1gvDbF8uE,4.6,ChIJ4ZhgDph2hzIRTA1gvDbF8uE,"['lodging', 'point_of_interest', 'establishment']",3233,"{'compound_code': 'FQ34+53 Tateli Satu, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH6FQ34+53'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ4ZhgDph2hzIRTA1gvDbF8uE
OPERATIONAL,"Mokupa, Tombariri, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.4165674, 'lng': 124.7086181}, 'viewport': {'northeast': {'lat': 1.417887079892722, 'lng': 124.7099539298927}, 'southwest': {'lat': 1.415187420107278, 'lng': 124.7072542701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,THE LOTUS RESORT,{'open_now': True},"[{'height': 1026, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109053298214190301539"">A Google User</a>'], 'photo_reference': 'AUGGfZm3x4tlIcPEPXnb6ma4Ql1Kg-s5s9lVO0yqcIeWYOAQ-gTit2Q1OSsBhBOFANfupC8vIsS6Z4DZr0wW60Fos4l-oNRfhf1TTOyQ5oFtXMHatCIFwnfeSPgZcitJX8_l46rxoXisd8mPagQwywYIf2v3Y7hkmPaMSb1GRne4GFscvzaE', 'width': 955}]",ChIJodJWyfJwhzIRLKbjxtPj7rc,4.5,ChIJodJWyfJwhzIRLKbjxtPj7rc,"['lodging', 'point_of_interest', 'establishment']",334,"{'compound_code': 'CP85+JC Mokupa, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH6CP85+JC'}",,,https://www.google.com/maps/place/?q=place_id:ChIJodJWyfJwhzIRLKbjxtPj7rc
OPERATIONAL,"CP97+5X2, Desa Mokupa, Kecamatan Tombariri, Mokupa, Tombariri, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.4188937, 'lng': 124.7136046}, 'viewport': {'northeast': {'lat': 1.420226379892722, 'lng': 124.7149801298927}, 'southwest': {'lat': 1.417526720107278, 'lng': 124.7122804701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mokupa Resort,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104405966822971917160"">A Google User</a>'], 'photo_reference': 'AUGGfZn8xGZfRE1Rs_DNMhI6r1jqORPrKu0F5AaizSadksS2CSyjHhvwHaXbaSJWd3GEdmh_wJb2ehe8Lf7hVWN2Xtwrt-WTgV05KWLW4sQ4k0L2GMaE0J58FsKMwJQRL1YB4VLGUgeRw_JbalAGKp5xiiBAeBm-i1jJoTd7OmXd5DgiRs5i', 'width': 1280}]",ChIJU5Vv0-1whzIRAnh_nmO8rN0,4.2,ChIJU5Vv0-1whzIRAnh_nmO8rN0,"['lodging', 'point_of_interest', 'establishment']",297,,,,https://www.google.com/maps/place/?q=place_id:ChIJU5Vv0-1whzIRAnh_nmO8rN0
CLOSED_TEMPORARILY,"Jl. Sampelang, RT.00/RW.01, Ranowangko, Kec. Tombariri, Kabupaten Minahasa, Sulawesi Utara 95651, Indonesia","{'location': {'lat': 1.3978382, 'lng': 124.6446233}, 'viewport': {'northeast': {'lat': 1.399194129892722, 'lng': 124.6459719298928}, 'southwest': {'lat': 1.396494470107278, 'lng': 124.6432722701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Janji Laut Resort,,"[{'height': 1500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111088795682409192349"">Janji Laut Resort</a>'], 'photo_reference': 'AUGGfZn8WiLyXeK1BDuOUxkfhvZN0xIYsnHbqOIWKpzPcOqtR3RqZTyq7HznYY9T5sHFIJcGRQYcObaNQn1OMDCuXw4bJAuhHw7QoIaDS4pOBTzBIPXuimYmie--ACb_ra3TFkWczwC44OXg2qY9w_rLA86on4QQUu3WV-PV6R2Yu3pDmtyE', 'width': 2000}]",ChIJRxWSK-J6hzIRKFMOEm9UjEs,4.3,ChIJRxWSK-J6hzIRKFMOEm9UjEs,"['lodging', 'point_of_interest', 'establishment']",75,"{'compound_code': '9JXV+4R Ranowangko, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH69JXV+4R'}",True,,https://www.google.com/maps/place/?q=place_id:ChIJRxWSK-J6hzIRKFMOEm9UjEs
OPERATIONAL,"Jl. Trans Sulawesi, Mokupa, Kec. Tombariri, Kabupaten Minahasa, Sulawesi Utara 95651, Indonesia","{'location': {'lat': 1.4227351, 'lng': 124.7190829}, 'viewport': {'northeast': {'lat': 1.424259929892722, 'lng': 124.7203180798927}, 'southwest': {'lat': 1.421560270107278, 'lng': 124.7176184201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lumbalumba Resort - Manado,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108795181447515384004"">Tony Menzies</a>'], 'photo_reference': 'AUGGfZnYOREW3_S3CozQjo71pSgdsx05zpgvNnmIXqgGaL-my_-0M0rQhKcJKo0jRCRNaHs5FMMDnZvfTi_a3_Vlh7cvjQViOas87kOvLCOVJB6wy3D2H2SV4n7n5Rjut3CReHuIrUWdDJIIJpEU7ebHiy1n8nbwupW9hgxg48_OWW1aWN0-', 'width': 4032}]",ChIJVXb4IeZwhzIRDgLt7p4g0fg,4.6,ChIJVXb4IeZwhzIRDgLt7p4g0fg,"['lodging', 'point_of_interest', 'store', 'establishment']",124,"{'compound_code': 'CPF9+3J Mokupa, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH6CPF9+3J'}",,,https://www.google.com/maps/place/?q=place_id:ChIJVXb4IeZwhzIRDgLt7p4g0fg
OPERATIONAL,"Jl. Lkr. Bar., Kakaskasen Satu, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95415, Indonesia","{'location': {'lat': 1.3570077, 'lng': 124.827035}, 'viewport': {'northeast': {'lat': 1.358331979892722, 'lng': 124.8284511798927}, 'southwest': {'lat': 1.355632320107278, 'lng': 124.8257515201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Grand Master Villa Tomohon,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100662541201296258962"">A Google User</a>'], 'photo_reference': 'AUGGfZntsN_ChYhWRxqZlMvXMCWlwhDf65114IBxTdZ-g3tD7cMrUluuualrbYiFQ_xHIW5IW5zV_NmPI1tjhf8gX90UelvTDedghJpsf61gdjTCnqQMgMkEHHhACHmsH5SgN--Ns8GzCJrcZX8M-nuKnEgkBlyrY9DieLVQTeWrM8AtVjYV', 'width': 1920}]",ChIJSZ8_JrRthzIRqjV7P4fTWOQ,4.5,ChIJSZ8_JrRthzIRqjV7P4fTWOQ,"['point_of_interest', 'establishment']",1051,"{'compound_code': '9R4G+RR Kakaskasen Satu, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R4G+RR'}",,,https://www.google.com/maps/place/?q=place_id:ChIJSZ8_JrRthzIRqjV7P4fTWOQ
OPERATIONAL,"Jl. Lkr. Tim., Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95417, Indonesia","{'location': {'lat': 1.3479204, 'lng': 124.846093}, 'viewport': {'northeast': {'lat': 1.349286129892722, 'lng': 124.8474954798927}, 'southwest': {'lat': 1.346586470107278, 'lng': 124.8447958201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jhoanie Hotel,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109121278258707221956"">Jhoanie Hotel</a>'], 'photo_reference': 'AUGGfZmfYwRNnHb7vKqCl9jaqa-PzycW8bj1NCppKyLGi_OwwS3C_rW-Ndl7DNJBTKwSwrMnywfoJ7Nb2uSg_ko7FPwfKBUy8ZkDjHQ3QoQP7cwy9pwws_LbepejeRQB_MCgr8eGUKMdsLhnFENZcPt8w2IrdZY0DgUVTYYaNA8Dh1HJb2SW', 'width': 1616}]",ChIJS-xm1eNshzIRT3BNSapr4B4,4.1,ChIJS-xm1eNshzIRT3BNSapr4B4,"['lodging', 'point_of_interest', 'establishment']",875,"{'compound_code': '8RXW+5C Kakaskasen Tiga, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68RXW+5C'}",,,https://www.google.com/maps/place/?q=place_id:ChIJS-xm1eNshzIRT3BNSapr4B4
OPERATIONAL,"Jl. Kimereng Kali RW.04, Dusun IV, Kinilow, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95414, Indonesia","{'location': {'lat': 1.3666715, 'lng': 124.8353314}, 'viewport': {'northeast': {'lat': 1.368221429892722, 'lng': 124.8364379798928}, 'southwest': {'lat': 1.365521770107278, 'lng': 124.8337383201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rimba Eco Resort,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117726752613611395364"">A Google User</a>'], 'photo_reference': 'AUGGfZksoGSeDbWpx3PZ84bazocZ9InOq1E5Jkh2OX7z6Mt8SrGyy2Eeyo7nP0JLQt4meOOfda6KU2JgzhVGN32S4snfSCombCpNX-3ZhmBwKepbB6W2k-59HTL0XvT1Uf6Sfw2Ik8BaqpDtCfWBrgGwIvwpnhUl_EeJzaXH8PtPnpOaU1c6', 'width': 4000}]",ChIJ4fAbO8hthzIRMwsRD93n_Z4,4.9,ChIJ4fAbO8hthzIRMwsRD93n_Z4,"['lodging', 'point_of_interest', 'establishment']",36,"{'compound_code': '9R8P+M4 Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R8P+M4'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ4fAbO8hthzIRMwsRD93n_Z4
