business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,permanently_closed,url
OPERATIONAL,"FQ55+X9H, Daieko, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5400606, 'lng': 121.758492}, 'viewport': {'northeast': {'lat': -10.53875417010728, 'lng': 121.7603742798927}, 'southwest': {'lat': -10.54145382989272, 'lng': 121.7576746201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,YanoLulu,ChIJKSEqcCzlUSwR-ThP2yYuNAQ,4.0,ChIJKSEqcCzlUSwR-ThP2yYuNAQ,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJKSEqcCzlUSwR-ThP2yYuNAQ
OPERATIONAL,"CP5C+WRV, Lobohede, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5899221, 'lng': 121.7216979}, 'viewport': {'northeast': {'lat': -10.58859492010728, 'lng': 121.7230718298928}, 'southwest': {'lat': -10.59129457989272, 'lng': 121.7203721701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Danni Hiha,ChIJN055s6bnUSwRy2D6iX_5JeA,5.0,ChIJN055s6bnUSwRy2D6iX_5JeA,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJN055s6bnUSwRy2D6iX_5JeA
OPERATIONAL,"9QWM+9XX, Wadumeddi, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.6039948, 'lng': 121.7849802}, 'viewport': {'northeast': {'lat': -10.60260682010728, 'lng': 121.7863398798928}, 'southwest': {'lat': -10.60530647989272, 'lng': 121.7836402201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Herman Hina Homestay,ChIJFZNg323nUSwR6BwmR4d7kMw,5.0,ChIJFZNg323nUSwR6BwmR4d7kMw,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJFZNg323nUSwR6BwmR4d7kMw
OPERATIONAL,"CPMC+G7V, Molie, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5647478, 'lng': 121.7206953}, 'viewport': {'northeast': {'lat': -10.5637016, 'lng': 121.7221651798927}, 'southwest': {'lat': -10.5678864, 'lng': 121.7194655201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ama Ardhy_19,ChIJic6FpKHnUSwR2chHbTAkSwk,1.0,ChIJic6FpKHnUSwR2chHbTAkSwk,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJic6FpKHnUSwR2chHbTAkSwk
OPERATIONAL,"CP3V+352, Unnamed Road, Lobohede, Kec. Hawu Mehara, Kabupaten Sabu Raijua, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.5973761, 'lng': 121.7429004}, 'viewport': {'northeast': {'lat': -10.59603292010728, 'lng': 121.7443939798927}, 'southwest': {'lat': -10.59873257989272, 'lng': 121.7416943201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Juken huki,ChIJ0X5f3tfnUSwRNVQqvbAfR08,0.0,ChIJ0X5f3tfnUSwRNVQqvbAfR08,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0X5f3tfnUSwRNVQqvbAfR08
OPERATIONAL,"CP4V+JH5, Lobohede, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5934767, 'lng': 121.7439833}, 'viewport': {'northeast': {'lat': -10.59219372010728, 'lng': 121.7453983798927}, 'southwest': {'lat': -10.59489337989272, 'lng': 121.7426987201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jefry Do Hina,ChIJr90A9prnUSwR5UpVdBBCFlU,4.5,ChIJr90A9prnUSwR5UpVdBBCFlU,"['lodging', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJr90A9prnUSwR5UpVdBBCFlU
OPERATIONAL,"CPM9+W7P, Ledetiti, Molie, Kec. Hawu Mehara, Kabupaten Sabu Raijua, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.5654359, 'lng': 121.7183504}, 'viewport': {'northeast': {'lat': -10.56426412010728, 'lng': 121.7190362298927}, 'southwest': {'lat': -10.56696377989272, 'lng': 121.7163365701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Methu Tagi,ChIJ8yDNe3DhUSwRUCWI1rHdFvo,0.0,ChIJ8yDNe3DhUSwRUCWI1rHdFvo,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8yDNe3DhUSwRUCWI1rHdFvo
OPERATIONAL,"CQ74+Q8M, Unnamed Road, Pedarro, Kec. Hawu Mehara, Kabupaten Sabu Raijua, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.5855344, 'lng': 121.7558047}, 'viewport': {'northeast': {'lat': -10.58424082010728, 'lng': 121.7571247798927}, 'southwest': {'lat': -10.58694047989272, 'lng': 121.7544251201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,SEMUEL NERE BUKY,ChIJ_-_rMLvnUSwRbNk54Toc2mk,0.0,ChIJ_-_rMLvnUSwRbNk54Toc2mk,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_-_rMLvnUSwRbNk54Toc2mk
OPERATIONAL,"CQ74+R89, Pedarro, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5855387, 'lng': 121.7558128}, 'viewport': {'northeast': {'lat': -10.58419977010728, 'lng': 121.7571501298928}, 'southwest': {'lat': -10.58689942989272, 'lng': 121.7544504701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,TODA YULIASTI BUKY,ChIJzSfolgDnUSwRb2kcqE5zJ_Q,1.0,ChIJzSfolgDnUSwRb2kcqE5zJ_Q,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJzSfolgDnUSwRb2kcqE5zJ_Q
OPERATIONAL,"CQ66+GW8, Pedarro, Hawu Mehara, Sabu Raijua Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.5884646, 'lng': 121.7617137}, 'viewport': {'northeast': {'lat': -10.58720027010728, 'lng': 121.7632822298927}, 'southwest': {'lat': -10.58989992989272, 'lng': 121.7605825701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RANDO BOEKY,ChIJi2IgFwDnUSwRx5HqaesVlGo,0.0,ChIJi2IgFwDnUSwRx5HqaesVlGo,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJi2IgFwDnUSwRx5HqaesVlGo
