business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"5G6V+6CH, Kamarang Lebak, Greged, Cirebon, West Java 45172, Indonesia","{'location': {'lat': -6.8394493, 'lng': 108.5436012}, 'viewport': {'northeast': {'lat': -6.838279620107278, 'lng': 108.5449308298927}, 'southwest': {'lat': -6.840979279892721, 'lng': 108.5422311701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Setu Kamarang Lebak,ChIJ19dGFdobby4REfPvX5m3hZ4,0.0,ChIJ19dGFdobby4REfPvX5m3hZ4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ19dGFdobby4REfPvX5m3hZ4
OPERATIONAL,"5HGG+7W6, Gumulung Tonggoh, Greged, Cirebon, West Java 45181, Indonesia","{'location': {'lat': -6.824761199999999, 'lng': 108.5773633}, 'viewport': {'northeast': {'lat': -6.823383470107277, 'lng': 108.5787242798927}, 'southwest': {'lat': -6.826083129892721, 'lng': 108.5760246201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kipaltuljanah,ChIJ2wOfDiEbby4RWVQmVrKNgpk,5.0,ChIJ2wOfDiEbby4RWVQmVrKNgpk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2wOfDiEbby4RWVQmVrKNgpk
OPERATIONAL,"5HJM+682, Gumulung Tonggoh, Greged, Cirebon, West Java 45181, Indonesia","{'location': {'lat': -6.8195134, 'lng': 108.5833591}, 'viewport': {'northeast': {'lat': -6.817888070107278, 'lng': 108.5850494798927}, 'southwest': {'lat': -6.820587729892722, 'lng': 108.5823498201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KYUBI LAHIR,ChIJJ4Jz7vsbby4RTbMPOVzN5wY,5.0,ChIJJ4Jz7vsbby4RTbMPOVzN5wY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ4Jz7vsbby4RTbMPOVzN5wY
OPERATIONAL,"5HJ7+JP8, Sindang Kempeng, Greged, Cirebon, West Java 45172, Indonesia","{'location': {'lat': -6.818466099999999, 'lng': 108.5643317}, 'viewport': {'northeast': {'lat': -6.817633470107278, 'lng': 108.56505195}, 'southwest': {'lat': -6.820333129892722, 'lng': 108.56217095}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Gelong Greged,ChIJG5EcWYMbby4RBqR2c7Bm4_4,4.2,ChIJG5EcWYMbby4RBqR2c7Bm4_4,"['tourist_attraction', 'point_of_interest', 'establishment']",115,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107278886708858595123"">Haris Streetouzcka</a>'], 'photo_reference': 'AUGGfZmSIh1KcNzOnSO5SCE91hM63diTpkgtAf_pGTg0Rt933EDl6nwDRROIe-wxdG_9peqBgbIBqZrDvlU7StSPYWsuzQSQb-4TVUlwgSzrk5HK7KikRVTT7ud5wT4DVFb8tV0onPcQrymtCt0a8Rm4yOdMioZSVL_HVBU5X4oivdCPYyDi', 'width': 1280}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJG5EcWYMbby4RBqR2c7Bm4_4
OPERATIONAL,"5HGM+HM5, Gumulung Tonggoh, Greged, Cirebon, West Java, Indonesia","{'location': {'lat': -6.8236187, 'lng': 108.5842427}, 'viewport': {'northeast': {'lat': -6.817326800000002, 'lng': 108.5861026798927}, 'southwest': {'lat': -6.825715999999999, 'lng': 108.5834030201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SANBI LAHIR,ChIJHfOv_xwbby4Rxxfi3wX5Njw,0.0,ChIJHfOv_xwbby4Rxxfi3wX5Njw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJHfOv_xwbby4Rxxfi3wX5Njw
CLOSED_TEMPORARILY,"5HMJ+54C, gang cicariang, Gumulung Tonggoh, Kec. Greged, Kabupaten Cirebon, Jawa Barat 45181, Indonesia","{'location': {'lat': -6.8163325, 'lng': 108.5807592}, 'viewport': {'northeast': {'lat': -6.814982670107278, 'lng': 108.5821090298927}, 'southwest': {'lat': -6.817682329892722, 'lng': 108.5794093701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung meeting gumulungtonggoh,ChIJOZnnr3gbby4R_-_rEI3cGfY,5.0,ChIJOZnnr3gbby4R_-_rEI3cGfY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107953322270726412243"">A Google User</a>'], 'photo_reference': 'AUGGfZl1xp1kUUsuSmYZjJfqameXVVWlZbtbT6d9dnuGdvCr2rIvc7e4JKr1y4PjiM6aeGnxaRgFe-qk4GpgdbyVXjzghJTXmZeUGSQ3GC8dpL6cSJRKOrrrKNanWn3u7NuWsEUXAaZ2h6a3P21NH97HEIQKeNpqu_5NECkHJ6X_LvAL-Wt5', 'width': 1836}]",True,,,https://www.google.com/maps/place/?q=place_id:ChIJOZnnr3gbby4R_-_rEI3cGfY
OPERATIONAL,"6H3C+Q3P, Pahing, Sinarrancang, Kec. Mundu, Kabupaten Cirebon, Jawa Barat, Indonesia","{'location': {'lat': -6.795529399999999, 'lng': 108.5701906}, 'viewport': {'northeast': {'lat': -6.794224670107278, 'lng': 108.5715204298927}, 'southwest': {'lat': -6.796924329892722, 'lng': 108.5688207701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padepokan anti galau,ChIJmwGgpYkdby4RtANYHMbSfJk,4.7,ChIJmwGgpYkdby4RtANYHMbSfJk,"['tourist_attraction', 'point_of_interest', 'establishment']",48,"[{'height': 1468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106587640300420518300"">Dzul Harman</a>'], 'photo_reference': 'AUGGfZkwdJOGdIrP2zJ7JHsOuRTE8_EmwJbHH9Sm8VJyE5fzStL3OdEDA2u3H9s8Oo37TxFn4NiU9AzVD4VYb5VZQYwo7KdUDRaMQz7WbuQnPb1N3zyUEdoH42bc8hgSckF1PxJ-v6CX2UmoAB8htkMypUGCgbBEwcAYoc9Tc1Xuk8qePBzg', 'width': 3264}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJmwGgpYkdby4RtANYHMbSfJk
OPERATIONAL,"Sinarrancang, Mundu, Cirebon, West Java 45173, Indonesia","{'location': {'lat': -6.7981875, 'lng': 108.5700625}, 'viewport': {'northeast': {'lat': -6.796877570107278, 'lng': 108.5715235298927}, 'southwest': {'lat': -6.799577229892722, 'lng': 108.5688238701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talaga Langit,ChIJzVc9Lf4dby4R3_5gAPpa_TI,4.5,ChIJzVc9Lf4dby4R3_5gAPpa_TI,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",1092,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104313346991403787633"">resi tryd</a>'], 'photo_reference': 'AUGGfZmiJVsFF2lb46VjeZXnjfpL9o0jWpqE-QP92DPj97ompG0JMRJbCEEpTPzvSjrd-LQj9C3_5YhoZbIVKO8kCiYNfKbtsA-Gc-l2vmKHYmhCsc0bxx3-CYlQU4gbA9wZTeTNi0MV3v04ZXTuxPas8o7k84FLF2Mu5LV8TqoGkb3vB-Vg', 'width': 4032}]",,{'open_now': False},"{'compound_code': '6H2C+P2 Sinarrancang, Cirebon, West Java, Indonesia', 'global_code': '6P5C6H2C+P2'}",https://www.google.com/maps/place/?q=place_id:ChIJzVc9Lf4dby4R3_5gAPpa_TI
OPERATIONAL,"5HQX+9HP, Munjul, Astanajapura, Cirebon, West Java, Indonesia","{'location': {'lat': -6.811531599999999, 'lng': 108.5989657}, 'viewport': {'northeast': {'lat': -6.810368620107277, 'lng': 108.6004924298927}, 'southwest': {'lat': -6.813068279892721, 'lng': 108.5977927701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balong gede kramat,ChIJZWQ4P2Abby4RIe_b86bGQSs,5.0,ChIJZWQ4P2Abby4RIe_b86bGQSs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108555561425624368982"">daleev khan</a>'], 'photo_reference': 'AUGGfZnvKCE-DaLZpBLYKMLFBjuCc5wooKDg_ZTId2UJODi7GsivXGYELaQG7FPe7hKY80VwTBMAOenHzqkHFKb5nfJFv00dMqZ71n0p8tcanPo1cS3IgrBBGDXN7It8BzS0tQuiSAfogdm-c04hxPTbYt2bdMh_gA97IJGroM2JFhLiUis_', 'width': 3200}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJZWQ4P2Abby4RIe_b86bGQSs
OPERATIONAL,"Jl. Sawah Kembang, Gumulung Lb., Kec. Greged, Kabupaten Cirebon, Jawa Barat 45181, Indonesia","{'location': {'lat': -6.8226287, 'lng': 108.5705579}, 'viewport': {'northeast': {'lat': -6.821740970107277, 'lng': 108.5719733798927}, 'southwest': {'lat': -6.824440629892721, 'lng': 108.5692737201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Laut cilandeuh indah,ChIJ12sTIHMbby4RJkd21LsRBgY,5.0,ChIJ12sTIHMbby4RJkd21LsRBgY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104981745088567592181"">ekky nurzaman</a>'], 'photo_reference': 'AUGGfZkI3JxXi7B-merNvs2x_hdXUJ-WxKvRfZYgrGf1i3RO9bPgm7mmjjH9fkRFW4neMA4zCjH_DI9WqNxh2suNgq1xVrGPRJ25Mh5EhHC2DZOf-s2V4hi8FyATOotMQAZPJofLZzFee-txM2MNZfryTW-XTLPwfmeGo-5AYmBphXFg4yut', 'width': 4000}]",,,"{'compound_code': '5HGC+W6 Gumulung Lebak, Cirebon, West Java, Indonesia', 'global_code': '6P5C5HGC+W6'}",https://www.google.com/maps/place/?q=place_id:ChIJ12sTIHMbby4RJkd21LsRBgY
