business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,url
OPERATIONAL,"F97W+66G, Slendra, Gegesik, Cirebon, West Java, Indonesia","{'location': {'lat': -6.5369475, 'lng': 108.3955721}, 'viewport': {'northeast': {'lat': -6.535598520107277, 'lng': 108.3969241798927}, 'southwest': {'lat': -6.538298179892721, 'lng': 108.3942245201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pw,ChIJ40B3LavDbi4RGHZkHYX-gxI,5,ChIJ40B3LavDbi4RGHZkHYX-gxI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJ40B3LavDbi4RGHZkHYX-gxI
OPERATIONAL,"desa wisata Gegesik kulon, Blk. 4, Panguragan Kulon, Kec. Panguragan, Kabupaten Cirebon, Jawa Barat 45163, Indonesia","{'location': {'lat': -6.6284227, 'lng': 108.448841}, 'viewport': {'northeast': {'lat': -6.627113870107278, 'lng': 108.4502993798927}, 'southwest': {'lat': -6.629813529892722, 'lng': 108.4475997201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gegesik kulon,ChIJ12gPHwDnbi4Rr_IDSBaLxcA,0,ChIJ12gPHwDnbi4Rr_IDSBaLxcA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ12gPHwDnbi4Rr_IDSBaLxcA
OPERATIONAL,"CCX3+3J7, Slendra, Gegesik, Cirebon, West Java 45164, Indonesia","{'location': {'lat': -6.552556099999999, 'lng': 108.4032905}, 'viewport': {'northeast': {'lat': -6.551319120107278, 'lng': 108.4046280798927}, 'southwest': {'lat': -6.554018779892722, 'lng': 108.4019284201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Bengkok Kadus Upi,ChIJxeoTSQDDbi4RWM4FutaoYpM,0,ChIJxeoTSQDDbi4RWM4FutaoYpM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJxeoTSQDDbi4RWM4FutaoYpM
OPERATIONAL,"CCW3+CRJ, Slendra, Gegesik, Cirebon, West Java, Indonesia","{'location': {'lat': -6.5539248, 'lng': 108.4045029}, 'viewport': {'northeast': {'lat': -6.552568420107278, 'lng': 108.4056877298927}, 'southwest': {'lat': -6.555268079892722, 'lng': 108.4029880701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Hj. Napiah,ChIJoWF3dQDDbi4RzKm4ghTXmQg,0,ChIJoWF3dQDDbi4RzKm4ghTXmQg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJoWF3dQDDbi4RzKm4ghTXmQg
OPERATIONAL,"FC3J+9F2, Jagapura Kulon, Gegesik, Cirebon, West Java 45164, Indonesia","{'location': {'lat': -6.5466015, 'lng': 108.431147}, 'viewport': {'northeast': {'lat': -6.545318770107277, 'lng': 108.4324901798927}, 'southwest': {'lat': -6.548018429892721, 'lng': 108.4297905201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Warung Tempar Titik Kumpul Mabar,ChIJIwlFcVzpbi4RnUwNoiRkEZw,0,ChIJIwlFcVzpbi4RnUwNoiRkEZw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106754800537950454615"">A Google User</a>'], 'photo_reference': 'AUGGfZni_rF5Yoo8MYJGI7lJI21TPCv5gsVF3_4GwitrBJhX0z01MShN6bZshL1kLru3YATo7ge36PzXgk8xqtN621iuV9nYx8jrtXXtLjKJ3qaJHsc91GiVk2VxwO5o3SDA2Np30hFbpll_tyMYi80A3d_Bh6ie827TUKJDrHZK8nobbdtk', 'width': 4160}]",https://www.google.com/maps/place/?q=place_id:ChIJIwlFcVzpbi4RnUwNoiRkEZw
OPERATIONAL,"FC24+99, Jagapura Kulon, Gegesik, Cirebon, West Java, Indonesia","{'location': {'lat': -6.549036, 'lng': 108.4059275}, 'viewport': {'northeast': {'lat': -6.547795720107279, 'lng': 108.40667025}, 'southwest': {'lat': -6.550495379892722, 'lng': 108.40369925}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah H. Wirta & Hj. Waniah,ChIJXbF-KQDDbi4RJklHCgE7lYI,0,ChIJXbF-KQDDbi4RJklHCgE7lYI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJXbF-KQDDbi4RJklHCgE7lYI
OPERATIONAL,"CCW2+6FX, Slendra, Gegesik, Cirebon, West Java, Indonesia","{'location': {'lat': -6.554380099999999, 'lng': 108.401241}, 'viewport': {'northeast': {'lat': -6.552856370107278, 'lng': 108.4026036298927}, 'southwest': {'lat': -6.555556029892721, 'lng': 108.3999039701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Bpk. H. Wirta & Ibu. Hj. Waniah,ChIJzTcHDgDDbi4RrsVSvw5BYzQ,0,ChIJzTcHDgDDbi4RrsVSvw5BYzQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJzTcHDgDDbi4RrsVSvw5BYzQ
OPERATIONAL,"C9WX+WX, Slendra, Gegesik, Cirebon, West Java, Indonesia","{'location': {'lat': -6.552686, 'lng': 108.3998948}, 'viewport': {'northeast': {'lat': -6.551998620107278, 'lng': 108.4017850298927}, 'southwest': {'lat': -6.554698279892722, 'lng': 108.3990853701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah H. Wir+Hj. Wan,ChIJn0otYADDbi4RS_rfN35L2Js,0,ChIJn0otYADDbi4RS_rfN35L2Js,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJn0otYADDbi4RS_rfN35L2Js
OPERATIONAL,"CCX4+635, Slendra, Gegesik, Cirebon, West Java 45164, Indonesia","{'location': {'lat': -6.5528529, 'lng': 108.4054242}, 'viewport': {'northeast': {'lat': -6.551237670107278, 'lng': 108.4064782298927}, 'southwest': {'lat': -6.553937329892721, 'lng': 108.4037785701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Almh. Ibu Hj Dasinah & Alm. Bpk H. Wasudi,ChIJ22vyLQDDbi4RvXe9W1qHff8,0,ChIJ22vyLQDDbi4RvXe9W1qHff8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ22vyLQDDbi4RvXe9W1qHff8
OPERATIONAL,"FC74+VW3, Jagapura Kulon, Gegesik, Cirebon, West Java 45164, Indonesia","{'location': {'lat': -6.5353506, 'lng': 108.4072843}, 'viewport': {'northeast': {'lat': -6.534006620107278, 'lng': 108.4086337298927}, 'southwest': {'lat': -6.536706279892722, 'lng': 108.4059340701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SONGKET SABIN,ChIJV4lvpx_Dbi4RiRe-oFEWfMU,0,ChIJV4lvpx_Dbi4RiRe-oFEWfMU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101283532516136337276"">A Google User</a>'], 'photo_reference': 'AUGGfZl1lDlYPCJfKi6rsFIZV-5gErbWt1nqCTGcMl8SQHTu7umYRQgvD4cJT6Vj9JxA5SyFkwdhxTNkkyLOcWSEipXtIxPqZR9u2BvzKDnojaOm9yQOCMeCyxgZiC_6chZNW44qHwAZE03TG00GOEaOmPI8PW_PnJIWHJgWtA6DEFJUDWYm', 'width': 1920}]",https://www.google.com/maps/place/?q=place_id:ChIJV4lvpx_Dbi4RiRe-oFEWfMU
