business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"Jl. Raya Parang-Poncol No.1978, Gondang, Alastuwo, Kec. Poncol, Kabupaten Magetan, Jawa Timur 63362, Indonesia","{'location': {'lat': -7.709813499999999, 'lng': 111.2493848}, 'viewport': {'northeast': {'lat': -7.708539020107279, 'lng': 111.2507654298927}, 'southwest': {'lat': -7.711238679892722, 'lng': 111.2480657701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Poncol Eksotik,ChIJ2fNDOvKPeS4ROxnVr76qttw,"{'compound_code': '76RX+3Q Alastuwo, Magetan Regency, East Java, Indonesia', 'global_code': '6P4H76RX+3Q'}",0.0,ChIJ2fNDOvKPeS4ROxnVr76qttw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2fNDOvKPeS4ROxnVr76qttw
OPERATIONAL,"Wonosari, Janggan, Poncol, Magetan Regency, East Java 63362, Indonesia","{'location': {'lat': -7.7268952, 'lng': 111.2488202}, 'viewport': {'northeast': {'lat': -7.725453970107278, 'lng': 111.2503215798927}, 'southwest': {'lat': -7.728153629892722, 'lng': 111.2476219201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gonggang Dam,ChIJWb1uAL2PeS4RA77S-rYY0Kk,"{'compound_code': '76FX+6G Janggan, Magetan Regency, East Java, Indonesia', 'global_code': '6P4H76FX+6G'}",4.1,ChIJWb1uAL2PeS4RA77S-rYY0Kk,"['tourist_attraction', 'point_of_interest', 'establishment']",574,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102326097380199950551"">Aguz Mbanggle</a>'], 'photo_reference': 'AUGGfZl68QAy18S7mnhhryTm-HJIGXAVQy35NtK3SY4dLZ2rBbkCciB6udSB5Pt455_HPTR61Crh2bs6B7jzfUUZUePEQRB0v3d7RTlcvthAFDMOkaFCJ3EOji2--f5sBkVPzPdVYC_-jxQ9V2uQptJJNdq_d8dT7TZ3jk_8x7sSlobaWzWs', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJWb1uAL2PeS4RA77S-rYY0Kk
OPERATIONAL,"75RQ+6F7, Genilangit, Kec. Poncol, Kabupaten Magetan, Jawa Timur 63362, Indonesia","{'location': {'lat': -7.7094643, 'lng': 111.1886767}, 'viewport': {'northeast': {'lat': -7.708126070107278, 'lng': 111.1900475298927}, 'southwest': {'lat': -7.710825729892722, 'lng': 111.1873478701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tirtosari Waterfall,ChIJ6T0aNiuJeS4RcVScJIHbjCM,,4.4,ChIJ6T0aNiuJeS4RcVScJIHbjCM,"['tourist_attraction', 'point_of_interest', 'establishment']",107,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113113633905270197576"">Ismaryanto Black</a>'], 'photo_reference': 'AUGGfZnMENGzk-mLs0vDxq6quGu1rv8C35di7dkHoOW9ObtG1cXcfaICF0flo1kNxTlt0XP4-N3qnCtIMnaM4T1voD0WMGp_5cGjzzj1ulokf74mrIgKf9mRcLWmYFS2iX9eM3DlvynDxdBGp6-BdxCTjYe2bHJWoxO9EZVPjI5ltkTJjwS2', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJ6T0aNiuJeS4RcVScJIHbjCM
OPERATIONAL,"Gg. Kopen, Kopen, Gonggang, Kec. Poncol, Kabupaten Magetan, Jawa Timur 63362, Indonesia","{'location': {'lat': -7.7216692, 'lng': 111.2285649}, 'viewport': {'northeast': {'lat': -7.719947170107278, 'lng': 111.2299749798927}, 'southwest': {'lat': -7.722646829892722, 'lng': 111.2272753201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Argo Sempu Puntok Geneng,ChIJIXjIfA-PeS4RfEsEWg5Diro,"{'compound_code': '76HH+8C Gonggang, Magetan Regency, East Java, Indonesia', 'global_code': '6P4H76HH+8C'}",4.1,ChIJIXjIfA-PeS4RfEsEWg5Diro,"['tourist_attraction', 'point_of_interest', 'establishment']",87,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115439293466089893929"">Agus Supriyanto Sudaryono</a>'], 'photo_reference': 'AUGGfZnDGhhrzCJXD13QXhu9iYhe_6ruHEwJ73axYaAtO2jMfoSRqKi0wW3DCP7uEJ6hjM2sEzh4S8trXXSzHhm1HlYgNextGJ4DaDKVinjo9e33Z9egzZN97UgmsdgjFfiY5qTVosp-tKX6FvoklrWDGexyT6e5aL2qdLn2rRS7ik4QiP69', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJIXjIfA-PeS4RfEsEWg5Diro
OPERATIONAL,"Janggan, Poncol, Magetan Regency, East Java 63362, Indonesia","{'location': {'lat': -7.718711699999999, 'lng': 111.2398738}, 'viewport': {'northeast': {'lat': -7.717339520107279, 'lng': 111.2412492298927}, 'southwest': {'lat': -7.720039179892723, 'lng': 111.2385495701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ujung Kulon Janggan,ChIJB5CU-KiPeS4RnjrYP-YurDU,"{'compound_code': '76JQ+GW Janggan, Magetan Regency, East Java, Indonesia', 'global_code': '6P4H76JQ+GW'}",4.2,ChIJB5CU-KiPeS4RnjrYP-YurDU,"['tourist_attraction', 'point_of_interest', 'establishment']",540,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115872468345945499188"">A Google User</a>'], 'photo_reference': 'AUGGfZl2DdSRez_rU_Ckr1Ug4x45W4wMDqcbdb73qHKDuxjnx94eb2gfMaLMp4FPzpI0T32hX67vjVCNLFY3gSEyeQxxlW5JIGUGsEsGKmo0IW6DQb1ELiMyQ6ERqp9ZlNf9_Ri_Mp1lkI-JYpMVlLHdDY7aZuC2oscKR-a5HRAbwj4v8kxn', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJB5CU-KiPeS4RnjrYP-YurDU
OPERATIONAL,"769G+5HF, Dagung, Gonggang, Kec. Poncol, Kabupaten Magetan, Jawa Timur, Indonesia","{'location': {'lat': -7.732058899999999, 'lng': 111.2264146}, 'viewport': {'northeast': {'lat': -7.730532220107278, 'lng': 111.2276324298927}, 'southwest': {'lat': -7.733231879892722, 'lng': 111.2249327701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air ( Sendang),ChIJB2JWeSyPeS4RqENF2S3fi58,,5.0,ChIJB2JWeSyPeS4RqENF2S3fi58,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 556, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109590347003584181491"">Fredy Yudi</a>'], 'photo_reference': 'AUGGfZnLM8f81BMr5YcvInzKyp_1dQlTOs3do-ydcWWU5W9sRftRDIMYAaMFievWaeSzOfneAgDYjT3TAHzLb7_3MZh-FqxtLcd75evuQWp2111LuGvrNWOyD5RZfNZbmOuLphg7z4ZR1HD3eMQT5XFMXknkdyMoDNf0XnNzj7gZ6oSYbIQ1', 'width': 830}]",,https://www.google.com/maps/place/?q=place_id:ChIJB2JWeSyPeS4RqENF2S3fi58
OPERATIONAL,"77RG+37, Gn. Tambal, Alastuwo, Kec. Poncol, Kabupaten Magetan, Jawa Timur 63362, Indonesia","{'location': {'lat': -7.710131499999999, 'lng': 111.27564}, 'viewport': {'northeast': {'lat': -7.709351470107277, 'lng': 111.2764297298927}, 'southwest': {'lat': -7.712051129892721, 'lng': 111.2737300701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun kopi gunung Tambal,ChIJTQK9A26PeS4R5zq5x9Ga5kI,,0.0,ChIJTQK9A26PeS4R5zq5x9Ga5kI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJTQK9A26PeS4R5zq5x9Ga5kI
OPERATIONAL,"76R8+4X4, Genilangit, Kec. Poncol, Kabupaten Magetan, Jawa Timur 63362, Indonesia","{'location': {'lat': -7.7097368, 'lng': 111.2174417}, 'viewport': {'northeast': {'lat': -7.708398620107276, 'lng': 111.2188523298927}, 'southwest': {'lat': -7.71109827989272, 'lng': 111.2161526701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Geni Langit Magetan,ChIJ1VMmfQyPeS4ReS5q57oglJ4,,4.4,ChIJ1VMmfQyPeS4ReS5q57oglJ4,"['tourist_attraction', 'point_of_interest', 'establishment']",48,{'open_now': False},"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106261469477619230720"">joko digdoyo</a>'], 'photo_reference': 'AUGGfZlAMee700bLNJVwza-hcvjs3kFtbzcBBcqWKNw9dHhpefQsLULh0XwJ-yYRE8rGFG_vIMbVOQS2Q8TuVS1Ca1XS7aX3os-3W6u-YekpTUbjMEKeGz0F8mhS_kzY0UaqkJ1N9fZWYBCvymfB3a0LhCCchuEiTRJUW9sL4ELPEcx1DCw', 'width': 2160}]",,https://www.google.com/maps/place/?q=place_id:ChIJ1VMmfQyPeS4ReS5q57oglJ4
OPERATIONAL,"77H6+RP, Alastuwo, Kec. Poncol, Kabupaten Magetan, Jawa Timur, Indonesia","{'location': {'lat': -7.720471999999999, 'lng': 111.261798}, 'viewport': {'northeast': {'lat': -7.7183384, 'lng': 111.2631172798927}, 'southwest': {'lat': -7.721183199999998, 'lng': 111.2604176201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kebun@kangyitmo,ChIJb3RF9vKPeS4RRZ4mHEVjaew,,0.0,ChIJb3RF9vKPeS4RRZ4mHEVjaew,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJb3RF9vKPeS4RRZ4mHEVjaew
OPERATIONAL,"76FH+RWC, Kopen, Gonggang, Kec. Poncol, Kabupaten Magetan, Jawa Timur, Indonesia","{'location': {'lat': -7.725437499999999, 'lng': 111.2297656}, 'viewport': {'northeast': {'lat': -7.724220670107277, 'lng': 111.2310136298927}, 'southwest': {'lat': -7.726920329892721, 'lng': 111.2283139701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air (Kali LO),ChIJy8z0UH-PeS4RZYFmBAL4Emk,,0.0,ChIJy8z0UH-PeS4RZYFmBAL4Emk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117806350766035710880"">A Google User</a>'], 'photo_reference': 'AUGGfZnF-wJFr8Fg1367MSo_PSHODU4_1CzBmLNgb_Gw0UMb0O_TyANyjomel2s5FOiXPRoPCDLMC1LQcwr-MLa28Aq7uKpVu9WErJUS334xyrKuNdAaoZJFzo2io-RQ76i_cUjjBzrkG9_BgOLdwh4MkYwWHuA_NmQDYVaI1A1TFWUtmHIF', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJy8z0UH-PeS4RZYFmBAL4Emk
