business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,permanently_closed,url
OPERATIONAL,"FG8W+RQQ, Balongsari, Belahantengah, Kec. Mojosari, Kabupaten Mojokerto, Jawa Timur 61382, Indonesia","{'location': {'lat': -7.5334561, 'lng': 112.5468317}, 'viewport': {'northeast': {'lat': -7.532113120107279, 'lng': 112.5482080798927}, 'southwest': {'lat': -7.534812779892722, 'lng': 112.5455084201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah Grandpa,ChIJWV6jkN91eC4RJIICVHLTDo0,5.0,ChIJWV6jkN91eC4RJIICVHLTDo0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJWV6jkN91eC4RJIICVHLTDo0
OPERATIONAL,"FHJ2+M8V, Unnamed Road, Mojosulur, Mojosari, Mojokerto Regency, East Java 61382, Indonesia","{'location': {'lat': -7.518251500000001, 'lng': 112.5507869}, 'viewport': {'northeast': {'lat': -7.516733570107278, 'lng': 112.5519675298927}, 'southwest': {'lat': -7.519433229892722, 'lng': 112.5492678701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SUMBER BUNTUNG RANDUBANGO,ChIJs39NBe0LeC4RHK53wyfmiKk,4.3,ChIJs39NBe0LeC4RHK53wyfmiKk,"['tourist_attraction', 'point_of_interest', 'establishment']",10,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110635089788334330378"">A Google User</a>'], 'photo_reference': 'AUGGfZkuUT9t4YB32y6j9-Mzrlse0LUIIyaCZ9VqMBybyXsHfDlVSWn9acPSeWBdIySeWbvZUHXxhx4MEwEHjdGrNqCnV06sP4YgG7s3iUgJeUwydDBXLoeUR1fQoEON8uTYM7iJvOUqLOGBgCnWMJrdsA_diQntpM1gnv001UgvUBXeJ0Lh', 'width': 3000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJs39NBe0LeC4RHK53wyfmiKk
OPERATIONAL,"Jl. Raden Wijaya No.43, RW.04, Kemloko, Jotangan, Kec. Mojosari, Kabupaten Mojokerto, Jawa Timur 61382, Indonesia","{'location': {'lat': -7.508839000000001, 'lng': 112.549878}, 'viewport': {'northeast': {'lat': -7.507531120107277, 'lng': 112.5512230298927}, 'southwest': {'lat': -7.510230779892721, 'lng': 112.5485233701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Mloko,ChIJQ81ATAoLeC4RON4BeCIC7bw,5.0,ChIJQ81ATAoLeC4RON4BeCIC7bw,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106818021721693164992"">A Google User</a>'], 'photo_reference': 'AUGGfZmaP65yEZtUpYQIC0xd2K1BSSaSLLtsXnKYGvqXuIPTmcIe62AzzHHi13uXk27nXZABohCdw9OCW59PXeXG4T7G4xXsyCryYhTSKW0lwVH_YdFuTDWYGoZNw_80Ag_7AXHfGO1CgjS8cwV1JOoc_Zm8mi_nwfG95Ie17QtJMSx3DahI', 'width': 4160}]","{'compound_code': 'FGRX+FX Jotangan, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4JFGRX+FX'}",,,https://www.google.com/maps/place/?q=place_id:ChIJQ81ATAoLeC4RON4BeCIC7bw
OPERATIONAL,"FHJ2+W8W, Mojosulur, Randubango, Mojosari, Mojokerto Regency, East Java 61382, Indonesia","{'location': {'lat': -7.517644799999998, 'lng': 112.5508158}, 'viewport': {'northeast': {'lat': -7.516310220107276, 'lng': 112.5521632298927}, 'southwest': {'lat': -7.51900987989272, 'lng': 112.5494635701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rudi LKR bird farm,ChIJI4X_GQALeC4RZCZY4iObq-I,0.0,ChIJI4X_GQALeC4RZCZY4iObq-I,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJI4X_GQALeC4RZCZY4iObq-I
OPERATIONAL,"Unnamed Road, Wonosari, Sumbertanggul, Kec. Mojosari, Kabupaten Mojokerto, Jawa Timur 61382, Indonesia","{'location': {'lat': -7.5312567, 'lng': 112.5221622}, 'viewport': {'northeast': {'lat': -7.529702070107278, 'lng': 112.5235586298927}, 'southwest': {'lat': -7.532401729892721, 'lng': 112.5208589701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pemancingan Maju Bersama,ChIJ7xi9pSlzeC4R969YViL9wD8,5.0,ChIJ7xi9pSlzeC4R969YViL9wD8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 3824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108064230551703819653"">Erick Budhi afryono</a>'], 'photo_reference': 'AUGGfZnNWkh8pJUZ6tpDsAuKYtpsDx6Cw6JX2Mk--tDkL4t9yODbyno9fFF_VYEdAtlPAMgVcOWjRjsFlZcNC_7Pv5pZtNe_N9w0qHnH8NKVD7OQgQnzQtCrKM02dLRqnXor69EdksnEiv8wowgNKM46lyFZnLMQ9496jsYXz91WrUG9iCbL', 'width': 4800}]","{'compound_code': 'FG9C+FV Sumbertanggul, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4JFG9C+FV'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ7xi9pSlzeC4R969YViL9wD8
OPERATIONAL,"CJWJ+3X5, Dusun Sidorejo, Wonosari, Ngoro, Mojokerto Regency, East Java 61385, Indonesia","{'location': {'lat': -7.5548633, 'lng': 112.6324834}, 'viewport': {'northeast': {'lat': -7.553404070107277, 'lng': 112.6336449798927}, 'southwest': {'lat': -7.556103729892721, 'lng': 112.6309453201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sumber Dhuwur Sidorejo,ChIJVTSnRZ3f1y0R3oDlZbEWC6Y,4.4,ChIJVTSnRZ3f1y0R3oDlZbEWC6Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1920,{'open_now': False},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113282508453735102678"">khoirul basyar</a>'], 'photo_reference': 'AUGGfZnQLv5Gl6uVv75Lcy-948rJ8xETyw45s3pjpysQ-7Ldc3q9N3nwPrWfEffDzpuTA_mHqrZQZlO-5OGTnP_3-tbR_u9_pd3TMlSXh-dn1AXpW6YkldX11xVBFS1ZHJrqLb-qj-ootLsRdvxlIEjoiO7-v4HcdYjDjiEUrVMxP4xj3FFa', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJVTSnRZ3f1y0R3oDlZbEWC6Y
OPERATIONAL,"FGVH+VR6, Mojogeneng, Pekukuhan, Mojosari, Sunset, East Java, Indonesia","{'location': {'lat': -7.5055247, 'lng': 112.5294649}, 'viewport': {'northeast': {'lat': -7.504125320107279, 'lng': 112.5308432298927}, 'southwest': {'lat': -7.506824979892722, 'lng': 112.5281435701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sunsset,ChIJBaZHfeALeC4RlIAB8A6EnNI,0.0,ChIJBaZHfeALeC4RlIAB8A6EnNI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJBaZHfeALeC4RlIAB8A6EnNI
OPERATIONAL,"Dukuh, Biting, Seloliman, Kec. Trawas, Kabupaten Mojokerto, Jawa Timur 61375, Indonesia","{'location': {'lat': -7.6093449, 'lng': 112.5953512}, 'viewport': {'northeast': {'lat': -7.607342770107278, 'lng': 112.5960603298927}, 'southwest': {'lat': -7.610042429892722, 'lng': 112.5933606701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Petirtaan Jolotundo,ChIJubrUjnF2eC4RCfgxZoOZZbw,4.7,ChIJubrUjnF2eC4RCfgxZoOZZbw,"['tourist_attraction', 'hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",864,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109841633015663538633"">catar nathania</a>'], 'photo_reference': 'AUGGfZkTO1EnyW14-fkJtpzaghwUqGt6cvTVG9p4MO_tgYDTwVPw9MxfDj_VTpJK7SiZ4lTYx8wHONCtlsMj97VOh6HHTUdrLbTh9QG1Ijc6QB6IuNjdJ_TxjXil1kXT4FRUr3a_znL1EvJL6ZnjKaiDoha9-9s4F2KsR_lynjIsn8FA7v6Y', 'width': 4608}]","{'compound_code': '9HRW+74 Seloliman, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4J9HRW+74'}",,,https://www.google.com/maps/place/?q=place_id:ChIJubrUjnF2eC4RCfgxZoOZZbw
OPERATIONAL,"CJVM+X2G, Siderejo, Wonosari, Ngoro, Mojokerto Regency, East Java 61385, Indonesia","{'location': {'lat': -7.555056100000001, 'lng': 112.6325799}, 'viewport': {'northeast': {'lat': -7.55351672010728, 'lng': 112.6336833798927}, 'southwest': {'lat': -7.556216379892724, 'lng': 112.6309837201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber wuluh,ChIJl9zsgLDf1y0Rfdr6nG2En18,4.6,ChIJl9zsgLDf1y0Rfdr6nG2En18,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,"[{'height': 4882, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114334780124558710708"">Dimas Krida</a>'], 'photo_reference': 'AUGGfZnoac7f4iDiQ5AjY5F-DXzPOFihpDcFNZtkRpKhUTd48tKyVPBb7eLO1Uf9OqFQR_pXUYFNlim7ZZ7OCr8MnVhDfIL1maQBUQxajsnBkJY5pn6Bbwd7EYKUWPu6EdJ3ax6wUKnaeDiCyxIkXS6lw3GaM5lTR4CZR6qOeVFKAIOF3Y0l', 'width': 3376}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJl9zsgLDf1y0Rfdr6nG2En18
OPERATIONAL,"CMP5+8QQ, Wates, Watesnegoro, Ngoro, Mojokerto Regency, East Java 61385, Indonesia","{'location': {'lat': -7.5641551, 'lng': 112.6594881}, 'viewport': {'northeast': {'lat': -7.562796420107278, 'lng': 112.6608279798927}, 'southwest': {'lat': -7.565496079892722, 'lng': 112.6581283201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Swimming Fish Resources Gadung,ChIJX5iZNBvf1y0RHeXmy5YlC-E,4.3,ChIJX5iZNBvf1y0RHeXmy5YlC-E,"['tourist_attraction', 'point_of_interest', 'establishment']",293,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105036855490061851715"">A Google User</a>'], 'photo_reference': 'AUGGfZnCUeNu3-MHUxvN1ejIMjFM7yNM5q1V4bV8mpxub8hfx4WDnuDIDo4GM9-XgZQ3Wfp5dIH756ZmgAeAHU9uS_WJmEhh27bObgpOLD9yaqz8p5SCKJzRGPs3RSNLIEYNcF-0LD7Hr0ixF9KywYN8dltwSy3fQsb7z9N6g4vxCrd5rQG7', 'width': 4608}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJX5iZNBvf1y0RHeXmy5YlC-E
