business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"Pondang, Amurang Timur, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2053909, 'lng': 124.5901399}, 'viewport': {'northeast': {'lat': 1.206605829892722, 'lng': 124.5917104298927}, 'southwest': {'lat': 1.203906170107278, 'lng': 124.5890107701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sutanraja,"[{'height': 3289, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108735765277836509967"">A Google User</a>'], 'photo_reference': 'AUGGfZmUTpI91ybF6uwnYLmsBeDTwtnWl37zzrp5r6lNtt4hEfVseCsTlYkfESWDpteMv4AMfYsrlJvrVwO4MqHkQSyepfH3bP7TaAE_tpdX74QChdWq7QNcO_oxfEB0Atgbc4IkBUi6wMG3eiOk-KsXWk8JEgrH6IC5HWaScBCceVr0yo5T', 'width': 5184}]",ChIJ68Rb6phehzIRY4bDGr7wYwA,"{'compound_code': '6H4R+53 Pondang, South Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH66H4R+53'}",4.3,ChIJ68Rb6phehzIRY4bDGr7wYwA,"['lodging', 'point_of_interest', 'establishment']",807,,,,https://www.google.com/maps/place/?q=place_id:ChIJ68Rb6phehzIRY4bDGr7wYwA
OPERATIONAL,"6H8W+5RG, Tim.,, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.2154263, 'lng': 124.5970698}, 'viewport': {'northeast': {'lat': 1.216779029892722, 'lng': 124.5984215798927}, 'southwest': {'lat': 1.214079370107278, 'lng': 124.5957219201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sutanraja Villa Amurang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107837749086968687119"">Hartarto Sormin</a>'], 'photo_reference': 'AUGGfZlfva6mnng_4peBW9OXtcloiD89FEwy1Fk2XaVSc9dCsZGv2qO2g2-M0YUu8DgKxpz-dz4yPkfIRk7ymJfcI-tWVmd-xz06W2ZIoZmiDf22bMaAvyhrZsdtn_uxET7VOisyId_1hrkRhbXHGuC0ReWXBp0UtPK_z2wY8L0M9LKqfLzG', 'width': 4000}]",ChIJ9zqZA4JehzIRQFsFpeD8ki4,,4.3,ChIJ9zqZA4JehzIRQFsFpeD8ki4,"['lodging', 'point_of_interest', 'establishment']",241,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9zqZA4JehzIRQFsFpeD8ki4
OPERATIONAL,"6J82+7RQ, Jl. Trans Sulawesi, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.215747, 'lng': 124.6020744}, 'viewport': {'northeast': {'lat': 1.217217929892722, 'lng': 124.6032906298927}, 'southwest': {'lat': 1.214518270107278, 'lng': 124.6005909701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Prince Hotel Amurang,"[{'height': 2176, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100625691982991125885"">A Google User</a>'], 'photo_reference': 'AUGGfZlSZQmGmPCrRYm_RbEbuhtDR5NacaFNBN1ybU0bAvPhDV6UZbCyTgHn3naNzpBwHpYQrn-o-nTEIlDDuKR_06zmn7krycVfzECj939IXNexeWs8kXNJR9gmdo6VD5mTBc5O2zT-UM1t3u8ErQUn1vL-GGGhyKFud0CjEE2zJdQ6NX0-', 'width': 4608}]",ChIJRQ9sRSlchzIRHeFPAMkbWj8,,3.7,ChIJRQ9sRSlchzIRHeFPAMkbWj8,"['lodging', 'point_of_interest', 'establishment']",114,,,,https://www.google.com/maps/place/?q=place_id:ChIJRQ9sRSlchzIRHeFPAMkbWj8
OPERATIONAL,"Jalan Boulevard Pondang 9, Pondang, Amurang Timur, Amurang, North Sulawesi 95354, Indonesia","{'location': {'lat': 1.2124688, 'lng': 124.5943607}, 'viewport': {'northeast': {'lat': 1.213602329892722, 'lng': 124.5959344798927}, 'southwest': {'lat': 1.210902670107278, 'lng': 124.5932348201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sendowan Baru,"[{'height': 2376, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104379919717977447737"">Sendowan Baru</a>'], 'photo_reference': 'AUGGfZnvZY78ByWwoUmTSwbv3j6scKGClKIar0hKB1OG-dLxwjvEXPpprYe2aEn5l3YVrmL7H_pkhOg-p5qlPANITLzVlCslfm-k1PsX-OZLLAvgIPqmPkPGjBrZ8kQNwbpTZO_tHG6vuUoo3Er7UXXexssba8TMrnJ_IjSrIkzQcsF64hxR', 'width': 4224}]",ChIJr8KeF9RdhzIR-Un5vdmdHkI,"{'compound_code': '6H6V+XP Pondang, South Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH66H6V+XP'}",4.5,ChIJr8KeF9RdhzIR-Un5vdmdHkI,"['lodging', 'point_of_interest', 'establishment']",24,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJr8KeF9RdhzIR-Un5vdmdHkI
OPERATIONAL,"5HQG+286, Pantai Kambiow Amurang, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.1875321, 'lng': 124.5757586}, 'viewport': {'northeast': {'lat': 1.188618929892722, 'lng': 124.5771690298927}, 'southwest': {'lat': 1.185919270107278, 'lng': 124.5744693701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Shiera Villa & Restauran,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101415854075237028137"">Ivan Joseph Rumokoy</a>'], 'photo_reference': 'AUGGfZkN15TIgaLqKm0diiWM-_Sv-LkePYpdDvNsEtE6lWSxtDuKEeRo0Fx0ExrZwMT-gAMjJKA8vZv2oF3_J9OcUMVsCG8aw8_eKuVA7gxNlGG6RwaiS5wj3WjeaS96eZiGuhIK3-MfSZ7YSEkMLovifJUyTt5GqbX5eYBOPYmqb9jw0kNY', 'width': 960}]",ChIJgbCVl0pZhzIRShj8wMW3g34,,4.4,ChIJgbCVl0pZhzIRShj8wMW3g34,"['lodging', 'point_of_interest', 'establishment']",181,,,,https://www.google.com/maps/place/?q=place_id:ChIJgbCVl0pZhzIRShj8wMW3g34
OPERATIONAL,"Jl. Lkr. Tim., Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95417, Indonesia","{'location': {'lat': 1.3479204, 'lng': 124.846093}, 'viewport': {'northeast': {'lat': 1.349286129892722, 'lng': 124.8474954798927}, 'southwest': {'lat': 1.346586470107278, 'lng': 124.8447958201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jhoanie Hotel,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109121278258707221956"">Jhoanie Hotel</a>'], 'photo_reference': 'AUGGfZkZC45-HvnO4sDfZW7mOkp37ahXk5OHZYgJeWAER3CxljljLjUCUpJ_R0HD3wD8LeldKKblzffdWve3etzZpjmCaj89eodw83eLEppPY_E07fn91fjteq1Z0OzH4fNLelV_VyumUNYFaDfcNNH0lKd5quSYQdwE5CR6QXyZ94SpSYhq', 'width': 1616}]",ChIJS-xm1eNshzIRT3BNSapr4B4,"{'compound_code': '8RXW+5C Kakaskasen Tiga, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68RXW+5C'}",4.1,ChIJS-xm1eNshzIRT3BNSapr4B4,"['lodging', 'point_of_interest', 'establishment']",875,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJS-xm1eNshzIRT3BNSapr4B4
OPERATIONAL,"Jl. Tinaras, Kamasi, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara, Indonesia","{'location': {'lat': 1.3276226, 'lng': 124.8378114}, 'viewport': {'northeast': {'lat': 1.328968679892722, 'lng': 124.8392266298927}, 'southwest': {'lat': 1.326269020107278, 'lng': 124.8365269701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,WISE HOTEL,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114917058602793409355"">winner3003</a>'], 'photo_reference': 'AUGGfZlfNtODZpDNk4ZRBiDW7cPS8Vz31VKR9j6mjgolziWSs3xYHZdODb-Ffzc2l8T2hBpe_Bzit0t17o1Uh1PLZb0hxNOATWwIbXSijLlB-WM4PXnNPiR4rx1Bs9RvpNOYtDz6nXHg_p9G6KB3NRHeFxYmOH_RzCNuMgN2GCBQ7ty41_Wd', 'width': 3264}]",ChIJyfjyw0BthzIRyJm1gEkLezw,"{'compound_code': '8RHQ+24 Kamasi, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68RHQ+24'}",4.3,ChIJyfjyw0BthzIRyJm1gEkLezw,"['lodging', 'point_of_interest', 'establishment']",349,,,,https://www.google.com/maps/place/?q=place_id:ChIJyfjyw0BthzIRyJm1gEkLezw
OPERATIONAL,"Jl. Lkr. Bar., Kakaskasen Satu, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95415, Indonesia","{'location': {'lat': 1.3570077, 'lng': 124.827035}, 'viewport': {'northeast': {'lat': 1.358331979892722, 'lng': 124.8284511798927}, 'southwest': {'lat': 1.355632320107278, 'lng': 124.8257515201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Grand Master Villa Tomohon,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100662541201296258962"">A Google User</a>'], 'photo_reference': 'AUGGfZn2AKZCldOkTPtj3Tvaa9lYcbGIkSgJpSCrHhPJrzUTllzXE8KKBlsbjomjPMH8tJxQ3ccOJ-_8HP2KZpKlE3XTSyevEw3KRTiFs0fGO2IaoJv0dKe0ztQVgx6kaXUju74Te38XZSyeW21RG6tTFHlnwsq1Nba4hXIY1aaj9dIvHgNL', 'width': 1920}]",ChIJSZ8_JrRthzIRqjV7P4fTWOQ,"{'compound_code': '9R4G+RR Kakaskasen Satu, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R4G+RR'}",4.5,ChIJSZ8_JrRthzIRqjV7P4fTWOQ,"['point_of_interest', 'establishment']",1051,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJSZ8_JrRthzIRqjV7P4fTWOQ
OPERATIONAL,"Jl. Panorama, Kakaskasen, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara, Indonesia","{'location': {'lat': 1.3441517, 'lng': 124.847988}, 'viewport': {'northeast': {'lat': 1.345478629892722, 'lng': 124.8492938798927}, 'southwest': {'lat': 1.342778970107278, 'lng': 124.8465942201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Villa Emitta Tomohon,"[{'height': 472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115184357048461542493"">A Google User</a>'], 'photo_reference': 'AUGGfZmwf9adUQTtEFIy7zs8lLFWDZOnakmLDd3v40hJ-9xm9kRP9UedhWN4a_EjBGuVA-S4knzeNGmZy-MfymQwxXlql7SCYJhFd4aEZqKMTncK7pgooDsGALg9Jvwx1gNeYr1BeUG_H5SfflHb4CZ2U8dsfu_t8u_Fgval3VpyLNuMKuFe', 'width': 1024}]",ChIJw1Yz3T1thzIR_RZoRjVBNoA,"{'compound_code': '8RVX+M5 Kakaskasen, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68RVX+M5'}",4.6,ChIJw1Yz3T1thzIR_RZoRjVBNoA,"['lodging', 'point_of_interest', 'establishment']",656,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJw1Yz3T1thzIR_RZoRjVBNoA
OPERATIONAL,"Tonsewer, Tompaso, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1649375, 'lng': 124.7959375}, 'viewport': {'northeast': {'lat': 1.166393929892722, 'lng': 124.7973172798927}, 'southwest': {'lat': 1.163694270107278, 'lng': 124.7946176201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 92545 Wawi Kadio Homestay,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101880872037881395494"">A Google User</a>'], 'photo_reference': 'AUGGfZksEen0dp1nsUrwdyE6SkzohsdbbuKoD7i1Wdpy-g1UsyLmP0u-jk-ygx8u7a9jQJ2Cay_L_sZqmJSdysg_W0tGUuuDQj_69Kcu3kozK3fZ_UtkovTz0aM37rUNip_V2Fw0WorDey4aywumkyT7vc4H4TqSJzFlYa-JDyRj6AeaMDxp', 'width': 640}]",ChIJJ3iCLt5HhzIRLk85LskJTn0,"{'compound_code': '5Q7W+X9 Tonsewer, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH65Q7W+X9'}",4.3,ChIJJ3iCLt5HhzIRLk85LskJTn0,"['lodging', 'point_of_interest', 'establishment']",82,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ3iCLt5HhzIRLk85LskJTn0
