business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,photos,url
OPERATIONAL,"38WV+H2Q, Ongkaw II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.0964687, 'lng': 124.3426042}, 'viewport': {'northeast': {'lat': 1.097757979892722, 'lng': 124.3439914298927}, 'southwest': {'lat': 1.095058320107278, 'lng': 124.3412917701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Memoyy Resident,ChIJ9Q0gbAD7fTIRN9CcG0Jw8Eg,0.0,ChIJ9Q0gbAD7fTIRN9CcG0Jw8Eg,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9Q0gbAD7fTIRN9CcG0Jw8Eg
OPERATIONAL,"38WV+J35, Ongkaw II, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.0965093, 'lng': 124.3427387}, 'viewport': {'northeast': {'lat': 1.097813979892722, 'lng': 124.3441164798927}, 'southwest': {'lat': 1.095114320107278, 'lng': 124.3414168201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pelealu-Silap Resident,ChIJ6bgvOgD7fTIRsRU5jstBLns,0.0,ChIJ6bgvOgD7fTIRsRU5jstBLns,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6bgvOgD7fTIRsRU5jstBLns
OPERATIONAL,"28V7+7WW, Aergale, Tanamon, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.043217, 'lng': 124.3148453}, 'viewport': {'northeast': {'lat': 1.044709129892722, 'lng': 124.3160723298927}, 'southwest': {'lat': 1.042009470107278, 'lng': 124.3133726701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Chichi Home,ChIJf7zJn5zjfTIRBjRXwsKDcpU,0.0,ChIJf7zJn5zjfTIRBjRXwsKDcpU,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJf7zJn5zjfTIRBjRXwsKDcpU
OPERATIONAL,"Jaga1, Tanamon, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.0221529, 'lng': 124.3084}, 'viewport': {'northeast': {'lat': 1.023505579892722, 'lng': 124.3098112798928}, 'southwest': {'lat': 1.020805920107278, 'lng': 124.3071116201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Calypso Homebase Montana City,ChIJD1ym2dXjfTIRgwenngG02zM,5.0,ChIJD1ym2dXjfTIRgwenngG02zM,"['lodging', 'point_of_interest', 'establishment']",3.0,{'open_now': True},"{'compound_code': '28C5+V9 Tanamon, South Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH628C5+V9'}",,https://www.google.com/maps/place/?q=place_id:ChIJD1ym2dXjfTIRgwenngG02zM
OPERATIONAL,"4CF2+PPM, Jl. 15 Maret, Paku Ure Tinanian, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.1243417, 'lng': 124.4017964}, 'viewport': {'northeast': {'lat': 1.125691529892722, 'lng': 124.4031462298927}, 'southwest': {'lat': 1.122991870107278, 'lng': 124.4004465701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Christy Manengkey Home,ChIJdTpVVuj7fTIRZnY9JMs-ijk,0.0,ChIJdTpVVuj7fTIRZnY9JMs-ijk,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJdTpVVuj7fTIRZnY9JMs-ijk
OPERATIONAL,"28R6+JPH, Tanamon, Sinonsayang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0415696, 'lng': 124.3118531}, 'viewport': {'northeast': {'lat': 1.042696229892722, 'lng': 124.3137735798927}, 'southwest': {'lat': 1.039996570107278, 'lng': 124.3110739201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pantai Pasir Putih Aergale,ChIJe-Si2TzjfTIRUJfs3tLYyS0,4.1,ChIJe-Si2TzjfTIRUJfs3tLYyS0,"['lodging', 'point_of_interest', 'establishment']",13.0,,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116612795774824745842"">Chintia Erika Lende</a>'], 'photo_reference': 'AUGGfZkuwb31Vm6CuelpY5Ope1C0M4rOMhORjxxDLHZhxg-kM1ous3QKH-e7d7EFJ7C6dyHnsT74v3qonc1QXqkz5-75ZJpnwuKo4SlZm0sj9s7d6W059qOVDPBLAoY6FvHWNXa87uQsBgXC0NnkFYOFxfuarUHUNrlAJmH-66gnvp0Ui0xz', 'width': 2448}]",https://www.google.com/maps/place/?q=place_id:ChIJe-Si2TzjfTIRUJfs3tLYyS0
OPERATIONAL,"4CFH+37Q, Pakuure I, Tenga, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1227201, 'lng': 124.4282475}, 'viewport': {'northeast': {'lat': 1.124077329892722, 'lng': 124.4296427298927}, 'southwest': {'lat': 1.121377670107278, 'lng': 124.4269430701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Roy Lumolos,ChIJZbUQROT5fTIRZ7OVUX7jUPw,0.0,ChIJZbUQROT5fTIRZ7OVUX7jUPw,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJZbUQROT5fTIRZ7OVUX7jUPw
OPERATIONAL,"4C9H+PM5, Pakuure I, Tenga, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1192566, 'lng': 124.4292227}, 'viewport': {'northeast': {'lat': 1.120592529892722, 'lng': 124.4305357798928}, 'southwest': {'lat': 1.117892870107278, 'lng': 124.4278361201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Frilia Mamangkey,ChIJWZSjZ5P5fTIRjW-Y75aH_uo,0.0,ChIJWZSjZ5P5fTIRjW-Y75aH_uo,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJWZSjZ5P5fTIRjW-Y75aH_uo
OPERATIONAL,"3CFM+8H7, Pakuure III, Tenga, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0732946, 'lng': 124.4339117}, 'viewport': {'northeast': {'lat': 1.074644429892722, 'lng': 124.4352615298927}, 'southwest': {'lat': 1.071944770107278, 'lng': 124.4325618701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tampa Ta sambunyi Kong Cuman Kita Yang Tau,ChIJD23fobL5fTIRCXaRCSEcetc,0.0,ChIJD23fobL5fTIRCXaRCSEcetc,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJD23fobL5fTIRCXaRCSEcetc
OPERATIONAL,"4CFH+278, Pakuure I, Tenga, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1225316, 'lng': 124.4281912}, 'viewport': {'northeast': {'lat': 1.123874429892722, 'lng': 124.4295272798927}, 'southwest': {'lat': 1.121174770107278, 'lng': 124.4268276201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,J Mamangkey Rantung,ChIJ4RsI3GH5fTIRBrMHikkxz4A,0.0,ChIJ4RsI3GH5fTIRBrMHikkxz4A,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4RsI3GH5fTIRBrMHikkxz4A
OPERATIONAL,"5CCW+HWG, Radey, Tenga, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1714348, 'lng': 124.447321}, 'viewport': {'northeast': {'lat': 1.172674679892722, 'lng': 124.4486660298927}, 'southwest': {'lat': 1.169975020107278, 'lng': 124.4459663701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Spingx,ChIJm--OISz3fTIRZNO1BGwUyPk,0.0,ChIJm--OISz3fTIRZNO1BGwUyPk,"['lodging', 'point_of_interest', 'establishment']",0.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJm--OISz3fTIRZNO1BGwUyPk
OPERATIONAL,"4C9H+JPF, Unnamed Road, Pakuure I, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.1190537, 'lng': 124.4292747}, 'viewport': {'northeast': {'lat': 1.120391129892722, 'lng': 124.4305855798927}, 'southwest': {'lat': 1.117691470107278, 'lng': 124.4278859201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,D.Schalwyk-sangian's residence,ChIJkyAjwQX5fTIRVhwPlFKhSSA,0.0,ChIJkyAjwQX5fTIRVhwPlFKhSSA,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJkyAjwQX5fTIRVhwPlFKhSSA
OPERATIONAL,"392P+QMF, Tondei Satu, Motoling Barat, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0519716, 'lng': 124.3866703}, 'viewport': {'northeast': {'lat': 1.053321429892722, 'lng': 124.3880198798927}, 'southwest': {'lat': 1.050621770107278, 'lng': 124.3853202201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kumpe home,ChIJcYXg_rT9fTIRIrCj3Uj9LTs,0.0,ChIJcYXg_rT9fTIRIrCj3Uj9LTs,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJcYXg_rT9fTIRIrCj3Uj9LTs
OPERATIONAL,"2FRH+9HQ, Motoling, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0409643, 'lng': 124.4789775}, 'viewport': {'northeast': {'lat': 1.042314129892722, 'lng': 124.4803273298927}, 'southwest': {'lat': 1.039614470107278, 'lng': 124.4776276701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,@ShalomHome,ChIJLy9KA8__fTIRWmjE1fIdlMc,5.0,ChIJLy9KA8__fTIRWmjE1fIdlMc,"['lodging', 'point_of_interest', 'establishment']",2.0,,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112883321424496421321"">alki basz</a>'], 'photo_reference': 'AUGGfZlowueR0dTDWgbG8ILSipBuHuYHfSflK4LN5eBBfJYyF6GOH67M6W2dVQEZxEJSxJveEYBN16jAtMggiJ6n5gxfeNsP9BKx5rCUAzoYKijQW8kbHY42b8HxKSiUykprA1oe3Kfc-qm512hi6OpMzmqwQTyofHV1hRn-HTNMW9D0AVXk', 'width': 3456}]",https://www.google.com/maps/place/?q=place_id:ChIJLy9KA8__fTIRWmjE1fIdlMc
