business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,url
OPERATIONAL,"5P5Q+755, Jl. Kabupaten, Labuang, Kec. Namrole, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.841851, 'lng': 126.737995}, 'viewport': {'northeast': {'lat': -3.840529370107278, 'lng': 126.7394149298927}, 'southwest': {'lat': -3.843229029892722, 'lng': 126.7367152701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Golden Alfri's,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115941056019442141899"">Ubaidi Ubaidi</a>'], 'photo_reference': 'AUGGfZkExLXD4hwI_fIH8MkDqWSAffcy2-VM5_mUJUu5WbjF2GcTIwYKC_68ZUyr75oRaFoCkXTiLzrAHbn02IHjLzp4JlPyy_ZaDFObiCK1mZsvf5zZMHxVRs1CcJVYw_zNN-pqw2nUZODmpxDMA-r2LITqHqEwueQ90F7XMEwNdu2W60TM', 'width': 4000}]",ChIJt9UDCWDcci0RNoDx3G5du64,3.9,ChIJt9UDCWDcci0RNoDx3G5du64,"['lodging', 'point_of_interest', 'establishment']",124,,,https://www.google.com/maps/place/?q=place_id:ChIJt9UDCWDcci0RNoDx3G5du64
OPERATIONAL,"55C6+5G2, Kampung baru, Kec. Ambalau, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.8290751, 'lng': 127.1611838}, 'viewport': {'northeast': {'lat': -3.827725270107279, 'lng': 127.1625336298927}, 'southwest': {'lat': -3.830424929892723, 'lng': 127.1598339701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Booy,,ChIJvY4PLgCjci0R1U2Lon3zqNk,0.0,ChIJvY4PLgCjci0R1U2Lon3zqNk,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJvY4PLgCjci0R1U2Lon3zqNk
OPERATIONAL,"5596+HJ, kampung baru, Kec. Ambalau, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.8310295, 'lng': 127.1615146}, 'viewport': {'northeast': {'lat': -3.829679670107277, 'lng': 127.1628644298927}, 'southwest': {'lat': -3.832379329892721, 'lng': 127.1601647701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rmh Hamdan mony,,ChIJI6xttwGjci0R0yST0gMg7rI,5.0,ChIJI6xttwGjci0R0yST0gMg7rI,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJI6xttwGjci0R0yST0gMg7rI
OPERATIONAL,"5P2P+57F, Labuang, Namrole, South Buru Regency, Maluku, Indonesia","{'location': {'lat': -3.8495653, 'lng': 126.735657}, 'viewport': {'northeast': {'lat': -3.848253520107277, 'lng': 126.7369856298927}, 'southwest': {'lat': -3.850953179892721, 'lng': 126.7342859701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan 2 Saudara,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115055232207324750976"">Riswan Makatita</a>'], 'photo_reference': 'AUGGfZnOO2JYd4WShGoabxLUMf6X12xETxY_zGZ_Z85iBGDn74e0LYcQoJl2-bmXrnlUjdQ6aAQYYqd-qW-G3CunZ0G1smJc34lJcKWEV9IE-Q831Y9GY59RKJ6XT_WFxCIoEqddUu_0FNBFY4crGtUTD0eDuHlPpW2-esPxPylENVkpYr2v', 'width': 3264}]",ChIJh6-fJWPcci0R1AAYJBuzI-c,3.2,ChIJh6-fJWPcci0R1AAYJBuzI-c,"['lodging', 'point_of_interest', 'establishment']",42,,,https://www.google.com/maps/place/?q=place_id:ChIJh6-fJWPcci0R1AAYJBuzI-c
OPERATIONAL,"55C6+5G2, Kampung baru, Kec. Ambalau, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.8292273, 'lng': 127.1613219}, 'viewport': {'northeast': {'lat': -3.827877470107278, 'lng': 127.1626717298927}, 'southwest': {'lat': -3.830577129892722, 'lng': 127.1599720701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rmh Mahtelu,,ChIJ774eFQCjci0Rgft6qnGTpWc,0.0,ChIJ774eFQCjci0Rgft6qnGTpWc,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ774eFQCjci0Rgft6qnGTpWc
OPERATIONAL,"55C6+5G2, Kampung baru, Kec. Ambalau, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.8288847, 'lng': 127.1614554}, 'viewport': {'northeast': {'lat': -3.827534870107279, 'lng': 127.1628052298927}, 'southwest': {'lat': -3.830234529892723, 'lng': 127.1601055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rmh Lesilawang,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100526972402069057289"">A Google User</a>'], 'photo_reference': 'AUGGfZlILiJHAPICtUh2HM3tRD2My1sczPyPnX1PfM-QAGFYGuCEfqKnBHSk5WfV8xxi4G7lgkfpyoVSJk2Cfr6ZTu7LGajeprbJF8hN8-3_UIqFUFV9oyG5gn4Rv0nq_1SeChae-npMKEh8oIJnyWJlty1frSdI7aVJ1IZkuPkX9tuDJoWe', 'width': 3120}]",ChIJa8_gaQCjci0RohXknWI2xWQ,0.0,ChIJa8_gaQCjci0RohXknWI2xWQ,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJa8_gaQCjci0RohXknWI2xWQ
OPERATIONAL,"Jalan Karel Satsuitubun, Elfule, Kec. Namrole, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.8443117, 'lng': 126.7230123}, 'viewport': {'northeast': {'lat': -3.842806870107278, 'lng': 126.7243776798927}, 'southwest': {'lat': -3.845506529892722, 'lng': 126.7216780201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Syafnur (3rm),"[{'height': 2248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106693057670739096191"">A Google User</a>'], 'photo_reference': 'AUGGfZn2-XTnfSTKPmXFERKlziBz4Kcm4KbTo-XvwdLl10p9p33Anz2rPqGYGUocnIhY1BEMA7h-YwRP_8bI2BQ2n61RUWFwzaQ8grk3DDicrG4JkeLlIhBXZooPI7vvluOCfD8pfaljQ51rBIATOxsmk-mRW4Fzktyg8KX7oVqG7c4qm26E', 'width': 4000}]",ChIJgZtC9lbdci0R_qmXiSM9a9E,4.0,ChIJgZtC9lbdci0R_qmXiSM9a9E,"['lodging', 'point_of_interest', 'establishment']",4,"{'compound_code': '5P4F+76 Elfule, South Buru Regency, Maluku, Indonesia', 'global_code': '6Q885P4F+76'}",,https://www.google.com/maps/place/?q=place_id:ChIJgZtC9lbdci0R_qmXiSM9a9E
OPERATIONAL,"55C6+VW, Kampung baru, Kec. Ambalau, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.8282056, 'lng': 127.1618536}, 'viewport': {'northeast': {'lat': -3.826855770107278, 'lng': 127.1632034298927}, 'southwest': {'lat': -3.829555429892722, 'lng': 127.1605037701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rmh Sadin Souwakil,,ChIJBeUHXgCjci0RSj_D0FBZLVg,0.0,ChIJBeUHXgCjci0RSj_D0FBZLVg,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJBeUHXgCjci0RSj_D0FBZLVg
OPERATIONAL,"5P4G+FH5, Unnamed Road, Elfule, Kec. Namrole, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.8438661, 'lng': 126.7264906}, 'viewport': {'northeast': {'lat': -3.842463720107277, 'lng': 126.7278406298927}, 'southwest': {'lat': -3.845163379892721, 'lng': 126.7251409701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,penginapan GRAND SAHLAN,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114947083436145490431"">aie afifudin</a>'], 'photo_reference': 'AUGGfZmjOmFvY62_w5PPmV-ErYJIgAiAYW1ZcEMNzlb4Mfi2k9xhQhQiPm5V8MzacUpb5MrDErK2A5dFqRlh-mhip_4tfCaI_Vpq8hfPEO9yD5MjYTNi3ZVDdU03ovmxB7ViSeOzPchK2mbTK6oEBn1uA442HssxzUyypyzQMq02jPzEC7aN', 'width': 4128}]",ChIJFTno8Vvdci0RMWwPMhmP0y0,3.5,ChIJFTno8Vvdci0RMWwPMhmP0y0,"['lodging', 'point_of_interest', 'establishment']",20,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJFTno8Vvdci0RMWwPMhmP0y0
OPERATIONAL,"5596+HJ, kampung baru, Kec. Ambalau, Kabupaten Buru Selatan, Maluku, Indonesia","{'location': {'lat': -3.8321106, 'lng': 127.1617736}, 'viewport': {'northeast': {'lat': -3.830760770107279, 'lng': 127.1631234298927}, 'southwest': {'lat': -3.833460429892722, 'lng': 127.1604237701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rm randy,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100526972402069057289"">A Google User</a>'], 'photo_reference': 'AUGGfZn78DS3aQ3nxThDXFAMawIt0y-GyNs5DdVz35pC_iD09u-sTMLDVH3XIsb6emc6iLo_yVGsPm2emYCrbe2qoHMWVXRj4g7fIY_3Bo1Le1ZV6_9yrNX58oYfpXpVyI9L1wU5goYez4fLBfeF81QlN-jEhpLB37VH7hmWxgeyps-gmeLM', 'width': 720}]",ChIJJf-cuiqjci0RUCIX0DBLONo,0.0,ChIJJf-cuiqjci0RUCIX0DBLONo,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJJf-cuiqjci0RUCIX0DBLONo
