business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,url
OPERATIONAL,"9C8P+JJ, Suak, Sidomulyo, South Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.633496399999999, 'lng': 105.4365642}, 'viewport': {'northeast': {'lat': -5.632146570107278, 'lng': 105.4379140298927}, 'southwest': {'lat': -5.634846229892722, 'lng': 105.4352143701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTAI SLIMPUYANG,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115794218656198732060"">A Google User</a>'], 'photo_reference': 'AUGGfZkwY1Hz-umRSseDnoDNDUEDg-T1-LkpRdc9xFSBCpOl4uwGrh1EhvO-mjfj12veM9pJDuCQT0HXiHw3m74IiVJ2v3eOkdpObkVoZd40Nn7JAgKQIMSrTRKwhghzT-mE3PnetNBJR6F1Q89KyNx9yOXsRjurF0McXm3mvbEiNbKvlJVL', 'width': 1440}]",ChIJo0yPtSkZQS4RakY_iigbxUw,4.3,ChIJo0yPtSkZQS4RakY_iigbxUw,"['tourist_attraction', 'point_of_interest', 'establishment']",17,,,https://www.google.com/maps/place/?q=place_id:ChIJo0yPtSkZQS4RakY_iigbxUw
OPERATIONAL,"9F95+PR6, Suak, Sidomulyo, South Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.630720900000001, 'lng': 105.4595306}, 'viewport': {'northeast': {'lat': -5.628898770107279, 'lng': 105.46074075}, 'southwest': {'lat': -5.631598429892723, 'lng': 105.45590015}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agus,,ChIJi-TwYAAZQS4RCvGIgQNG3mI,0.0,ChIJi-TwYAAZQS4RCvGIgQNG3mI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJi-TwYAAZQS4RCvGIgQNG3mI
OPERATIONAL,"CG79+JHV, Sidorejo, Sidomulyo, South Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.5858832, 'lng': 105.5189327}, 'viewport': {'northeast': {'lat': -5.584547270107278, 'lng': 105.5202769798927}, 'southwest': {'lat': -5.587246929892722, 'lng': 105.5175773201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gumuk urep..,,ChIJsc0ZKgAdQS4RqsHwp0rgqjk,0.0,ChIJsc0ZKgAdQS4RqsHwp0rgqjk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJsc0ZKgAdQS4RqsHwp0rgqjk
OPERATIONAL,"CGJ6+FJ, Sidorejo, Sidomulyo, South Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.5687584, 'lng': 105.5115872}, 'viewport': {'northeast': {'lat': -5.566558199999999, 'lng': 105.5130392298927}, 'southwest': {'lat': -5.5694918, 'lng': 105.5103395701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata kebun jeruk,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116971922382449342369"">A Google User</a>'], 'photo_reference': 'AUGGfZl6CG5jvtZYsL67eODJbh6Ad-uJK95Ypu7ptqkRmm17Qdw32pLWpVT_OVJ0XLzFoUAcY2DSLj9JZC_ITlpDx8H_No99AglR_LtdNf3_cIwc82DTq0GsHqSgu5Tv9tZU6Fg5V8caLAz8uqaaeBRnDW2xAoaUmUgD1fxo_jXbxR7Y79Bg', 'width': 1440}]",ChIJaaECMccdQS4RVbfLbaJeu_4,1.0,ChIJaaECMccdQS4RVbfLbaJeu_4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJaaECMccdQS4RVbfLbaJeu_4
OPERATIONAL,"Jl. Raya Suak No.16, Suak, Kec. Sidomulyo, Kabupaten Lampung Selatan, Lampung 35353, Indonesia","{'location': {'lat': -5.646195, 'lng': 105.466442}, 'viewport': {'northeast': {'lat': -5.644871920107278, 'lng': 105.4679221798927}, 'southwest': {'lat': -5.647571579892722, 'lng': 105.4652225201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara Indah Suak,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110859662015067244213"">Debi Pranata</a>'], 'photo_reference': 'AUGGfZkIuB-j24N-z2K1LR89LutqIsQUvFK1qMbHvOaqoYlVqql2FqxxLCmOVXB5I5t9wPQBtfNGk4TvPx5h6JpjBk4HAM-a5L06LoQBlzv-tMRwzbdtmmJ4NE1_l2wjMq6L-kPVjN3aEYPc8POi1jT8qpx0DyFpwS3b-luQE4PtBCmlqsI', 'width': 5184}]",ChIJvSBjPkkZQS4RABFld0HYO5s,4.1,ChIJvSBjPkkZQS4RABFld0HYO5s,"['tourist_attraction', 'point_of_interest', 'establishment']",14,"{'compound_code': '9F38+GH Suak, South Lampung Regency, Lampung, Indonesia', 'global_code': '6P679F38+GH'}",,https://www.google.com/maps/place/?q=place_id:ChIJvSBjPkkZQS4RABFld0HYO5s
OPERATIONAL,"9C7W+J9, Suak, Sidomulyo, South Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.6359721, 'lng': 105.4459593}, 'viewport': {'northeast': {'lat': -5.634501820107278, 'lng': 105.4473648298927}, 'southwest': {'lat': -5.637201479892722, 'lng': 105.4446651701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Suak Keramat,"[{'height': 2610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101790961040177913588"">baeyu ada</a>'], 'photo_reference': 'AUGGfZlPChCRt7_L5xFUduq4O2XBuEbVN2l49GPgU8ftymebFFg1T18t_k5gfHdJ3biLR-bRsueSUomvFHenGr3XpxtZzCtkjPht-ueIpAziS8MO_3VHBWxxiY4bnthu8hfpPqlaksOW2U3bM_Jtl-GkW_oZ_Z7nlzhI9q_KDU7EpHiRpxTd', 'width': 4640}]",ChIJ_a3b7h4ZQS4ReQ6Lw3qsGnI,4.0,ChIJ_a3b7h4ZQS4ReQ6Lw3qsGnI,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJ_a3b7h4ZQS4ReQ6Lw3qsGnI
CLOSED_TEMPORARILY,"CG2R+RJ4, Persawahan, Sidowaluyo, Kec. Sidomulyo, Kabupaten Lampung Selatan, Lampung, Indonesia","{'location': {'lat': -5.5979911, 'lng': 105.5415755}, 'viewport': {'northeast': {'lat': -5.596558220107277, 'lng': 105.5429612298927}, 'southwest': {'lat': -5.599257879892721, 'lng': 105.5402615701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mandiaz Farm,,ChIJt3wWbrEdQS4R8niqvgrLSfY,0.0,ChIJt3wWbrEdQS4R8niqvgrLSfY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJt3wWbrEdQS4R8niqvgrLSfY
OPERATIONAL,"9F32+JVR, Dusun Cukuh Mutun, Suak, Kec. Sidomulyo, Kabupaten Lampung Selatan, Lampung, Indonesia","{'location': {'lat': -5.645878799999999, 'lng': 105.4521354}, 'viewport': {'northeast': {'lat': -5.644474820107278, 'lng': 105.4535404298927}, 'southwest': {'lat': -5.647174479892722, 'lng': 105.4508407701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Clara Cukuh Mutun Suak,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105890424716550532424"">Agus Salim</a>'], 'photo_reference': 'AUGGfZkYMk1zoV9871RyYWQn3_ruDNfkSYJ4JlVzGQlfHbIGZkIAj1qxmSQrEssp9S1Wsk-3PUYvdU5-DTMJFq96RoG5qpVaKsVXvvRaRCUop6e5DIn_wtAPfWSpPM4AFWyHYaI9ZGYU_oNdc7mOgdLNe3jGd_BpbIlFisBJEC4Sfhn4dTAB', 'width': 4160}]",ChIJA_hb67EZQS4RR-QTCqev4OI,4.6,ChIJA_hb67EZQS4RR-QTCqev4OI,"['tourist_attraction', 'point_of_interest', 'establishment']",47,,,https://www.google.com/maps/place/?q=place_id:ChIJA_hb67EZQS4RR-QTCqev4OI
CLOSED_TEMPORARILY,"mukti sidomulyo, Jl. Seloretno Timur, Seloretno, Kec. Sidomulyo, Kabupaten Lampung Selatan, Lampung 35353, Indonesia","{'location': {'lat': -5.5992937, 'lng': 105.518908}, 'viewport': {'northeast': {'lat': -5.597929720107277, 'lng': 105.5202297798927}, 'southwest': {'lat': -5.600629379892721, 'lng': 105.5175301201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sekar menda,,ChIJ17h-d0QdQS4RL-rOkmqYd7o,0.0,ChIJ17h-d0QdQS4RL-rOkmqYd7o,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ17h-d0QdQS4RL-rOkmqYd7o
CLOSED_TEMPORARILY,"Jl. Raya Suak No.16, Suak, Kec. Sidomulyo, Kabupaten Lampung Selatan, Lampung 35353, Indonesia","{'location': {'lat': -5.6465671, 'lng': 105.4674172}, 'viewport': {'northeast': {'lat': -5.644947670107277, 'lng': 105.4688286798927}, 'southwest': {'lat': -5.647647329892721, 'lng': 105.4661290201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wonderful suak,,ChIJk1xlT34ZQS4R95SR_BtWnP4,1.0,ChIJk1xlT34ZQS4R95SR_BtWnP4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': '9F38+9X Suak, South Lampung Regency, Lampung, Indonesia', 'global_code': '6P679F38+9X'}",True,https://www.google.com/maps/place/?q=place_id:ChIJk1xlT34ZQS4R95SR_BtWnP4
