business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,price_level,url
OPERATIONAL,"Jl. Pako Tegaldondo, Temuireng, Duwet, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.6077509, 'lng': 110.735373}, 'viewport': {'northeast': {'lat': -7.606430620107277, 'lng': 110.7367118298927}, 'southwest': {'lat': -7.609130279892721, 'lng': 110.7340121701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WANATOTO,{'open_now': True},ChIJUYflHgAVei4R60SZDQ4uekA,"{'compound_code': '9PRP+V4 Duwet, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G9PRP+V4'}",0.0,ChIJUYflHgAVei4R60SZDQ4uekA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJUYflHgAVei4R60SZDQ4uekA
OPERATIONAL,"9PJV+6CV, Dusun II, Pandanan, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.6193753, 'lng': 110.7435364}, 'viewport': {'northeast': {'lat': -7.618041520107278, 'lng': 110.7448724298927}, 'southwest': {'lat': -7.620741179892722, 'lng': 110.7421727701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pandanan,,ChIJx1-SAgA_ei4RAFDmxO8w_5M,,4.0,ChIJx1-SAgA_ei4RAFDmxO8w_5M,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJx1-SAgA_ei4RAFDmxO8w_5M
OPERATIONAL,"9PMJ+JH4, Dusun I, Bentangan, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.6163024, 'lng': 110.7322942}, 'viewport': {'northeast': {'lat': -7.614994570107277, 'lng': 110.7337531798927}, 'southwest': {'lat': -7.617694229892721, 'lng': 110.7310535201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KP JAWARA WITH SI JUM,{'open_now': True},ChIJ-5He_Qw_ei4Rp6jWMQwetCE,,0.0,ChIJ-5He_Qw_ei4Rp6jWMQwetCE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109774168787446717813"">A Google User</a>'], 'photo_reference': 'AUGGfZk-3aQ42Z7TVQQZ74AGGjxyVGAfgCAtpBqJ7mE487B4e0SQ8ZhbBXqV_CiKmf9sTsXfXx8nDNB88ZgYv_FgAB7MWD2rH__-RADFqDKdiWO45A_BSRF0KOEPGssy0GJrcHGd5NE-coxTQyMKxkYEBKlHweDn3_GRtOrBMTeOKAM9haWz', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJ-5He_Qw_ei4Rp6jWMQwetCE
OPERATIONAL,"9PC7+555, Dusun I, Bulan, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57471, Indonesia","{'location': {'lat': -7.6305218, 'lng': 110.7127777}, 'viewport': {'northeast': {'lat': -7.629182820107277, 'lng': 110.7142566298927}, 'southwest': {'lat': -7.631882479892721, 'lng': 110.7115569701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,sawah pakde,,ChIJY8iayhQ_ei4RAq6AY97M18E,,0.0,ChIJY8iayhQ_ei4RAq6AY97M18E,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJY8iayhQ_ei4RAq6AY97M18E
OPERATIONAL,"tegalrejo rt 08/03, Dusun II, Bener, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah, Indonesia","{'location': {'lat': -7.6428156, 'lng': 110.7889589}, 'viewport': {'northeast': {'lat': -7.641419120107277, 'lng': 110.7903267298927}, 'southwest': {'lat': -7.644118779892722, 'lng': 110.7876270701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Home mulyanta,,ChIJB1UQkZo_ei4RRuFEz-E29Gk,"{'compound_code': '9Q4Q+VH Bener, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G9Q4Q+VH'}",5.0,ChIJB1UQkZo_ei4RRuFEz-E29Gk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJB1UQkZo_ei4RRuFEz-E29Gk
OPERATIONAL,"9PRM+5GW, Temuireng, Duwet, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.609996000000001, 'lng': 110.7339317}, 'viewport': {'northeast': {'lat': -7.608627520107278, 'lng': 110.7352193298927}, 'southwest': {'lat': -7.611327179892722, 'lng': 110.7325196701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,UMBUL SENDANG TEMUIRENG,,ChIJnwmXunIVei4Rd2vc5s5BYXc,,5.0,ChIJnwmXunIVei4Rd2vc5s5BYXc,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112208750196566318568"">A Google User</a>'], 'photo_reference': 'AUGGfZmANgEZkie9JIGiqbng83DaE5lrbDYk9mC5xKDI3SxHymoHblhEwteGkMc9Gq8I9On6j2Aq-Bth-AReMT7c8X6OovxZKSmLZMnx4ze_mkgUfrVZ8aB9vuUkVDwvIJ2Eyn2Esu8disk4Pqba3NuTweu8TM1p4_M_eNP6FjdInG0v233f', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJnwmXunIVei4Rd2vc5s5BYXc
OPERATIONAL,"9PVF+XC, Dusun I, Sukorejo, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.605044999999999, 'lng': 110.7235696}, 'viewport': {'northeast': {'lat': -7.603647220107277, 'lng': 110.7249415298927}, 'southwest': {'lat': -7.606346879892721, 'lng': 110.7222418701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Buah dan Wisata Kuliner,,ChIJdRISvj4Vei4R_wmYe2WBvhI,,0.0,ChIJdRISvj4Vei4R_wmYe2WBvhI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100946728709669604767"">A Google User</a>'], 'photo_reference': 'AUGGfZlGWJRFd_dbn5xsyFJg4m_6XPud8yvWoXJw01i-vQNtvVJKzNQGAXc4Ns-Kc8nJnSUnb3a051V7tgkv2R1uSwHggI_xSk5ct5tFdpeK-_hKiubsyAsJ9jE-sJEFp3HM96fXV1h2lplXUVyUF2BUGrrTrS3P1lFKAHrIangYn3a_XKZH', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJdRISvj4Vei4R_wmYe2WBvhI
OPERATIONAL,"9PWQ+GP9, Jl. Wonosari, Dusun II, Bolali, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.6037419, 'lng': 110.7389792}, 'viewport': {'northeast': {'lat': -7.602394220107278, 'lng': 110.7404690298927}, 'southwest': {'lat': -7.605093879892722, 'lng': 110.7377693701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sunset Merapi Merbabu (SM2) Solo,{'open_now': False},ChIJj-ov0K8Vei4R93Z-gIRDak0,,4.8,ChIJj-ov0K8Vei4R93Z-gIRDak0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100529964279594730184"">A Google User</a>'], 'photo_reference': 'AUGGfZmxBoX1ox8ciCVa4PGZywmUS0gprli93RQsSHGdV1wOXPvrk0qgnAaHsBWUxd13MHkjV-rogAZHS4KljuxuXEjkJOnc6Nt5p8lTe4VqWrhVoIclEc1IdcRjLXdOfmh26pe33-xxbn0M6ugEcMU28drkLidGCd5d4FO6fAXWW59iLRMc', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJj-ov0K8Vei4R93Z-gIRDak0
OPERATIONAL,"8QWM+J35, Dusun II, Sidowarno, Wonosari, Klaten Regency, Central Java 57473, Indonesia","{'location': {'lat': -7.653476299999999, 'lng': 110.7827415}, 'viewport': {'northeast': {'lat': -7.652291020107276, 'lng': 110.7840592298927}, 'southwest': {'lat': -7.65499067989272, 'lng': 110.7813595701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,EMBUNG TIRTA SIDOWARNO,{'open_now': True},ChIJQW6ZbAE_ei4R6hx79nFeVXc,,4.0,ChIJQW6ZbAE_ei4R6hx79nFeVXc,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105841909320307967912"">A Google User</a>'], 'photo_reference': 'AUGGfZnTTrVoe0S-u1uUn-g38CbO3iKZAiBpRVXCrTNGCdviswer4pqCX1uzjzCMnRyZ71sfUxa_kPQe7DTohEQhxHr8KbG0iTggZyL7wERKb3mNqrdKgMpwNLSt_By-5TAsm5hb9HirWNM-l2uwdgPla-Yhw-bFkg0jg0FZuFunevDCJuU', 'width': 1984}]",,https://www.google.com/maps/place/?q=place_id:ChIJQW6ZbAE_ei4R6hx79nFeVXc
OPERATIONAL,"Jl.Butuh Dukuh Butuh Rt 22 Rw 11 kodepos 57473, Dusun III, Sidowarno, Kec. Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia","{'location': {'lat': -7.6447845, 'lng': 110.7959383}, 'viewport': {'northeast': {'lat': -7.643457770107278, 'lng': 110.7972839298927}, 'southwest': {'lat': -7.646157429892722, 'lng': 110.7945842701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Joglo Omah Wayang,,ChIJBfXxhuc_ei4RskQ1H7Tr7mU,"{'compound_code': '9Q4W+39 Sidowarno, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G9Q4W+39'}",4.7,ChIJBfXxhuc_ei4RskQ1H7Tr7mU,"['tourist_attraction', 'point_of_interest', 'establishment']",16.0,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117519663660917767541"">A Google User</a>'], 'photo_reference': 'AUGGfZmft9dM6jJILrltUAeNM9m3uoN6Lkt6mrV-HZmOSyf07NGkYR-htJNxV2N4_-F4uI1SSK7OP7NIi-wTsmDumwCmcu6eWEm_N4amJHOqgxhTfA31-H_lJ_onomDfPAlkZuUN9PUBwR4g56LlL_5trp4rGoegOReGAhBz55zbSdtBdJ2Z', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJBfXxhuc_ei4RskQ1H7Tr7mU
