formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,url
"Kebonarum, Klaten Regency, Central Java, Indonesia","{'location': {'lat': -7.7033483, 'lng': 110.5602154}, 'viewport': {'northeast': {'lat': -7.681197, 'lng': 110.583672}, 'southwest': {'lat': -7.720006, 'lng': 110.53737}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebonarum,"[{'height': 724, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113140168231900560527"">STR flk</a>'], 'photo_reference': 'AUGGfZlWJcWaoxKeaPyzAAnWFCNFuxr7jQsd-PbT-kjwrKDtUeuzihx3IGh7nMbj6YhsC6LMrrBMhQJ64M7LvfkjiS0X6lYcuuYcfb2gJV5VPFR0DgX96m6seHkpadWKtU612HixQKNUCAigA8wsj6FXULFZyXFfb8wnl9YE20tcaHg1p5c', 'width': 720}]",ChIJbdiBinxDei4REOxS43Z6AgQ,ChIJbdiBinxDei4REOxS43Z6AgQ,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJbdiBinxDei4REOxS43Z6AgQ
"Gondang, Kebonarum, Klaten Regency, Central Java, Indonesia","{'location': {'lat': -7.7127383, 'lng': 110.5677281}, 'viewport': {'northeast': {'lat': -7.705052999999999, 'lng': 110.574746}, 'southwest': {'lat': -7.720006, 'lng': 110.561183}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gondang,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105700091495354434586"">A Google User</a>'], 'photo_reference': 'AUGGfZmAnyIERH99Z-VY20-0TNn3EeUB1zMgRBihaOwzb_UtRL46jrwHZGyIMtGnMS-eTdRJ-GjfSOX26sohvjf_NjhgBMpWe_xA9WBbErZZ1qzmT21-REaagoS7EDFdG-etwMgIr6pxGdkLLkEilEu9oMIBDGLgxUTr7-IaH2BXRXPJTxjW', 'width': 2560}]",ChIJM1qf74dEei4RIJVV43Z6AgU,ChIJM1qf74dEei4RIJVV43Z6AgU,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJM1qf74dEei4RIJVV43Z6AgU
"Brintik, Malangjiwan, Kebonarum, Klaten Regency, Central Java 57486, Indonesia","{'location': {'lat': -7.6886835, 'lng': 110.5613107}, 'viewport': {'northeast': {'lat': -7.687220920107279, 'lng': 110.5626131798927}, 'southwest': {'lat': -7.689920579892723, 'lng': 110.5599135201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Umbul Brintik,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102540770254244667427"">endar setyawan</a>'], 'photo_reference': 'AUGGfZncYHJrwkeQGAAelvq1bn-8CWxB8-wCRHhn5QBObcvbzpj0zHiJbGJ2X2i2vA4JXVu-3M_FVLhjg7USrodpilFp4AY2vjuWOknCyogVSqJEqJck-KSe5pvSFRYNEcsveu8rFRvtTNa8y9U6N0DTPERIDLrg-aZ37bo_n-JhKgwbwFc2', 'width': 4000}]",ChIJfesKYnFDei4RzWOp_9vXYQQ,ChIJfesKYnFDei4RzWOp_9vXYQQ,"['spa', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '8H66+GG Malangjiwan, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G8H66+GG'}",4.3,3121.0,,https://www.google.com/maps/place/?q=place_id:ChIJfesKYnFDei4RzWOp_9vXYQQ
"8G8V+7C9, Jl jlengut indah Barepan, Geneng, Karangduren, Kec. Kebonarum, Kabupaten Klaten, Jawa Tengah 57486, Indonesia","{'location': {'lat': -7.684216, 'lng': 110.5437466}, 'viewport': {'northeast': {'lat': -7.682748420107279, 'lng': 110.5450209298927}, 'southwest': {'lat': -7.685448079892723, 'lng': 110.5423212701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,New Taman wisata jlengut,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106097443386086266806"">A Google User</a>'], 'photo_reference': 'AUGGfZk9OxkRXmWhA7iT6IZqwMLLDS7iQIM7pd4wnI2J1LfeojDGVt3tDvkeEfwVhuLBS8glKPc_OH8EY7D5jbvsn357qTNFiVIMjXOC9MBBrTsHTOzMhmvVJ19q3EsQT4rAt0JhfVRZv92GOdza6fvHi4cwPa-MRk5A5nhQ_EVFlSjIyCX-', 'width': 4000}]",ChIJpwE8QwBDei4RtejcpLnxNvg,ChIJpwE8QwBDei4RtejcpLnxNvg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.2,542.0,,https://www.google.com/maps/place/?q=place_id:ChIJpwE8QwBDei4RtejcpLnxNvg
"Jl. Rw. Jombor, Waduk Jombor, Krakitan, Kec. Bayat, Kabupaten Klaten, Jawa Tengah 57462, Indonesia","{'location': {'lat': -7.7516777, 'lng': 110.6236633}, 'viewport': {'northeast': {'lat': -7.750284770107279, 'lng': 110.6250073798927}, 'southwest': {'lat': -7.752984429892723, 'lng': 110.6223077201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rowo Jombor Klaten,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104442534035619906457"">alesio vuzi</a>'], 'photo_reference': 'AUGGfZl7dmgLXmWhLUn2yKBoyqXTf7E6fEOcnLGtpV8f45d7UufjwHtrVyP0S-oO1pKcUopO_d8MGSIRGix7Yn3IK4slSesZ5QNmqCLawXN2rBdr4N0E4qissyA2yVbzXDETvYADy4BvtiswLRWOof68fAgOBnirfZEqeipfGGM5G8RBetrV', 'width': 4096}]",ChIJL5trE21Gei4RJX-FmmLLjII,ChIJL5trE21Gei4RJX-FmmLLjII,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '6JXF+8F Krakitan, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G6JXF+8F'}",4.3,5261.0,,https://www.google.com/maps/place/?q=place_id:ChIJL5trE21Gei4RJX-FmmLLjII
"Pluneng, Kebonarum, Klaten Regency, Central Java, Indonesia","{'location': {'lat': -7.697488, 'lng': 110.5647486}, 'viewport': {'northeast': {'lat': -7.6900171, 'lng': 110.572998}, 'southwest': {'lat': -7.7064101, 'lng': 110.5596499}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pluneng,"[{'height': 3240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103731498644843147700"">Galih Puspowardoyo</a>'], 'photo_reference': 'AUGGfZmLeEz_tuG60RokbVjFHPZRrJsjFqPZ633du5V0virBS1Ecqe3RaDWa_QQiZUuCzOfBwBHIqqwkrxJZF18zTAx0sEQBubmzIJVsCDMUlzIm1bc9d7vkGqw1DBTYT_v-2HQ_9As1DMc_fVCbzuujrBlLSofU-jHn2sqZygMJrDK71-1H', 'width': 4320}]",ChIJ2zA11nhDei4Rrbq03ahsxSk,ChIJ2zA11nhDei4Rrbq03ahsxSk,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2zA11nhDei4Rrbq03ahsxSk
"Jl. Delanggu- Polanharjo No.Ds, Jeblogan, Ponggok, Kec. Polanharjo, Kabupaten Klaten, Jawa Tengah 57474, Indonesia","{'location': {'lat': -7.613810300000001, 'lng': 110.6358647}, 'viewport': {'northeast': {'lat': -7.61256727010728, 'lng': 110.6371364298927}, 'southwest': {'lat': -7.615266929892724, 'lng': 110.6344367701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Umbul Ponggok,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100671343129241359145"">A Google User</a>'], 'photo_reference': 'AUGGfZlyJB5h4zO4z97HgDY6qqXNqbF3yl4G6Dacqsi_lh6dEuczaGUEcPE9cF-a2mP-LlVe3xlZXf2Z5YgjPHNmQX4Fs13kYVpZ1AjP2b1ChdjYG4u8D0nt4Vw1oP6GCXqfJ7XzOab5dFIiGhY0xO6x8StoMtv5nwBpF9t1JX48ouJCzX2b', 'width': 4160}]",ChIJuRjnoLBGei4Rzzse5SV68q4,ChIJuRjnoLBGei4Rzzse5SV68q4,"['tourist_attraction', 'amusement_park', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '9JPP+F8 Ponggok, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G9JPP+F8'}",4.5,21463.0,,https://www.google.com/maps/place/?q=place_id:ChIJuRjnoLBGei4Rzzse5SV68q4
"Sraten, Trunuh, Klaten Selatan, Klaten Regency, Central Java 57421, Indonesia","{'location': {'lat': -7.7270571, 'lng': 110.581939}, 'viewport': {'northeast': {'lat': -7.725695720107278, 'lng': 110.5832473798927}, 'southwest': {'lat': -7.728395379892722, 'lng': 110.5805477201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,PENDOPO SOEBOER,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109558204448839310679"">A Google User</a>'], 'photo_reference': 'AUGGfZlUq69-u22NagIfUJemVk8CCZGvDdFtNAymCBzi2OjPVW5Z_y6kd78s6TOTETNrzl_j424QvjhupNX-W8dhLR-Iv9L5vYhLUcBMkz1GHX4qYCSUZIUUjVyZkbLlbKU-CxD-gIT1daX7WzlUVPLpxYfdBhuy-Htdof8oW8t1wvTQNutU', 'width': 4160}]",ChIJO2Q9OkNEei4RW_Lcyo-uap4,ChIJO2Q9OkNEei4RW_Lcyo-uap4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '7HFJ+5Q Trunuh, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G7HFJ+5Q'}",4.4,65.0,,https://www.google.com/maps/place/?q=place_id:ChIJO2Q9OkNEei4RW_Lcyo-uap4
"Dusun I, Candi, Karangnongko, Klaten Regency, Central Java 57483, Indonesia","{'location': {'lat': -7.669709900000001, 'lng': 110.5533087}, 'viewport': {'northeast': {'lat': -7.66836452010728, 'lng': 110.5546258798927}, 'southwest': {'lat': -7.671064179892724, 'lng': 110.5519262201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_hindu-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_hindu_pinlet,Candi Merak,"[{'height': 2778, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109676756393305735757"">bmg agent</a>'], 'photo_reference': 'AUGGfZktAm3MkhOfl3OOsJGbybwP33oQut7aUSDWHaXUS-5HfdRClviiuVHfRAAqXItVaERQf06z_9-AshRFdN4MYKCbCpioDH56Nj0cE_-EBE7Jm0fJqo15VcLHUu0YVTcdPkNk5VlN4IkbH5UvtUwPoB6FFGo0h2PpY7nCCueWXHMCuQvv', 'width': 1504}]",ChIJ_____yBDei4RC5ljGdGfHW4,ChIJ_____yBDei4RC5ljGdGfHW4,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '8HJ3+48 Dusun I, Karangnongko, Klaten Regency, Central Java, Indonesia', 'global_code': '6P4G8HJ3+48'}",4.4,478.0,,https://www.google.com/maps/place/?q=place_id:ChIJ_____yBDei4RC5ljGdGfHW4
"9JVV+9HM, Dk, Umbulsari, Ponggok, Polanharjo, Klaten Regency, Central Java 57474, Indonesia","{'location': {'lat': -7.606375300000001, 'lng': 110.6449899}, 'viewport': {'northeast': {'lat': -7.605026520107278, 'lng': 110.6463325798927}, 'southwest': {'lat': -7.607726179892722, 'lng': 110.6436329201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Umbul Sigedang-Kapilaler,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116719121978380708458"">darmono hamidan</a>'], 'photo_reference': 'AUGGfZkl5TKZ646N11klPIA7nPb-aMhbaRKTCd0L_V-F0GwfAI-hN9ASOflmGrlLoPLTOxFsWcrd_-4te4F-QRJbvf42Ugio6k10OcKCjBCL-xf9bhNVZzAEF-HbphQWsDqFplwJvMi5qiWLnvTS_fh2PvZ5NrACj7psgyKYRgdNdHuoL_yl', 'width': 3024}]",ChIJaW0yvm1qei4Rbb3SWhST74A,ChIJaW0yvm1qei4Rbb3SWhST74A,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.6,4072.0,,https://www.google.com/maps/place/?q=place_id:ChIJaW0yvm1qei4Rbb3SWhST74A
