business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,url
OPERATIONAL,"8WF9+3P3, Suak Ie Beusou, Arongan Lambalek, West Aceh Regency, Aceh, Indonesia","{'location': {'lat': 4.3226319, 'lng': 95.91929599999999}, 'viewport': {'northeast': {'lat': 4.324311379892722, 'lng': 95.92103467989271}, 'southwest': {'lat': 4.321611720107279, 'lng': 95.91833502010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nek tu kuala,ChIJw8d9eL7jPjARoP9gTTsfe78,0.0,ChIJw8d9eL7jPjARoP9gTTsfe78,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJw8d9eL7jPjARoP9gTTsfe78
OPERATIONAL,"7XQ3+VM7, Arongan, Arongan Lambalek, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.2896748, 'lng': 95.9541824}, 'viewport': {'northeast': {'lat': 4.290711179892722, 'lng': 95.95593267989273}, 'southwest': {'lat': 4.288011520107278, 'lng': 95.95323302010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Suak Ie Beusoi,ChIJXTXBB4nlPjARc7NUZv7j1lA,4.7,ChIJXTXBB4nlPjARc7NUZv7j1lA,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107936164600005428866"">Maulana Maulana</a>'], 'photo_reference': 'AUGGfZlOX15Cz-eyGuGhwrZMttqTd5pMLQi7JtYkCsJthER4_Hm0qA6MIV9KjZ6HbDw2S438M3paAPJox9kxtVr_xAdM2EPyiwS_WWtq6t-awoRVWo3Ti310kO4LjY7LjOfkPG7znsyNeKyYsPrTTySLy4RIdp3Jt6UvwlqT0GpESUGmvo6_', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJXTXBB4nlPjARc7NUZv7j1lA
OPERATIONAL,"82C6+XC, Kulam Kaju, Woyla Barat, West Aceh Regency, Aceh, Indonesia","{'location': {'lat': 4.3224213, 'lng': 96.0110862}, 'viewport': {'northeast': {'lat': 4.323349449999999, 'lng': 96.01190032989271}, 'southwest': {'lat': 4.319636850000001, 'lng': 96.00920067010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Suak enak,ChIJX5J1NO_hPjARb3hRUCNqZPk,3.0,ChIJX5J1NO_hPjARb3hRUCNqZPk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJX5J1NO_hPjARb3hRUCNqZPk
OPERATIONAL,"CWJ9+RQ, Simpang Teumarom, Woyla Barat, West Aceh Regency, Aceh, Indonesia","{'location': {'lat': 4.4320625, 'lng': 95.9194375}, 'viewport': {'northeast': {'lat': 4.433127549999998, 'lng': 95.92097592989272}, 'southwest': {'lat': 4.428867350000002, 'lng': 95.91827627010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KARYA TANAH GAMBUT,ChIJf4wT0L8dPzAR_a_YeC4n7pU,3.2,ChIJf4wT0L8dPzAR_a_YeC4n7pU,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116208130068089420574"">A Google User</a>'], 'photo_reference': 'AUGGfZkuJons_9wL_2SAPGYjN0hPdCGYXPAUsFjMBLyW5tUvX94XfLGiWvzFFLFKY_JB6XtnbKWsUHwLGYLVYYp7Gk9KGQ8gX2DXMN2oeB_SQ1yRY89j0lG8RpzHXxR_e7RzreXBWA9xdA3ojFRQSWGMWWb7H8tbkN9uJ6Kq8V7yWEFbm72w', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJf4wT0L8dPzAR_a_YeC4n7pU
OPERATIONAL,"Pantai Suak Geudebang, Suak Geudubang, Kec. Samatiga, Kabupaten Aceh Barat, Aceh 23652, Indonesia","{'location': {'lat': 4.2543516, 'lng': 95.98162579999999}, 'viewport': {'northeast': {'lat': 4.255863229892721, 'lng': 95.98313782989271}, 'southwest': {'lat': 4.253163570107278, 'lng': 95.98043817010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Suak Geudebang Beach,ChIJZbpm0V3lPjARce_BKskL_80,4.0,ChIJZbpm0V3lPjARce_BKskL_80,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112858541738154811798"">syafrizal arifin</a>'], 'photo_reference': 'AUGGfZlT9DDkJQ_LULu9aoA0JODpUklfL-Za0jxIg-NzKBio7YR70mkqxxetEHQWItKRQF_MtpU5FLf_FefQm_v28F1EkH9ZYmGwN2PeRWlyu_rMKqVyadrL2DhlzbG-jVuhKa1T27YkGAQJF5W_3EOW0ECavDLMCIz5VzcBZ8r1PgDwpZy9', 'width': 4032}]","{'compound_code': '7X3J+PM Suak Geudubang, West Aceh Regency, Aceh, Indonesia', 'global_code': '6MPQ7X3J+PM'}",,https://www.google.com/maps/place/?q=place_id:ChIJZbpm0V3lPjARce_BKskL_80
OPERATIONAL,"626W+M59, Suak Timah, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.211655299999999, 'lng': 96.04547009999999}, 'viewport': {'northeast': {'lat': 4.212676279892722, 'lng': 96.04694407989271}, 'southwest': {'lat': 4.209976620107278, 'lng': 96.04424442010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Pemancingan Samatiga,ChIJgfs08xbnPjARUzUz_uo6fCo,4.0,ChIJgfs08xbnPjARUzUz_uo6fCo,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJgfs08xbnPjARUzUz_uo6fCo
,"Arongan Lambalek, West Aceh Regency, Aceh, Indonesia","{'location': {'lat': 4.3278227, 'lng': 95.953442}, 'viewport': {'northeast': {'lat': 4.4042341, 'lng': 96.0303011}, 'southwest': {'lat': 4.2652399, 'lng': 95.877144}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arongan Lambalek,ChIJeT7QG03iPjAR8NFvH-eZiKE,,ChIJeT7QG03iPjAR8NFvH-eZiKE,"['administrative_area_level_3', 'political']",,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100456871377496631169"">A Google User</a>'], 'photo_reference': 'AUGGfZk3J9PkkahcJdfFQhjFVQoZSi73_o5SKCSOoaT8c_b4DZL0Z0Va2NM1nV26qtzRk0BuSE_bg2XOQ37NxxBlXO8Y_rvNVtOWVb0uCKBiErFJ3pFKovjXVf0jU6u5JFZSUmggk4U6mLn6ZxlgNG0Z71oQoCahbNhbsONMch-NDv_k_H_o', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJeT7QG03iPjAR8NFvH-eZiKE
OPERATIONAL,"6369+53V, Cot Darat, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.210486, 'lng': 96.06768249999999}, 'viewport': {'northeast': {'lat': 4.211990629892721, 'lng': 96.06912922989271}, 'southwest': {'lat': 4.209290970107277, 'lng': 96.06642957010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat nongkrong cristiano waldo,ChIJe0E5V0nnPjARbkUiEPMufzw,5.0,ChIJe0E5V0nnPjARbkUiEPMufzw,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJe0E5V0nnPjARbkUiEPMufzw
CLOSED_TEMPORARILY,"7XFF+G7W, Suak Seumaseh, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.2738631, 'lng': 95.97322229999999}, 'viewport': {'northeast': {'lat': 4.275190979892722, 'lng': 95.97461052989271}, 'southwest': {'lat': 4.272491320107278, 'lng': 95.97191087010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TPI Suak Seumaseh,ChIJC5_OLPjlPjARZR18elDg0c8,5.0,ChIJC5_OLPjlPjARZR18elDg0c8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJC5_OLPjlPjARZR18elDg0c8
CLOSED_TEMPORARILY,"627W+7GR, Suak Timah, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.2132251, 'lng': 96.046255}, 'viewport': {'northeast': {'lat': 4.21433885, 'lng': 96.04732572989273}, 'southwest': {'lat': 4.209883849999999, 'lng': 96.04462607010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Pemancingan dan Jala,ChIJx4yx5E_nPjAR7zMJWdjC5Mc,0.0,ChIJx4yx5E_nPjAR7zMJWdjC5Mc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJx4yx5E_nPjAR7zMJWdjC5Mc
