business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,opening_hours,url
OPERATIONAL,"626W+M59, Suak Timah, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.211655299999999, 'lng': 96.04547009999999}, 'viewport': {'northeast': {'lat': 4.212676279892722, 'lng': 96.04694407989271}, 'southwest': {'lat': 4.209976620107278, 'lng': 96.04424442010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Pemancingan Samatiga,ChIJgfs08xbnPjARUzUz_uo6fCo,4.0,ChIJgfs08xbnPjARUzUz_uo6fCo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJgfs08xbnPjARUzUz_uo6fCo
OPERATIONAL,"625W+62, Kuala Bubon, Samatiga, West Aceh Regency, Aceh, Indonesia","{'location': {'lat': 4.2080812, 'lng': 96.0451023}, 'viewport': {'northeast': {'lat': 4.2117928, 'lng': 96.04730789999999}, 'southwest': {'lat': 4.206843999999999, 'lng': 96.04436710000002}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Babah Kuala, Gp.Kuala Bubon",ChIJ5_jIZgDpPjARYBMbMOhtW80,5.0,ChIJ5_jIZgDpPjARYBMbMOhtW80,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113821160225495841736"">A Google User</a>'], 'photo_reference': 'AUGGfZkEENXUoioX1gpNN_H7f-D9KckmphwSuRWVmtP0SrJAYvVZyXt5clsGE4OMZBEoRcQnVNw3JQdo_7eI1J-4HTUGZCZmo1ujm91zHkVlLucAu1wVpDF9TkmT3sM5vZXg9QznXRIXdrGph_biAC0pA2vXMrgoMUH4Bi9zkeZSmLIY6B1s', 'width': 720}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ5_jIZgDpPjARYBMbMOhtW80
OPERATIONAL,"624M+58R, Gampong Cot, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.2054885, 'lng': 96.0332631}, 'viewport': {'northeast': {'lat': 4.206270649999999, 'lng': 96.03422510000001}, 'southwest': {'lat': 4.203142049999999, 'lng': 96.0303771}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Suak Madat,ChIJzR-gTAbpPjARQgoRqOYjP7I,4.0,ChIJzR-gTAbpPjARQgoRqOYjP7I,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJzR-gTAbpPjARQgoRqOYjP7I
OPERATIONAL,"625X+G43, Suak Timah, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.208762999999999, 'lng': 96.04779219999999}, 'viewport': {'northeast': {'lat': 4.210716079892722, 'lng': 96.04920587989272}, 'southwest': {'lat': 4.208016420107278, 'lng': 96.04650622010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Suak Timah,ChIJq0jpXjjpPjARl9Qp2ACCJXw,4.3,ChIJq0jpXjjpPjARl9Qp2ACCJXw,"['tourist_attraction', 'point_of_interest', 'establishment']",28,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117657013510788588116"">Agus Faryandi</a>'], 'photo_reference': 'AUGGfZkosgv90rEMrQPI-ILoRl-N8F_S57tewKt5YS9K4w7sxS7TSyhDUHGQfxqJt8G1IhTv7DUo6gQzAwm1EoAGbS2C2Z-xpBMQBDnWGDmwfg-uLPdLQPdz6H1QgEc1bxzi74m3S7hvSXaLhsw_m33DsCSXqjKkTFxuIEsoVtXeuVBRU5lK', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJq0jpXjjpPjARl9Qp2ACCJXw
OPERATIONAL,"Lhok Bubon, Samatiga, West Aceh Regency, Aceh, Indonesia","{'location': {'lat': 4.1948209, 'lng': 96.0245147}, 'viewport': {'northeast': {'lat': 4.196217729892722, 'lng': 96.02585272989272}, 'southwest': {'lat': 4.193518070107278, 'lng': 96.02315307010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ujong Tuba Beach,ChIJsWTm4EbpPjARlOUiA-673No,4.3,ChIJsWTm4EbpPjARlOUiA-673No,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104807547660405926913"">Alam Mirza</a>'], 'photo_reference': 'AUGGfZm7PhO22LRDltVBzxZvViL9iHA_FtnnO3uASoudjNrE547g7tVMo2juiioh3KEZdyw4Xuv4FbNjl2rWmE-ymQuDsSOc_oXvlkbM2_OWQZLDrR5B6AO9tOfloHtBqTtJlRs8Ljk8sCEvmcCkbxkOr2Sxtcm1UUOqljuEzBq188cAzPqj', 'width': 2268}]","{'compound_code': '52VF+WR Lhok Bubon, West Aceh Regency, Aceh, Indonesia', 'global_code': '6MPR52VF+WR'}",,,https://www.google.com/maps/place/?q=place_id:ChIJsWTm4EbpPjARlOUiA-673No
OPERATIONAL,"Pantai Suak Geudebang, Suak Geudubang, Kec. Samatiga, Kabupaten Aceh Barat, Aceh 23652, Indonesia","{'location': {'lat': 4.2543516, 'lng': 95.98162579999999}, 'viewport': {'northeast': {'lat': 4.255863229892721, 'lng': 95.98313782989271}, 'southwest': {'lat': 4.253163570107278, 'lng': 95.98043817010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Suak Geudebang Beach,ChIJZbpm0V3lPjARce_BKskL_80,4.0,ChIJZbpm0V3lPjARce_BKskL_80,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112858541738154811798"">syafrizal arifin</a>'], 'photo_reference': 'AUGGfZlxGVSGdbleRsBCkK1bNVu8QF13dt5IUrtZA0xL-WVBNSUT6eyUGElZLUCu6W7d48riC5K1u8xGpgJii4kfGJDlop9xmdNx5xPw0a9oHEojRFmV600Vl7VUz8romcSiV5H-BJ916a0_VB7zgAGZjjeG_qfMMPEw1XgUtVaZxNFWU0B7', 'width': 4032}]","{'compound_code': '7X3J+PM Suak Geudubang, West Aceh Regency, Aceh, Indonesia', 'global_code': '6MPQ7X3J+PM'}",,,https://www.google.com/maps/place/?q=place_id:ChIJZbpm0V3lPjARce_BKskL_80
CLOSED_TEMPORARILY,"627W+7GR, Suak Timah, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.2132251, 'lng': 96.046255}, 'viewport': {'northeast': {'lat': 4.21433885, 'lng': 96.04732572989273}, 'southwest': {'lat': 4.209883849999999, 'lng': 96.04462607010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Pemancingan dan Jala,ChIJx4yx5E_nPjAR7zMJWdjC5Mc,0.0,ChIJx4yx5E_nPjAR7zMJWdjC5Mc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJx4yx5E_nPjAR7zMJWdjC5Mc
OPERATIONAL,"624F+R2V, Suak Pandan, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.2071075, 'lng': 96.0225486}, 'viewport': {'northeast': {'lat': 4.208740279892723, 'lng': 96.0251394}, 'southwest': {'lat': 4.206040620107278, 'lng': 96.02168499999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lhok Timon,ChIJu6R-ne7pPjART70_FqO3_4k,0.0,ChIJu6R-ne7pPjART70_FqO3_4k,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJu6R-ne7pPjART70_FqO3_4k
OPERATIONAL,"6352+G76, Kuala Bubon, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.2087875, 'lng': 96.0506406}, 'viewport': {'northeast': {'lat': 4.210585979892722, 'lng': 96.05203907989272}, 'southwest': {'lat': 4.207886320107278, 'lng': 96.04933942010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kuala Bubon,ChIJ11hVth3pPjARur9Xq5TMPDQ,4.2,ChIJ11hVth3pPjARur9Xq5TMPDQ,"['tourist_attraction', 'point_of_interest', 'establishment']",19,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108699263518642963982"">A Google User</a>'], 'photo_reference': 'AUGGfZnodCYkeRsjA4GkR33_9TR_EXM_OAPX7Z5igQ2QBfyW8UC58GyCUXfRhSQBDJrEhddo45vlZRZhX2Fe-NbcEj6axlM7JPQ93shNif0wq9E6dhF428Tdu6z7I0-jXP2_ZgiRJmEZrikqE9c35J5sdNrdWGYrL4cITr0JbKhGbJms3DIb', 'width': 4000}]",,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ11hVth3pPjARur9Xq5TMPDQ
OPERATIONAL,"6369+53V, Cot Darat, Samatiga, West Aceh Regency, Aceh 23652, Indonesia","{'location': {'lat': 4.210486, 'lng': 96.06768249999999}, 'viewport': {'northeast': {'lat': 4.211990629892721, 'lng': 96.06912922989271}, 'southwest': {'lat': 4.209290970107277, 'lng': 96.06642957010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat nongkrong cristiano waldo,ChIJe0E5V0nnPjARbkUiEPMufzw,5.0,ChIJe0E5V0nnPjARbkUiEPMufzw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJe0E5V0nnPjARbkUiEPMufzw
