formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,url
"Kiaracondong, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9221438, 'lng': 107.6490717}, 'viewport': {'northeast': {'lat': -6.902069999999999, 'lng': 107.6612669}, 'southwest': {'lat': -6.9454461, 'lng': 107.6419839}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kiaracondong,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102243947531722243456"">Siti Hafia Hasna Neng Kurnia</a>'], 'photo_reference': 'AUGGfZlIePRnPLOU_YmomuJMmSV__Jz_r4R710kaVHaL52hv_8XTmXMJGNl4w6tqzOkxSOV1-qtkaPXGbm2VOLcFNwbVbOUomkDmtd0lE9ZV2ugIeShSDwBqC7zZmAi9RHv02c1PgC1rOE_SNvMDqvfGpx8vzmNjRMD3YgI9ns3DeqNhLx45', 'width': 2604}]",ChIJ4VTa0-PnaC4ROFa050OyQ0o,ChIJ4VTa0-PnaC4ROFa050OyQ0o,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4VTa0-PnaC4ROFa050OyQ0o
"3J3R+RQC, Jl. Terusan Kiaracondong, Binong, Kec. Batununggal, Kota Bandung, Jawa Barat 40286, Indonesia","{'location': {'lat': -6.945418399999999, 'lng': 107.6419384}, 'viewport': {'northeast': {'lat': -6.944068370107278, 'lng': 107.6432872798927}, 'southwest': {'lat': -6.946768029892722, 'lng': 107.6405876201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Longest Redlight Stop in Indonesia,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109528216715305786795"">Reksa Mohammad</a>'], 'photo_reference': 'AUGGfZlM8416mIPWS4CH_F2te6nLixPHC1MnujV30o7uKkAuk_3HeKGMaIAa-LzlUgUKoAv6AYOgGnSp_2G4zR3D0hA7gJ0UpLAcsW9NzrgYRLi-Kv7Tul84q4SZeZm3fJVV2Dx7gPaNXXbQX3ZrdbPXiwDz_Gg9AII_aD6D0zilNXqOWhwj', 'width': 4032}]",ChIJFc5y7DnpaC4R7yQTObKNWlM,ChIJFc5y7DnpaC4R7yQTObKNWlM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.9,121.0,,https://www.google.com/maps/place/?q=place_id:ChIJFc5y7DnpaC4R7yQTObKNWlM
"Bandung, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9174639, 'lng': 107.6191228}, 'viewport': {'northeast': {'lat': -6.839277999999999, 'lng': 107.7387141}, 'southwest': {'lat': -6.9676209, 'lng': 107.547601}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bandung,"[{'height': 675, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102776370490485010826"">A Google User</a>'], 'photo_reference': 'AUGGfZlpylvPGgzTBV8z4yhkFuVrTPIN1p-NXGmWo05OMByhsdrQD-NP0vyrbCrG_R5spqhNv7qKb3v5-QpqXnlxADRIIX8CS-0RUM9Pkr6iZQajLA1FprafllFYh8L1CFol_ZCs1RS5etOeCRDuJgCVt7epdK7sAa04FvDh_I1T_ednD0yr', 'width': 1200}]",ChIJf0dSgjnmaC4RshXo05MfahQ,ChIJf0dSgjnmaC4RshXo05MfahQ,"['locality', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJf0dSgjnmaC4RshXo05MfahQ
"3J3R+RP9, Jl. Terusan Kiaracondong, Cijaura, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286, Indonesia","{'location': {'lat': -6.945452299999999, 'lng': 107.6418741}, 'viewport': {'northeast': {'lat': -6.944101270107278, 'lng': 107.6432170798927}, 'southwest': {'lat': -6.946800929892722, 'lng': 107.6405174201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Berhenti Seribu Detik Kiaracondong,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110218112311284037508"">A Google User</a>'], 'photo_reference': 'AUGGfZncZXmKW5KCIso1Z6GIRrKwSWmD6MXHhgvy-Qq-UGkws9MMgys9Lif8z6fd16yECtrO6WyEIWR5RUOkxzTrsd2Q_9A8DPYUILH3oRVbs5OKQVRf5X_DF8DyQSfxNT236SimCAkJ_tsHVoK5rLnLufllSsmGi3RRnPAnugzKq9f2w1qX', 'width': 2322}]",ChIJITLY227paC4Ron_iNXT4Myo,ChIJITLY227paC4Ron_iNXT4Myo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.1,40.0,,https://www.google.com/maps/place/?q=place_id:ChIJITLY227paC4Ron_iNXT4Myo
"Jl. Banten, Kebonwaru, Kec. Batununggal, Kota Bandung, Jawa Barat 40272, Indonesia","{'location': {'lat': -6.916145200000001, 'lng': 107.6422666}, 'viewport': {'northeast': {'lat': -6.914240270107277, 'lng': 107.6440066}, 'southwest': {'lat': -6.916939929892721, 'lng': 107.6409202}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Kiara Artha Park,"[{'height': 2998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115740977074197817130"">Cuyunk Slalu</a>'], 'photo_reference': 'AUGGfZmSI6IWlIph_YT24hvPa7gC0uj4aXjJvYnK5jbclHP-x2gqZtFEU69k6ske01M6YXGqPTdUankcHjQNTAfZG-NMficpI4ko7l2k3S6fSy0UcOsLuKhyuEgb6Qw-Vaaib-_OSIyyfkdCfCANUPqjEubA50bCoTcWz-eMX2xi562mRccz', 'width': 3998}]",ChIJde52IsPnaC4RmwBzvxIu9Mg,ChIJde52IsPnaC4RmwBzvxIu9Mg,"['park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.6,14431.0,"{'compound_code': '3JMR+GW Kebonwaru, Bandung City, West Java, Indonesia', 'global_code': '6P593JMR+GW'}",https://www.google.com/maps/place/?q=place_id:ChIJde52IsPnaC4RmwBzvxIu9Mg
"Batununggal, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9317606, 'lng': 107.6431247}, 'viewport': {'northeast': {'lat': -6.908722999999999, 'lng': 107.6445601}, 'southwest': {'lat': -6.947140999999999, 'lng': 107.6242669}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batununggal,"[{'height': 1544, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102413489809611086377"">Yoppi Valencia</a>'], 'photo_reference': 'AUGGfZlvMPgWJUaTtLE0AVWuwswj-V9LDiZkhusrvVq-63SrRAEYm_5wl_J4Lj_j0WXplW5gx-XajLFKvrXrEojoIYKnqA-j0Jj7ZZt7zm9FA_wRhnUmm3zQayZIoiRWdN0lkdJvYhcAZiCHWIfPMvZcP4ipdAffeXbiEyBg94BLgr2TQTvd', 'width': 1544}]",ChIJBdpY73foaC4RwYNaywP5JqI,ChIJBdpY73foaC4RwYNaywP5JqI,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJBdpY73foaC4RwYNaywP5JqI
"Jl. A. Yani No.882, Cicaheum, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40282, Indonesia","{'location': {'lat': -6.902336099999999, 'lng': 107.659114}, 'viewport': {'northeast': {'lat': -6.900953570107278, 'lng': 107.6604639798927}, 'southwest': {'lat': -6.903653229892722, 'lng': 107.6577643201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung KB Wisata Budaya & Kaligrafi Jibja RW. 02,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116113781981843221249"">A Google User</a>'], 'photo_reference': 'AUGGfZkbXwoZZKNHpksb4Xl-EGmzijqD2zv0XdLuIY1gfORHudQu76bKDgmE9ez7HsJuNPcV35iNVWLVp9XkOV7Q_wH73-KdGizyOrjfsC0IfUVYwwc2h1yCqFlWPBiUt5RJLrX0IGZ4uYVHzDiOxJxwrCj3RWHbIboqVzCCPA7rMpeAPueS', 'width': 1280}]",ChIJVzNpD8LnaC4RdrzaoQEzN1Y,ChIJVzNpD8LnaC4RdrzaoQEzN1Y,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},5.0,11.0,"{'compound_code': '3MX5+3J Cicaheum, Bandung City, West Java, Indonesia', 'global_code': '6P593MX5+3J'}",https://www.google.com/maps/place/?q=place_id:ChIJVzNpD8LnaC4RdrzaoQEzN1Y
"Antapani, Bandung City, West Java, Indonesia","{'location': {'lat': -6.913524499999999, 'lng': 107.6594029}, 'viewport': {'northeast': {'lat': -6.903251999999999, 'lng': 107.669115}, 'southwest': {'lat': -6.9324211, 'lng': 107.6518322}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Antapani,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112540070469720622350"">A Google User</a>'], 'photo_reference': 'AUGGfZnEaVXNmiKqTK5CyN5lQMc04LJkEeAPdaHz5KFF-wnrU2XxmaZDI-j_6k7sFpNnpLRTubhg3B15nSv8PTOee6Ldkn6H0QupBBGYmZz92xcbxNuo73Bxlb0HVk9ZkCAqVyRrkbsyEN59mZ-e0TbGlzXaSBL7hzVWN95IouicKx_YbhDO', 'width': 3024}]",ChIJv8BBWvrnaC4RxsN0BDZ6cZI,ChIJv8BBWvrnaC4RxsN0BDZ6cZI,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJv8BBWvrnaC4RxsN0BDZ6cZI
"3MC3+XG3, Babakan Sari, Kiaracondong, Bandung City, West Java 40285, Indonesia","{'location': {'lat': -6.9276224, 'lng': 107.6537901}, 'viewport': {'northeast': {'lat': -6.926208620107277, 'lng': 107.6551460298927}, 'southwest': {'lat': -6.928908279892721, 'lng': 107.6524463701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,JPO Kiaracondong,"[{'height': 1943, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110695528950582145295"">abdiana gun gunawan s</a>'], 'photo_reference': 'AUGGfZn9VaeINw_VjG2R8LHuaGjgXVAQvOpM2_UwOA6dwWm-YDgmYULa2r-EfBl9fuWlJ6HDOOPLB6j1oWovq2Flb5bVOPMqSkj7R0ocI8XelZFMyQSuHVOXDzQOBmFvDrPgnt_YzysLGZyLObD8RH7TvP6UjukEujsDlmnJFLKjKjydChAm', 'width': 1184}]",ChIJMWbUVADpaC4RJ7l21QblWYg,ChIJMWbUVADpaC4RJ7l21QblWYg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,7.0,,https://www.google.com/maps/place/?q=place_id:ChIJMWbUVADpaC4RJ7l21QblWYg
"St.Ka., Babakan Sari, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40283, Indonesia","{'location': {'lat': -6.924251099999999, 'lng': 107.6452802}, 'viewport': {'northeast': {'lat': -6.922891670107276, 'lng': 107.6466338298927}, 'southwest': {'lat': -6.92559132989272, 'lng': 107.6439341701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bandung,,ChIJ35J-XgDnaC4RdACO6uGHRpI,ChIJ35J-XgDnaC4RdACO6uGHRpI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,"{'compound_code': '3JGW+74 Babakan Sari, Bandung City, West Java, Indonesia', 'global_code': '6P593JGW+74'}",https://www.google.com/maps/place/?q=place_id:ChIJ35J-XgDnaC4RdACO6uGHRpI
