formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"Buahbatu, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9557189, 'lng': 107.6542139}, 'viewport': {'northeast': {'lat': -6.929659999999999, 'lng': 107.672635}, 'southwest': {'lat': -6.966462, 'lng': 107.639316}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buahbatu,"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100411273201978133694"">A Google User</a>'], 'photo_reference': 'AUGGfZkSv726yT3mDQ9MQtJ4YvoXjtFhY_8u23NfQekuEHYKBqImln2WEs2hUsPrlQm2DnlcBhGNgFC-lyuEj9GFgHnYWra3wOkEjnhfbVushgYMRY--27tE9yxTfwXUJ-gqrxnkAoBRIAGJAcrAerMkj2khw7VOXkTAgs4ZbPcEgW7NOMYZ', 'width': 1080}]",ChIJSyawRj3oaC4RlMJ4uVrWx3g,ChIJSyawRj3oaC4RlMJ4uVrWx3g,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSyawRj3oaC4RlMJ4uVrWx3g
"Bandung, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9174639, 'lng': 107.6191228}, 'viewport': {'northeast': {'lat': -6.839277999999999, 'lng': 107.7387141}, 'southwest': {'lat': -6.9676209, 'lng': 107.547601}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bandung,"[{'height': 675, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102776370490485010826"">A Google User</a>'], 'photo_reference': 'AUGGfZkT1rv9sn_8MzmHvbpCa3hyF8szQuyfSi9KNo9wqbYHRMi_eO-nbxFvHKVfNUFs-o7VVSKu_eeOSNWai-yLG4WMz-v-KQ-8QahXKPjlzMKLs0y_hCPjpGa_8f_qoYUD5mAxMyl0bNHezFVWS9o7S-HfOo5Edf3U8gZlv9hNvypfIsTG', 'width': 1200}]",ChIJf0dSgjnmaC4RshXo05MfahQ,ChIJf0dSgjnmaC4RshXo05MfahQ,"['locality', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJf0dSgjnmaC4RshXo05MfahQ
"Batununggal, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9317606, 'lng': 107.6431247}, 'viewport': {'northeast': {'lat': -6.908722999999999, 'lng': 107.6445601}, 'southwest': {'lat': -6.947140999999999, 'lng': 107.6242669}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batununggal,"[{'height': 1544, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102413489809611086377"">Yoppi Valencia</a>'], 'photo_reference': 'AUGGfZlJQRVbOxQcMP46PqWkFIFXKhJUuQzIDB5pO8p9DzP3LuVt2wGuUPTYfzBu0o58lvOAJSyRMLbXwkjfdm5sWG02WutvJWavvOZgApu4Lb8FOzVI44ktHYFXZLaUJBGrkSUcXR8pviYLkqjGC8hzurga4W9pFQPFINrO-rT1VlzHeyqT', 'width': 1544}]",ChIJBdpY73foaC4RwYNaywP5JqI,ChIJBdpY73foaC4RwYNaywP5JqI,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJBdpY73foaC4RwYNaywP5JqI
"Buahbatu, Bojongsoang, Bandung Regency, West Java, Indonesia","{'location': {'lat': -6.9799276, 'lng': 107.6718469}, 'viewport': {'northeast': {'lat': -6.966834100000001, 'lng': 107.6780411}, 'southwest': {'lat': -6.999244999999999, 'lng': 107.661744}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buahbatu,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108704053524611379507"">Jo Strank</a>'], 'photo_reference': 'AUGGfZkRpYwlZY94L0wU8owBsFKykH6obpWqe0Y7z_MmqvLLMu9URhGPeNPrT2ZeWLVqYV2SU8b43oxKb62OGwyeRO2KoFfYpFgNqMUa8PustJxl9_hq7tV-p-cz0hrit5RCh6mLnlMJQ2T3WWhUnZgZx3sxFx1mknHk4FWa1Z1SLbJ8RKY_', 'width': 720}]",ChIJPXhJ5HXCaC4R-TZyBfVYzfQ,ChIJPXhJ5HXCaC4R-TZyBfVYzfQ,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPXhJ5HXCaC4R-TZyBfVYzfQ
"2MQ4+H5R, Jl. Margajati, Cijaura, Kec. Buahbatu, Kota Bandung, Jawa Barat 40287, Indonesia","{'location': {'lat': -6.9610032, 'lng': 107.6553941}, 'viewport': {'northeast': {'lat': -6.959648420107278, 'lng': 107.6568563798927}, 'southwest': {'lat': -6.962348079892722, 'lng': 107.6541567201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gang.abah,"[{'height': 929, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116484788063980348680"">A Google User</a>'], 'photo_reference': 'AUGGfZmXjGFl2pOmCqzDX12vE1K7tqhN4kX0N-CseF5p2Ge4Uvt34iPa7AjXSNc5W28V51Z9NkHkgLb8LEY5Sa92Firs3zxCJ5Nn6jlShTPcYd9r0p0TOhs0XPeSyWKRA6bU7go3t2QqJVKpZWxmc7cNsuriiG5p_XbqOlWXO8WaDrzCEsb9', 'width': 720}]",ChIJt-ZEscjpaC4R7rOizi_tdRo,ChIJt-ZEscjpaC4R7rOizi_tdRo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJt-ZEscjpaC4R7rOizi_tdRo
"Jl. Margacinta No.98, Cijaura, Kec. Buahbatu, Kota Bandung, Jawa Barat 40287, Indonesia","{'location': {'lat': -6.9549914, 'lng': 107.6479441}, 'viewport': {'northeast': {'lat': -6.953641420107278, 'lng': 107.6492916798927}, 'southwest': {'lat': -6.956341079892722, 'lng': 107.6465920201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Margacinta Park,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109462536897326223906"">Nelly Fitriani S</a>'], 'photo_reference': 'AUGGfZmAeDbC3XC1ml5Tgodaj7u0VKOc35PCJpnDZ_NxwbKeaIN6PvjSsHOQuUXGAYnH0xZqVbHEXr-pCESywbb-OGwx6AubsHjhCM-oKv3H5io7quL2BG0UXkTUPa7qa8EjrlrKAKCe0TxvYkHL3UZR60Ont2pbOnMy10ToJ8j_ifDNB5I', 'width': 4000}]",ChIJzzwtD83paC4RLnpb6WxvA0Y,ChIJzzwtD83paC4RLnpb6WxvA0Y,"['tourist_attraction', 'amusement_park', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,2187.0,{'open_now': False},"{'compound_code': '2JWX+25 Cijaura, Bandung City, West Java, Indonesia', 'global_code': '6P592JWX+25'}",,https://www.google.com/maps/place/?q=place_id:ChIJzzwtD83paC4RLnpb6WxvA0Y
"3J3R+RP9, Jl. Terusan Kiaracondong, Cijaura, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286, Indonesia","{'location': {'lat': -6.945452299999999, 'lng': 107.6418741}, 'viewport': {'northeast': {'lat': -6.944101270107278, 'lng': 107.6432170798927}, 'southwest': {'lat': -6.946800929892722, 'lng': 107.6405174201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Berhenti Seribu Detik Kiaracondong,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110218112311284037508"">A Google User</a>'], 'photo_reference': 'AUGGfZkJZKQNdt5Ug39x0Js42rpphSf26M5AWmjUj_E-rEwP-SuS_2KG5crrIko3yKgnuGsWWE9h-GETglU60xXADhCX8wsX7VAXjYyQjcPdMhMJo8nHCINglH5nyTl95jkpwRAT4jMM1N0yUq9YYeR_kHnHIj2dcYM_ZZq5yPCPh1fTRAkF', 'width': 2322}]",ChIJITLY227paC4Ron_iNXT4Myo,ChIJITLY227paC4Ron_iNXT4Myo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.1,40.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJITLY227paC4Ron_iNXT4Myo
"Jl. Aceh No.53, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia","{'location': {'lat': -6.910122299999999, 'lng': 107.6102605}, 'viewport': {'northeast': {'lat': -6.908698620107277, 'lng': 107.6115101298927}, 'southwest': {'lat': -6.911398279892721, 'lng': 107.6088104701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Sejarah Bandung,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105808220947290541727"">Fash Fahish Shofhal Jamil</a>'], 'photo_reference': 'AUGGfZkLTZ9aqzyTmB6KEywmSnzHekkZ0uHqHeqKSgbmyCV0nP7YL1_kBrjaZv5bpCkejc4o009VZ9sQ1A4sBCOPjGbkqa9AzbiA4pzi8FKgFX_UFGojRyQK9QA9DvD8wlmuGLsLs3uDnX_DWN19A9XCDDdbiW5MSUr9B3nt5HwocyKtVYjY', 'width': 4160}]",ChIJ64KigjfmaC4RYmNYyYqAV0k,ChIJ64KigjfmaC4RYmNYyYqAV0k,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,4.6,4460.0,{'open_now': True},"{'compound_code': '3JQ6+X4 Babakanciamis, Bandung City, West Java, Indonesia', 'global_code': '6P593JQ6+X4'}",,https://www.google.com/maps/place/?q=place_id:ChIJ64KigjfmaC4RYmNYyYqAV0k
"3J3R+RQC, Jl. Terusan Kiaracondong, Binong, Kec. Batununggal, Kota Bandung, Jawa Barat 40286, Indonesia","{'location': {'lat': -6.945418399999999, 'lng': 107.6419384}, 'viewport': {'northeast': {'lat': -6.944068370107278, 'lng': 107.6432872798927}, 'southwest': {'lat': -6.946768029892722, 'lng': 107.6405876201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Longest Redlight Stop in Indonesia,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109528216715305786795"">Reksa Mohammad</a>'], 'photo_reference': 'AUGGfZkvBrqiqXPuz5YZwNyVJdVw7-Qr3VbYiD6cVBGf1XFktxv3yhVMil5ArWyELDSYlSIsMtVq9b62bk0Ly9Y_cRpoH0FBQGromCn_2HnsvaWaPiQJdOVU1bMUS9VyIBK6PUWVzCVyZmYRha9lSLV61jcG3UDcnEKQBkawMlgdPCVr0-HK', 'width': 4032}]",ChIJFc5y7DnpaC4R7yQTObKNWlM,ChIJFc5y7DnpaC4R7yQTObKNWlM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.9,121.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJFc5y7DnpaC4R7yQTObKNWlM
"Cijaura, Buahbatu, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9587716, 'lng': 107.6526078}, 'viewport': {'northeast': {'lat': -6.9454461, 'lng': 107.6605821}, 'southwest': {'lat': -6.966462, 'lng': 107.639316}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cijaura,"[{'height': 716, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107269008105084076251"">A Google User</a>'], 'photo_reference': 'AUGGfZm_gShyk_w0aGD7iDOKKm8cLoWQ9aXJV1K01OZQY_2IR6DyXztmwB3xkeNBJRpqo-KjhHdU0bI59yMjF68Z5hYYrl7ZlnJUdtjk3ebKSGnGpZiuVxMlnHqlEnLBy8xtUlk7H0hcbntbDR9bdpDdLyDMgwQNio3N_f6g56RWK3PADfep', 'width': 1280}]",ChIJdQekljnoaC4RcWNqXTRN2A4,ChIJdQekljnoaC4RcWNqXTRN2A4,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJdQekljnoaC4RcWNqXTRN2A4
