business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"3PVF+MM6, Cisurupan, Cibiru, Bandung City, West Java 40614, Indonesia","{'location': {'lat': -6.905834599999999, 'lng': 107.7241324}, 'viewport': {'northeast': {'lat': -6.904129170107278, 'lng': 107.7253080798927}, 'southwest': {'lat': -6.906828829892722, 'lng': 107.7226084201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata GAZEBO,ChIJRz-PNO3daC4RXWnAmzbGvGI,5.0,ChIJRz-PNO3daC4RXWnAmzbGvGI,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRz-PNO3daC4RXWnAmzbGvGI
OPERATIONAL,"Jl. Desa Cipadung No.53, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40615, Indonesia","{'location': {'lat': -6.9119467, 'lng': 107.72652}, 'viewport': {'northeast': {'lat': -6.910589020107278, 'lng': 107.7278542298927}, 'southwest': {'lat': -6.913288679892722, 'lng': 107.7251545701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot ngopi,ChIJYRVA5F_daC4Rs_ZdNpzragg,5.0,ChIJYRVA5F_daC4Rs_ZdNpzragg,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115227172640250557457"">Nirwan Budi Antoro</a>'], 'photo_reference': 'AUGGfZn9DH4r-EOT2hSEfvgEiHo0LfZ7EdMzNbBHuZTSt1dnka-84rObwptKsXGMe3_T2Vyk6BxjnVRDxO2cl5Lh4ndabulRbVtz_99xEpjo6Ez1RpZu91jGp7DACyADxWCDGqUyhUNKjRkpHpYUuz3d6AAbGD6_tMsCCp2LGB_mwfs1d-2C', 'width': 4080}]","{'compound_code': '3PQG+6J Cipadung, Bandung City, West Java, Indonesia', 'global_code': '6P593PQG+6J'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJYRVA5F_daC4Rs_ZdNpzragg
OPERATIONAL,"3PJG+VG5, Jl. Sukaluyu, Pasir Biru, Kec. Cibiru, Kota Bandung, Jawa Barat 40625, Indonesia","{'location': {'lat': -6.917865399999999, 'lng': 107.7263681}, 'viewport': {'northeast': {'lat': -6.916381220107279, 'lng': 107.7274259298927}, 'southwest': {'lat': -6.919080879892722, 'lng': 107.7247262701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan NZA,ChIJ8fkB2U3daC4R5AATLg5rZrE,4.9,ChIJ8fkB2U3daC4R5AATLg5rZrE,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115100663150622372169"">akbar abdallah</a>'], 'photo_reference': 'AUGGfZkRpD_jd7pAia-ArAVUYeGLmHRekDP1URbI_rhNSoRnYL74aIr5x0RVHWXLhG9xWDXA3sxOmwXpRO0CY5viTzjzYM94y_grukUMy1wu3HGcWp23lhNDsC-pOpzUpwJBGnIhqAePD89EDrj96foBSHp4fJJBC68LmtcTHgLsdDaRIHkB', 'width': 3264}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8fkB2U3daC4R5AATLg5rZrE
OPERATIONAL,"3P99+55P, Cipadung, Cibiru, Bandung City, West Java 40614, Indonesia","{'location': {'lat': -6.932030699999999, 'lng': 107.7179378}, 'viewport': {'northeast': {'lat': -6.930680670107278, 'lng': 107.7192836298927}, 'southwest': {'lat': -6.933380329892722, 'lng': 107.7165839701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,THOLLOHEOR PRODUCTION,ChIJ3xnUNhTDaC4RijzxXDuB3Pw,5.0,ChIJ3xnUNhTDaC4RijzxXDuB3Pw,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114872843733038562751"">Gelar Seftiyana</a>'], 'photo_reference': 'AUGGfZm_dexAgDIyLbbuahHtY6BgQ-Ogm_25MN_6ck8jXUxDiRnHo4KKjq8aber1E0NtgjoxIaNEportFijEUWDEBptusR_Ag7zTg1aWZ-PyTglsicICNfsBzpI22CckkbhgI2_2NjgXtClmBvInzKqUJDofM__BfTlCitmCAXy_BN5mz3-s', 'width': 9248}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3xnUNhTDaC4RijzxXDuB3Pw
,"Cibiru, Bandung City, West Java, Indonesia","{'location': {'lat': -6.9230294, 'lng': 107.7199696}, 'viewport': {'northeast': {'lat': -6.895037899999999, 'lng': 107.739341}, 'southwest': {'lat': -6.934965999999999, 'lng': 107.7092189}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cibiru,ChIJ1xUK7dDcaC4RwfafSYcEs8Q,,ChIJ1xUK7dDcaC4RwfafSYcEs8Q,"['administrative_area_level_3', 'political']",,"[{'height': 1350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111304700347906800172"">A Google User</a>'], 'photo_reference': 'AUGGfZlQOsqnH0sOFIjtrzr_P1CIlVtGyCiMg-mJ8Dsz48hlhsnCn20Yopm4jneBmyQiV_XWczM00NmxC-Kq3YKS_NeoKuG5fWCFYUDde0EfAo1V41j2RtkTv_POlqTAz7p1TbBb54Qbh4Pmqy18gEn0aX2xwF4dxfG7HPP1RAA_9DH6G3p8', 'width': 1080}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1xUK7dDcaC4RwfafSYcEs8Q
OPERATIONAL,"Cibiru Wetan, Cileunyi, Bandung Regency, West Java 40625, Indonesia","{'location': {'lat': -6.8930812, 'lng': 107.7451856}, 'viewport': {'northeast': {'lat': -6.891743370107277, 'lng': 107.7465621298927}, 'southwest': {'lat': -6.894443029892721, 'lng': 107.7438624701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Batu Kuda,ChIJ_Rd4PpLcaC4RhcOYyolmwK4,4.5,ChIJ_Rd4PpLcaC4RhcOYyolmwK4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",3460.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107417403225190644207"">MRCOMP Cileunyi</a>'], 'photo_reference': 'AUGGfZmlaRPQi7mqyqQJzPV6HYQi9Yb-haKUW7T5DShqu_wWTFrv0khqpEuFSvJhd8UoOdcpZaOJTWTLqQBCeEf3U1JNlDBT2H1bmQ6xfRf0TsVADC7Qjmq7OpCMWngFI8PMfPx0cVJpVhyRaoAQyY8V_GPeizH4rt0dtDyb4sMtnJ29OO_7', 'width': 4000}]","{'compound_code': '4P4W+Q3 Cibiru Wetan, Bandung Regency, West Java, Indonesia', 'global_code': '6P594P4W+Q3'}",{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ_Rd4PpLcaC4RhcOYyolmwK4
OPERATIONAL,"Jl. Cilengkrang 1 No.100, Cisurupan, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia","{'location': {'lat': -6.9172965, 'lng': 107.7115408}, 'viewport': {'northeast': {'lat': -6.915989420107278, 'lng': 107.7129048798927}, 'southwest': {'lat': -6.918689079892721, 'lng': 107.7102052201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan sinar manglayang,ChIJA48qK1DdaC4Rz6RBhQT6ubI,0.0,ChIJA48qK1DdaC4Rz6RBhQT6ubI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101743387282286115408"">A Google User</a>'], 'photo_reference': 'AUGGfZl_l3WL5-CyIXaJv0l5mH2gN_hHaHVzF5Fdv1FrXRsUiGwQRucOEFKn_I0tSPT8yoNm9cvPsORVT5FgWonluaYVMdF3zIuMz3-TfCVHQj7PlG_IzpHDog8TV9LbUBfKlTVIxS0-0ljogC5DpJPOr1BBMWjOGa0g6o6xiGrfYIkxTqQ6', 'width': 733}]","{'compound_code': '3PM6+3J Cisurupan, Bandung City, West Java, Indonesia', 'global_code': '6P593PM6+3J'}",{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJA48qK1DdaC4Rz6RBhQT6ubI
OPERATIONAL,"Jl. Graha Karya II No.28, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40615, Indonesia","{'location': {'lat': -6.9204542, 'lng': 107.71897}, 'viewport': {'northeast': {'lat': -6.919153320107279, 'lng': 107.7202764798927}, 'southwest': {'lat': -6.921852979892723, 'lng': 107.7175768201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dylan Home,ChIJRUHd4F3daC4ROtl55NZMATA,0.0,ChIJRUHd4F3daC4ROtl55NZMATA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,"{'compound_code': '3PH9+RH Cipadung, Bandung City, West Java, Indonesia', 'global_code': '6P593PH9+RH'}",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJRUHd4F3daC4ROtl55NZMATA
OPERATIONAL,"Jl. Raya Cipadung, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia","{'location': {'lat': -6.9274019, 'lng': 107.7113501}, 'viewport': {'northeast': {'lat': -6.926083120107277, 'lng': 107.7125802798927}, 'southwest': {'lat': -6.928782779892721, 'lng': 107.7098806201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teras Sunda Cibiru,ChIJ49zoKQrDaC4R3YKF2XATdDI,4.5,ChIJ49zoKQrDaC4R3YKF2XATdDI,"['point_of_interest', 'establishment']",684.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105408143049651464586"">Exavier Rakha</a>'], 'photo_reference': 'AUGGfZn-SMnT--6Xcph7BHXAABh4bGm-WaBOfpAP4mkKS38Vp2alccYq7xGQ8pUiBGIUnXAFh4S_JSCKvQkoDmvLOU9oANnmG9k-iiMq4p9gZTi1EKuO1LQSx9v-vEjTpgQ6dcwPToUf_Okrv_k7sEEoOYqUTTz3xQeVjeVV0ya0QuOxLd0w', 'width': 4160}]","{'compound_code': '3PF6+2G Cipadung, Bandung City, West Java, Indonesia', 'global_code': '6P593PF6+2G'}",{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ49zoKQrDaC4R3YKF2XATdDI
OPERATIONAL,"4P3G+J76, Cisurupan, Cibiru, Bandung City, West Java 40614, Indonesia","{'location': {'lat': -6.8959556, 'lng': 107.7256481}, 'viewport': {'northeast': {'lat': -6.894449070107278, 'lng': 107.7268422298927}, 'southwest': {'lat': -6.897148729892722, 'lng': 107.7241425701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEBON EYANG,ChIJEbnmns_daC4RYECxuPcCjR0,0.0,ChIJEbnmns_daC4RYECxuPcCjR0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJEbnmns_daC4RYECxuPcCjR0
