business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,url
OPERATIONAL,"2GRQ+HWC, Tampaure, Bambaira, Pasangkayu, West Sulawesi 91574, Indonesia","{'location': {'lat': -0.9585518000000001, 'lng': 119.5397706}, 'viewport': {'northeast': {'lat': -0.9572019701072779, 'lng': 119.5411204298927}, 'southwest': {'lat': -0.9599016298927222, 'lng': 119.5384207701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Matapangi,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114604233095750840280"">A Google User</a>'], 'photo_reference': 'AUGGfZkhgRjmKr1Ro3_lHVeArkJxYUpFsuWBFmQAvreo_9vmIVoKIAaSQJLkXw-6LRumzJ8YJkuZHzcjDqNSAVOxqSYtE1Eyt-zKVL_pr2631ym9OCjnj4Do9WQWj-jjvN6OhqzJgisXlNBVZAvDrjVGXOOLybs2Gvt0Netv06Y7hPGUBykx', 'width': 4032}]",ChIJu6wMVgCFiy0RCcLclW23qwI,5.0,ChIJu6wMVgCFiy0RCcLclW23qwI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJu6wMVgCFiy0RCcLclW23qwI
OPERATIONAL,"2G2Q+GW, Kaluku Nangka, Bambaira, Pasangkayu, West Sulawesi, Indonesia","{'location': {'lat': -0.9986337999999999, 'lng': 119.5398116}, 'viewport': {'northeast': {'lat': -0.997283970107278, 'lng': 119.5411614298928}, 'southwest': {'lat': -0.9999836298927223, 'lng': 119.5384617701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata air terjun Bambatunu Kalukunangka,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112910229808679260758"">A Google User</a>'], 'photo_reference': 'AUGGfZnLa1zD7S2_z0Sy4H_6pORQHS9bV5waXhKmqcq-u9SW_QWNmSjgB-5X4UY8F6vVjQ1Yv08IJ7mYixHP1ZNuHDwh2MEcNsriEoPH2xoxrSia1ARxo7W3f9x9ChZKGYov_8NenYpE5pnXPOt5y_5SYjwOIzyeAdSMxSx9mi2pydmpconE', 'width': 3072}]",ChIJT67vmB2Hiy0RM7y_gZUyP9Q,5.0,ChIJT67vmB2Hiy0RM7y_gZUyP9Q,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJT67vmB2Hiy0RM7y_gZUyP9Q
OPERATIONAL,"2GW5+F8R, Tampaure, Bambaira, Pasangkayu, West Sulawesi 91574, Indonesia","{'location': {'lat': -0.9537648999999999, 'lng': 119.5082662}, 'viewport': {'northeast': {'lat': -0.9526228701072778, 'lng': 119.5099333798927}, 'southwest': {'lat': -0.955322529892722, 'lng': 119.5072337201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tampaure Beach,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111473718626145192906"">Ahmad Mirna</a>'], 'photo_reference': 'AUGGfZmLhPBCWqKAvvPT_mgWBKlgrtEI9s-K9ncYWLZLkwBOu6ILaEbrs4zA-UlAdJMCD3opv0O27FFAOUBIZZmyJzmNri15P8WNobtO7YjSVzc1Yej1PgHHfoLFrlFQrIFYKcQqDg3Ks_5KC3NPor8Fu3YNq7UcMyTOZT_LBPMnTOLRRpUp', 'width': 1920}]",ChIJhSvWmH-Diy0RI0Co6uLMqcE,3.9,ChIJhSvWmH-Diy0RI0Co6uLMqcE,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,,,https://www.google.com/maps/place/?q=place_id:ChIJhSvWmH-Diy0RI0Co6uLMqcE
OPERATIONAL,"2G87+57, Bambaira, Pasangkayu, West Sulawesi, Indonesia","{'location': {'lat': -0.984576, 'lng': 119.513196}, 'viewport': {'northeast': {'lat': -0.9832261701072779, 'lng': 119.5145458298928}, 'southwest': {'lat': -0.9859258298927221, 'lng': 119.5118461701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Ape,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111709631787762741901"">A Google User</a>'], 'photo_reference': 'AUGGfZldgWP_OCfg9RMWvfGdazdvBFHnZ2x7qqCLbo_VK8EnR_QpqrbxouhWtzUyo7-up2lp7PgWcDhuoVkbBYjb9SEks5j81gnQsXSiUsIhxA72GPMzzeLeU9fiwr4DT-N_kg9ctIhPRLoT8c6aCJ95SjTJQ4IsSv24wVn0CHqbIE6OYKks', 'width': 1024}]",ChIJw0YfJs6Fiy0Rft08ctV4M8M,5.0,ChIJw0YfJs6Fiy0Rft08ctV4M8M,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJw0YfJs6Fiy0Rft08ctV4M8M
OPERATIONAL,"WF7W+XQH, Unnamed Road, Kalola, Kec. Bambalamotu, Kab. Pasangkayu, Sulawesi Barat 91574, Indonesia","{'location': {'lat': -1.0850677, 'lng': 119.4969985}, 'viewport': {'northeast': {'lat': -1.07990095, 'lng': 119.4978205}, 'southwest': {'lat': -1.08678995, 'lng': 119.4945325}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Air Terjun Bambao' Desa Kalola,"[{'height': 2576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116433592530155684229"">Rasmin Kambe</a>'], 'photo_reference': 'AUGGfZmBagzdS_dSqsOplya56v0LHWIa0OKsZONsv_eSkctlqzue7PDzKThYkTRE8W1QHzHzPENyC87r35RLwbrBFU-6H-MopOjBPVI7xjHUC5KHAdSQTS4C77Af2QzP3mv8JYjwZ69Hb8cDkeyFLlEl3sLk8L-TRKvZ9JQAneeAbUm45h_K', 'width': 1932}]",ChIJ2-z3tPN_jC0RnSi-5D3AMCA,0.0,ChIJ2-z3tPN_jC0RnSi-5D3AMCA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2-z3tPN_jC0RnSi-5D3AMCA
OPERATIONAL,"2GXG+3GX, Tampaure, Bambaira, Pasangkayu, West Sulawesi 91574, Indonesia","{'location': {'lat': -0.9522685000000001, 'lng': 119.5263468}, 'viewport': {'northeast': {'lat': -0.9514402201072778, 'lng': 119.5277951298927}, 'southwest': {'lat': -0.9541398798927221, 'lng': 119.5250954701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Gunung Vaturui,,ChIJ17YfH_mFiy0Re6PPTokODmY,0.0,ChIJ17YfH_mFiy0Re6PPTokODmY,"['park', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ17YfH_mFiy0Re6PPTokODmY
OPERATIONAL,"HC6G+F79, Jln. Nusalontar, Lelejae, Kec. Bulu Taba, Kab. Pasangkayu, Sulawesi Barat 91571, Indonesia","{'location': {'lat': -1.4388089, 'lng': 119.4257417}, 'viewport': {'northeast': {'lat': -1.437551320107278, 'lng': 119.4270881798927}, 'southwest': {'lat': -1.440250979892722, 'lng': 119.4243885201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KOLAM RENANG TIRTABARAS,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117993242553748663435"">A Google User</a>'], 'photo_reference': 'AUGGfZmSHattDOpHlQ2u6t_PfAaL9MbQZg-ovjcNvMrMZRzPSHABGHirFgqPYtrM37KhT0F9aW5hcFUT_AYHB_hckkFpAWIBhIGFl1-m2T3o4aHgwONU1HhvenFqZzYOpXn4yCX9jafkSVIDPWGO1dRsxWxdCVVhfzCC1vAeJYo_I9V_vVDf', 'width': 4032}]",ChIJ7zFmNNJZjC0RQQP2s_RMrj8,4.0,ChIJ7zFmNNJZjC0RQQP2s_RMrj8,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ7zFmNNJZjC0RQQP2s_RMrj8
,"Bambaira, Pasangkayu, West Sulawesi, Indonesia","{'location': {'lat': -0.958853, 'lng': 119.5166622}, 'viewport': {'northeast': {'lat': -0.945893, 'lng': 119.576465}, 'southwest': {'lat': -1.0274141, 'lng': 119.4739559}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bambaira,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117183468659178874325"">A Google User</a>'], 'photo_reference': 'AUGGfZkv5iZUZ1aMdpCqa-op5fxGlSUjfeEkTzFwKaFpwDbjZG-jcwcLsr4_TkkxQ963dJHqbD3txLFnTjX667U2V7DxBSGZROxeXa72nVFPSdfTl6SZxQZxX_qtuzIvseWlg60b3lCNK2PSsVHUSCspwagcqp86XnpI5RMgYuPO-SAvFBPi', 'width': 1536}]",ChIJTaETCh2Eiy0RsTI-4DpP3O4,,ChIJTaETCh2Eiy0RsTI-4DpP3O4,"['administrative_area_level_3', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJTaETCh2Eiy0RsTI-4DpP3O4
,"Bambaira, Pasangkayu, West Sulawesi, Indonesia","{'location': {'lat': -0.9754628, 'lng': 119.5165713}, 'viewport': {'northeast': {'lat': -0.9568019000000001, 'lng': 119.55965}, 'southwest': {'lat': -1.000619, 'lng': 119.484021}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bambaira,,ChIJf7v35g-Eiy0RMCPnUN6KwEU,,ChIJf7v35g-Eiy0RMCPnUN6KwEU,"['administrative_area_level_4', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJf7v35g-Eiy0RMCPnUN6KwEU
CLOSED_TEMPORARILY,"WF86+X69, Jl. Poros Palu - Mamuju, Bambalamotu, Kec. Bambalamotu, Kab. Pasangkayu, Sulawesi Barat 91574, Indonesia","{'location': {'lat': -1.0825877, 'lng': 119.4606035}, 'viewport': {'northeast': {'lat': -1.081230470107278, 'lng': 119.4618843298927}, 'southwest': {'lat': -1.083930129892722, 'lng': 119.4591846701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Bambao',,ChIJfzy5hTR_jC0R37t0ibkPwJQ,0.0,ChIJfzy5hTR_jC0R37t0ibkPwJQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJfzy5hTR_jC0R37t0ibkPwJQ
