business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,plus_code,url
OPERATIONAL,"3G6R+C6J, Bukit Suban, Air Hitam, Sarolangun Regency, Jambi 37491, Indonesia","{'location': {'lat': -1.9389058, 'lng': 102.540504}, 'viewport': {'northeast': {'lat': -1.937551220107277, 'lng': 102.5418356298927}, 'southwest': {'lat': -1.940250879892722, 'lng': 102.5391359701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TUGU SAPI,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113726370452959394474"">Elwamendri Nong</a>'], 'photo_reference': 'AUGGfZn6yyfJP7MsJrScBCLau_u-U4sr7G3bFYfsaYznDDUBe8NP65oLOWW5ErOC7jgYiVGo8GMxuUO4i487fy7gH-aufgqms-9wk2HScjZ8sx0_akLOBXNtznO708tBd7C0COhAb4RtTux-LwAehYOZ2Bthj0NvVazlMDNL8sgbQKNt6mJA', 'width': 4128}]",ChIJ82XTSmtbLi4RHkQHtvwDL5c,3.5,ChIJ82XTSmtbLi4RHkQHtvwDL5c,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,https://www.google.com/maps/place/?q=place_id:ChIJ82XTSmtbLi4RHkQHtvwDL5c
OPERATIONAL,"2MJ4+HCP, Lubuk Jering, Air Hitam, Sarolangun Regency, Jambi 37491, Indonesia","{'location': {'lat': -1.9685431, 'lng': 102.6560717}, 'viewport': {'northeast': {'lat': -1.967212770107277, 'lng': 102.6573922298927}, 'southwest': {'lat': -1.969912429892722, 'lng': 102.6546925701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eko wisata talun talentam,"[{'height': 1632, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112524995523618250575"">A Google User</a>'], 'photo_reference': 'AUGGfZnJnFCNae39_4zqGhCbPuVtqKgYXo3UE44CqpYwM5tg9hjB2fsDzUoii2YvcnNgW2mqIryo90rcfCQQ7XjoxChJAeSG7gUzYfzY6eBWJOKqeqxT29Lc_6s8waP0eS0UmiOJa7IuDdnLQiCI_1SycnxA_KjHvEb3W2NxhoNKkRn34vto', 'width': 3264}]",ChIJdZJuBlFPLi4ReqF1e0FxqDo,5.0,ChIJdZJuBlFPLi4ReqF1e0FxqDo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJdZJuBlFPLi4ReqF1e0FxqDo
OPERATIONAL,"2J9C+83, Pematang Kabau, Air Hitam, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -1.9817096, 'lng': 102.6202145}, 'viewport': {'northeast': {'lat': -1.980359770107278, 'lng': 102.6215643298927}, 'southwest': {'lat': -1.983059429892723, 'lng': 102.6188646701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alahan,,ChIJ8zPLMQBFLi4RBzF44uQkVvQ,0.0,ChIJ8zPLMQBFLi4RBzF44uQkVvQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8zPLMQBFLi4RBzF44uQkVvQ
CLOSED_TEMPORARILY,"2MM8+892, Lubuk Jering, Air Hitam, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -1.9667293, 'lng': 102.6658959}, 'viewport': {'northeast': {'lat': -1.965280820107278, 'lng': 102.6671831298927}, 'southwest': {'lat': -1.967980479892723, 'lng': 102.6644834701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang Kayu Aro,,ChIJo2e8qGFPLi4Rce85edzehbE,0.0,ChIJo2e8qGFPLi4Rce85edzehbE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJo2e8qGFPLi4Rce85edzehbE
OPERATIONAL,"7CFC+JH2, Kasang, Kuantan Mudik, Kuantan Singingi Regency, Riau 29565, Indonesia","{'location': {'lat': -0.7259952, 'lng': 101.4213992}, 'viewport': {'northeast': {'lat': -0.7246453701072778, 'lng': 101.4227490298927}, 'southwest': {'lat': -0.7273450298927222, 'lng': 101.4200493701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Mamughai Aigh Itam,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112773833578821436758"">Rahmad Khairul</a>'], 'photo_reference': 'AUGGfZlKKgfBMjFqhx_Ti8y8I_D9QPHe8bJdlWzWBO8nAscl4wnJ6QQg-29I0SDt2qsqOmIbyp4v5MTn_gNYFOYTVsSrz_mV4wdR2PfZzdQhbmOph1GkyfWTFRDHgmX6vw76Xznr0ndHbQ5EBVzW044Sosa4DGyMmlo2tXHkOnxqXHX6SuRl', 'width': 498}]",ChIJfTzgaLqoKy4R3EJWVCyAj9o,4.6,ChIJfTzgaLqoKy4R3EJWVCyAj9o,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,,,https://www.google.com/maps/place/?q=place_id:ChIJfTzgaLqoKy4R3EJWVCyAj9o
OPERATIONAL,"WJ5G+FM, Jernih, Air Hitam, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.09131, 'lng': 102.626643}, 'viewport': {'northeast': {'lat': -2.089960170107278, 'lng': 102.6279928298927}, 'southwest': {'lat': -2.092659829892722, 'lng': 102.6252931701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai teruang anak sungai merangin,,ChIJXyvDAsFJLi4RCP_liNWcdAk,0.0,ChIJXyvDAsFJLi4RCP_liNWcdAk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJXyvDAsFJLi4RCP_liNWcdAk
OPERATIONAL,"WP6G+R7, Lubuk Kepayang, Air Hitam, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -2.0878997, 'lng': 102.7257135}, 'viewport': {'northeast': {'lat': -2.086499270107278, 'lng': 102.7269950298927}, 'southwest': {'lat': -2.089198929892722, 'lng': 102.7242953701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot kocolan,,ChIJf4h1WgBLLi4RFowtFhmB4l8,0.0,ChIJf4h1WgBLLi4RFowtFhmB4l8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJf4h1WgBLLi4RFowtFhmB4l8
CLOSED_TEMPORARILY,"3GPF+QWJ, Dusun Margarahayu, Bukit Suban, Kec. Air Hitam, Kabupaten Sarolangun, Jambi 37354, Indonesia","{'location': {'lat': -1.9130355, 'lng': 102.5247567}, 'viewport': {'northeast': {'lat': -1.911694820107278, 'lng': 102.5260478298927}, 'southwest': {'lat': -1.914394479892723, 'lng': 102.5233481701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Bukit Bogor, Bukit Suban","[{'height': 4082, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102456151915394027213"">Muhammad Farhan yusuf</a>'], 'photo_reference': 'AUGGfZmn6flVUQaTA9SwGWUFXhrd8awtpbs4ZVY4yd-8sRDiN2_1kouY5ZkvYP0WS03cn4krB0--Z8aJdkUEdlkppAvg_cyLUuQKKzopZciiFpEMV6KiwNfSI9YskB8rp6H3gs991-TAolPZ7VzIFNF0f0UYtGJs4M5grZnieYEHl4XqmY5j', 'width': 2928}]",ChIJXcn5qEFdLi4R9e13PPROBXg,3.6,ChIJXcn5qEFdLi4R9e13PPROBXg,"['tourist_attraction', 'point_of_interest', 'establishment']",22,,True,,https://www.google.com/maps/place/?q=place_id:ChIJXcn5qEFdLi4R9e13PPROBXg
OPERATIONAL,"2JC6+HVX, Pematang Kabau, Air Hitam, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -1.9785019, 'lng': 102.6122266}, 'viewport': {'northeast': {'lat': -1.977152070107278, 'lng': 102.6135764298927}, 'southwest': {'lat': -1.979851729892723, 'lng': 102.6108767701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SPOT MANCING GACORR,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116795655076130912600"">Rokhmad Apriyawan</a>'], 'photo_reference': 'AUGGfZlI1hXkGJKXRNjAH13YGIiz4rUgtTIiijTvnDnnvpHwcwNY5OaULFn6Jru72X4RFJ-1QHZFs8jsGeThyVm2gwcAepbabsZThK-xbhuchusM8OXZWcj9MOvt_Stx6tCAnmFUxHtO1o3BP217pR-FPWbadGcxnUTfs2eZNwb33zbmGc8l', 'width': 2252}]",ChIJz6rdWwBFLi4RGOA9b-Wur7U,5.0,ChIJz6rdWwBFLi4RGOA9b-Wur7U,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJz6rdWwBFLi4RGOA9b-Wur7U
CLOSED_TEMPORARILY,"2MFH+XWX, Jernih, Air Hitam, Sarolangun Regency, Jambi, Indonesia","{'location': {'lat': -1.9750108, 'lng': 102.6798622}, 'viewport': {'northeast': {'lat': -1.973650570107278, 'lng': 102.6812495298927}, 'southwest': {'lat': -1.976350229892722, 'lng': 102.6785498701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Putih City,,ChIJd8wSaJRPLi4Rmg2RlhbiPyQ,0.0,ChIJd8wSaJRPLi4Rmg2RlhbiPyQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJd8wSaJRPLi4Rmg2RlhbiPyQ
