business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"CH65+4RJ, Nanga Kemujan, East Bulik, Lamandau Regency, Central Kalimantan 74162, Indonesia","{'location': {'lat': -1.589656, 'lng': 111.5595236}, 'viewport': {'northeast': {'lat': -1.588308370107278, 'lng': 111.5608620798927}, 'southwest': {'lat': -1.591008029892722, 'lng': 111.5581624201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Palikodan,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112774147159742182075"">hasna afifah</a>'], 'photo_reference': 'AUGGfZlBhndQOdcF-7jss4Ob_BUSMHpol1LypUvRmiSpd4rGmYdBf8kvR6Zy6AN-0JYhrfvgCFHjmq3mmqF3IJV0SOgxkMzmJ89YmbB6SC4cHWR7DItBMhQyydeKtuEW3M8jAQ2gsB5XauJk6jsJJb0-MVXlhiiqzE9MmHN_wJq8FHEj1Xje', 'width': 2268}]",ChIJzw3D-d3zBi4RERFa2KtaP2E,5.0,ChIJzw3D-d3zBi4RERFa2KtaP2E,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzw3D-d3zBi4RERFa2KtaP2E
OPERATIONAL,"WGXJ+CQ, Beruta, Bulik, Lamandau Regency, Central Kalimantan 74162, Indonesia","{'location': {'lat': -2.0514682, 'lng': 111.5319492}, 'viewport': {'northeast': {'lat': -2.050323120107278, 'lng': 111.53446425}, 'southwest': {'lat': -2.053022779892722, 'lng': 111.53111085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riam Batu Tatal atas,,ChIJn4ndQB8_Bi4R33nDkKBo7s8,0.0,ChIJn4ndQB8_Bi4R33nDkKBo7s8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJn4ndQB8_Bi4R33nDkKBo7s8
CLOSED_TEMPORARILY,"5PMQ+JR3, Batu Tunggal, East Bulik, Lamandau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.8159782, 'lng': 111.7395314}, 'viewport': {'northeast': {'lat': -1.814628370107278, 'lng': 111.7408812298927}, 'southwest': {'lat': -1.817328029892723, 'lng': 111.7381815701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kubau,"[{'height': 4024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103257470817254252630"">A Google User</a>'], 'photo_reference': 'AUGGfZkaO_ntpInHeMZnKtoFHf8nCH52uiIbcVyauv_bT4fl1T7jjIhOkjQNmrNBXYqllZyzYTOZQMf9GXyefBPBP2kAYsOgWaEeqpr93FmxVFiS2qcOB4KRjS8JYis4X2OAMC6bZk4NuvDC5kXnGFZO_1mHomvpPTJ3j7Dc8wiksWUx2VcY', 'width': 6024}]",ChIJjXVKvgRRBi4RiUCaoUXYEE8,5.0,ChIJjXVKvgRRBi4RiUCaoUXYEE8,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJjXVKvgRRBi4RiUCaoUXYEE8
OPERATIONAL,"CC29+6F7, Kahingai, Belantikan Raya, Lamandau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.599454, 'lng': 111.4186803}, 'viewport': {'northeast': {'lat': -1.598104170107278, 'lng': 111.4200301298927}, 'southwest': {'lat': -1.600803829892722, 'lng': 111.4173304701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Chiwan,,ChIJ0ZSwGouNBi4RN0q20Dci_qo,0.0,ChIJ0ZSwGouNBi4RN0q20Dci_qo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0ZSwGouNBi4RN0q20Dci_qo
OPERATIONAL,"W7JG+HRQ, Nanga Bulik, Bulik, Lamandau Regency, Central Kalimantan 74173, Indonesia","{'location': {'lat': -2.0685388, 'lng': 111.2771071}, 'viewport': {'northeast': {'lat': -2.067742170107278, 'lng': 111.2785781298927}, 'southwest': {'lat': -2.070441829892723, 'lng': 111.2758784701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun p,,ChIJSyDiSwANBi4RsWXPlMrxkBo,0.0,ChIJSyDiSwANBi4RsWXPlMrxkBo,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJSyDiSwANBi4RsWXPlMrxkBo
OPERATIONAL,"3J77+38, Sungkup, East Bulik, Lamandau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.9372736, 'lng': 111.6133237}, 'viewport': {'northeast': {'lat': -1.935889020107278, 'lng': 111.61523045}, 'southwest': {'lat': -1.938588679892722, 'lng': 111.60760345}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Tempat sinyal,,ChIJ0RDC4opHBi4ROY-OF6H-v0c,5.0,ChIJ0RDC4opHBi4ROY-OF6H-v0c,"['park', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0RDC4opHBi4ROY-OF6H-v0c
OPERATIONAL,"CC67+F79, Kahingai, Belantikan Raya, Lamandau Regency, Central Kalimantan 74162, Indonesia","{'location': {'lat': -1.5897441, 'lng': 111.4132806}, 'viewport': {'northeast': {'lat': -1.588394270107277, 'lng': 111.4146304298927}, 'southwest': {'lat': -1.591093929892722, 'lng': 111.4119307701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sendang dores,,ChIJ5-C7fQCNBi4RkFjS2LRuaGk,0.0,ChIJ5-C7fQCNBi4RkFjS2LRuaGk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5-C7fQCNBi4RkFjS2LRuaGk
OPERATIONAL,"R9GG+V3, Nanga Bulik, Bulik, Lamandau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.172804, 'lng': 111.375145}, 'viewport': {'northeast': {'lat': -2.171454170107278, 'lng': 111.3764948298927}, 'southwest': {'lat': -2.174153829892723, 'lng': 111.3737951701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BSM Water Park,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108717142587907177738"">A Google User</a>'], 'photo_reference': 'AUGGfZndshqbqRdizh3tePf5Tla-dcRXo9dfs4GiTAnEZBxzuKRHyizLEzN5xH_HiAwr6Twfn904wZ0VLNvCLTCQW5gwKA9x7RVlQY5q95Qv13i88_0dq8Zjx6XuhCjRam07DHbRS9Zs22vpQJfJW3BPpnfU5FMWf9z_5GnMaUTjn7GEvr92', 'width': 3024}]",ChIJrW4paaUbBi4RLPjT1GmqNLM,4.4,ChIJrW4paaUbBi4RLPjT1GmqNLM,"['tourist_attraction', 'point_of_interest', 'establishment']",73.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJrW4paaUbBi4RLPjT1GmqNLM
OPERATIONAL,"Jl. Bukit Hibul Timur, Nanga Bulik, Kec. Bulik, Kabupaten Lamandau, Kalimantan Tengah 74161, Indonesia","{'location': {'lat': -2.183456, 'lng': 111.4326106}, 'viewport': {'northeast': {'lat': -2.18274695, 'lng': 111.4338356798927}, 'southwest': {'lat': -2.185583150000001, 'lng': 111.4311360201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Kota Nanga Bulik,"[{'height': 1560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101512990651057929717"">A Google User</a>'], 'photo_reference': 'AUGGfZmnK3E8klzjfw5WUri_bn_KDheQKT1LJak3r74EmKgYPwHutkKKVlVdhdfP7CPw9ubaRrCAGjE6RJqU8b9zdHUWrSXllLDq3Lucs9Ag7L595wvD2BVUlmR8ItACB4Fs6g__p8fXpPt0LCnnp1UZKpEm3EX1ZVq9C_wHLxNU07tpNl6e', 'width': 1560}]",ChIJMz5MUQAZBi4R3BEMu9Nep0M,5.0,ChIJMz5MUQAZBi4R3BEMu9Nep0M,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJMz5MUQAZBi4R3BEMu9Nep0M
OPERATIONAL,"RC7V+F75, Nanga Bulik, Bulik, Lamandau Regency, Central Kalimantan 74161, Indonesia","{'location': {'lat': -2.1863607, 'lng': 111.4432318}, 'viewport': {'northeast': {'lat': -2.185053220107279, 'lng': 111.4445719798927}, 'southwest': {'lat': -2.187752879892723, 'lng': 111.4418723201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bundaran Burung,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113114035030703115394"">iyank 999</a>'], 'photo_reference': 'AUGGfZk_e9fpxhNoAFEbxQPDly4tnj9trCXZyruaEtLm1zFUpc3e6ljIjNc3zGa3RRT3uOR4o8dUX-uOTgHsnsGqroa90bQdtAB_R7lrjG3af7lq-DwW15-Ya4KGYL5BLbdETHQbWJ_hTaGm6e_nZxYDMX0ENdsTTJ8fcSpy00N_Nnf3L5RT', 'width': 3024}]",ChIJBYwQho8ZBi4R4YADfzOLgr4,4.1,ChIJBYwQho8ZBi4R4YADfzOLgr4,"['tourist_attraction', 'point_of_interest', 'establishment']",24.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJBYwQho8ZBi4R4YADfzOLgr4
