business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,url
OPERATIONAL,"44V5+9V4, Kawa, Lamandau, Lamandau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.8566005, 'lng': 111.1097179}, 'viewport': {'northeast': {'lat': -1.854979570107277, 'lng': 111.1104688298927}, 'southwest': {'lat': -1.857679229892722, 'lng': 111.1077691701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riam panjang-pandat,{'open_now': True},ChIJ9wMFTgB3Bi4R_4fLDipP7eg,0.0,ChIJ9wMFTgB3Bi4R_4fLDipP7eg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9wMFTgB3Bi4R_4fLDipP7eg
OPERATIONAL,"W7JG+HRQ, Nanga Bulik, Bulik, Lamandau Regency, Central Kalimantan 74173, Indonesia","{'location': {'lat': -2.0685388, 'lng': 111.2771071}, 'viewport': {'northeast': {'lat': -2.067742170107278, 'lng': 111.2785781298927}, 'southwest': {'lat': -2.070441829892723, 'lng': 111.2758784701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun p,,ChIJSyDiSwANBi4RsWXPlMrxkBo,0.0,ChIJSyDiSwANBi4RsWXPlMrxkBo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJSyDiSwANBi4RsWXPlMrxkBo
OPERATIONAL,"4385+R5W, Cuhai, Lamandau, Lamandau Regency, Central Kalimantan 74663, Indonesia","{'location': {'lat': -1.8828891, 'lng': 111.0579632}, 'viewport': {'northeast': {'lat': -1.881539270107278, 'lng': 111.0593130298927}, 'southwest': {'lat': -1.884238929892722, 'lng': 111.0566133701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun,,ChIJTV-0QwTZBS4RoJDNqpOsMg0,4.8,ChIJTV-0QwTZBS4RoJDNqpOsMg0,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 8000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100146879185971867953"">A Google User</a>'], 'photo_reference': 'AUGGfZkkt8afZIsTd05nZuK511revvNPgjt4vizsaXW9W5bAR3186aM0sZYMAIK435ytJlHprgf_d3VEntujDOADOcI_uECCCzp398AdMbaXa2lphNh3k321cXXR8Js8__sxJHR2Xu2huslahl0R-QcT7NEvrJcf69gx4OFr5MkJn-JqPJxb', 'width': 6000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJTV-0QwTZBS4RoJDNqpOsMg0
OPERATIONAL,"38JC+6J, Sekoban, Lamandau, Lamandau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.9193985, 'lng': 111.3215302}, 'viewport': {'northeast': {'lat': -1.918048670107278, 'lng': 111.3228800298927}, 'southwest': {'lat': -1.920748329892723, 'lng': 111.3201803701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Mas Patih,,ChIJv8FVTe9vBi4R7YBYIet5fc0,0.0,ChIJv8FVTe9vBi4R7YBYIet5fc0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJv8FVTe9vBi4R7YBYIet5fc0
OPERATIONAL,"288F+PM4, Bakonsu, Lamandau, Lamandau Regency, Central Kalimantan 74162, Indonesia","{'location': {'lat': -1.9832319, 'lng': 111.3242138}, 'viewport': {'northeast': {'lat': -1.9786059, 'lng': 111.32641205}, 'southwest': {'lat': -1.9847739, 'lng': 111.32348105}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun,{'open_now': True},ChIJ9RJmnBBtBi4RtqIxNDD9ZSw,5.0,ChIJ9RJmnBBtBi4RtqIxNDD9ZSw,"['tourist_attraction', 'point_of_interest', 'establishment']",8,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103157842550101257166"">jaisnan khioiru</a>'], 'photo_reference': 'AUGGfZnyk9Jycf6SUMxMZbrEZMDe3L2Ug0pwjlO7a1xP2AonOxoUhRbHNHXMrU4ewqV3QBuXQkOoz-Rh7eO2wlkYk2mlaoy4AEZxo9ULZfeTA3PqEjh8fv_SKD46-7W3MtHNSqQTB1AnuLerH9RuTihSY-nWl9IpusmzWy6EpL2ePXjOMQUK', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ9RJmnBBtBi4RtqIxNDD9ZSw
OPERATIONAL,"8378+R87, Riam Tinggi, Delang, Lamandau Regency, Central Kalimantan 74664, Indonesia","{'location': {'lat': -1.6854733, 'lng': 111.0657846}, 'viewport': {'northeast': {'lat': -1.684123470107278, 'lng': 111.0671344298927}, 'southwest': {'lat': -1.686823129892722, 'lng': 111.0644347701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Lubang Kilat,,ChIJb4AFKmIrBC4RTSXN1xGMyk0,4.0,ChIJb4AFKmIrBC4RTSXN1xGMyk0,"['tourist_attraction', 'point_of_interest', 'establishment']",20,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106317772070177185834"">A Google User</a>'], 'photo_reference': 'AUGGfZk052QwLpe9EjF_teg6ZCCpNfENA-_7POPnJaOxddQAeYOppigSVty3psTZvS9vmyK7lX-4eUUESV1MxXTQo5vkUS4V151nzn43V6c1OMVgECnQyPOyvaBN2MJPHySCT0zO3oGDQjEkTxGAL3OV7YOcmiOxZAxAF0Rz_EyO34MDhpFP', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJb4AFKmIrBC4RTSXN1xGMyk0
OPERATIONAL,"8355+RP3, Jl. Lintas Kalimantan, Riam Tinggi, Kec. Delang, Kabupaten Lamandau, Kalimantan Tengah 74664, Indonesia","{'location': {'lat': -1.6904803, 'lng': 111.0592962}, 'viewport': {'northeast': {'lat': -1.689165620107278, 'lng': 111.0606411298927}, 'southwest': {'lat': -1.691865279892722, 'lng': 111.0579414701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Wisata Riam Tinggi,{'open_now': True},ChIJs26r7zYrBC4Rqjf7kU7q_no,4.7,ChIJs26r7zYrBC4Rqjf7kU7q_no,"['tourist_attraction', 'point_of_interest', 'establishment']",9,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111665705689975543364"">Yosua KrisKah</a>'], 'photo_reference': 'AUGGfZlA6Mlgxm3sit49YX00x6sr_xtr3C3mocZUPDzTlUVdZX2madP-TXau1mKpGRU9rzkdD5znIoDK5VQOoM0wudHqMCwjMoF9U7jM81UPNVNj9zwqLisx9RV3Y8bdMpq0pK8I6AatpOunUnm8h-XyPkh6g3jQFNi-nGwM2S1u8INF6z3o', 'width': 3024}]",,,https://www.google.com/maps/place/?q=place_id:ChIJs26r7zYrBC4Rqjf7kU7q_no
OPERATIONAL,"8529+FR, Benakitan, Batang Kawa, Lamandau Regency, Central Kalimantan 74664, Indonesia","{'location': {'lat': -1.6988074, 'lng': 111.1695519}, 'viewport': {'northeast': {'lat': -1.698091470107278, 'lng': 111.1708887298927}, 'southwest': {'lat': -1.700791129892722, 'lng': 111.1681890701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riam Keladu,,ChIJ7_7GxdKBBi4RroYbK_50SuY,5.0,ChIJ7_7GxdKBBi4RroYbK_50SuY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106350567872607403040"">Hada Adi Praja Hada Adi Praja</a>'], 'photo_reference': 'AUGGfZkkp-74onrNIwrIH-7C2ZbkVov9KvfL-V-VhRFvTqaXb8bUfd_czxgV2Ufk6gf66qh1ZpIzB_4gEbz1ssM-NNAn2oqk2nGXA9-2mpmKvMm-nEhDj-xZP7rE3-wtZfod8-Ce-hnn3vWntkapPUnwHO4P9uiFTLC64k93mYzwi6-voTe1', 'width': 5333}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ7_7GxdKBBi4RroYbK_50SuY
OPERATIONAL,"8355+63R, Riam Tinggi, Delang, Lamandau Regency, Central Kalimantan 74664, Indonesia","{'location': {'lat': -1.6918967, 'lng': 111.0576471}, 'viewport': {'northeast': {'lat': -1.68967025, 'lng': 111.0590598798927}, 'southwest': {'lat': -1.69263885, 'lng': 111.0563602201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,sungai wisata riam tinggi,{'open_now': True},ChIJH-q_laUrBC4RwdVsTFkx_hg,0.0,ChIJH-q_laUrBC4RwdVsTFkx_hg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100895445444990868645"">Baby Hui</a>'], 'photo_reference': 'AUGGfZkhxwQWDWoUBkTHaWGSuF7W8-eI_nPgu2feJfQ8LuJl0Ohk-f3iwTexTbTFhXt3yOGsQhfGT7aeMADwLk8swlPFZbewd0FBMfsH5l3HXj2PvHZmuXTfDDiChxl7R_QlnlPE_0xtANo4CsidBQd85Tcu9FZRpUdGK6wpysVdpqZfqAkM', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJH-q_laUrBC4RwdVsTFkx_hg
OPERATIONAL,"8WCV+9VW, Kubung, Delang, Lamandau Regency, Central Kalimantan, Indonesia","{'location': {'lat': -1.6790005, 'lng': 110.9447027}, 'viewport': {'northeast': {'lat': -1.677650670107278, 'lng': 110.9460525298927}, 'southwest': {'lat': -1.680350329892722, 'lng': 110.9433528701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kenduruan,,ChIJp-MnIwAtBC4R5J3PzGSd4-Y,0.0,ChIJp-MnIwAtBC4R5J3PzGSd4-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJp-MnIwAtBC4R5J3PzGSd4-Y
