business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,url
OPERATIONAL,"88MM+H7V, Mimin, Oksop, Pegunungan Bintang Regency, Papua, Indonesia","{'location': {'lat': -4.6660156, 'lng': 140.3331633}, 'viewport': {'northeast': {'lat': -4.664665770107278, 'lng': 140.3345131298927}, 'southwest': {'lat': -4.667365429892722, 'lng': 140.3318134701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Paradise Lagoon,ChIJewWl7duVQGgRcC3IkmZ-x5A,5.0,ChIJewWl7duVQGgRcC3IkmZ-x5A,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJewWl7duVQGgRcC3IkmZ-x5A
OPERATIONAL,"2HMP+5C7, Dabolding, Kolomdol, Pegunungan Bintang Regency, Papua, Indonesia","{'location': {'lat': -4.967075400000001, 'lng': 140.5860497}, 'viewport': {'northeast': {'lat': -4.965725570107278, 'lng': 140.5873995298927}, 'southwest': {'lat': -4.968425229892723, 'lng': 140.5846998701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Biru,ChIJJW7RPNotR2gRe-atyWw4ewc,0.0,ChIJJW7RPNotR2gRe-atyWw4ewc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJW7RPNotR2gRe-atyWw4ewc
OPERATIONAL,"QXVQ+QMM, Betem 2, Tarup, Pegunungan Bintang Regency, Papua 99575, Indonesia","{'location': {'lat': -5.2055304, 'lng': 140.9891763}, 'viewport': {'northeast': {'lat': -5.204180570107278, 'lng': 140.9905261298927}, 'southwest': {'lat': -5.206880229892722, 'lng': 140.9878264701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Kwirok,ChIJr_uUmWTBRmgRbgjYgyMU_Ac,5.0,ChIJr_uUmWTBRmgRbgjYgyMU_Ac,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJr_uUmWTBRmgRbgjYgyMU_Ac
OPERATIONAL,"XRX9+XX, Bias, Murkim, Pegunungan Bintang Regency, Papua, Indonesia","{'location': {'lat': -4.0001084, 'lng': 140.8199953}, 'viewport': {'northeast': {'lat': -3.998758570107278, 'lng': 140.8213451298927}, 'southwest': {'lat': -4.001458229892722, 'lng': 140.8186454701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung bias tercinta,ChIJk7JDivjRQWgRqRxjI5yHsNk,4.3,ChIJk7JDivjRQWgRqRxjI5yHsNk,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113807543005959967313"">A Google User</a>'], 'photo_reference': 'AUGGfZlbwRVel8gxprLYXATbOSDH1P-Ss8XPJadRp7gDrum9jsbPietaJRGVAOqwyVn_azfjw-7Wdy2qQe3rItxqe9MselBlQbV0hrGlTj_ZckJx1vpcnUCSOfakjLW5JEQzfLJ8CduQZ7dcbrYNR2LvB6H200MzRlww7tVCTzO61NbM7snY', 'width': 960}]",,,https://www.google.com/maps/place/?q=place_id:ChIJk7JDivjRQWgRqRxjI5yHsNk
OPERATIONAL,"CG94+7H9, Omliom, Okbab, Pegunungan Bintang Regency, Papua 99572, Indonesia","{'location': {'lat': -4.5818274, 'lng': 140.5064705}, 'viewport': {'northeast': {'lat': -4.580477570107278, 'lng': 140.5078203298928}, 'southwest': {'lat': -4.583177229892722, 'lng': 140.5051206701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun La Kampung Maksum,ChIJib4MQrnvQGgR76hxlgicJqQ,2.0,ChIJib4MQrnvQGgR76hxlgicJqQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 481, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102797652122434849635"">A Google User</a>'], 'photo_reference': 'AUGGfZndnAlmfyB6WssIASRYIbfK4ft-EhMk3v0Q9LnoBjycQcpmXrm5RRgzKJ4v9ED4BcxYoFp8_XdeOA6CqHxHHZfB1kjN9OYr5vjEGskvkd1nuc8csqYldMyM4YPlcZQoRq65iF_bYysnsJTkmfnkx_Y42GprUh5ehFbbT2P87S6Xz2k4', 'width': 712}]",,,https://www.google.com/maps/place/?q=place_id:ChIJib4MQrnvQGgR76hxlgicJqQ
OPERATIONAL,"7C96+23J, Mimin, Oksop, Pegunungan Bintang Regency, Papua, Indonesia","{'location': {'lat': -4.732417799999999, 'lng': 140.4101474}, 'viewport': {'northeast': {'lat': -4.731067970107278, 'lng': 140.4114972298927}, 'southwest': {'lat': -4.733767629892721, 'lng': 140.4087975701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Distrik oksop kabupaten pegunungan bintang,ChIJY1yC_r3BQGgRd7wMupLKoZc,0.0,ChIJY1yC_r3BQGgRd7wMupLKoZc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJY1yC_r3BQGgRd7wMupLKoZc
OPERATIONAL,"X5R2+WP3, Yelobib, Awinbon, Pegunungan Bintang Regency, Papua, Indonesia","{'location': {'lat': -5.0077298, 'lng': 140.1517908}, 'viewport': {'northeast': {'lat': -5.006379970107279, 'lng': 140.1531406298927}, 'southwest': {'lat': -5.009079629892723, 'lng': 140.1504409701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nanum Anaip,ChIJKU6_MCNRR2gRUVz1HHVsi9A,4.0,ChIJKU6_MCNRR2gRUVz1HHVsi9A,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,https://www.google.com/maps/place/?q=place_id:ChIJKU6_MCNRR2gRUVz1HHVsi9A
OPERATIONAL,"PPCF+HV8, Kuken, Ambatkwi, Boven Digoel Regency, Papua, Indonesia","{'location': {'lat': -5.2785845, 'lng': 140.7247053}, 'viewport': {'northeast': {'lat': -5.277234670107279, 'lng': 140.7260551298927}, 'southwest': {'lat': -5.279934329892723, 'lng': 140.7233554701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KALI KAO,ChIJu3AJetjhRmgRUVTR57zowtA,5.0,ChIJu3AJetjhRmgRUVTR57zowtA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105366332842287974687"">Hendy Prasetya</a>'], 'photo_reference': 'AUGGfZlHgZE-prLbs4nvb-l4IaxxZZ_UEnu8Oa4TzgcjJO_KVxrinUHLjQVV4vSYzazpGRNs6t_aQanlDQtYCS7OAeirEGOX3fExn6D6VaC-LbY8OLuWn53ljPBuhpfs_2WwOs67hP8xiK-tYFxUf2xsiy3DjM3x86azc_EsU8aeHe6NLC4J', 'width': 3840}]",,,https://www.google.com/maps/place/?q=place_id:ChIJu3AJetjhRmgRUVTR57zowtA
CLOSED_TEMPORARILY,"jln.turkop No.002, Iriding, Okbi, Pegunungan Bintang Regency, Papua 99572, Indonesia","{'location': {'lat': -4.6139335, 'lng': 140.5394388}, 'viewport': {'northeast': {'lat': -4.612583670107279, 'lng': 140.5407886298927}, 'southwest': {'lat': -4.615283329892723, 'lng': 140.5380889701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,telaga alengsit,ChIJ4esU0yzlQGgR-vIQ-dguWVg,0.0,ChIJ4esU0yzlQGgR-vIQ-dguWVg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,"{'compound_code': '9GPQ+CQ Iriding, Pegunungan Bintang Regency, Papua, Indonesia', 'global_code': '6R729GPQ+CQ'}",https://www.google.com/maps/place/?q=place_id:ChIJ4esU0yzlQGgR-vIQ-dguWVg
CLOSED_TEMPORARILY,"4W44+4VX, Paune, Warasamo, Pegunungan Bintang Regency, Papua 99574, Indonesia","{'location': {'lat': -4.894629399999999, 'lng': 140.9072498}, 'viewport': {'northeast': {'lat': -4.893279570107278, 'lng': 140.9085996298927}, 'southwest': {'lat': -4.895979229892722, 'lng': 140.9058999701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Bintang Lestari Indonesia,ChIJobarVOUxQWgRZiGFAeafAjI,5.0,ChIJobarVOUxQWgRZiGFAeafAjI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110423670814725463670"">A Google User</a>'], 'photo_reference': 'AUGGfZnifg3h3hlKwbOOlcIHKxmS_dgNjDCGdqEeYNqnkg45_CEj3Jb38dbkpfX57HSWwI2jkgzFgJVpnmCC19KUCwoX02Ml0xNJbHFcGd6kggwSbb7rqX5Qt2wOMoE5BE32RnITk6hl_BB_IVPiyKWWp-7gV6Z6B-mJsDqtslGERdAHIgVt', 'width': 4624}]",True,,https://www.google.com/maps/place/?q=place_id:ChIJobarVOUxQWgRZiGFAeafAjI
